ProductivityID,DateKey,AreaID,ResponsibleID,LocationID,Shift,PlannedOutput,ActualOutput,LaborHours,ProductiveHours,NonProductiveHours,_SourceFile,_ExportedAt,_LegacyRowNumber
PD000876,20240927,A004,R018,L004,Tarde,751,848,6.23,5.38,0.85,training_fact_productividad_export.csv,2026-06-23T00:00:00,876
PD000877,20240501,A004,R011,L005,Tarde,652,579,10.08,6.88,3.21,training_fact_productividad_export.csv,2026-06-23T00:00:00,877
PD000878,20241103,A002,R021,L007,Tarde,654,635,6.21,5.51,0.7,training_fact_productividad_export.csv,2026-06-23T00:00:00,878
PD000879,20240801,A002,R012,L003,Tarde,57,52,9.59,6.78,2.81,training_fact_productividad_export.csv,2026-06-23T00:00:00,879
PD000880,20241108,A002,R009,L002,Noche,691,649,11.11,9.68,1.43,training_fact_productividad_export.csv,2026-06-23T00:00:00,880
PD000881,20241025,A002,R019,L007,Día,661,569,8.99,7.59,1.4,training_fact_productividad_export.csv,2026-06-23T00:00:00,881
PD000882,20240715,A005,R008,L005,Día,82,100,9.16,7.51,1.65,training_fact_productividad_export.csv,2026-06-23T00:00:00,882
PD000883,20240313,A003,R021,L006,Día,67,60,10.03,8.63,1.4,training_fact_productividad_export.csv,2026-06-23T00:00:00,883
PD000884,20241006,A002,R007,L002,Día,529,495,10.96,8.49,2.46,training_fact_productividad_export.csv,2026-06-23T00:00:00,884
PD000885,20240213,A005,R029,L004,Tarde,731,780,9.39,8.18,1.2,training_fact_productividad_export.csv,2026-06-23T00:00:00,885
PD000886,20240327,A004,R021,L006,Tarde,856,738,8.67,7.71,0.96,training_fact_productividad_export.csv,2026-06-23T00:00:00,886
PD000887,20240617,A006,R010,L007,Tarde,327,373,7.81,5.71,2.1,training_fact_productividad_export.csv,2026-06-23T00:00:00,887
PD000888,20240103,A005,R019,L001,Día,852,839,8.25,7.07,1.18,training_fact_productividad_export.csv,2026-06-23T00:00:00,888
PD000889,20240501,A002,R014,L005,Día,640,639,11.45,10.34,1.1,training_fact_productividad_export.csv,2026-06-23T00:00:00,889
PD000890,20240219,A006,R004,L003,Día,833,798,10.97,8.85,2.12,training_fact_productividad_export.csv,2026-06-23T00:00:00,890
PD000891,20240110,A006,R007,L003,Tarde,359,345,6.44,5.3,1.14,training_fact_productividad_export.csv,2026-06-23T00:00:00,891
PD000892,20241130,A006,R013,L002,Noche,546,501,10.08,8.16,1.93,training_fact_productividad_export.csv,2026-06-23T00:00:00,892
PD000893,20240130,A003,R025,L006,Noche,758,799,10.89,9.21,1.68,training_fact_productividad_export.csv,2026-06-23T00:00:00,893
PD000894,20241105,A004,R026,L006,Noche,825,622,7.14,6.18,0.96,training_fact_productividad_export.csv,2026-06-23T00:00:00,894
PD000895,20240410,A001,R029,L003,Tarde,850,688,10.16,7.45,2.71,training_fact_productividad_export.csv,2026-06-23T00:00:00,895
PD000896,20240203,A004,R019,L001,Día,487,486,7.15,5.87,1.28,training_fact_productividad_export.csv,2026-06-23T00:00:00,896
PD000897,20241020,A003,R026,L007,Tarde,305,367,8.06,7.33,0.73,training_fact_productividad_export.csv,2026-06-23T00:00:00,897
PD000898,20240622,A006,R025,L002,Día,107,114,10.72,7.92,2.8,training_fact_productividad_export.csv,2026-06-23T00:00:00,898
PD000899,20240214,A002,R014,L007,Día,111,91,6.06,4.6,1.45,training_fact_productividad_export.csv,2026-06-23T00:00:00,899
PD000900,20241104,A003,R014,L007,Noche,689,678,7.76,6.19,1.57,training_fact_productividad_export.csv,2026-06-23T00:00:00,900
PD000901,20240807,A005,R013,L002,Día,758,874,6.85,5.09,1.77,training_fact_productividad_export.csv,2026-06-23T00:00:00,901
PD000902,20240114,A006,R021,L003,Tarde,534,498,9.39,8.53,0.85,training_fact_productividad_export.csv,2026-06-23T00:00:00,902
PD000903,20241030,A001,R013,L003,Día,614,467,10.85,8.19,2.66,training_fact_productividad_export.csv,2026-06-23T00:00:00,903
PD000904,20241103,A001,R011,L005,Noche,737,594,9.86,8.56,1.31,training_fact_productividad_export.csv,2026-06-23T00:00:00,904
PD000905,20240530,A001,R021,L004,Noche,724,571,9.76,6.11,3.65,training_fact_productividad_export.csv,2026-06-23T00:00:00,905
PD000906,20241001,A004,R014,L007,Tarde,386,339,7.63,6.26,1.37,training_fact_productividad_export.csv,2026-06-23T00:00:00,906
PD000907,20240813,A003,R029,L002,Tarde,818,636,11.62,10.65,0.97,training_fact_productividad_export.csv,2026-06-23T00:00:00,907
PD000908,20240609,A006,R002,L002,Día,678,686,10.62,8.47,2.16,training_fact_productividad_export.csv,2026-06-23T00:00:00,908
PD000909,20240810,A005,R017,L007,Día,883,677,11.67,8.4,3.27,training_fact_productividad_export.csv,2026-06-23T00:00:00,909
PD000910,20240909,A004,R030,L002,Día,341,360,11.08,10.1,0.98,training_fact_productividad_export.csv,2026-06-23T00:00:00,910
PD000911,20240625,A006,R009,L005,Día,617,612,11.62,9.63,1.98,training_fact_productividad_export.csv,2026-06-23T00:00:00,911
PD000912,20241006,A005,R011,L003,Día,721,593,11.56,10.64,0.93,training_fact_productividad_export.csv,2026-06-23T00:00:00,912
PD000913,20240918,A005,R030,L007,Tarde,492,536,9.21,6.95,2.25,training_fact_productividad_export.csv,2026-06-23T00:00:00,913
PD000914,20240825,A001,R025,L005,Día,340,270,9.44,6.76,2.68,training_fact_productividad_export.csv,2026-06-23T00:00:00,914
PD000915,20240402,A004,R007,L005,Tarde,318,272,6.54,5.88,0.67,training_fact_productividad_export.csv,2026-06-23T00:00:00,915
PD000916,20240309,A006,R007,L002,Tarde,549,432,6.55,5.71,0.84,training_fact_productividad_export.csv,2026-06-23T00:00:00,916
PD000917,20240214,A006,R028,L005,Día,667,548,9.66,7.37,2.29,training_fact_productividad_export.csv,2026-06-23T00:00:00,917
PD000918,20240710,A006,R016,L007,Tarde,575,563,9.58,8.43,1.15,training_fact_productividad_export.csv,2026-06-23T00:00:00,918
PD000919,20241129,A004,R029,L005,Tarde,414,379,7.96,6.23,1.72,training_fact_productividad_export.csv,2026-06-23T00:00:00,919
PD000920,20240125,A002,R020,L003,Noche,198,184,10.28,8.29,1.99,training_fact_productividad_export.csv,2026-06-23T00:00:00,920
PD000921,20240807,A002,R004,L002,Noche,316,287,9.41,8.12,1.29,training_fact_productividad_export.csv,2026-06-23T00:00:00,921
PD000922,20240824,A006,R028,L003,Noche,538,642,8.28,5.7,2.58,training_fact_productividad_export.csv,2026-06-23T00:00:00,922
PD000923,20240322,A006,R021,L003,Tarde,581,634,9.57,7.41,2.16,training_fact_productividad_export.csv,2026-06-23T00:00:00,923
PD000924,20240919,A004,R009,L003,Día,707,823,8.16,5.57,2.58,training_fact_productividad_export.csv,2026-06-23T00:00:00,924
PD000925,20240502,A005,R030,L004,Tarde,418,372,11.22,9.97,1.25,training_fact_productividad_export.csv,2026-06-23T00:00:00,925
PD000926,20240503,A005,R018,L006,Noche,309,323,7.93,7.28,0.64,training_fact_productividad_export.csv,2026-06-23T00:00:00,926
PD000927,20240325,A005,R029,L002,Noche,141,122,10.88,7.55,3.33,training_fact_productividad_export.csv,2026-06-23T00:00:00,927
PD000928,20240407,A005,R018,L001,Tarde,749,498,7.87,6.2,1.66,training_fact_productividad_export.csv,2026-06-23T00:00:00,928
PD000929,20240121,A006,R027,L002,Tarde,761,619,6.1,4.65,1.45,training_fact_productividad_export.csv,2026-06-23T00:00:00,929
PD000930,20240802,A004,R023,L003,Tarde,591,672,9.05,7.97,1.08,training_fact_productividad_export.csv,2026-06-23T00:00:00,930
PD000931,20240126,A004,R010,L006,Día,594,589,9.56,7.47,2.09,training_fact_productividad_export.csv,2026-06-23T00:00:00,931
PD000932,20241026,A005,R010,L002,Noche,577,632,7.61,5.87,1.74,training_fact_productividad_export.csv,2026-06-23T00:00:00,932
PD000933,20240731,A003,R021,L006,Noche,668,534,6.22,4.33,1.89,training_fact_productividad_export.csv,2026-06-23T00:00:00,933
PD000934,20240731,A001,R021,L001,Día,627,498,9.06,5.81,3.26,training_fact_productividad_export.csv,2026-06-23T00:00:00,934
PD000935,20240310,A001,R023,L001,Día,874,686,9.45,7.84,1.61,training_fact_productividad_export.csv,2026-06-23T00:00:00,935
PD000936,20240303,A004,R018,L007,Día,707,494,6.6,5.44,1.16,training_fact_productividad_export.csv,2026-06-23T00:00:00,936
PD000937,20240405,A004,R020,L007,Noche,637,713,8.31,5.95,2.36,training_fact_productividad_export.csv,2026-06-23T00:00:00,937
PD000938,20240518,A003,R025,L007,Día,705,727,9.12,6.63,2.49,training_fact_productividad_export.csv,2026-06-23T00:00:00,938
PD000939,20240428,A006,R001,L006,Noche,215,190,9.43,6.85,2.58,training_fact_productividad_export.csv,2026-06-23T00:00:00,939
PD000940,20240221,A006,R001,L002,Noche,415,461,10.01,7.25,2.76,training_fact_productividad_export.csv,2026-06-23T00:00:00,940
PD000941,20240923,A003,R025,L002,Día,568,436,6.72,6.05,0.67,training_fact_productividad_export.csv,2026-06-23T00:00:00,941
PD000942,20240121,A001,R024,L003,Día,717,626,10.09,8.54,1.55,training_fact_productividad_export.csv,2026-06-23T00:00:00,942
PD000943,20241211,A001,R018,L001,Día,576,483,9.4,5.38,4.02,training_fact_productividad_export.csv,2026-06-23T00:00:00,943
PD000944,20240212,A004,R017,L002,Tarde,548,492,7.25,5.54,1.72,training_fact_productividad_export.csv,2026-06-23T00:00:00,944
PD000945,20240209,A006,R011,L004,Noche,214,235,7.95,6.34,1.61,training_fact_productividad_export.csv,2026-06-23T00:00:00,945
PD000946,20241124,A001,R020,L003,Noche,456,355,6.0,4.46,1.54,training_fact_productividad_export.csv,2026-06-23T00:00:00,946
PD000947,20240508,A005,R007,L006,Día,578,471,10.97,9.84,1.14,training_fact_productividad_export.csv,2026-06-23T00:00:00,947
PD000948,20240704,A006,R028,L006,Tarde,801,786,10.77,7.31,3.46,training_fact_productividad_export.csv,2026-06-23T00:00:00,948
PD000949,20240314,A005,R002,L007,Noche,578,500,9.99,7.82,2.16,training_fact_productividad_export.csv,2026-06-23T00:00:00,949
PD000950,20240422,A006,R003,L002,Noche,464,423,7.03,5.94,1.09,training_fact_productividad_export.csv,2026-06-23T00:00:00,950
PD000951,20240412,A004,R009,L004,Día,778,812,10.39,8.79,1.6,training_fact_productividad_export.csv,2026-06-23T00:00:00,951
PD000952,20240425,A006,R013,L004,Día,463,393,6.15,4.14,2.02,training_fact_productividad_export.csv,2026-06-23T00:00:00,952
PD000953,20240212,A002,R008,L003,Día,360,352,10.93,7.89,3.03,training_fact_productividad_export.csv,2026-06-23T00:00:00,953
PD000954,20240208,A005,R025,L001,Día,137,121,7.7,5.32,2.38,training_fact_productividad_export.csv,2026-06-23T00:00:00,954
PD000955,20240301,A003,R030,L001,Tarde,177,172,7.76,6.68,1.08,training_fact_productividad_export.csv,2026-06-23T00:00:00,955
PD000956,20240629,A005,R028,L003,Tarde,791,793,10.7,7.49,3.21,training_fact_productividad_export.csv,2026-06-23T00:00:00,956
PD000957,20241211,A006,R021,L006,Tarde,200,237,9.89,7.17,2.72,training_fact_productividad_export.csv,2026-06-23T00:00:00,957
PD000958,20241201,A005,R025,L001,Tarde,698,723,7.83,6.14,1.69,training_fact_productividad_export.csv,2026-06-23T00:00:00,958
PD000959,20240628,A004,R023,L002,Tarde,710,793,8.44,5.61,2.83,training_fact_productividad_export.csv,2026-06-23T00:00:00,959
PD000960,20240601,A006,R026,L003,Día,801,745,6.08,4.5,1.58,training_fact_productividad_export.csv,2026-06-23T00:00:00,960
PD000961,20240801,A006,R003,L004,Tarde,582,492,10.86,8.75,2.11,training_fact_productividad_export.csv,2026-06-23T00:00:00,961
PD000962,20240701,A003,R001,L004,Noche,897,764,6.73,5.3,1.43,training_fact_productividad_export.csv,2026-06-23T00:00:00,962
PD000963,20241104,A006,R026,L007,Noche,428,436,6.23,5.29,0.94,training_fact_productividad_export.csv,2026-06-23T00:00:00,963
PD000964,20240110,A002,R008,L004,Tarde,285,339,10.81,7.34,3.47,training_fact_productividad_export.csv,2026-06-23T00:00:00,964
PD000965,20240617,A004,R005,L002,Día,350,329,8.17,7.42,0.75,training_fact_productividad_export.csv,2026-06-23T00:00:00,965
PD000966,20240205,A004,R027,L004,Noche,757,862,6.05,4.28,1.77,training_fact_productividad_export.csv,2026-06-23T00:00:00,966
PD000967,20241026,A006,R026,L007,Día,545,416,11.11,7.44,3.67,training_fact_productividad_export.csv,2026-06-23T00:00:00,967
PD000968,20240123,A004,R030,L006,Día,644,641,10.8,8.56,2.25,training_fact_productividad_export.csv,2026-06-23T00:00:00,968
PD000969,20240420,A002,R017,L001,Noche,187,173,10.4,8.73,1.67,training_fact_productividad_export.csv,2026-06-23T00:00:00,969
PD000970,20240630,A004,R008,L007,Noche,419,379,11.42,8.66,2.76,training_fact_productividad_export.csv,2026-06-23T00:00:00,970
PD000971,20241122,A002,R012,L004,Tarde,651,609,10.53,7.33,3.19,training_fact_productividad_export.csv,2026-06-23T00:00:00,971
PD000972,20240613,A006,R027,L007,Tarde,867,761,10.47,8.0,2.47,training_fact_productividad_export.csv,2026-06-23T00:00:00,972
PD000973,20240810,A002,R022,L007,Día,768,742,10.68,7.86,2.82,training_fact_productividad_export.csv,2026-06-23T00:00:00,973
PD000974,20240101,A003,R003,L005,Día,303,293,8.53,7.03,1.5,training_fact_productividad_export.csv,2026-06-23T00:00:00,974
PD000975,20240407,A001,R003,L005,Noche,828,662,10.15,8.35,1.8,training_fact_productividad_export.csv,2026-06-23T00:00:00,975
PD000976,20241127,A005,R005,L002,Noche,171,162,11.49,8.77,2.72,training_fact_productividad_export.csv,2026-06-23T00:00:00,976
PD000977,20240329,A006,R012,L005,Noche,265,253,9.46,6.92,2.54,training_fact_productividad_export.csv,2026-06-23T00:00:00,977
PD000978,20240815,A002,R024,L007,Día,219,211,6.7,4.53,2.17,training_fact_productividad_export.csv,2026-06-23T00:00:00,978
PD000979,20240719,A001,R027,L005,Noche,558,449,11.37,6.94,4.44,training_fact_productividad_export.csv,2026-06-23T00:00:00,979
PD000980,20240506,A005,R026,L001,Noche,639,552,6.75,5.82,0.92,training_fact_productividad_export.csv,2026-06-23T00:00:00,980
PD000981,20240113,A006,R002,L003,Día,61,57,8.79,7.16,1.63,training_fact_productividad_export.csv,2026-06-23T00:00:00,981
PD000982,20240609,A003,R029,L003,Tarde,742,572,10.26,8.09,2.18,training_fact_productividad_export.csv,2026-06-23T00:00:00,982
PD000983,20240723,A004,R005,L007,Tarde,463,397,7.4,5.18,2.22,training_fact_productividad_export.csv,2026-06-23T00:00:00,983
PD000984,20241231,A001,R004,L001,Noche,551,358,9.75,7.66,2.09,training_fact_productividad_export.csv,2026-06-23T00:00:00,984
PD000985,20240924,A003,R009,L002,Día,151,131,9.04,7.96,1.09,training_fact_productividad_export.csv,2026-06-23T00:00:00,985
PD000986,20240623,A003,R020,L006,Tarde,466,449,8.66,5.77,2.89,training_fact_productividad_export.csv,2026-06-23T00:00:00,986
PD000987,20240514,A001,R018,L002,Noche,642,378,8.29,6.26,2.03,training_fact_productividad_export.csv,2026-06-23T00:00:00,987
PD000988,20241014,A006,R014,L002,Tarde,478,436,10.3,9.03,1.26,training_fact_productividad_export.csv,2026-06-23T00:00:00,988
PD000989,20241212,A006,R016,L004,Tarde,583,570,9.13,6.11,3.01,training_fact_productividad_export.csv,2026-06-23T00:00:00,989
PD000990,20240601,A002,R014,L007,Noche,109,105,10.43,8.93,1.5,training_fact_productividad_export.csv,2026-06-23T00:00:00,990
PD000991,20240530,A004,R019,L003,Noche,834,816,8.16,6.79,1.38,training_fact_productividad_export.csv,2026-06-23T00:00:00,991
PD000992,20240708,A002,R019,L002,Noche,752,590,11.68,9.9,1.78,training_fact_productividad_export.csv,2026-06-23T00:00:00,992
PD000993,20240513,A003,R002,L007,Noche,125,124,7.59,5.6,1.99,training_fact_productividad_export.csv,2026-06-23T00:00:00,993
PD000994,20240916,A005,R028,L006,Día,407,376,10.64,8.97,1.67,training_fact_productividad_export.csv,2026-06-23T00:00:00,994
PD000995,20240804,A003,R004,L002,Noche,279,317,11.75,10.0,1.76,training_fact_productividad_export.csv,2026-06-23T00:00:00,995
PD000996,20240411,A001,R028,L003,Día,219,184,11.57,9.28,2.29,training_fact_productividad_export.csv,2026-06-23T00:00:00,996
PD000997,20240410,A001,R028,L006,Día,630,551,9.32,5.63,3.68,training_fact_productividad_export.csv,2026-06-23T00:00:00,997
PD000998,20241111,A003,R017,L002,Tarde,71,65,6.47,4.9,1.57,training_fact_productividad_export.csv,2026-06-23T00:00:00,998
PD000999,20240326,A006,R012,L003,Noche,758,684,8.03,5.77,2.27,training_fact_productividad_export.csv,2026-06-23T00:00:00,999
PD001000,20240413,A004,R018,L002,Tarde,305,259,8.89,7.35,1.54,training_fact_productividad_export.csv,2026-06-23T00:00:00,1000
PD001001,20241111,A006,R004,L003,Tarde,554,320,11.3,10.2,1.1,training_fact_productividad_export.csv,2026-06-23T00:00:00,1001
PD001002,20241004,A001,R023,L002,Tarde,175,118,7.11,5.15,1.95,training_fact_productividad_export.csv,2026-06-23T00:00:00,1002
PD001003,20240217,A005,R009,L006,Día,732,782,6.83,4.69,2.14,training_fact_productividad_export.csv,2026-06-23T00:00:00,1003
PD001004,20241009,A003,R022,L006,Tarde,787,734,10.66,8.31,2.35,training_fact_productividad_export.csv,2026-06-23T00:00:00,1004
PD001005,20240215,A001,R016,L002,Día,287,219,6.15,4.67,1.49,training_fact_productividad_export.csv,2026-06-23T00:00:00,1005
PD001006,20240114,A004,R025,L007,Tarde,853,946,6.06,4.73,1.33,training_fact_productividad_export.csv,2026-06-23T00:00:00,1006
PD001007,20240826,A005,R008,L001,Día,775,667,7.32,5.93,1.39,training_fact_productividad_export.csv,2026-06-23T00:00:00,1007
PD001008,20240613,A005,R003,L003,Día,356,372,6.34,4.29,2.04,training_fact_productividad_export.csv,2026-06-23T00:00:00,1008
PD001009,20240103,A001,R027,L001,Noche,640,417,8.99,5.02,3.96,training_fact_productividad_export.csv,2026-06-23T00:00:00,1009
PD001010,20241116,A002,R018,L007,Día,313,258,9.3,7.85,1.45,training_fact_productividad_export.csv,2026-06-23T00:00:00,1010
PD001011,20240726,A002,R012,L001,Noche,88,83,8.61,6.28,2.33,training_fact_productividad_export.csv,2026-06-23T00:00:00,1011
PD001012,20241126,A004,R023,L003,Tarde,842,815,8.52,7.5,1.02,training_fact_productividad_export.csv,2026-06-23T00:00:00,1012
PD001013,20240209,A005,R001,L005,Noche,871,848,7.67,5.57,2.1,training_fact_productividad_export.csv,2026-06-23T00:00:00,1013
PD001014,20240325,A006,R007,L007,Noche,264,306,11.29,10.34,0.95,training_fact_productividad_export.csv,2026-06-23T00:00:00,1014
PD001015,20241211,A005,R014,L005,Día,717,805,8.79,7.61,1.19,training_fact_productividad_export.csv,2026-06-23T00:00:00,1015
PD001016,20240804,A006,R021,L004,Día,326,319,10.47,7.96,2.51,training_fact_productividad_export.csv,2026-06-23T00:00:00,1016
PD001017,20240229,A003,R007,L007,Noche,253,237,10.2,8.5,1.71,training_fact_productividad_export.csv,2026-06-23T00:00:00,1017
PD001018,20240226,A005,R002,L003,Tarde,207,228,6.36,5.59,0.77,training_fact_productividad_export.csv,2026-06-23T00:00:00,1018
PD001019,20240622,A005,R012,L006,Tarde,580,509,11.45,9.96,1.49,training_fact_productividad_export.csv,2026-06-23T00:00:00,1019
PD001020,20241014,A003,R021,L003,Tarde,364,361,8.4,6.02,2.37,training_fact_productividad_export.csv,2026-06-23T00:00:00,1020
PD001021,20240615,A006,R018,L006,Noche,735,556,10.44,7.06,3.38,training_fact_productividad_export.csv,2026-06-23T00:00:00,1021
PD001022,20240209,A001,R014,L001,Día,139,117,9.11,5.89,3.21,training_fact_productividad_export.csv,2026-06-23T00:00:00,1022
PD001023,20240410,A002,R001,L002,Día,853,1042,6.08,5.35,0.73,training_fact_productividad_export.csv,2026-06-23T00:00:00,1023
PD001024,20241120,A002,R020,L003,Día,435,472,11.64,10.05,1.59,training_fact_productividad_export.csv,2026-06-23T00:00:00,1024
PD001025,20241008,A005,R005,L007,Noche,492,481,6.74,5.19,1.55,training_fact_productividad_export.csv,2026-06-23T00:00:00,1025
PD001026,20241005,A006,R009,L002,Noche,692,717,10.68,8.5,2.19,training_fact_productividad_export.csv,2026-06-23T00:00:00,1026
PD001027,20240512,A005,R011,L003,Día,582,433,11.68,9.24,2.44,training_fact_productividad_export.csv,2026-06-23T00:00:00,1027
PD001028,20240619,A002,R012,L005,Día,660,677,10.37,8.26,2.11,training_fact_productividad_export.csv,2026-06-23T00:00:00,1028
PD001029,20240417,A002,R018,L006,Día,89,86,9.2,7.62,1.59,training_fact_productividad_export.csv,2026-06-23T00:00:00,1029
PD001030,20240724,A002,R006,L004,Día,58,64,7.68,6.89,0.79,training_fact_productividad_export.csv,2026-06-23T00:00:00,1030
PD001031,20240329,A004,R027,L004,Noche,601,601,9.73,7.68,2.04,training_fact_productividad_export.csv,2026-06-23T00:00:00,1031
PD001032,20240705,A001,R011,L003,Tarde,832,487,7.85,4.45,3.4,training_fact_productividad_export.csv,2026-06-23T00:00:00,1032
PD001033,20240718,A001,R023,L001,Noche,157,134,7.33,4.93,2.41,training_fact_productividad_export.csv,2026-06-23T00:00:00,1033
PD001034,20240312,A005,R005,L004,Tarde,621,571,9.29,7.09,2.2,training_fact_productividad_export.csv,2026-06-23T00:00:00,1034
PD001035,20240519,A005,R006,L007,Día,798,929,7.36,5.23,2.13,training_fact_productividad_export.csv,2026-06-23T00:00:00,1035
PD001036,20240603,A005,R026,L004,Día,173,160,9.64,6.81,2.83,training_fact_productividad_export.csv,2026-06-23T00:00:00,1036
PD001037,20241105,A002,R026,L001,Noche,168,139,9.68,8.16,1.51,training_fact_productividad_export.csv,2026-06-23T00:00:00,1037
PD001038,20240716,A002,R014,L002,Noche,89,72,8.66,6.17,2.49,training_fact_productividad_export.csv,2026-06-23T00:00:00,1038
PD001039,20240410,A003,R022,L002,Tarde,761,580,10.69,7.5,3.19,training_fact_productividad_export.csv,2026-06-23T00:00:00,1039
PD001040,20240207,A005,R004,L002,Día,80,83,9.89,7.89,1.99,training_fact_productividad_export.csv,2026-06-23T00:00:00,1040
PD001041,20240404,A005,R002,L001,Noche,78,69,11.55,8.97,2.58,training_fact_productividad_export.csv,2026-06-23T00:00:00,1041
PD001042,20240114,A004,R025,L007,Día,87,90,7.69,5.69,1.99,training_fact_productividad_export.csv,2026-06-23T00:00:00,1042
PD001043,20240912,A002,R023,L005,Noche,714,599,11.09,7.98,3.11,training_fact_productividad_export.csv,2026-06-23T00:00:00,1043
PD001044,20240312,A004,R028,L006,Tarde,364,365,7.2,6.3,0.9,training_fact_productividad_export.csv,2026-06-23T00:00:00,1044
PD001045,20240702,A002,R005,L003,Día,326,299,6.05,4.35,1.7,training_fact_productividad_export.csv,2026-06-23T00:00:00,1045
PD001046,20241123,A006,R018,L007,Día,771,721,6.78,6.13,0.65,training_fact_productividad_export.csv,2026-06-23T00:00:00,1046
PD001047,20240530,A005,R007,L001,Tarde,599,609,11.09,7.91,3.18,training_fact_productividad_export.csv,2026-06-23T00:00:00,1047
PD001048,20240404,A006,R008,L006,Día,226,243,10.35,9.11,1.24,training_fact_productividad_export.csv,2026-06-23T00:00:00,1048
PD001049,20240411,A003,R004,L006,Tarde,347,349,7.08,5.86,1.22,training_fact_productividad_export.csv,2026-06-23T00:00:00,1049
PD001050,20240824,A004,R023,L004,Tarde,594,669,11.84,8.6,3.23,training_fact_productividad_export.csv,2026-06-23T00:00:00,1050
PD001051,20241004,A005,R023,L001,Tarde,702,523,9.39,7.73,1.66,training_fact_productividad_export.csv,2026-06-23T00:00:00,1051
PD001052,20241113,A004,R026,L004,Día,305,251,8.36,7.56,0.79,training_fact_productividad_export.csv,2026-06-23T00:00:00,1052
PD001053,20240724,A006,R027,L003,Día,805,705,8.2,7.37,0.83,training_fact_productividad_export.csv,2026-06-23T00:00:00,1053
PD001054,20240317,A006,R019,L006,Día,576,583,9.98,8.01,1.96,training_fact_productividad_export.csv,2026-06-23T00:00:00,1054
PD001055,20240605,A001,R025,L002,Tarde,327,195,11.95,8.15,3.8,training_fact_productividad_export.csv,2026-06-23T00:00:00,1055
PD001056,20240925,A001,R016,L003,Tarde,450,334,11.04,8.42,2.62,training_fact_productividad_export.csv,2026-06-23T00:00:00,1056
PD001057,20240410,A002,R006,L004,Tarde,345,339,6.17,4.36,1.81,training_fact_productividad_export.csv,2026-06-23T00:00:00,1057
PD001058,20240803,A003,R021,L005,Noche,452,398,11.06,7.95,3.11,training_fact_productividad_export.csv,2026-06-23T00:00:00,1058
PD001059,20240820,A001,R021,L005,Tarde,461,244,11.39,8.83,2.56,training_fact_productividad_export.csv,2026-06-23T00:00:00,1059
PD001060,20241128,A004,R009,L002,Noche,675,667,6.45,4.95,1.5,training_fact_productividad_export.csv,2026-06-23T00:00:00,1060
PD001061,20240528,A005,R017,L006,Tarde,375,342,11.48,8.7,2.78,training_fact_productividad_export.csv,2026-06-23T00:00:00,1061
PD001062,20240523,A001,R024,L004,Noche,472,311,11.41,8.44,2.97,training_fact_productividad_export.csv,2026-06-23T00:00:00,1062
PD001063,20241023,A001,R014,L003,Día,334,232,10.98,9.68,1.29,training_fact_productividad_export.csv,2026-06-23T00:00:00,1063
PD001064,20240119,A001,R024,L005,Noche,289,144,8.87,5.62,3.25,training_fact_productividad_export.csv,2026-06-23T00:00:00,1064
PD001065,20241116,A004,R007,L003,Día,444,370,7.56,5.66,1.89,training_fact_productividad_export.csv,2026-06-23T00:00:00,1065
PD001066,20241126,A005,R004,L003,Día,77,89,7.01,6.01,1.0,training_fact_productividad_export.csv,2026-06-23T00:00:00,1066
PD001067,20240318,A004,R016,L003,Noche,65,68,7.04,5.51,1.53,training_fact_productividad_export.csv,2026-06-23T00:00:00,1067
PD001068,20241203,A006,R011,L004,Tarde,884,821,11.85,8.68,3.17,training_fact_productividad_export.csv,2026-06-23T00:00:00,1068
PD001069,20240623,A002,R013,L003,Noche,844,842,9.72,6.72,2.99,training_fact_productividad_export.csv,2026-06-23T00:00:00,1069
PD001070,20240406,A004,R029,L007,Tarde,527,411,9.37,6.62,2.76,training_fact_productividad_export.csv,2026-06-23T00:00:00,1070
PD001071,20240928,A002,R024,L001,Noche,899,1015,6.35,4.78,1.57,training_fact_productividad_export.csv,2026-06-23T00:00:00,1071
PD001072,20240602,A004,R002,L007,Noche,760,727,8.23,7.54,0.69,training_fact_productividad_export.csv,2026-06-23T00:00:00,1072
PD001073,20240210,A005,R020,L003,Tarde,376,355,9.65,6.91,2.73,training_fact_productividad_export.csv,2026-06-23T00:00:00,1073
PD001074,20240613,A003,R016,L005,Tarde,74,71,11.4,10.04,1.36,training_fact_productividad_export.csv,2026-06-23T00:00:00,1074
PD001075,20240806,A003,R013,L005,Tarde,343,324,9.44,6.72,2.72,training_fact_productividad_export.csv,2026-06-23T00:00:00,1075
PD001076,20240120,A004,R018,L007,Día,313,293,9.17,6.89,2.27,training_fact_productividad_export.csv,2026-06-23T00:00:00,1076
PD001077,20240221,A006,R007,L006,Noche,885,981,7.35,4.92,2.42,training_fact_productividad_export.csv,2026-06-23T00:00:00,1077
PD001078,20240607,A006,R016,L004,Noche,57,57,6.52,5.12,1.41,training_fact_productividad_export.csv,2026-06-23T00:00:00,1078
PD001079,20240502,A001,R027,L003,Día,68,43,8.88,6.49,2.39,training_fact_productividad_export.csv,2026-06-23T00:00:00,1079
PD001080,20240301,A005,R012,L002,Tarde,710,652,8.86,7.43,1.43,training_fact_productividad_export.csv,2026-06-23T00:00:00,1080
PD001081,20241210,A001,R003,L005,Tarde,366,311,10.74,8.76,1.98,training_fact_productividad_export.csv,2026-06-23T00:00:00,1081
