SLAID,WorkOrderID,ClientID,ServiceID,AreaID,PriorityID,CreatedDateKey,CommittedDateKey,ResolvedDateKey,TargetHours,ActualHours,SLAMetFlag,BreachHours,_SourceFile,_ExportedAt,_LegacyRowNumber
SLA001026,WO001990,C008,SV2,A006,P3,20240513,20240516,20240517,72,92.77,False,20.77,training_fact_sla_export.csv,2026-06-23T00:00:00,1026
SLA001027,WO004981,C005,SV8,A005,P3,20240430,20240503,20240502,72,44.04,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1027
SLA001028,WO002523,C013,SV3,A006,P4,20241117,20241122,20241121,120,85.07,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1028
SLA001029,WO001242,C018,SV5,A005,P1,20240422,20240422,20240423,8,6.16,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1029
SLA001030,WO001153,C014,SV1,A004,P3,20240525,20240528,20240602,72,173.41,False,101.41,training_fact_sla_export.csv,2026-06-23T00:00:00,1030
SLA001031,WO002845,C001,SV6,A003,P3,20241024,20241027,20241026,72,45.79,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1031
SLA001032,WO002484,C014,SV8,A006,P4,20240722,20240727,20240727,120,100.06,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1032
SLA001033,WO004131,C009,SV1,A003,P4,20241205,20241210,20241207,120,31.92,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1033
SLA001034,WO002102,C014,SV1,A006,P2,20240923,20240924,20240924,24,21.04,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1034
SLA001035,WO002036,C008,SV2,A003,P2,20240911,20240912,20240912,24,23.24,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1035
SLA001036,WO003379,C009,SV3,A006,P2,20241009,20241010,20241010,24,19.52,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1036
SLA001037,WO000470,C010,SV1,A002,P3,20240501,20240504,20240503,72,42.86,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1037
SLA001038,WO004342,C013,SV7,A002,P2,20240613,20240614,20240615,24,24.15,False,0.15,training_fact_sla_export.csv,2026-06-23T00:00:00,1038
SLA001039,WO002334,C017,SV5,A005,P2,20240505,20240506,20240507,24,26.24,False,2.24,training_fact_sla_export.csv,2026-06-23T00:00:00,1039
SLA001040,WO001998,C019,SV7,A003,P2,20240222,20240223,20240223,24,5.97,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1040
SLA001041,WO000475,C004,SV1,A002,P2,20240503,20240504,20240505,24,26.58,False,2.58,training_fact_sla_export.csv,2026-06-23T00:00:00,1041
SLA001042,WO004182,C002,SV7,A004,P3,20240901,20240904,20240907,72,133.88,False,61.88,training_fact_sla_export.csv,2026-06-23T00:00:00,1042
SLA001043,WO000794,C017,SV5,A006,P3,20240702,20240705,20240705,72,58.24,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1043
SLA001044,WO001038,C016,SV5,A005,P3,20240808,20240811,20240811,72,65.78,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1044
SLA001045,WO002298,C006,SV7,A005,P4,20240620,20240625,20240628,120,182.66,False,62.66,training_fact_sla_export.csv,2026-06-23T00:00:00,1045
SLA001046,WO000353,C003,SV6,A003,P3,20241203,20241206,20241205,72,39.06,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1046
SLA001047,WO002309,C003,SV4,A005,P1,20240611,20240611,20240612,8,4.28,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1047
SLA001048,WO002297,C010,SV1,A005,P2,20240202,20240203,20240203,24,19.44,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1048
SLA001049,WO004517,C006,SV3,A005,P3,20240401,20240404,20240403,72,44.18,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1049
SLA001050,WO003840,C004,SV5,A005,P3,20240201,20240204,20240205,72,77.82,False,5.82,training_fact_sla_export.csv,2026-06-23T00:00:00,1050
SLA001051,WO002923,C017,SV8,A003,P2,20240630,20240701,20240701,24,16.02,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1051
SLA001052,WO004109,C016,SV1,A004,P4,20240213,20240218,20240220,120,159.68,False,39.68,training_fact_sla_export.csv,2026-06-23T00:00:00,1052
SLA001053,WO004810,C011,SV4,A005,P3,20241027,20241030,20241029,72,26.31,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1053
SLA001054,WO001881,C001,SV7,A005,P3,20240229,20240303,20240304,72,80.12,False,8.12,training_fact_sla_export.csv,2026-06-23T00:00:00,1054
SLA001055,WO001777,C003,SV1,A004,P2,20240522,20240523,20240523,24,12.32,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1055
SLA001056,WO000143,C015,SV5,A003,P3,20240103,20240106,20240105,72,39.85,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1056
SLA001057,WO003776,C008,SV2,A002,P2,20240315,20240316,20240316,24,12.02,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1057
SLA001058,WO000028,C009,SV6,A003,P2,20240312,20240313,20240313,24,22.61,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1058
SLA001059,WO003410,C017,SV5,A002,P2,20240415,20240416,20240416,24,10.3,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1059
SLA001060,WO004441,C006,SV3,A006,P3,20240505,20240508,20240508,72,54.48,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1060
SLA001061,WO004608,C020,SV2,A006,P2,20240623,20240624,20240624,24,18.99,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1061
SLA001062,WO001061,C020,SV3,A003,P4,20240905,20240910,20240912,120,149.67,False,29.67,training_fact_sla_export.csv,2026-06-23T00:00:00,1062
SLA001063,WO002424,C012,SV1,A003,P3,20240216,20240219,20240219,72,53.6,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1063
SLA001064,WO004476,C006,SV5,A001,P2,20240211,20240212,20240213,24,28.37,False,4.37,training_fact_sla_export.csv,2026-06-23T00:00:00,1064
SLA001065,WO004859,C020,SV4,A005,P3,20240830,20240902,20240902,72,62.67,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1065
SLA001066,WO000394,C005,SV1,A001,P4,20241228,20250102,20241231,120,87.99,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1066
SLA001067,WO004038,C018,SV3,A003,P2,20240829,20240830,20240830,24,17.19,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1067
SLA001068,WO004886,C009,SV4,A001,P3,20240711,20240714,20240714,72,57.58,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1068
SLA001069,WO002541,C018,SV7,A004,P3,20241109,20241112,20241111,72,37.68,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1069
SLA001070,WO003707,C007,SV1,A006,P3,20240506,20240509,20240508,72,35.66,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1070
SLA001071,WO001077,C015,SV6,A006,P2,20241121,20241122,20241122,24,13.92,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1071
SLA001072,WO001848,C015,SV3,A004,P2,20240722,20240723,20240723,24,15.7,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1072
SLA001073,WO001248,C008,SV6,A005,P2,20240310,20240311,20240313,24,62.91,False,38.91,training_fact_sla_export.csv,2026-06-23T00:00:00,1073
SLA001074,WO004144,C001,SV7,A004,P3,20240522,20240525,20240527,72,109.48,False,37.48,training_fact_sla_export.csv,2026-06-23T00:00:00,1074
SLA001075,WO004613,C006,SV5,A003,P2,20240105,20240106,20240107,24,32.1,False,8.1,training_fact_sla_export.csv,2026-06-23T00:00:00,1075
SLA001076,WO002649,C014,SV8,A006,P2,20241218,20241219,20241219,24,15.07,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1076
SLA001077,WO003383,C016,SV4,A003,P1,20240513,20240513,20240514,8,2.88,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1077
SLA001078,WO000410,C009,SV8,A004,P2,20240721,20240722,20240723,24,44.7,False,20.7,training_fact_sla_export.csv,2026-06-23T00:00:00,1078
SLA001079,WO002747,C018,SV4,A005,P4,20241218,20241223,20241222,120,74.33,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1079
SLA001080,WO003766,C016,SV8,A004,P3,20241209,20241212,20241215,72,136.97,False,64.97,training_fact_sla_export.csv,2026-06-23T00:00:00,1080
SLA001081,WO004339,C003,SV8,A003,P3,20241008,20241011,20241012,72,76.57,False,4.57,training_fact_sla_export.csv,2026-06-23T00:00:00,1081
SLA001082,WO002330,C007,SV4,A005,P2,20241215,20241216,20241217,24,29.24,False,5.24,training_fact_sla_export.csv,2026-06-23T00:00:00,1082
SLA001083,WO004872,C011,SV5,A006,P4,20240227,20240303,20240303,120,111.75,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1083
SLA001084,WO001831,C001,SV8,A004,P3,20240726,20240729,20240730,72,90.48,False,18.48,training_fact_sla_export.csv,2026-06-23T00:00:00,1084
SLA001085,WO002507,C006,SV5,A005,P4,20240131,20240205,20240203,120,70.95,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1085
SLA001086,WO000577,C016,SV3,A001,P4,20240614,20240619,20240617,120,49.85,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1086
SLA001087,WO003691,C018,SV4,A003,P3,20240223,20240226,20240225,72,40.19,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1087
SLA001088,WO004841,C003,SV4,A003,P1,20240730,20240730,20240731,8,4.75,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1088
SLA001089,WO003097,C012,SV1,A004,P3,20240721,20240724,20240723,72,44.91,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1089
SLA001090,WO003850,C010,SV8,A002,P2,20240502,20240503,20240503,24,13.7,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1090
SLA001091,WO000737,C018,SV3,A001,P4,20240215,20240220,20240219,120,95.66,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1091
SLA001092,WO001787,C017,SV4,A002,P2,20240508,20240509,20240509,24,7.24,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1092
SLA001093,WO001774,C020,SV1,A005,P2,20240624,20240625,20240626,24,25.86,False,1.86,training_fact_sla_export.csv,2026-06-23T00:00:00,1093
SLA001094,WO004726,C019,SV1,A005,P2,20240113,20240114,20240114,24,20.0,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1094
SLA001095,WO001917,C015,SV7,A005,P3,20241107,20241110,20241111,72,73.33,False,1.33,training_fact_sla_export.csv,2026-06-23T00:00:00,1095
SLA001096,WO000288,C005,SV6,A006,P3,20240309,20240312,20240310,72,21.88,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1096
SLA001097,WO003892,C005,SV1,A005,P3,20240916,20240919,20240918,72,31.02,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1097
SLA001098,WO000950,C017,SV4,A001,P2,20240215,20240216,20240216,24,11.99,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1098
SLA001099,WO003728,C014,SV8,A005,P3,20240424,20240427,20240426,72,44.63,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1099
SLA001100,WO004577,C016,SV7,A002,P2,20240818,20240819,20240819,24,3.85,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1100
SLA001101,WO004336,C006,SV2,A001,P1,20241229,20241229,20241230,8,13.74,False,5.74,training_fact_sla_export.csv,2026-06-23T00:00:00,1101
SLA001102,WO004835,C019,SV4,A001,P3,20240125,20240128,20240128,72,55.88,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1102
SLA001103,WO003567,C004,SV2,A005,P1,20240924,20240924,20240925,8,1.96,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1103
SLA001104,WO001409,C017,SV2,A006,P4,20240521,20240526,20240524,120,56.39,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1104
SLA001105,WO004470,C007,SV2,A006,P2,20240204,20240205,20240205,24,23.05,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1105
SLA001106,WO004044,C002,SV7,A003,P1,20241117,20241117,20241118,8,4.82,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1106
SLA001107,WO004893,C017,SV6,A003,P4,20241005,20241010,20241010,120,113.46,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1107
SLA001108,WO002711,C019,SV8,A004,P1,20241222,20241222,20241223,8,5.23,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1108
SLA001109,WO002897,C020,SV3,A004,P4,20240823,20240828,20240831,120,181.51,False,61.51,training_fact_sla_export.csv,2026-06-23T00:00:00,1109
SLA001110,WO002287,C001,SV4,A004,P2,20240623,20240624,20240624,24,18.05,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1110
SLA001111,WO000121,C010,SV2,A006,P2,20240509,20240510,20240510,24,12.74,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1111
SLA001112,WO002674,C007,SV8,A005,P2,20241028,20241029,20241029,24,13.8,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1112
SLA001113,WO002666,C007,SV6,A001,P2,20240215,20240216,20240217,24,38.41,False,14.41,training_fact_sla_export.csv,2026-06-23T00:00:00,1113
SLA001114,WO000283,C008,SV6,A001,P2,20240616,20240617,20240617,24,23.67,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1114
SLA001115,WO003454,C001,SV2,A005,P3,20240125,20240128,20240130,72,119.5,False,47.5,training_fact_sla_export.csv,2026-06-23T00:00:00,1115
SLA001116,WO001975,C010,SV3,A003,P2,20240531,20240601,20240601,24,21.5,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1116
SLA001117,WO004343,C002,SV5,A004,P3,20240704,20240707,20240706,72,45.57,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1117
SLA001118,WO004919,C005,SV3,A006,P3,20240618,20240621,20240622,72,72.95,False,0.95,training_fact_sla_export.csv,2026-06-23T00:00:00,1118
SLA001119,WO004319,C015,SV3,A006,P3,20241126,20241129,20241129,72,63.62,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1119
SLA001120,WO001803,C003,SV4,A005,P3,20240403,20240406,20240405,72,33.33,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1120
SLA001121,WO001985,C014,SV8,A006,P3,20240817,20240820,20240820,72,60.72,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1121
SLA001122,WO004251,C017,SV4,A006,P3,20240409,20240412,20240411,72,43.22,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1122
SLA001123,WO004448,C020,SV2,A005,P3,20241219,20241222,20241221,72,47.02,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1123
SLA001124,WO001764,C013,SV8,A005,P4,20240827,20240901,20240830,120,58.01,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1124
SLA001125,WO000161,C018,SV1,A006,P1,20240724,20240724,20240725,8,3.33,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1125
SLA001126,WO003214,C010,SV6,A001,P2,20240521,20240522,20240522,24,23.72,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1126
SLA001127,WO002269,C019,SV1,A003,P2,20240324,20240325,20240325,24,17.32,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1127
SLA001128,WO001653,C016,SV8,A005,P4,20240929,20241004,20241005,120,143.73,False,23.73,training_fact_sla_export.csv,2026-06-23T00:00:00,1128
SLA001129,WO004082,C019,SV5,A001,P4,20240312,20240317,20240316,120,94.6,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1129
SLA001130,WO001480,C019,SV2,A005,P2,20240812,20240813,20240814,24,25.23,False,1.23,training_fact_sla_export.csv,2026-06-23T00:00:00,1130
SLA001131,WO002030,C014,SV1,A004,P2,20240320,20240321,20240321,24,17.79,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1131
SLA001132,WO003792,C005,SV1,A005,P2,20240330,20240331,20240331,24,17.48,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1132
SLA001133,WO000374,C001,SV7,A001,P3,20240126,20240129,20240129,72,56.98,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1133
SLA001134,WO002236,C007,SV2,A003,P4,20240101,20240106,20240105,120,87.55,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1134
SLA001135,WO001060,C006,SV1,A006,P3,20240408,20240411,20240411,72,68.16,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1135
SLA001136,WO002019,C019,SV4,A001,P3,20240804,20240807,20240807,72,55.08,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1136
SLA001137,WO004858,C001,SV6,A004,P3,20240918,20240921,20240920,72,31.32,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1137
SLA001138,WO000756,C011,SV3,A004,P4,20240323,20240328,20240328,120,98.45,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1138
SLA001139,WO001008,C020,SV8,A006,P1,20240328,20240328,20240329,8,7.6,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1139
SLA001140,WO002047,C006,SV8,A005,P2,20240313,20240314,20240315,24,29.71,False,5.71,training_fact_sla_export.csv,2026-06-23T00:00:00,1140
SLA001141,WO001269,C012,SV4,A006,P3,20241230,20250102,20241231,72,33.74,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1141
SLA001142,WO003011,C004,SV7,A001,P2,20240319,20240320,20240321,24,28.13,False,4.13,training_fact_sla_export.csv,2026-06-23T00:00:00,1142
SLA001143,WO000643,C009,SV7,A001,P4,20240430,20240505,20240505,120,97.28,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1143
SLA001144,WO002872,C020,SV2,A003,P3,20240524,20240527,20240527,72,55.88,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1144
SLA001145,WO002587,C014,SV2,A003,P4,20241017,20241022,20241020,120,60.52,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1145
SLA001146,WO001531,C011,SV6,A001,P1,20240704,20240704,20240705,8,2.84,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1146
SLA001147,WO003023,C020,SV2,A006,P3,20240210,20240213,20240213,72,64.61,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1147
SLA001148,WO002927,C018,SV6,A003,P2,20240923,20240924,20240924,24,7.14,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1148
SLA001149,WO000027,C006,SV2,A003,P3,20240924,20240927,20240926,72,33.39,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1149
SLA001150,WO003912,C013,SV1,A002,P2,20240807,20240808,20240808,24,11.28,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1150
SLA001151,WO004043,C013,SV4,A005,P3,20240309,20240312,20240312,72,63.83,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1151
SLA001152,WO000322,C009,SV7,A006,P2,20240925,20240926,20240926,24,19.46,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1152
SLA001153,WO004748,C004,SV1,A003,P3,20240806,20240809,20240809,72,58.07,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1153
SLA001154,WO000629,C018,SV5,A004,P3,20240914,20240917,20240918,72,82.42,False,10.42,training_fact_sla_export.csv,2026-06-23T00:00:00,1154
SLA001155,WO001308,C004,SV3,A005,P3,20240627,20240630,20240630,72,70.58,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1155
SLA001156,WO000047,C008,SV1,A001,P3,20240707,20240710,20240710,72,52.35,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1156
SLA001157,WO001784,C005,SV6,A005,P2,20241116,20241117,20241117,24,11.25,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1157
SLA001158,WO003832,C016,SV3,A004,P1,20240122,20240122,20240123,8,4.9,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1158
SLA001159,WO004353,C002,SV6,A003,P4,20240409,20240414,20240414,120,107.16,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1159
SLA001160,WO002726,C010,SV5,A006,P2,20240826,20240827,20240827,24,10.97,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1160
SLA001161,WO002639,C017,SV1,A002,P3,20240930,20241003,20241002,72,45.08,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1161
SLA001162,WO003628,C018,SV6,A001,P3,20240511,20240514,20240514,72,57.17,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1162
SLA001163,WO002494,C005,SV7,A003,P3,20240118,20240121,20240120,72,42.59,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1163
SLA001164,WO003282,C011,SV2,A003,P4,20240123,20240128,20240129,120,123.54,False,3.54,training_fact_sla_export.csv,2026-06-23T00:00:00,1164
SLA001165,WO002016,C010,SV3,A006,P3,20241230,20250102,20241231,72,82.17,False,10.17,training_fact_sla_export.csv,2026-06-23T00:00:00,1165
SLA001166,WO000083,C007,SV8,A005,P3,20241127,20241130,20241129,72,32.19,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1166
SLA001167,WO000551,C017,SV1,A006,P3,20241224,20241227,20241227,72,56.06,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1167
SLA001168,WO000504,C015,SV2,A001,P3,20240414,20240417,20240415,72,21.06,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1168
SLA001169,WO002337,C002,SV8,A001,P2,20241025,20241026,20241026,24,13.14,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1169
SLA001170,WO002551,C018,SV3,A003,P4,20240307,20240312,20240310,120,48.67,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1170
SLA001171,WO003965,C008,SV5,A001,P3,20241219,20241222,20241221,72,29.2,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1171
SLA001172,WO004753,C018,SV6,A003,P2,20240416,20240417,20240417,24,13.17,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1172
SLA001173,WO003898,C016,SV6,A001,P3,20241214,20241217,20241217,72,70.9,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1173
SLA001174,WO001343,C010,SV4,A003,P2,20240327,20240328,20240329,24,35.97,False,11.97,training_fact_sla_export.csv,2026-06-23T00:00:00,1174
SLA001175,WO003255,C014,SV4,A001,P3,20240625,20240628,20240627,72,29.76,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1175
SLA001176,WO001342,C009,SV2,A004,P2,20240813,20240814,20240814,24,17.04,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1176
SLA001177,WO003703,C016,SV8,A003,P2,20240411,20240412,20240412,24,12.13,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1177
SLA001178,WO002009,C003,SV2,A003,P1,20240117,20240117,20240118,8,12.1,False,4.1,training_fact_sla_export.csv,2026-06-23T00:00:00,1178
SLA001179,WO004874,C013,SV8,A006,P3,20240529,20240601,20240531,72,40.54,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1179
SLA001180,WO002495,C001,SV5,A006,P3,20240614,20240617,20240619,72,97.05,False,25.05,training_fact_sla_export.csv,2026-06-23T00:00:00,1180
SLA001181,WO000963,C015,SV6,A006,P3,20240103,20240106,20240105,72,33.11,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1181
SLA001182,WO000937,C019,SV8,A003,P2,20240115,20240116,20240117,24,27.74,False,3.74,training_fact_sla_export.csv,2026-06-23T00:00:00,1182
SLA001183,WO003064,C016,SV2,A001,P1,20241011,20241011,20241012,8,5.56,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1183
SLA001184,WO004635,C015,SV3,A005,P3,20240221,20240224,20240226,72,97.38,False,25.38,training_fact_sla_export.csv,2026-06-23T00:00:00,1184
SLA001185,WO003491,C017,SV1,A004,P3,20241208,20241211,20241211,72,64.71,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1185
SLA001186,WO002384,C012,SV3,A005,P2,20241117,20241118,20241118,24,12.45,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1186
SLA001187,WO002435,C013,SV6,A003,P3,20240718,20240721,20240720,72,33.06,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1187
SLA001188,WO002565,C012,SV8,A003,P3,20241008,20241011,20241010,72,35.21,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1188
SLA001189,WO004249,C010,SV3,A004,P1,20240616,20240616,20240617,8,3.83,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1189
SLA001190,WO001657,C001,SV8,A004,P3,20240929,20241002,20241001,72,34.84,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1190
SLA001191,WO002808,C002,SV2,A005,P4,20240813,20240818,20240819,120,130.85,False,10.85,training_fact_sla_export.csv,2026-06-23T00:00:00,1191
SLA001192,WO001538,C010,SV8,A003,P2,20240321,20240322,20240322,24,20.17,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1192
SLA001193,WO000228,C006,SV1,A001,P3,20240328,20240331,20240403,72,129.17,False,57.17,training_fact_sla_export.csv,2026-06-23T00:00:00,1193
SLA001194,WO001978,C019,SV6,A005,P2,20240828,20240829,20240829,24,16.04,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1194
SLA001195,WO002979,C020,SV2,A006,P2,20241217,20241218,20241218,24,18.4,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1195
SLA001196,WO004357,C010,SV2,A006,P2,20240226,20240227,20240227,24,17.93,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1196
SLA001197,WO004933,C014,SV8,A001,P3,20241001,20241004,20241004,72,57.9,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1197
SLA001198,WO000976,C012,SV6,A003,P2,20240924,20240925,20240926,24,29.76,False,5.76,training_fact_sla_export.csv,2026-06-23T00:00:00,1198
SLA001199,WO003194,C005,SV3,A006,P2,20240106,20240107,20240107,24,12.63,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1199
SLA001200,WO002209,C008,SV8,A005,P3,20241207,20241210,20241211,72,78.55,False,6.55,training_fact_sla_export.csv,2026-06-23T00:00:00,1200
SLA001201,WO003566,C008,SV1,A001,P3,20241010,20241013,20241011,72,18.35,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1201
SLA001202,WO004876,C003,SV3,A003,P3,20240831,20240903,20240903,72,60.54,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1202
SLA001203,WO003583,C001,SV3,A003,P4,20240317,20240322,20240320,120,49.47,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1203
SLA001204,WO003378,C007,SV2,A002,P1,20241106,20241106,20241107,8,5.23,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1204
SLA001205,WO000587,C019,SV2,A005,P2,20240210,20240211,20240211,24,15.51,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1205
