WorkOrderID,CreatedDateKey,ClosedDateKey,AreaID,EquipmentID,ServiceID,ResponsibleID,WorkTypeID,PriorityID,StatusID,EstimatedHours,ActualHours,IsCritical,ReworkFlag,SourceSystem,_SourceFile,_ExportedAt,_LegacyRowNumber
WO000430,20240628,20240630,A003,EQ0013,SV6,R023,WT2,P2,S4,11.09,10.38,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,430
WO000431,20240804,20240808,A004,EQ0008,SV7,R018,WT2,P3,S4,25.61,29.63,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,431
WO000432,20240128,20240215,A003,EQ0002,SV2,R015,WT1,P4,S4,104.32,138.67,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,432
WO000433,20240906,20240911,A006,EQ0017,SV2,R022,WT1,P3,S5,42.19,32.11,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,433
WO000434,20240905,,A004,EQ0016,SV7,R011,WT1,P1,S1,4.55,5.33,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,434
WO000435,20240830,,A001,EQ0023,SV5,R018,WT4,P4,S2,60.19,52.74,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,435
WO000436,20241016,,A003,EQ0009,SV4,R025,WT2,P3,S2,26.22,25.63,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,436
WO000437,20241212,,A003,EQ0029,SV6,R014,WT1,P3,S2,35.68,31.76,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,437
WO000438,20241107,20241116,A006,EQ0028,SV1,R001,WT1,P3,S4,40.77,64.47,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,438
WO000439,20240929,20241011,A006,EQ0019,SV2,R030,WT2,P4,S4,76.34,94.54,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,439
WO000440,20241225,20241231,A004,EQ0008,SV2,R017,WT2,P3,S4,43.32,76.24,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,440
WO000441,20240903,20240914,A002,EQ0021,SV5,R013,WT2,P3,S4,60.01,85.71,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,441
WO000442,20240902,20240911,A001,EQ0027,SV1,R003,WT1,P3,S4,61.29,65.14,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,442
WO000443,20240717,,A001,EQ0015,SV1,R003,WT6,P1,S3,4.2,3.02,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,443
WO000444,20241008,20241103,A004,EQ0011,SV6,R008,WT2,P3,S4,63.2,201.25,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,444
WO000445,20240127,20240201,A002,EQ0021,SV6,R028,WT2,P2,S4,19.82,32.33,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,445
WO000446,20240704,20240710,A001,EQ0015,SV3,R022,WT3,P2,S4,20.64,44.92,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,446
WO000447,20240604,20240608,A006,EQ0017,SV6,R013,WT2,P2,S4,17.72,30.25,True,True,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,447
WO000448,20241130,20241202,A002,EQ0014,SV1,R023,WT1,P2,S4,11.02,10.04,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,448
WO000449,20240127,,A003,EQ0013,SV4,R012,WT2,P2,S2,10.98,4.53,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,449
WO000450,20240823,20240829,A003,EQ0029,SV3,R027,WT2,P3,S4,61.18,40.35,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,450
WO000451,20240308,20240311,A006,EQ0019,SV3,R010,WT5,P2,S4,15.09,21.79,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,451
WO000452,20241119,20241122,A006,EQ0019,SV7,R022,WT2,P2,S4,20.15,21.34,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,452
WO000453,20241107,20241118,A001,EQ0027,SV1,R014,WT6,P4,S4,89.56,82.97,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,453
WO000454,20240327,20240330,A001,EQ0015,SV6,R021,WT2,P4,S4,56.03,21.71,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,454
WO000455,20241115,20241121,A002,EQ0005,SV3,R006,WT3,P3,S4,40.44,44.44,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,455
WO000456,20240630,20240702,A003,EQ0035,SV4,R029,WT1,P2,S4,21.18,14.86,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,456
WO000457,20241221,20241222,A004,EQ0003,SV2,R009,WT6,P1,S4,2.89,3.18,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,457
WO000458,20240924,20240926,A001,EQ0023,SV6,R017,WT1,P1,S4,5.94,9.39,True,True,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,458
WO000459,20240113,,A004,EQ0011,SV1,R021,WT2,P2,S2,21.32,20.65,True,True,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,459
WO000460,20240315,20240320,A003,EQ0009,SV1,R020,WT2,P4,S4,48.87,36.49,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,460
WO000461,20240527,20240602,A003,EQ0002,SV3,R017,WT6,P3,S4,35.97,42.98,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,461
WO000462,20240318,,A003,EQ0037,SV8,R027,WT2,P2,S2,15.62,24.9,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,462
WO000463,20240218,20240301,A001,EQ0018,SV1,R030,WT1,P4,S4,97.69,91.16,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,463
WO000464,20241223,,A002,EQ0014,SV2,R023,WT6,P3,S2,45.26,92.63,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,464
WO000465,20241114,,A006,EQ0030,SV4,R006,WT4,P2,S2,9.19,5.93,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,465
WO000466,20240608,20240611,A003,EQ0002,SV1,R024,WT3,P3,S4,30.24,18.14,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,466
WO000467,20240319,,A001,EQ0023,SV5,R016,WT2,P2,S3,13.36,7.74,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,467
WO000468,20240307,20240312,A005,EQ0020,SV3,R017,WT2,P4,S4,63.29,34.94,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,468
WO000469,20241201,20241203,A001,EQ0023,SV6,R029,WT6,P2,S4,11.3,14.38,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,469
WO000470,20240501,,A002,EQ0005,SV1,R016,WT1,P3,S3,58.47,42.86,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,470
WO000471,20240105,,A004,EQ0039,SV2,R026,WT4,P2,S2,8.75,7.22,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,471
WO000472,20240525,20240610,A005,EQ0010,SV2,R020,WT3,P4,S4,96.74,125.4,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,472
WO000473,20240615,,A006,EQ0028,SV6,R003,WT6,P3,S2,61.7,96.38,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,473
WO000474,20240816,20240827,A006,EQ0030,SV6,R022,WT2,P3,S4,50.15,86.18,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,474
WO000475,20240503,20240507,A002,EQ0014,SV1,R015,WT2,P2,S4,16.65,26.58,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,475
WO000476,20241203,20241208,A006,EQ0006,SV4,R017,WT4,P4,S4,51.84,38.96,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,476
WO000477,20240823,20240831,A003,EQ0012,SV6,R010,WT6,P3,S4,47.71,59.2,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,477
WO000478,20241227,20241230,A005,EQ0033,SV1,R006,WT6,P2,S4,13.35,18.18,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,478
WO000479,20240514,,A003,EQ0037,SV1,R023,WT2,P4,S2,57.12,51.71,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,479
WO000480,20240826,20240827,A001,EQ0038,SV6,R008,WT2,P1,S4,5.37,6.36,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,480
WO000481,20240513,20240514,A005,EQ0010,SV5,R003,WT4,P2,S4,8.42,5.5,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,481
WO000482,20240913,20240917,A005,EQ0025,SV6,R015,WT3,P3,S4,36.15,30.69,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,482
WO000483,20240929,,A005,EQ0007,SV4,R022,WT1,P2,S2,17.06,22.04,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,483
WO000484,20240427,,A003,EQ0029,SV8,R007,WT1,P3,S2,43.22,89.97,False,True,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,484
WO000485,20241209,20241212,A006,EQ0017,SV2,R011,WT1,P2,S4,10.32,18.5,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,485
WO000486,20241109,,A003,EQ0029,SV2,R013,WT1,P2,S2,8.42,12.28,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,486
WO000487,20241123,20241124,A006,EQ0028,SV6,R028,WT2,P1,S4,3.99,4.56,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,487
WO000488,20240320,20240323,A001,EQ0040,SV7,R005,WT6,P2,S4,15.65,16.76,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,488
WO000489,20240919,20240925,A005,EQ0020,SV1,R028,WT3,P4,S4,77.28,46.5,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,489
WO000490,20240208,20240211,A002,EQ0014,SV6,R005,WT1,P3,S4,30.39,23.65,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,490
WO000491,20240208,,A004,EQ0022,SV8,R018,WT3,P3,S2,49.5,52.72,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,491
WO000492,20241222,20241226,A005,EQ0007,SV5,R026,WT2,P2,S4,21.59,30.37,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,492
WO000493,20240225,20240306,A002,EQ0005,SV7,R028,WT4,P3,S4,48.36,79.48,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,493
WO000494,20241112,,A002,EQ0021,SV3,R017,WT6,P2,S2,15.36,23.14,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,494
WO000495,20240606,20240610,A002,EQ0034,SV7,R015,WT1,P2,S4,16.62,30.18,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,495
WO000496,20240421,20240503,A004,EQ0022,SV4,R024,WT6,P3,S5,60.03,92.33,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,496
WO000497,20240127,,A005,EQ0032,SV3,R028,WT1,P3,S1,62.66,45.83,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,497
WO000498,20240904,20240909,A004,EQ0008,SV2,R001,WT4,P3,S4,26.82,39.19,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,498
WO000499,20240921,,A001,EQ0018,SV7,R008,WT6,P4,S2,55.53,45.26,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,499
WO000500,20240619,20240629,A005,EQ0025,SV6,R009,WT4,P4,S4,49.64,72.32,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,500
WO000501,20241023,20241026,A002,EQ0014,SV7,R026,WT1,P2,S5,18.6,17.67,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,501
WO000502,20240428,20240429,A006,EQ0001,SV6,R001,WT1,P1,S4,3.0,3.18,True,True,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,502
WO000503,20240720,20240726,A004,EQ0003,SV3,R004,WT1,P2,S4,20.31,40.56,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,503
WO000504,20240414,,A001,EQ0038,SV2,R001,WT1,P3,S2,26.01,21.06,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,504
WO000505,20240801,20240818,A005,EQ0025,SV6,R029,WT1,P4,S4,81.77,135.47,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,505
WO000506,20240219,,A004,EQ0011,SV3,R001,WT1,P4,S2,60.19,50.99,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,506
WO000507,20240623,20240627,A004,EQ0011,SV6,R008,WT2,P2,S4,14.61,24.8,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,507
WO000508,20240720,,A003,EQ0002,SV8,R016,WT1,P4,S2,71.16,75.7,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,508
WO000509,20240722,,A001,EQ0038,SV6,R011,WT2,P3,S2,54.86,85.82,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,509
WO000510,20240612,,A002,EQ0005,SV4,R003,WT3,P4,S1,74.78,46.4,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,510
WO000511,20240823,,A005,EQ0031,SV8,R013,WT1,P3,S2,41.88,24.33,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,511
WO000512,20240706,,A005,EQ0010,SV5,R024,WT3,P2,S2,18.04,27.32,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,512
WO000513,20240413,,A002,EQ0014,SV4,R009,WT4,P1,S1,6.87,6.45,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,513
WO000514,20240319,20240405,A004,EQ0011,SV8,R016,WT2,P4,S4,94.4,135.57,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,514
WO000515,20240825,20240831,A005,EQ0033,SV3,R015,WT2,P3,S4,54.37,45.55,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,515
WO000516,20241209,,A003,EQ0002,SV2,R008,WT4,P2,S2,14.84,24.06,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,516
WO000517,20241002,20241006,A001,EQ0015,SV2,R001,WT2,P2,S4,20.28,25.42,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,517
WO000518,20240821,20240824,A003,EQ0012,SV6,R026,WT2,P2,S4,14.82,18.12,True,True,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,518
WO000519,20241203,20241215,A004,EQ0011,SV5,R030,WT4,P4,S4,103.4,94.39,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,519
WO000520,20241125,,A004,EQ0008,SV7,R016,WT5,P1,S3,6.33,11.66,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,520
WO000521,20240704,20240705,A003,EQ0037,SV2,R025,WT2,P1,S4,3.46,2.52,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,521
WO000522,20240209,20240213,A004,EQ0016,SV3,R011,WT2,P3,S4,27.06,30.62,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,522
WO000523,20240820,,A006,EQ0017,SV1,R029,WT4,P3,S2,54.54,33.97,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,523
WO000524,20240815,20240819,A004,EQ0016,SV3,R018,WT2,P2,S4,17.45,24.38,True,True,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,524
WO000525,20240411,20240413,A001,EQ0040,SV8,R025,WT3,P1,S4,5.45,9.42,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,525
WO000526,20241106,20241110,A002,EQ0014,SV8,R021,WT1,P2,S4,21.29,25.88,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,526
WO000527,20241114,20241116,A002,EQ0014,SV4,R028,WT1,P2,S4,15.6,14.32,True,True,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,527
WO000528,20240501,20240502,A002,EQ0014,SV1,R017,WT2,P1,S4,4.33,5.01,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,528
WO000529,20240623,20240626,A002,EQ0014,SV8,R026,WT5,P2,S4,15.86,18.3,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,529
WO000530,20240312,,A003,EQ0004,SV2,R028,WT2,P3,S1,26.33,29.91,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,530
WO000531,20240306,,A005,EQ0025,SV1,R023,WT6,P4,S1,80.23,95.53,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,531
WO000532,20240406,20240416,A003,EQ0002,SV4,R011,WT4,P4,S4,101.56,72.52,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,532
WO000533,20240513,,A005,EQ0010,SV8,R003,WT4,P2,S2,8.46,9.77,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,533
WO000534,20240409,20240411,A003,EQ0009,SV7,R013,WT5,P2,S4,19.56,10.34,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,534
WO000535,20240225,,A003,EQ0012,SV3,R021,WT2,P4,S2,94.93,133.6,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,535
WO000536,20240612,20240615,A005,EQ0031,SV4,R026,WT2,P3,S4,29.4,20.45,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,536
WO000537,20240816,20240830,A005,EQ0024,SV1,R024,WT1,P3,S4,58.73,106.44,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,537
WO000538,20240429,20240430,A001,EQ0040,SV3,R020,WT2,P2,S4,18.48,7.31,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,538
WO000539,20240714,20240719,A001,EQ0015,SV6,R017,WT1,P2,S4,14.88,33.23,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,539
WO000540,20240409,20240412,A001,EQ0038,SV4,R029,WT4,P3,S4,34.91,19.38,False,True,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,540
WO000541,20240914,20240918,A003,EQ0002,SV8,R008,WT4,P3,S4,36.61,24.44,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,541
WO000542,20240825,20240826,A002,EQ0021,SV4,R024,WT1,P1,S4,5.49,6.88,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,542
WO000543,20241217,20241228,A005,EQ0032,SV7,R017,WT2,P4,S4,58.26,83.49,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,543
WO000544,20240120,,A004,EQ0022,SV6,R016,WT3,P3,S2,38.08,50.44,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,544
WO000545,20241108,20241121,A001,EQ0038,SV5,R012,WT4,P3,S4,62.06,99.78,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,545
WO000546,20240504,20240506,A003,EQ0013,SV7,R020,WT6,P2,S4,18.03,14.26,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,546
WO000547,20240125,20240201,A003,EQ0002,SV7,R030,WT1,P3,S4,54.35,50.78,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,547
WO000548,20240909,20240917,A005,EQ0031,SV3,R013,WT1,P3,S4,63.06,61.38,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,548
WO000549,20240303,20240304,A004,EQ0003,SV3,R004,WT5,P1,S4,2.83,3.36,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,549
WO000550,20240305,20240308,A005,EQ0031,SV6,R004,WT1,P3,S4,34.88,17.11,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,550
WO000551,20241224,20241231,A006,EQ0030,SV1,R006,WT4,P3,S4,51.26,56.06,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,551
WO000552,20240321,20240331,A002,EQ0034,SV6,R013,WT1,P4,S5,70.93,74.69,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,552
WO000553,20240719,20240722,A005,EQ0020,SV4,R001,WT2,P2,S4,9.89,17.19,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,553
WO000554,20240314,,A003,EQ0036,SV7,R009,WT3,P4,S1,93.56,60.25,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,554
WO000555,20240215,20240218,A005,EQ0007,SV2,R021,WT4,P3,S4,27.06,22.87,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,555
WO000556,20240101,,A001,EQ0018,SV5,R021,WT1,P1,S2,5.19,9.51,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,556
WO000557,20240106,,A002,EQ0005,SV5,R021,WT5,P1,S3,5.27,6.59,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,557
WO000558,20240622,,A005,EQ0031,SV1,R021,WT5,P2,S3,16.79,23.38,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,558
WO000559,20240607,20240610,A003,EQ0029,SV5,R003,WT4,P2,S4,12.57,16.8,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,559
WO000560,20240115,,A005,EQ0033,SV6,R029,WT6,P3,S1,26.13,35.01,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,560
WO000561,20240507,,A005,EQ0031,SV4,R009,WT5,P3,S2,60.4,143.44,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,561
WO000562,20240409,,A003,EQ0013,SV5,R003,WT4,P2,S1,20.67,23.73,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,562
WO000563,20240728,20240807,A004,EQ0003,SV3,R025,WT3,P4,S4,73.81,72.01,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,563
WO000564,20241230,20241231,A001,EQ0038,SV5,R015,WT4,P2,S4,8.67,12.53,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,564
WO000565,20240910,20240916,A005,EQ0020,SV2,R011,WT6,P3,S5,48.2,41.99,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,565
WO000566,20241202,20241211,A003,EQ0004,SV3,R012,WT3,P4,S4,62.85,66.33,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,566
WO000567,20240311,,A001,EQ0038,SV1,R018,WT1,P4,S3,54.04,69.77,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,567
WO000568,20240319,20240323,A001,EQ0040,SV1,R016,WT1,P3,S4,31.89,24.96,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,568
WO000569,20241001,,A001,EQ0018,SV2,R001,WT4,P3,S2,32.3,28.81,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,569
WO000570,20240423,20240426,A005,EQ0031,SV2,R004,WT6,P2,S5,12.77,17.23,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,570
WO000571,20241106,20241107,A003,EQ0002,SV6,R029,WT1,P1,S4,4.03,3.54,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,571
WO000572,20240618,20240701,A003,EQ0004,SV2,R015,WT6,P3,S4,58.32,97.01,False,True,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,572
WO000573,20240314,,A003,EQ0012,SV3,R030,WT2,P1,S2,4.98,3.64,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,573
WO000574,20241105,,A001,EQ0027,SV2,R020,WT2,P2,S1,14.04,10.24,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,574
WO000575,20240720,20240724,A006,EQ0006,SV4,R023,WT6,P2,S4,10.33,25.41,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,575
WO000576,20241020,20241028,A003,EQ0002,SV2,R010,WT6,P4,S4,99.81,58.01,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,576
WO000577,20240614,20240621,A001,EQ0027,SV3,R026,WT2,P4,S4,45.62,49.85,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,577
WO000578,20240216,20240227,A005,EQ0031,SV1,R020,WT6,P3,S4,34.69,83.42,False,True,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,578
WO000579,20240906,20240913,A006,EQ0030,SV5,R023,WT5,P3,S4,49.81,54.39,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,579
WO000580,20240215,,A005,EQ0032,SV3,R008,WT5,P2,S2,17.67,34.38,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,580
WO000581,20240830,20240901,A005,EQ0033,SV6,R018,WT5,P1,S4,6.33,9.19,True,True,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,581
WO000582,20240601,,A005,EQ0025,SV8,R012,WT2,P3,S2,41.45,45.67,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,582
WO000583,20241016,20241022,A002,EQ0021,SV4,R028,WT1,P3,S4,38.93,40.73,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,583
