CostID,DateKey,ProjectID,AreaID,EquipmentID,CostCategory,BudgetAmount,ActualAmount,CommittedAmount,VendorType,_SourceFile,_ExportedAt,_LegacyRowNumber,UnusedERPColumn
CO000416,20240726,PR0012,A001,EQ0037,Servicios,36341.79,41512.01,38604.72,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,416,legacy-cost-center
CO000417,20240828,PR0063,A005,EQ0015,Servicios,65615.11,36721.36,61795.81,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,417,legacy-cost-center
CO000418,20240812,PR0079,A002,EQ0002,Servicios,13264.12,13375.49,4736.77,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,418,legacy-cost-center
CO000419,20241125,PR0071,A004,EQ0032,Mano de obra,2905.77,3089.86,633.89,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,419,legacy-cost-center
CO000420,20240523,PR0054,A006,EQ0009,Materiales,27026.39,29137.86,10171.61,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,420,legacy-cost-center
CO000421,20240703,PR0051,A006,EQ0010,Energía,42923.62,53298.29,42254.29,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,421,legacy-cost-center
CO000422,20241001,PR0071,A004,EQ0029,Materiales,42926.6,46937.5,14503.81,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,422,legacy-cost-center
CO000423,20240927,PR0033,A004,EQ0040,Contratista,24843.24,19889.31,10189.88,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,423,legacy-cost-center
CO000424,20241230,PR0002,A006,EQ0004,Materiales,3594.94,3885.61,2955.51,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,424,legacy-cost-center
CO000425,20240313,PR0029,A005,EQ0027,Contratista,64404.88,72692.61,40555.06,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,425,legacy-cost-center
CO000426,20241202,PR0040,A002,EQ0014,Energía,35623.0,31960.02,28092.44,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,426,legacy-cost-center
CO000427,20240622,PR0046,A001,EQ0036,Servicios,54580.36,50703.64,38574.99,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,427,legacy-cost-center
CO000428,20240319,PR0061,A006,EQ0036,Contratista,28386.25,31816.82,20302.63,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,428,legacy-cost-center
CO000429,20240416,PR0060,A001,EQ0005,Servicios,58368.72,58110.88,57520.01,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,429,legacy-cost-center
CO000430,20240508,PR0004,A001,EQ0002,Materiales,55143.47,64532.22,21835.7,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,430,legacy-cost-center
CO000431,20241229,PR0016,A002,EQ0017,Energía,7575.11,7764.92,2464.11,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,431,legacy-cost-center
CO000432,20240210,PR0011,A004,EQ0003,Servicios,4537.35,2932.29,2560.91,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,432,legacy-cost-center
CO000433,20240321,PR0065,A002,EQ0014,Contratista,11315.7,11370.73,7707.75,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,433,legacy-cost-center
CO000434,20240918,PR0012,A001,EQ0007,Energía,57776.06,53847.02,37056.82,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,434,legacy-cost-center
CO000435,20241212,PR0038,A002,EQ0039,Materiales,19596.99,21444.29,13440.91,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,435,legacy-cost-center
CO000436,20240129,PR0037,A006,EQ0029,Servicios,28309.14,30107.21,18048.85,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,436,legacy-cost-center
CO000437,20240529,PR0036,A002,EQ0006,Mano de obra,40908.28,34568.83,27248.39,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,437,legacy-cost-center
CO000438,20240529,PR0006,A002,EQ0025,Mano de obra,45979.65,47248.67,47760.34,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,438,legacy-cost-center
CO000439,20240701,PR0024,A003,EQ0030,Mano de obra,30418.72,35712.84,7449.35,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,439,legacy-cost-center
CO000440,20241006,PR0010,A001,EQ0033,Materiales,31992.4,34134.09,33511.61,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,440,legacy-cost-center
CO000441,20240710,PR0020,A004,EQ0026,Repuestos,23641.03,27239.96,17222.29,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,441,legacy-cost-center
CO000442,20240220,PR0033,A004,EQ0024,Servicios,7488.18,6232.66,1819.99,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,442,legacy-cost-center
CO000443,20240329,PR0060,A001,EQ0035,Servicios,11233.79,10907.34,2787.23,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,443,legacy-cost-center
CO000444,20240927,PR0025,A005,EQ0011,Servicios,62403.05,39903.35,44578.65,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,444,legacy-cost-center
CO000445,20240328,PR0065,A002,EQ0040,Contratista,68264.7,80874.9,55988.57,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,445,legacy-cost-center
CO000446,20240630,PR0054,A006,EQ0009,Repuestos,57956.34,58852.02,38729.48,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,446,legacy-cost-center
CO000447,20240517,PR0040,A002,EQ0033,Contratista,22100.05,21704.79,13347.94,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,447,legacy-cost-center
CO000448,20240609,PR0035,A003,EQ0039,Energía,13306.13,15837.26,5979.1,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,448,legacy-cost-center
CO000449,20240929,PR0069,A004,EQ0011,Contratista,36134.18,38910.71,26953.41,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,449,legacy-cost-center
CO000450,20240330,PR0029,A005,EQ0027,Contratista,7528.12,8781.61,7587.07,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,450,legacy-cost-center
CO000451,20240913,PR0016,A002,EQ0034,Energía,64132.48,61144.59,37207.87,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,451,legacy-cost-center
CO000452,20241005,PR0075,A005,EQ0012,Servicios,53992.24,57529.85,44604.24,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,452,legacy-cost-center
CO000453,20241231,PR0073,A004,EQ0022,Contratista,68179.39,72519.55,14701.82,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,453,legacy-cost-center
CO000454,20240614,PR0026,A002,EQ0033,Repuestos,60057.77,38932.14,36331.34,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,454,legacy-cost-center
CO000455,20240202,PR0010,A001,EQ0027,Servicios,29207.95,25899.23,25865.05,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,455,legacy-cost-center
CO000456,20240901,PR0057,A003,EQ0033,Mano de obra,22680.88,28207.59,21721.92,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,456,legacy-cost-center
CO000457,20241004,PR0020,A004,EQ0012,Servicios,58560.71,70121.55,40018.0,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,457,legacy-cost-center
CO000458,20240112,PR0076,A001,EQ0021,Mano de obra,41565.01,50603.38,29505.46,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,458,legacy-cost-center
CO000459,20240312,PR0062,A006,EQ0033,Servicios,61629.69,237674.15,20004.66,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,459,legacy-cost-center
CO000460,20240505,PR0062,A006,EQ0010,Repuestos,23438.69,27186.69,10921.03,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,460,legacy-cost-center
CO000461,20240706,PR0078,A004,EQ0018,Repuestos,38706.15,45104.46,30990.39,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,461,legacy-cost-center
CO000462,20240707,PR0080,A004,EQ0022,Materiales,32901.26,35073.96,29287.97,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,462,legacy-cost-center
CO000463,20240312,PR0018,A001,EQ0033,Materiales,13643.69,9234.4,3734.61,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,463,legacy-cost-center
CO000464,20240314,PR0039,A002,EQ0031,Energía,38334.09,35039.63,40820.05,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,464,legacy-cost-center
CO000465,20241208,PR0058,A006,EQ0018,Energía,6754.83,6871.89,7148.03,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,465,legacy-cost-center
CO000466,20240920,PR0075,A005,EQ0039,Materiales,26874.8,25860.32,9912.42,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,466,legacy-cost-center
CO000467,20240704,PR0056,A001,EQ0025,Contratista,37806.61,24688.64,9099.42,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,467,legacy-cost-center
CO000468,20240501,PR0039,A002,EQ0025,Contratista,11021.61,10560.85,5587.22,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,468,legacy-cost-center
CO000469,20240620,PR0033,A004,EQ0005,Materiales,53001.84,45109.52,56331.72,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,469,legacy-cost-center
CO000470,20241219,PR0039,A002,EQ0010,Materiales,14166.02,15505.18,8481.36,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,470,legacy-cost-center
CO000471,20240422,PR0040,A002,EQ0004,Materiales,51269.52,55206.44,24728.49,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,471,legacy-cost-center
CO000472,20240430,PR0044,A003,EQ0001,Energía,2652.93,3547.45,2666.77,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,472,legacy-cost-center
CO000473,20240613,PR0054,A006,EQ0039,Contratista,48532.79,45664.5,15571.49,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,473,legacy-cost-center
CO000474,20240309,PR0014,A001,EQ0012,Servicios,28628.7,28721.61,29973.72,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,474,legacy-cost-center
CO000475,20240210,PR0012,A001,EQ0030,Repuestos,55517.62,54772.26,51525.81,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,475,legacy-cost-center
CO000476,20241122,PR0034,A001,EQ0021,Mano de obra,39775.67,45590.12,21686.5,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,476,legacy-cost-center
CO000477,20240907,PR0040,A002,EQ0007,Materiales,27222.94,24899.94,24735.67,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,477,legacy-cost-center
CO000478,20240503,PR0019,A003,EQ0033,Servicios,46802.33,61150.69,41209.71,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,478,legacy-cost-center
CO000479,20240727,PR0055,A001,EQ0024,Servicios,27765.56,32037.15,20043.32,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,479,legacy-cost-center
CO000480,20240630,PR0049,A006,EQ0031,Contratista,25577.86,28937.21,23104.54,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,480,legacy-cost-center
CO000481,20240206,PR0066,A006,EQ0032,Mano de obra,30368.29,32632.23,19741.97,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,481,legacy-cost-center
CO000482,20241003,PR0029,A005,EQ0033,Servicios,50017.48,62656.68,47925.36,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,482,legacy-cost-center
CO000483,20240207,PR0044,A003,EQ0024,Mano de obra,43430.93,63246.73,39694.01,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,483,legacy-cost-center
CO000484,20240727,PR0053,A001,EQ0007,Servicios,64239.27,76888.25,65247.65,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,484,legacy-cost-center
CO000485,20240417,PR0015,A002,EQ0018,Materiales,1025.73,903.08,941.4,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,485,legacy-cost-center
CO000486,20240608,PR0070,A005,EQ0030,Servicios,12105.76,13715.53,12455.03,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,486,legacy-cost-center
CO000487,20240622,PR0008,A001,EQ0034,Mano de obra,35087.38,35706.23,12643.95,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,487,legacy-cost-center
CO000488,20240608,PR0077,A005,EQ0021,Servicios,47205.94,42958.9,21222.89,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,488,legacy-cost-center
CO000489,20240322,PR0054,A006,EQ0003,Energía,7184.89,6332.91,4362.82,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,489,legacy-cost-center
CO000490,20240131,PR0010,A001,EQ0040,Repuestos,21300.08,22217.77,8914.85,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,490,legacy-cost-center
CO000491,20240218,PR0076,A001,EQ0026,Mano de obra,69211.43,78257.01,69698.17,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,491,legacy-cost-center
CO000492,20240923,PR0073,A004,EQ0023,Contratista,23607.5,28817.47,8540.92,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,492,legacy-cost-center
CO000493,20240205,PR0035,A003,EQ0019,Mano de obra,27228.31,41691.44,16690.98,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,493,legacy-cost-center
CO000494,20240704,PR0042,A004,EQ0018,Materiales,17476.22,19081.04,11699.85,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,494,legacy-cost-center
CO000495,20240421,PR0021,A004,EQ0026,Mano de obra,2203.29,2130.72,2171.9,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,495,legacy-cost-center
CO000496,20240911,PR0058,A006,EQ0026,Mano de obra,20692.26,21409.12,8964.5,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,496,legacy-cost-center
CO000497,20240818,PR0028,A004,EQ0012,Materiales,12112.96,9215.74,12992.84,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,497,legacy-cost-center
CO000498,20240308,PR0019,A003,EQ0016,Energía,27290.68,39714.64,12629.06,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,498,legacy-cost-center
CO000499,20240905,PR0010,A001,EQ0007,Energía,17038.42,18215.34,5907.1,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,499,legacy-cost-center
CO000500,20240828,PR0019,A003,EQ0013,Mano de obra,28866.24,40331.04,12361.21,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,500,legacy-cost-center
CO000501,20240413,PR0064,A006,EQ0039,Repuestos,19592.37,19467.92,19454.65,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,501,legacy-cost-center
CO000502,20241104,PR0008,A001,EQ0011,Mano de obra,64176.95,76409.3,21638.59,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,502,legacy-cost-center
CO000503,20240610,PR0014,A001,EQ0035,Contratista,21105.63,19503.71,4827.46,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,503,legacy-cost-center
CO000504,20240113,PR0020,A004,EQ0018,Servicios,14014.12,17819.31,6480.58,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,504,legacy-cost-center
CO000505,20240818,PR0035,A003,EQ0037,Mano de obra,53580.23,61829.98,36975.56,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,505,legacy-cost-center
CO000506,20240613,PR0062,A006,EQ0023,Repuestos,57010.45,67335.65,29701.69,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,506,legacy-cost-center
CO000507,20240511,PR0079,A002,EQ0031,Materiales,39847.43,40231.42,13733.2,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,507,legacy-cost-center
CO000508,20240614,PR0019,A003,EQ0016,Contratista,24794.99,30310.34,13085.98,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,508,legacy-cost-center
CO000509,20241224,PR0070,A005,EQ0003,Repuestos,58561.13,55085.15,48214.18,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,509,legacy-cost-center
CO000510,20240522,PR0030,A006,EQ0015,Mano de obra,47221.0,39871.69,27978.15,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,510,legacy-cost-center
CO000511,20240910,PR0036,A002,EQ0026,Mano de obra,27291.45,29333.47,19525.69,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,511,legacy-cost-center
CO000512,20241107,PR0039,A002,EQ0010,Contratista,28024.71,26911.03,29491.72,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,512,legacy-cost-center
CO000513,20240730,PR0059,A005,EQ0016,Energía,1168.78,1240.34,1020.83,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,513,legacy-cost-center
CO000514,20241121,PR0078,A004,EQ0002,Energía,4985.93,5121.42,4604.26,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,514,legacy-cost-center
CO000515,20240701,PR0019,A003,EQ0014,Repuestos,10302.36,15668.84,4730.96,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,515,legacy-cost-center
CO000516,20240323,PR0008,A001,EQ0004,Mano de obra,18062.25,21129.3,11925.54,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,516,legacy-cost-center
CO000517,20240629,PR0024,A003,EQ0010,Servicios,64898.88,87252.85,33107.43,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,517,legacy-cost-center
CO000518,20240215,PR0005,A001,EQ0016,Servicios,57691.55,65650.23,36696.14,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,518,legacy-cost-center
CO000519,20240416,PR0066,A006,EQ0008,Servicios,3813.48,3102.41,1146.67,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,519,legacy-cost-center
CO000520,20240316,PR0013,A005,EQ0004,Mano de obra,2029.43,1781.38,1352.86,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,520,legacy-cost-center
CO000521,20240129,PR0009,A003,EQ0006,Servicios,41434.26,45585.1,27894.93,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,521,legacy-cost-center
CO000522,20240226,PR0041,A004,EQ0027,Repuestos,26977.25,28025.72,19355.62,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,522,legacy-cost-center
CO000523,20241102,PR0024,A003,EQ0005,Servicios,56322.48,71516.99,23156.92,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,523,legacy-cost-center
CO000524,20241110,PR0071,A004,EQ0002,Materiales,68128.78,83001.02,27204.26,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,524,legacy-cost-center
CO000525,20241127,PR0013,A005,EQ0029,Materiales,35103.77,40914.81,18638.43,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,525,legacy-cost-center
CO000526,20240110,PR0014,A001,EQ0019,Materiales,13241.14,11692.62,9056.0,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,526,legacy-cost-center
CO000527,20241222,PR0015,A002,EQ0038,Mano de obra,62601.32,92111.75,31494.67,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,527,legacy-cost-center
CO000528,20240505,PR0007,A004,EQ0016,Repuestos,30132.16,29723.22,25176.21,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,528,legacy-cost-center
CO000529,20240527,PR0021,A004,EQ0016,Energía,29782.48,35935.42,21640.27,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,529,legacy-cost-center
CO000530,20240307,PR0003,A004,EQ0002,Servicios,49570.43,47313.48,14948.66,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,530,legacy-cost-center
CO000531,20241212,PR0016,A002,EQ0005,Materiales,26524.28,29175.53,10649.77,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,531,legacy-cost-center
CO000532,20241231,PR0054,A006,EQ0034,Mano de obra,17204.33,19819.08,12802.56,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,532,legacy-cost-center
CO000533,20240914,PR0060,A001,EQ0009,Mano de obra,52177.08,39618.83,35415.62,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,533,legacy-cost-center
CO000534,20240128,PR0076,A001,EQ0003,Servicios,13822.95,17686.57,6984.42,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,534,legacy-cost-center
CO000535,20240603,PR0057,A003,EQ0030,Servicios,3709.76,5556.78,1315.83,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,535,legacy-cost-center
CO000536,20240411,PR0061,A006,EQ0040,Mano de obra,35336.07,33362.34,36339.22,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,536,legacy-cost-center
CO000537,20241202,PR0034,A001,EQ0014,Servicios,3341.59,3018.03,2019.97,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,537,legacy-cost-center
CO000538,20240826,PR0079,A002,EQ0016,Materiales,55575.08,50531.29,21746.05,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,538,legacy-cost-center
CO000539,20241220,PR0078,A004,EQ0027,Materiales,68440.97,62745.43,58093.09,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,539,legacy-cost-center
CO000540,20241101,PR0021,A004,EQ0005,Contratista,66456.05,53760.47,28597.91,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,540,legacy-cost-center
CO000541,20240714,PR0055,A001,EQ0009,Contratista,11274.86,12648.11,4950.51,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,541,legacy-cost-center
CO000542,20240413,PR0072,A004,EQ0035,Contratista,65307.11,66511.36,61672.79,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,542,legacy-cost-center
CO000543,20241012,PR0020,A004,EQ0031,Materiales,8716.67,8523.79,8865.4,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,543,legacy-cost-center
CO000544,20240912,PR0029,A005,EQ0006,Repuestos,25454.21,29592.41,15814.12,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,544,legacy-cost-center
CO000545,20241011,PR0053,A001,EQ0027,Contratista,6818.98,8746.21,5244.21,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,545,legacy-cost-center
CO000546,20241207,PR0032,A006,EQ0039,Servicios,57764.55,43346.08,30320.92,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,546,legacy-cost-center
CO000547,20240810,PR0004,A001,EQ0009,Contratista,16438.24,20708.39,12661.75,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,547,legacy-cost-center
CO000548,20240901,PR0073,A004,EQ0009,Contratista,46878.12,46704.34,40090.82,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,548,legacy-cost-center
CO000549,20240603,PR0073,A004,EQ0038,Mano de obra,53625.47,42034.34,45523.07,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,549,legacy-cost-center
CO000550,20240629,PR0071,A004,EQ0039,Contratista,27272.57,29073.46,6453.63,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,550,legacy-cost-center
CO000551,20240219,PR0041,A004,EQ0021,Materiales,55460.72,54423.23,16014.31,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,551,legacy-cost-center
CO000552,20240311,PR0041,A004,EQ0020,Materiales,23465.51,26696.39,19644.45,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,552,legacy-cost-center
CO000553,20241231,PR0056,A001,EQ0009,Materiales,11227.8,11488.99,7619.8,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,553,legacy-cost-center
CO000554,20240306,PR0003,A004,EQ0003,Contratista,32729.9,34598.4,34333.55,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,554,legacy-cost-center
CO000555,20240127,PR0073,A004,EQ0023,Contratista,50012.11,46529.54,14663.79,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,555,legacy-cost-center
CO000556,20241019,PR0014,A001,EQ0007,Mano de obra,3739.45,3124.12,4078.64,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,556,legacy-cost-center
CO000557,20240219,PR0070,A005,EQ0017,Contratista,56630.88,63351.94,18131.87,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,557,legacy-cost-center
CO000558,20240617,PR0002,A006,EQ0038,Materiales,18639.23,17073.66,4255.19,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,558,legacy-cost-center
CO000559,20240517,PR0052,A001,EQ0037,Energía,48003.53,51094.09,48439.97,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,559,legacy-cost-center
CO000560,20240601,PR0070,A005,EQ0019,Contratista,8869.31,10977.87,5797.32,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,560,legacy-cost-center
CO000561,20240525,PR0004,A001,EQ0013,Contratista,27872.42,27159.81,12765.98,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,561,legacy-cost-center
CO000562,20240114,PR0023,A005,EQ0040,Mano de obra,33088.34,36794.67,23645.63,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,562,legacy-cost-center
CO000563,20240407,PR0062,A006,EQ0036,Repuestos,33322.63,33159.51,17986.75,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,563,legacy-cost-center
CO000564,20240822,PR0042,A004,EQ0025,Repuestos,19853.32,18695.0,21635.2,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,564,legacy-cost-center
CO000565,20240129,PR0008,A001,EQ0030,Energía,37515.0,28137.16,33635.4,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,565,legacy-cost-center
CO000566,20240407,PR0012,A001,EQ0018,Repuestos,20138.25,20011.31,15916.18,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,566,legacy-cost-center
CO000567,20241125,PR0006,A002,EQ0028,Contratista,12490.8,12162.58,6119.04,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,567,legacy-cost-center
CO000568,20240827,PR0067,A002,EQ0023,Materiales,10200.75,8779.5,2277.42,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,568,legacy-cost-center
CO000569,20240706,PR0030,A006,EQ0008,Servicios,62735.06,42307.65,57567.62,Interno,training_fact_costos_export.csv,2026-06-23T00:00:00,569,legacy-cost-center
CO000570,20240718,PR0077,A005,EQ0003,Mano de obra,10014.47,7338.35,2433.76,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,570,legacy-cost-center
CO000571,20241220,PR0005,A001,EQ0004,Servicios,28268.27,36342.8,8531.98,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,571,legacy-cost-center
CO000572,20240119,PR0035,A003,EQ0032,Servicios,18381.18,25057.72,13420.03,Proveedor local,training_fact_costos_export.csv,2026-06-23T00:00:00,572,legacy-cost-center
CO000573,20241117,PR0014,A001,EQ0035,Repuestos,43507.15,112477.15,38339.82,Contratista,training_fact_costos_export.csv,2026-06-23T00:00:00,573,legacy-cost-center
CO000574,20240623,PR0070,A005,EQ0021,Energía,24857.33,22462.6,14120.2,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,574,legacy-cost-center
CO000575,20240629,PR0006,A002,EQ0023,Repuestos,20755.8,20789.46,15154.76,Proveedor internacional,training_fact_costos_export.csv,2026-06-23T00:00:00,575,legacy-cost-center
