EnergyID,DateKey,AreaID,EquipmentID,LocationID,kWh,EnergyCost,OperatingHours,OutputUnits,Shift,_SourceFile,_ExportedAt,_LegacyRowNumber
EN0001125,20240717,A017,EQ0010,L009,6461.59,658.72,17.84,474,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1125
EN0001126,20240805,A010,EQ0055,L002,3642.36,376.55,21.75,1379,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1126
EN0001127,20241113,A005,EQ0058,L008,3056.86,411.98,13.38,1898,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1127
EN0001128,20240320,A004,EQ0042,L008,3548.26,512.9,10.96,862,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1128
EN0001129,20240302,A004,EQ0036,L008,7564.96,1169.96,22.57,818,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1129
EN0001130,20240328,A017,EQ0057,L009,8802.99,1030.51,21.35,3147,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1130
EN0001131,20241227,A010,EQ0034,L002,6666.15,1149.08,20.6,924,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1131
EN0001132,20241030,A008,EQ0032,L012,2476.21,348.65,7.7,3995,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1132
EN0001133,20241025,A004,EQ0050,L008,2191.14,345.89,20.0,1344,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1133
EN0001134,20241006,A017,EQ0013,L009,3605.15,601.42,14.21,2622,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1134
EN0001135,20241206,A010,EQ0034,L002,949.09,134.7,7.37,3273,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1135
EN0001136,20240722,A006,EQ0051,L015,5839.58,1008.07,22.38,3249,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1136
EN0001137,20241220,A008,EQ0039,L012,1027.25,102.34,5.03,2415,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1137
EN0001138,20240103,A013,EQ0020,L013,4211.63,601.31,11.04,1455,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1138
EN0001139,20240312,A004,EQ0019,L008,2726.21,487.93,21.57,2750,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1139
EN0001140,20240912,A017,EQ0037,L009,7880.87,872.03,22.92,3106,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1140
EN0001141,20241221,A010,EQ0023,L002,11195.73,1168.46,23.45,1581,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1141
EN0001142,20240404,A004,EQ0022,L008,2564.8,359.45,10.58,892,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1142
EN0001143,20240728,A004,EQ0017,L008,3505.62,393.16,17.34,3037,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1143
EN0001144,20240209,A005,EQ0006,L008,3983.85,377.03,9.93,3532,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1144
EN0001145,20240806,A004,EQ0036,L008,8820.51,1093.88,18.79,3271,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1145
EN0001146,20241025,A009,EQ0018,L004,7758.79,900.01,16.31,399,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1146
EN0001147,20240413,A004,EQ0036,L008,8191.66,976.17,19.72,1842,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1147
EN0001148,20240805,A005,EQ0056,L008,4134.91,659.74,16.64,3218,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1148
EN0001149,20240310,A017,EQ0010,L009,1469.11,237.04,7.45,724,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1149
EN0001150,20240516,A006,EQ0051,L015,1984.33,218.17,6.22,2297,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1150
EN0001151,20240304,A004,EQ0046,L008,4497.76,448.35,12.74,3817,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1151
EN0001152,20240428,A004,EQ0015,L008,1779.54,213.53,20.07,3665,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1152
EN0001153,20240112,A013,EQ0012,L013,1636.09,256.66,7.35,2298,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1153
EN0001154,20240205,A017,EQ0024,L009,3804.89,573.05,15.76,3341,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1154
EN0001155,20240513,A004,EQ0042,L008,4172.18,517.52,15.63,1477,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1155
EN0001156,20240125,A004,EQ0036,L008,1019.51,135.5,8.36,2352,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1156
EN0001157,20241026,A017,EQ0004,L009,4620.75,619.53,9.58,2156,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1157
EN0001158,20240106,A004,EQ0009,L008,8943.59,1412.31,18.07,1567,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1158
EN0001159,20240927,A005,EQ0056,L008,10639.12,1784.59,23.29,3028,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1159
EN0001160,20240611,A010,EQ0014,L002,9124.26,1530.82,20.34,2481,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1160
EN0001161,20240112,A017,EQ0004,L009,2507.05,373.85,18.38,3218,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1161
EN0001162,20240208,A017,EQ0016,L009,6633.87,863.53,15.26,2937,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1162
EN0001163,20241023,A017,EQ0004,L009,1318.73,170.53,5.58,486,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1163
EN0001164,20241202,A010,EQ0033,L002,2219.3,338.45,14.81,1922,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1164
EN0001165,20240722,A005,EQ0006,L008,6858.48,685.42,18.32,3788,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1165
EN0001166,20240208,A017,EQ0001,L009,3803.41,396.37,8.88,3960,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1166
EN0001167,20240417,A005,EQ0028,L008,1602.02,266.6,8.44,3418,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1167
EN0001168,20240406,A008,EQ0040,L012,2503.86,411.11,15.39,133,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1168
EN0001169,20240630,A010,EQ0034,L002,2792.98,420.46,21.01,3564,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1169
EN0001170,20240402,A010,EQ0014,L002,9538.46,1569.76,23.29,713,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1170
EN0001171,20240107,A017,EQ0010,L009,2572.82,364.12,8.42,2828,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1171
EN0001172,20240426,A008,EQ0032,L012,2059.68,278.86,5.02,3345,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1172
EN0001173,20240610,A004,EQ0046,L008,3043.46,378.04,12.88,2478,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1173
EN0001174,20241006,A005,EQ0028,L008,5535.23,592.75,19.81,1513,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1174
EN0001175,20240415,A017,EQ0008,L009,1630.73,216.61,17.12,386,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1175
EN0001176,20240222,A004,EQ0025,L008,2534.94,434.11,7.6,718,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1176
EN0001177,20240812,A017,EQ0057,L009,1843.28,213.86,4.88,2910,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1177
EN0001178,20241028,A005,EQ0058,L008,8290.33,752.69,16.91,584,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1178
EN0001179,20241019,A017,EQ0027,L009,6655.16,961.68,13.31,1541,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1179
EN0001180,20240417,A005,EQ0058,L008,1263.26,195.01,6.53,3692,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1180
EN0001181,20240714,A010,EQ0033,L002,3834.94,568.63,12.04,3277,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1181
EN0001182,20240323,A017,EQ0045,L009,3027.04,315.11,8.55,1062,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1182
EN0001183,20240816,A004,EQ0046,L008,3519.37,471.01,19.8,3509,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1183
EN0001184,20241211,A008,EQ0032,L012,664.26,80.04,4.12,2250,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1184
EN0001185,20241224,A004,EQ0050,L008,1265.99,226.67,7.62,2727,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1185
EN0001186,20240124,A009,EQ0059,L004,1883.74,276.32,5.76,1464,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1186
EN0001187,20240924,A004,EQ0048,L008,4938.08,704.67,9.64,2709,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1187
EN0001188,20240930,A004,EQ0029,L008,3243.76,579.79,20.03,1000,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1188
EN0001189,20240313,A005,EQ0021,L008,10181.34,1415.6,22.44,3732,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1189
EN0001190,20240908,A013,EQ0012,L013,1129.94,105.33,13.4,2756,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1190
EN0001191,20241218,A017,EQ0045,L009,8938.56,1110.38,22.68,3742,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1191
EN0001192,20240530,A005,EQ0041,L008,2359.02,377.92,8.45,3626,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1192
EN0001193,20240401,A005,EQ0006,L008,1855.75,310.39,21.3,723,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1193
EN0001194,20240804,A005,EQ0041,L008,7643.03,858.15,15.65,3844,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1194
EN0001195,20240628,A004,EQ0038,L008,541.85,60.62,5.36,1093,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1195
EN0001196,20240413,A004,EQ0036,L008,4698.14,764.13,21.56,1122,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1196
EN0001197,20241029,A004,EQ0022,L008,423.38,59.56,4.53,1719,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1197
EN0001198,20240817,A004,EQ0047,L008,5522.76,550.38,11.0,1342,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1198
EN0001199,20240708,A004,EQ0002,L008,6092.7,627.74,16.61,3860,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1199
EN0001200,20240607,A010,EQ0014,L002,2651.61,263.38,19.49,3659,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1200
EN0001201,20241021,A004,EQ0048,L008,2169.74,263.55,5.6,3544,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1201
EN0001202,20240623,A004,EQ0046,L008,4743.18,611.82,9.27,1937,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1202
EN0001203,20240815,A004,EQ0053,L008,5975.66,1038.94,19.37,890,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1203
EN0001204,20240426,A017,EQ0060,L009,3018.29,536.72,15.53,578,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1204
EN0001205,20241016,A017,EQ0008,L009,5108.89,636.18,15.19,1011,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1205
EN0001206,20240323,A008,EQ0011,L012,5614.54,957.22,15.99,2793,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1206
EN0001207,20240509,A017,EQ0010,L009,2154.56,220.46,7.34,902,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1207
EN0001208,20240324,A017,EQ0031,L009,6496.41,952.51,13.81,2484,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1208
EN0001209,20241223,A017,EQ0008,L009,2063.65,214.63,6.16,3448,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1209
EN0001210,20240523,A005,EQ0058,L008,8666.27,1341.47,22.57,4108,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1210
EN0001211,20240617,A017,EQ0060,L009,8094.77,947.43,20.75,1425,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1211
EN0001212,20241206,A010,EQ0052,L002,1335.91,212.71,4.88,4106,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1212
EN0001213,20240709,A017,EQ0004,L009,4035.35,720.45,16.5,3296,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1213
EN0001214,20240802,A005,EQ0028,L008,2364.5,315.23,6.04,246,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1214
EN0001215,20240617,A004,EQ0042,L008,3264.52,550.52,22.5,380,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1215
EN0001216,20240321,A013,EQ0020,L013,4979.68,505.82,15.14,3453,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1216
EN0001217,20240210,A004,EQ0003,L008,2643.13,305.38,10.62,3893,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1217
EN0001218,20240924,A005,EQ0021,L008,3190.32,557.98,12.22,627,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1218
EN0001219,20240212,A008,EQ0039,L012,3330.33,303.34,7.37,869,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1219
EN0001220,20240607,A010,EQ0023,L002,2253.29,314.27,13.59,3872,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1220
EN0001221,20240118,A009,EQ0059,L004,5462.64,521.31,23.55,802,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1221
EN0001222,20240531,A005,EQ0049,L008,7487.69,1280.01,22.18,2467,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1222
EN0001223,20241007,A008,EQ0011,L012,3726.32,381.09,17.54,1971,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1223
EN0001224,20240519,A004,EQ0053,L008,9431.03,1382.72,19.4,1058,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1224
EN0001225,20240304,A004,EQ0042,L008,4270.54,552.47,13.9,3599,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1225
EN0001226,20240923,A004,EQ0019,L008,1138.49,171.02,4.38,777,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1226
EN0001227,20241016,A012,EQ0043,L017,2401.67,272.64,6.56,2392,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1227
EN0001228,20241219,A005,EQ0058,L008,6144.19,817.4,19.08,3187,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1228
EN0001229,20241202,A013,EQ0020,L013,3351.37,529.24,18.78,1831,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1229
EN0001230,20240920,A009,EQ0018,L004,2218.94,208.29,10.78,3704,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1230
EN0001231,20240322,A005,EQ0054,L008,8115.68,1365.87,16.72,1813,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1231
EN0001232,20241021,A004,EQ0035,L008,2702.97,310.39,9.17,2845,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1232
EN0001233,20240227,A004,EQ0042,L008,1064.79,144.5,4.56,1428,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1233
EN0001234,20240403,A017,EQ0060,L009,8706.02,1263.16,17.49,2907,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1234
EN0001235,20241112,A017,EQ0013,L009,5270.08,581.64,15.01,1468,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1235
EN0001236,20240403,A004,EQ0047,L008,7471.47,676.12,19.43,3130,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1236
EN0001237,20241224,A004,EQ0009,L008,884.34,113.87,4.39,2822,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1237
EN0001238,20240628,A010,EQ0014,L002,3136.2,540.79,18.63,2737,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1238
EN0001239,20241103,A006,EQ0051,L015,5920.71,748.12,21.07,2156,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1239
EN0001240,20240416,A004,EQ0022,L008,2196.59,339.95,8.37,331,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1240
EN0001241,20240507,A004,EQ0003,L008,3680.45,572.11,8.62,3902,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1241
EN0001242,20240910,A005,EQ0021,L008,2280.48,390.0,12.79,3897,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1242
EN0001243,20240713,A004,EQ0053,L008,4064.61,664.3,11.79,1677,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1243
EN0001244,20240411,A004,EQ0026,L008,4302.34,559.53,15.35,351,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1244
EN0001245,20240419,A005,EQ0006,L008,1985.48,241.03,4.93,487,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1245
EN0001246,20240329,A004,EQ0042,L008,8856.63,1415.99,17.92,3392,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1246
EN0001247,20240717,A004,EQ0053,L008,2123.34,238.8,13.69,1517,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1247
EN0001248,20240311,A017,EQ0037,L009,10590.43,1512.29,23.32,2445,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1248
EN0001249,20240607,A017,EQ0016,L009,4890.96,465.28,11.3,1641,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1249
EN0001250,20240806,A004,EQ0026,L008,8780.99,939.04,23.3,3399,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1250
EN0001251,20241103,A005,EQ0049,L008,1957.5,232.71,13.39,1871,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1251
EN0001252,20240301,A008,EQ0011,L012,5322.52,876.13,13.14,223,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1252
EN0001253,20241208,A017,EQ0060,L009,4219.38,393.13,17.1,3228,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1253
EN0001254,20241207,A004,EQ0017,L008,5099.58,624.7,10.06,3856,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1254
EN0001255,20240503,A004,EQ0017,L008,3893.31,474.62,14.23,1758,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1255
EN0001256,20240822,A005,EQ0054,L008,2097.84,372.58,14.28,3319,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1256
EN0001257,20241223,A006,EQ0051,L015,8927.45,1206.18,21.35,1623,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1257
EN0001258,20241015,A005,EQ0021,L008,8875.11,1156.8,20.9,615,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1258
EN0001259,20241109,A004,EQ0048,L008,2951.98,329.17,10.97,2469,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1259
EN0001260,20241222,A017,EQ0001,L009,3679.48,471.64,8.46,235,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1260
EN0001261,20241024,A004,EQ0048,L008,5983.88,724.93,16.7,3271,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1261
EN0001262,20241024,A005,EQ0054,L008,5894.49,1038.47,15.72,3981,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1262
EN0001263,20241220,A013,EQ0020,L013,5546.26,595.78,22.95,3189,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1263
EN0001264,20240909,A017,EQ0016,L009,1876.44,273.48,10.75,2760,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1264
EN0001265,20240327,A004,EQ0050,L008,3103.0,322.59,22.68,3053,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1265
EN0001266,20240408,A008,EQ0039,L012,4885.57,547.11,11.78,201,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1266
EN0001267,20240716,A017,EQ0057,L009,2344.44,420.84,4.64,3543,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1267
EN0001268,20241224,A004,EQ0002,L008,3435.13,406.4,10.34,1811,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1268
EN0001269,20241222,A017,EQ0001,L009,4607.96,647.44,16.52,937,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1269
EN0001270,20240913,A004,EQ0003,L008,770.84,89.32,8.45,3658,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1270
EN0001271,20240727,A005,EQ0049,L008,3131.69,299.56,6.57,830,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1271
EN0001272,20240108,A005,EQ0006,L008,10550.6,1571.15,22.2,2097,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1272
EN0001273,20240104,A005,EQ0006,L008,3173.99,509.27,12.1,1495,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1273
EN0001274,20240301,A004,EQ0017,L008,4086.53,594.9,10.21,3257,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1274
EN0001275,20241018,A017,EQ0013,L009,4433.38,657.08,10.99,3761,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1275
EN0001276,20241218,A004,EQ0042,L008,1620.52,212.93,13.46,1235,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1276
EN0001277,20241204,A010,EQ0023,L002,5536.33,549.1,17.28,487,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1277
EN0001278,20241116,A017,EQ0016,L009,2333.89,367.77,11.68,3659,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1278
EN0001279,20240710,A017,EQ0060,L009,1854.68,258.58,4.93,507,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1279
EN0001280,20240117,A004,EQ0042,L008,1635.57,169.07,10.45,409,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1280
EN0001281,20241017,A012,EQ0044,L017,6426.76,1052.8,15.8,2756,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1281
EN0001282,20241217,A004,EQ0042,L008,2174.07,298.88,7.62,576,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1282
EN0001283,20240508,A017,EQ0060,L009,9363.7,1326.41,21.29,2876,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1283
EN0001284,20241108,A010,EQ0052,L002,4798.17,807.49,11.26,4014,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1284
EN0001285,20241208,A017,EQ0024,L009,5053.98,701.95,13.31,2658,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1285
EN0001286,20241227,A004,EQ0026,L008,1830.92,169.03,18.7,954,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1286
EN0001287,20240103,A012,EQ0044,L017,3951.6,487.09,9.42,1316,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1287
EN0001288,20241031,A008,EQ0032,L012,7709.33,976.61,22.11,205,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1288
EN0001289,20240523,A005,EQ0041,L008,2478.7,387.58,18.01,3000,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1289
EN0001290,20240713,A004,EQ0042,L008,4427.62,775.88,20.17,1998,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1290
EN0001291,20240616,A017,EQ0001,L009,7264.45,720.1,14.01,3663,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1291
EN0001292,20240820,A017,EQ0024,L009,5523.4,961.82,11.58,920,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1292
EN0001293,20240930,A005,EQ0006,L008,1424.09,177.53,6.61,2411,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1293
EN0001294,20241012,A008,EQ0040,L012,1412.38,166.26,4.72,2683,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1294
EN0001295,20240319,A017,EQ0001,L009,576.22,59.8,5.88,557,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1295
EN0001296,20240317,A005,EQ0054,L008,6974.15,1147.02,13.59,1894,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1296
EN0001297,20240127,A004,EQ0029,L008,9194.34,1160.66,18.19,3043,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1297
EN0001298,20240730,A005,EQ0028,L008,2930.24,276.68,22.42,345,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1298
EN0001299,20241115,A004,EQ0035,L008,5547.44,930.98,23.94,2825,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1299
EN0001300,20241108,A017,EQ0027,L009,1474.7,186.97,13.87,3694,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1300
EN0001301,20240411,A004,EQ0003,L008,3957.39,601.7,9.08,1368,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1301
EN0001302,20240709,A005,EQ0049,L008,3858.43,693.39,13.57,2998,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1302
EN0001303,20240826,A004,EQ0015,L008,11460.75,1065.1,23.07,1471,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1303
EN0001304,20241124,A004,EQ0038,L008,2171.81,212.66,15.35,2737,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1304
EN0001305,20240830,A004,EQ0048,L008,2118.12,302.95,18.45,4153,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1305
EN0001306,20240521,A004,EQ0007,L008,2235.08,389.61,4.58,3531,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1306
EN0001307,20241220,A017,EQ0008,L009,2306.09,391.31,4.73,1734,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1307
EN0001308,20240527,A017,EQ0001,L009,9684.82,1104.24,21.25,499,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1308
EN0001309,20241214,A004,EQ0042,L008,3049.13,344.61,15.15,544,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1309
EN0001310,20240205,A009,EQ0059,L004,3826.63,420.15,7.36,3943,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1310
EN0001311,20240111,A005,EQ0028,L008,1458.08,258.74,10.55,1238,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1311
EN0001312,20241219,A004,EQ0046,L008,4953.91,870.95,17.87,3910,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1312
EN0001313,20240221,A017,EQ0005,L009,1075.89,191.5,4.85,1810,Noche,training_fact_energia_export.csv,2026-06-23T00:00:00,1313
EN0001314,20241003,A017,EQ0016,L009,5134.44,710.58,11.5,2118,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1314
EN0001315,20240301,A017,EQ0045,L009,3063.11,424.29,7.33,2288,Día,training_fact_energia_export.csv,2026-06-23T00:00:00,1315
EN0001316,20240503,A017,EQ0057,L009,1193.13,123.6,4.3,1197,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1316
EN0001317,20241004,A006,EQ0051,L015,3790.28,522.73,11.04,1958,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1317
EN0001318,20240403,A004,EQ0007,L008,3008.29,358.95,6.38,2636,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1318
EN0001319,20240828,A008,EQ0032,L012,2309.12,230.68,10.2,2493,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1319
EN0001320,20240114,A017,EQ0045,L009,3116.87,500.52,6.37,794,Tarde,training_fact_energia_export.csv,2026-06-23T00:00:00,1320
