IncidentID,DateKey,AreaID,EquipmentID,LocationID,Severity,IncidentType,CorrectiveActionStatus,DaysOpen,LostTimeFlag,RiskCategory,_SourceFile,_ExportedAt,_LegacyRowNumber
IN00182,20240630,A006,EQ0001,L001,Media,Daño equipo,Abierta,29,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,182
IN00183,20240523,A003,EQ0026,L006,Baja,Condición insegura,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,183
IN00184,20240701,A001,EQ0027,L006,Alta,Casi accidente,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,184
IN00185,20240706,A006,EQ0017,L001,Baja,Ambiental,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,185
IN00186,20240423,A006,EQ0017,L001,Media,Casi accidente,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,186
IN00187,20240607,A006,EQ0006,L001,Baja,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,187
IN00188,20240518,A004,EQ0011,L006,Media,Casi accidente,Abierta,47,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,188
IN00189,20241224,A001,EQ0027,L006,Media,Daño equipo,En progreso,17,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,189
IN00190,20240221,A004,EQ0008,L006,Baja,Ambiental,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,190
IN00191,20240122,A003,EQ0012,L006,Baja,Lesión menor,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,191
IN00192,20240214,A005,EQ0020,L004,Alta,Daño equipo,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,192
IN00193,20240226,A002,EQ0005,L006,Baja,Daño equipo,Cerrada,0,True,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,193
IN00194,20240926,A003,EQ0036,L006,Baja,Lesión menor,En progreso,53,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,194
IN00195,20240509,A003,EQ0037,L006,Baja,Lesión menor,En progreso,23,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,195
IN00196,20240626,A002,EQ0014,L006,Baja,Condición insegura,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,196
IN00197,20241029,A003,EQ0012,L006,Alta,Condición insegura,En progreso,42,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,197
IN00198,20241011,A001,EQ0023,L006,Media,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,198
IN00199,20241129,A003,EQ0036,L006,Baja,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,199
IN00200,20240825,A004,EQ0003,L006,Baja,Condición insegura,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,200
IN00201,20241008,A003,EQ0002,L006,Media,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,201
IN00202,20240102,A003,EQ0029,L006,Baja,Condición insegura,En progreso,21,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,202
IN00203,20240424,A006,EQ0028,L001,Alta,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,203
IN00204,20240703,A005,EQ0032,L004,Baja,Daño equipo,En progreso,80,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,204
IN00205,20241130,A005,EQ0024,L004,Baja,Casi accidente,Abierta,56,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,205
IN00206,20240720,A004,EQ0016,L006,Baja,Condición insegura,Abierta,77,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,206
IN00207,20240920,A003,EQ0002,L006,Alta,Condición insegura,En progreso,83,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,207
IN00208,20240220,A001,EQ0018,L006,Media,Casi accidente,Abierta,25,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,208
IN00209,20241009,A002,EQ0005,L006,Media,Condición insegura,Abierta,44,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,209
IN00210,20241215,A004,EQ0003,L006,Baja,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,210
IN00211,20240509,A001,EQ0023,L006,Media,Ambiental,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,211
IN00212,20241019,A003,EQ0037,L006,Baja,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,212
IN00213,20240316,A005,EQ0031,L004,Alta,Casi accidente,Cerrada,0,True,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,213
IN00214,20241125,A001,EQ0023,L006,Media,Casi accidente,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,214
IN00215,20240910,A004,EQ0008,L006,Baja,Condición insegura,Cerrada,0,True,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,215
IN00216,20240806,A006,EQ0006,L001,Baja,Ambiental,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,216
IN00217,20240803,A003,EQ0004,L006,Media,Daño equipo,Abierta,8,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,217
IN00218,20241031,A006,EQ0030,L001,Baja,Ambiental,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,218
IN00219,20240405,A002,EQ0034,L006,Media,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,219
IN00220,20240307,A005,EQ0032,L004,Baja,Casi accidente,En progreso,88,True,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,220
IN00221,20240809,A006,EQ0001,L001,Baja,Condición insegura,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,221
IN00222,20241108,A003,EQ0009,L006,Alta,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,222
IN00223,20241202,A005,EQ0020,L004,Baja,Casi accidente,En progreso,9,True,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,223
IN00224,20241202,A006,EQ0019,L001,Baja,Lesión menor,En progreso,16,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,224
IN00225,20240301,A006,EQ0006,L001,Baja,Daño equipo,En progreso,81,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,225
IN00226,20240107,A001,EQ0018,L006,Baja,Lesión menor,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,226
IN00227,20240317,A005,EQ0024,L004,Media,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,227
IN00228,20240822,A001,EQ0015,L006,Media,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,228
IN00229,20240528,A004,EQ0022,L006,Media,Casi accidente,Cerrada,0,True,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,229
IN00230,20240204,A003,EQ0035,L006,Media,Daño equipo,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,230
IN00231,20240522,A005,EQ0007,L004,Media,Ambiental,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,231
IN00232,20240824,A003,EQ0029,L006,Media,Daño equipo,En progreso,37,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,232
IN00233,20240120,A005,EQ0031,L004,Baja,Casi accidente,Abierta,66,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,233
IN00234,20241123,A003,EQ0036,L006,Alta,Condición insegura,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,234
IN00235,20240527,A004,EQ0011,L006,Baja,Ambiental,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,235
IN00236,20240307,A004,EQ0022,L006,Media,Lesión menor,En progreso,58,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,236
IN00237,20240522,A001,EQ0018,L006,Baja,Condición insegura,En progreso,17,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,237
IN00238,20240629,A005,EQ0033,L004,Media,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,238
IN00239,20241015,A004,EQ0008,L006,Baja,Lesión menor,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,239
IN00240,20240205,A005,EQ0010,L004,Alta,Ambiental,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,240
IN00241,20240620,A003,EQ0012,L006,Media,Lesión menor,Abierta,59,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,241
IN00242,20240826,A003,EQ0012,L006,Baja,Ambiental,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,242
IN00243,20241022,A002,EQ0034,L006,Media,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,243
IN00244,20240213,A005,EQ0020,L004,Media,Casi accidente,Abierta,64,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,244
IN00245,20240211,A006,EQ0028,L001,Media,Ambiental,En progreso,13,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,245
IN00246,20241221,A005,EQ0020,L004,Alta,Casi accidente,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,246
IN00247,20241206,A005,EQ0031,L004,Media,Lesión menor,Abierta,38,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,247
IN00248,20240427,A003,EQ0002,L006,Media,Casi accidente,Cerrada,0,True,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,248
IN00249,20240625,A005,EQ0010,L004,Media,Daño equipo,En progreso,12,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,249
IN00250,20240308,A005,EQ0024,L004,Alta,Condición insegura,En progreso,53,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,250
IN00251,20241017,A004,EQ0011,L006,Baja,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,251
IN00252,20241214,A006,EQ0001,L001,Baja,Daño equipo,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,252
IN00253,20240706,A005,EQ0031,L004,Baja,Daño equipo,En progreso,10,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,253
IN00254,20240823,A004,EQ0008,L006,Media,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,254
IN00255,20240903,A003,EQ0035,L006,Baja,Casi accidente,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,255
IN00256,20240627,A003,EQ0013,L006,Baja,Lesión menor,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,256
IN00257,20240606,A002,EQ0021,L006,Baja,Condición insegura,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,257
IN00258,20241002,A002,EQ0034,L006,Baja,Daño equipo,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,258
IN00259,20240425,A002,EQ0014,L006,Alta,Ambiental,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,259
IN00260,20241112,A004,EQ0008,L006,Baja,Daño equipo,Abierta,55,True,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,260
IN00261,20240528,A006,EQ0017,L001,Media,Lesión menor,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,261
IN00262,20241023,A004,EQ0016,L006,Alta,Ambiental,En progreso,67,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,262
IN00263,20240616,A005,EQ0025,L004,Media,Casi accidente,En progreso,62,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,263
IN00264,20240510,A003,EQ0026,L006,Media,Lesión menor,Abierta,9,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,264
IN00265,20240213,A004,EQ0039,L006,Baja,Daño equipo,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,265
IN00266,20240524,A006,EQ0006,L001,Baja,Ambiental,En progreso,27,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,266
IN00267,20240912,A004,EQ0008,L006,Baja,Casi accidente,En progreso,80,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,267
IN00268,20240711,A004,EQ0003,L006,Baja,Ambiental,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,268
IN00269,20240811,A003,EQ0004,L006,Media,Lesión menor,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,269
IN00270,20240802,A006,EQ0001,L001,Baja,Daño equipo,En progreso,83,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,270
IN00271,20240614,A001,EQ0015,L006,Media,Daño equipo,En progreso,12,True,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,271
IN00272,20240420,A004,EQ0039,L006,Media,Casi accidente,En progreso,79,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,272
IN00273,20240305,A003,EQ0002,L006,Media,Casi accidente,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,273
IN00274,20240219,A003,EQ0002,L006,Baja,Lesión menor,En progreso,11,True,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,274
IN00275,20240924,A002,EQ0014,L006,Media,Condición insegura,En progreso,4,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,275
IN00276,20240609,A001,EQ0027,L006,Baja,Lesión menor,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,276
IN00277,20240128,A001,EQ0027,L006,Media,Casi accidente,En progreso,14,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,277
IN00278,20241025,A006,EQ0001,L001,Alta,Daño equipo,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,278
IN00279,20240516,A006,EQ0001,L001,Baja,Ambiental,Abierta,62,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,279
IN00280,20240411,A002,EQ0034,L006,Baja,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,280
IN00281,20240621,A005,EQ0033,L004,Baja,Ambiental,Abierta,89,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,281
IN00282,20240517,A001,EQ0027,L006,Media,Daño equipo,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,282
IN00283,20240527,A006,EQ0006,L001,Alta,Casi accidente,Abierta,49,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,283
IN00284,20240410,A001,EQ0040,L006,Media,Casi accidente,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,284
IN00285,20240114,A006,EQ0030,L001,Media,Lesión menor,Abierta,20,True,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,285
IN00286,20240811,A001,EQ0038,L006,Baja,Ambiental,En progreso,47,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,286
IN00287,20240928,A005,EQ0025,L004,Baja,Ambiental,Cerrada,0,True,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,287
IN00288,20241214,A004,EQ0039,L006,Media,Condición insegura,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,288
IN00289,20240223,A002,EQ0005,L006,Baja,Condición insegura,En progreso,42,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,289
IN00290,20240306,A003,EQ0004,L006,Media,Casi accidente,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,290
IN00291,20240603,A004,EQ0039,L006,Media,Daño equipo,En progreso,12,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,291
IN00292,20241012,A005,EQ0024,L004,Media,Condición insegura,Abierta,34,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,292
IN00293,20240819,A005,EQ0025,L004,Baja,Condición insegura,En progreso,49,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,293
IN00294,20240831,A006,EQ0030,L001,Baja,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,294
IN00295,20240714,A001,EQ0038,L006,Baja,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,295
IN00296,20241227,A002,EQ0005,L006,Alta,Daño equipo,En progreso,68,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,296
IN00297,20240523,A004,EQ0011,L006,Baja,Casi accidente,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,297
IN00298,20240206,A003,EQ0009,L006,Alta,Casi accidente,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,298
IN00299,20240623,A004,EQ0011,L006,Baja,Lesión menor,Abierta,67,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,299
IN00300,20241128,A006,EQ0017,L001,Baja,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,300
IN00301,20240721,A001,EQ0023,L006,Media,Ambiental,En progreso,17,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,301
IN00302,20241022,A002,EQ0034,L006,Media,Lesión menor,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,302
IN00303,20240909,A005,EQ0010,L004,Media,Ambiental,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,303
IN00304,20241127,A005,EQ0033,L004,Alta,Lesión menor,Abierta,4,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,304
IN00305,20240811,A001,EQ0023,L006,Media,Condición insegura,En progreso,85,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,305
IN00306,20241001,A005,EQ0033,L004,Media,Ambiental,Abierta,39,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,306
IN00307,20240812,A005,EQ0033,L004,Media,Daño equipo,En progreso,34,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,307
IN00308,20240412,A003,EQ0012,L006,Media,Lesión menor,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,308
IN00309,20240113,A005,EQ0032,L004,Baja,Ambiental,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,309
IN00310,20240601,A005,EQ0031,L004,Baja,Lesión menor,En progreso,57,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,310
IN00311,20241211,A001,EQ0023,L006,Baja,Casi accidente,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,311
IN00312,20240209,A003,EQ0004,L006,Baja,Condición insegura,Abierta,24,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,312
IN00313,20240329,A004,EQ0039,L006,Media,Condición insegura,Abierta,15,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,313
IN00314,20240101,A001,EQ0038,L006,Media,Condición insegura,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,314
IN00315,20240602,A002,EQ0014,L006,Media,Condición insegura,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,315
IN00316,20241212,A005,EQ0020,L004,Baja,Ambiental,Abierta,52,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,316
IN00317,20240607,A001,EQ0018,L006,Baja,Daño equipo,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,317
IN00318,20241029,A003,EQ0029,L006,Baja,Daño equipo,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,318
IN00319,20240805,A003,EQ0013,L006,Media,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,319
IN00320,20240130,A004,EQ0039,L006,Media,Casi accidente,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,320
IN00321,20240419,A003,EQ0004,L006,Media,Lesión menor,En progreso,88,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,321
IN00322,20240615,A006,EQ0017,L001,Media,Lesión menor,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,322
IN00323,20240427,A006,EQ0019,L001,Media,Condición insegura,En progreso,38,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,323
IN00324,20240415,A003,EQ0013,L006,Baja,Condición insegura,En progreso,62,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,324
IN00325,20240807,A006,EQ0019,L001,Baja,Lesión menor,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,325
IN00326,20240418,A003,EQ0013,L006,Media,Casi accidente,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,326
IN00327,20241110,A001,EQ0015,L006,Baja,Ambiental,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,327
IN00328,20241123,A003,EQ0004,L006,Media,Lesión menor,Cerrada,0,True,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,328
IN00329,20240109,A006,EQ0017,L001,Alta,Daño equipo,En progreso,41,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,329
IN00330,20241229,A006,EQ0028,L001,Baja,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,330
IN00331,20240724,A003,EQ0037,L006,Baja,Condición insegura,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,331
IN00332,20240603,A001,EQ0040,L006,Baja,Ambiental,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,332
IN00333,20240720,A005,EQ0032,L004,Media,Lesión menor,En progreso,62,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,333
IN00334,20241025,A003,EQ0035,L006,Media,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,334
IN00335,20240215,A002,EQ0014,L006,Baja,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,335
IN00336,20240301,A004,EQ0039,L006,Alta,Lesión menor,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,336
IN00337,20240116,A003,EQ0035,L006,Baja,Daño equipo,En progreso,65,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,337
IN00338,20241008,A003,EQ0009,L006,Alta,Casi accidente,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,338
IN00339,20241017,A003,EQ0029,L006,Media,Ambiental,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,339
IN00340,20240119,A004,EQ0003,L006,Baja,Ambiental,Abierta,42,True,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,340
IN00341,20241029,A002,EQ0014,L006,Media,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,341
IN00342,20240505,A003,EQ0012,L006,Baja,Casi accidente,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,342
IN00343,20240117,A005,EQ0032,L004,Media,Casi accidente,En progreso,43,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,343
IN00344,20240727,A005,EQ0025,L004,Baja,Ambiental,En progreso,10,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,344
IN00345,20240903,A003,EQ0013,L006,Baja,Casi accidente,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,345
IN00346,20240124,A006,EQ0030,L001,Baja,Daño equipo,Cerrada,0,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,346
IN00347,20240402,A002,EQ0005,L006,Baja,Daño equipo,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,347
IN00348,20240213,A005,EQ0032,L004,Media,Daño equipo,Abierta,72,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,348
IN00349,20240326,A003,EQ0035,L006,Baja,Casi accidente,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,349
IN00350,20240426,A003,EQ0002,L006,Baja,Lesión menor,Abierta,81,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,350
IN00351,20241130,A006,EQ0030,L001,Baja,Condición insegura,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,351
IN00352,20240622,A005,EQ0025,L004,Alta,Casi accidente,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,352
IN00353,20240813,A005,EQ0010,L004,Baja,Ambiental,Abierta,3,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,353
IN00354,20240319,A004,EQ0011,L006,Media,Lesión menor,Abierta,7,False,Calidad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,354
IN00355,20240807,A003,EQ0009,L006,Baja,Casi accidente,En progreso,59,True,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,355
IN00356,20240426,A004,EQ0011,L006,Baja,Casi accidente,Abierta,70,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,356
IN00357,20240609,A002,EQ0014,L006,Baja,Lesión menor,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,357
IN00358,20240302,A005,EQ0032,L004,Alta,Casi accidente,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,358
IN00359,20240821,A003,EQ0012,L006,Media,Condición insegura,Cerrada,0,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,359
IN00360,20240207,A003,EQ0036,L006,Alta,Casi accidente,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,360
IN00361,20240531,A004,EQ0022,L006,Baja,Casi accidente,En progreso,49,False,Ambiente,training_fact_incidentes_export.csv,2026-06-23T00:00:00,361
IN00362,20240602,A005,EQ0024,L004,Media,Lesión menor,Cerrada,0,False,Operación,training_fact_incidentes_export.csv,2026-06-23T00:00:00,362
IN00363,20240517,A003,EQ0037,L006,Alta,Casi accidente,Cerrada,0,False,Seguridad,training_fact_incidentes_export.csv,2026-06-23T00:00:00,363
