MaintenanceID,DateKey,EquipmentID,AreaID,WorkTypeID,PriorityID,FailureMode,SystemCategory,DowntimeHours,RepairHours,MaintenanceCost,PlannedFlag,_SourceFile,_ExportedAt,_LegacyRowNumber,EquipmentName_Source
MT000259,20240804,EQ0004,A017,WT2,P1,Sobrecalentamiento,Energía,7.2,5.27,16675.55,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,259,Sensor de vibración Sintético 0004
MT000260,20241124,EQ0035,A004,WT1,P1,Falla de pala,Hidráulico,3.89,3.24,2768.0,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,260,Perforadora Sintético 0035
MT000261,20240626,EQ0007,A004,WT1,P4,Desgaste de neumáticos,Neumáticos,2.22,1.74,7271.76,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,261,Camión CAEX Sintético 0007
MT000262,20240929,EQ0039,A008,WT2,P4,Trip de variador,Molienda,18.91,11.86,25940.94,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,262,Molino SAG Sintético 0039
MT000263,20241215,EQ0020,A013,WT2,P2,Obstrucción de chute,Energía,10.16,5.8,23248.8,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,263,Medidor de energía Sintético 0020
MT000264,20240415,EQ0035,A004,WT1,P3,Fuga hidráulica,Control,3.75,2.79,3000.64,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,264,Perforadora Sintético 0035
MT000265,20240113,EQ0058,A005,WT2,P2,Desgaste de revestimientos,Eléctrico,7.0,5.23,6701.03,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,265,Alimentador Sintético 0058
MT000266,20241212,EQ0004,A017,WT1,P4,Bloqueo de chancador,Energía,1.64,0.96,1895.95,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,266,Sensor de vibración Sintético 0004
MT000267,20240906,EQ0032,A008,WT1,P3,Alta vibración,Molienda,7.21,4.0,4996.31,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,267,Molino SAG Sintético 0032
MT000268,20240604,EQ0028,A005,WT2,P4,Falla de bomba de pulpa,Instrumentación,3.32,1.47,2731.26,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,268,Harnero Sintético 0028
MT000269,20241031,EQ0001,A017,WT2,P4,Falla de instrumentación,Control,6.84,2.97,8546.62,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,269,PLC Sintético 0001
MT000270,20240621,EQ0012,A013,WT2,P3,Pérdida de comunicación PLC,Eléctrico,1.58,0.68,2436.37,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,270,Medidor de energía Sintético 0012
MT000271,20241129,EQ0036,A004,WT1,P2,Falla de pala,Energía,2.94,2.29,4604.29,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,271,Sistema dispatch Sintético 0036
MT000272,20240625,EQ0033,A010,WT2,P4,Pérdida de comunicación PLC,Energía,9.86,6.74,4569.8,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,272,Sistema de relaves Sintético 0033
MT000273,20240411,EQ0041,A005,WT2,P2,Falla eléctrica,Chancado,17.79,15.63,35753.57,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,273,Chancador primario Sintético 0041
MT000274,20240312,EQ0022,A004,WT1,P4,Obstrucción de chute,Eléctrico,10.19,4.53,10606.2,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,274,Sistema dispatch Sintético 0022
MT000275,20240331,EQ0004,A017,WT2,P2,Falla eléctrica,Seguridad,3.79,3.6,7149.91,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,275,Sensor de vibración Sintético 0004
MT000276,20240821,EQ0050,A004,WT1,P3,Trip de variador,Mecánico,5.12,3.26,5010.16,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,276,Motoniveladora Sintético 0050
MT000277,20240225,EQ0013,A017,WT2,P3,Falla de instrumentación,Control,6.52,5.4,6543.4,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,277,Servidor Historiador Sintético 0013
MT000278,20240709,EQ0004,A017,WT2,P2,Falla eléctrica,Mecánico,15.08,7.71,24310.32,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,278,Sensor de vibración Sintético 0004
MT000279,20240208,EQ0013,A017,WT1,P2,Deriva de sensor,Control,2.49,1.4,1202.49,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,279,Servidor Historiador Sintético 0013
MT000280,20241225,EQ0026,A004,WT1,P3,Alta vibración,Mecánico,1.71,0.77,1162.53,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,280,Pala eléctrica Sintético 0026
MT000281,20240213,EQ0016,A017,WT2,P2,Falla de instrumentación,Control,20.09,11.67,46966.9,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,281,Switch industrial Sintético 0016
MT000282,20241010,EQ0052,A010,WT2,P3,Trip de variador,Instrumentación,14.16,8.39,19049.1,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,282,Sistema de relaves Sintético 0052
MT000283,20240523,EQ0035,A004,WT1,P3,Alta vibración,Control,2.55,1.44,5247.25,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,283,Perforadora Sintético 0035
MT000284,20240609,EQ0040,A008,WT2,P2,Desgaste de revestimientos,Molienda,4.16,3.73,8531.49,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,284,Molino de bolas Sintético 0040
MT000285,20240203,EQ0004,A017,WT1,P2,Falla de pala,Instrumentación,1.54,1.33,712.07,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,285,Sensor de vibración Sintético 0004
MT000286,20241121,EQ0011,A008,WT1,P2,Trip de variador,Molienda,4.69,2.06,6330.16,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,286,Molino de bolas Sintético 0011
MT000287,20241219,EQ0034,A010,WT1,P2,Deriva de sensor,Eléctrico,6.68,4.03,11114.67,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,287,Filtro Sintético 0034
MT000288,20241204,EQ0049,A005,WT1,P1,Falla eléctrica,Chancado,6.35,3.56,12697.81,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,288,Chancador secundario Sintético 0049
MT000289,20241208,EQ0055,A010,WT1,P1,Bloqueo de chancador,Instrumentación,3.71,3.38,8666.62,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,289,Espesador Sintético 0055
MT000290,20240728,EQ0021,A005,WT2,P3,Corte de correa,Mecánico,4.72,3.41,3435.09,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,290,Alimentador Sintético 0021
MT000291,20241226,EQ0054,A005,WT1,P2,Falla eléctrica,Chancado,1.27,1.12,2307.29,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,291,Chancador primario Sintético 0054
MT000292,20241217,EQ0032,A008,WT1,P4,Alta vibración,Molienda,1.2,0.74,1572.38,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,292,Molino SAG Sintético 0032
MT000293,20240930,EQ0043,A012,WT2,P1,Falla de sello mecánico,Bombas,10.3,7.54,12545.03,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,293,Bomba de pulpa Sintético 0043
MT000294,20240709,EQ0036,A004,WT1,P3,Falla de bomba de pulpa,Eléctrico,1.87,0.86,845.31,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,294,Sistema dispatch Sintético 0036
MT000295,20240315,EQ0059,A009,WT2,P2,Sobrecalentamiento,Eléctrico,3.62,1.62,8618.87,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,295,Celda de flotación Sintético 0059
MT000296,20240321,EQ0008,A017,WT2,P3,Falla de instrumentación,Control,6.44,4.7,10661.08,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,296,Servidor SCADA Sintético 0008
MT000297,20240620,EQ0034,A010,WT1,P3,Alta vibración,Instrumentación,7.18,5.04,12047.71,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,297,Filtro Sintético 0034
MT000298,20240711,EQ0040,A008,WT1,P2,Desgaste de revestimientos,Molienda,0.78,0.69,1774.67,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,298,Molino de bolas Sintético 0040
MT000299,20240815,EQ0032,A008,WT1,P2,Desgaste de revestimientos,Molienda,2.3,1.78,2089.67,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,299,Molino SAG Sintético 0032
MT000300,20240627,EQ0042,A004,WT2,P4,Falla de pala,Control,8.77,4.4,15993.81,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,300,Pala hidráulica Sintético 0042
MT000301,20241009,EQ0001,A017,WT2,P2,Falla de instrumentación,Control,1.18,0.8,1588.22,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,301,PLC Sintético 0001
MT000302,20240706,EQ0039,A008,WT2,P1,Desgaste de revestimientos,Molienda,12.2,4.93,17091.4,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,302,Molino SAG Sintético 0039
MT000303,20240922,EQ0037,A017,WT1,P3,Falla de instrumentación,Control,5.01,3.77,9912.74,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,303,Servidor SCADA Sintético 0037
MT000304,20240305,EQ0041,A005,WT2,P2,Falla eléctrica,Chancado,9.66,4.35,9414.56,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,304,Chancador primario Sintético 0041
MT000305,20240910,EQ0037,A017,WT1,P3,Deriva de sensor,Control,1.55,0.96,3529.22,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,305,Servidor SCADA Sintético 0037
MT000306,20240315,EQ0015,A004,WT1,P2,Pérdida de comunicación PLC,Seguridad,12.87,5.17,18034.07,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,306,Cargador frontal Sintético 0015
MT000307,20240708,EQ0052,A010,WT1,P2,Fuga hidráulica,Mecánico,3.07,2.33,4471.32,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,307,Sistema de relaves Sintético 0052
MT000308,20240524,EQ0014,A010,WT1,P1,Desgaste de neumáticos,Energía,0.57,0.44,691.5,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,308,Espesador Sintético 0014
MT000309,20240318,EQ0047,A004,WT1,P2,Desgaste de neumáticos,Mecánico,1.7,0.79,1019.58,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,309,Bulldozer Sintético 0047
MT000310,20241003,EQ0015,A004,WT2,P2,Bloqueo de chancador,Mecánico,6.64,3.19,10165.88,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,310,Cargador frontal Sintético 0015
MT000311,20241105,EQ0042,A004,WT1,P3,Alta vibración,Hidráulico,0.5,0.28,869.91,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,311,Pala hidráulica Sintético 0042
MT000312,20240325,EQ0016,A017,WT1,P3,Pérdida de comunicación PLC,Control,1.3,1.23,710.93,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,312,Switch industrial Sintético 0016
MT000313,20240911,EQ0051,A006,WT1,P4,Obstrucción de chute,Correas,1.82,1.61,1871.44,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,313,Correa transportadora Sintético 0051
MT000314,20240130,EQ0022,A004,WT1,P1,Falla de instrumentación,Seguridad,2.49,1.6,5148.06,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,314,Sistema dispatch Sintético 0022
MT000315,20240613,EQ0025,A004,WT2,P3,Desgaste de revestimientos,Eléctrico,2.61,2.19,3700.11,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,315,Bulldozer Sintético 0025
MT000316,20240407,EQ0016,A017,WT1,P2,Deriva de sensor,Control,2.56,0.98,4156.9,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,316,Switch industrial Sintético 0016
MT000317,20240131,EQ0020,A013,WT2,P2,Falla eléctrica,Mecánico,11.12,4.97,12965.13,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,317,Medidor de energía Sintético 0020
MT000318,20240525,EQ0059,A009,WT1,P2,Sobrecalentamiento,Seguridad,10.72,8.52,6016.97,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,318,Celda de flotación Sintético 0059
MT000319,20241003,EQ0056,A005,WT2,P2,Deriva de sensor,Mecánico,4.68,4.17,7216.1,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,319,Harnero Sintético 0056
MT000320,20240121,EQ0006,A005,WT2,P3,Falla eléctrica,Chancado,9.64,4.29,9128.44,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,320,Chancador secundario Sintético 0006
MT000321,20240725,EQ0038,A004,WT2,P3,Falla de sello mecánico,Seguridad,5.23,4.32,9592.71,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,321,Camión aljibe Sintético 0038
MT000322,20240530,EQ0051,A006,WT1,P3,Obstrucción de chute,Correas,4.92,2.04,6015.25,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,322,Correa transportadora Sintético 0051
MT000323,20240325,EQ0036,A004,WT2,P2,Falla eléctrica,Mecánico,2.35,1.36,3385.99,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,323,Sistema dispatch Sintético 0036
MT000324,20240802,EQ0022,A004,WT1,P2,Bloqueo de chancador,Seguridad,5.25,4.29,8104.29,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,324,Sistema dispatch Sintético 0022
MT000325,20240825,EQ0048,A004,WT1,P3,Falla de pala,Hidráulico,6.18,4.04,11494.44,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,325,Pala eléctrica Sintético 0048
MT000326,20241028,EQ0037,A017,WT2,P3,Pérdida de comunicación PLC,Control,9.59,7.72,19502.44,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,326,Servidor SCADA Sintético 0037
MT000327,20240602,EQ0012,A013,WT1,P3,Trip de variador,Mecánico,1.27,0.69,821.22,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,327,Medidor de energía Sintético 0012
MT000328,20240626,EQ0020,A013,WT2,P4,Bloqueo de chancador,Eléctrico,17.28,13.15,10918.6,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,328,Medidor de energía Sintético 0020
MT000329,20240524,EQ0005,A017,WT1,P2,Deriva de sensor,Control,2.55,2.11,1943.41,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,329,PLC Sintético 0005
MT000330,20240924,EQ0055,A010,WT1,P4,Falla de sello mecánico,Eléctrico,0.5,0.24,858.53,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,330,Espesador Sintético 0055
MT000331,20240402,EQ0012,A013,WT1,P3,Falla de pala,Energía,7.47,3.63,7014.4,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,331,Medidor de energía Sintético 0012
MT000332,20240905,EQ0004,A017,WT2,P2,Pérdida de comunicación PLC,Seguridad,5.56,2.26,10887.72,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,332,Sensor de vibración Sintético 0004
MT000333,20241109,EQ0056,A005,WT2,P2,Deriva de sensor,Mecánico,6.6,3.95,7915.6,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,333,Harnero Sintético 0056
MT000334,20240716,EQ0016,A017,WT1,P3,Falla de instrumentación,Control,1.41,0.55,1793.83,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,334,Switch industrial Sintético 0016
MT000335,20240409,EQ0039,A008,WT2,P3,Desgaste de revestimientos,Molienda,1.82,1.24,2808.79,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,335,Molino SAG Sintético 0039
MT000336,20240723,EQ0058,A005,WT1,P4,Obstrucción de chute,Energía,7.83,4.21,12929.92,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,336,Alimentador Sintético 0058
MT000337,20240606,EQ0008,A017,WT1,P2,Deriva de sensor,Control,1.61,1.52,781.07,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,337,Servidor SCADA Sintético 0008
MT000338,20240416,EQ0022,A004,WT1,P3,Pérdida de comunicación PLC,Mecánico,4.87,4.27,6128.28,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,338,Sistema dispatch Sintético 0022
MT000339,20241127,EQ0013,A017,WT1,P3,Deriva de sensor,Control,0.43,0.3,874.05,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,339,Servidor Historiador Sintético 0013
MT000340,20240223,EQ0016,A017,WT1,P3,Deriva de sensor,Control,0.8,0.72,1317.28,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,340,Switch industrial Sintético 0016
MT000341,20240517,EQ0054,A005,WT2,P4,Alta vibración,Chancado,18.89,17.54,18625.62,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,341,Chancador primario Sintético 0054
MT000342,20240712,EQ0018,A009,WT1,P3,Alta vibración,Instrumentación,2.32,1.67,5238.99,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,342,Celda de flotación Sintético 0018
MT000343,20240912,EQ0014,A010,WT1,P2,Desalineamiento de correa,Instrumentación,3.72,2.18,8711.14,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,343,Espesador Sintético 0014
MT000344,20240408,EQ0007,A004,WT1,P3,Falla de motor,Neumáticos,2.99,2.64,5890.78,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,344,Camión CAEX Sintético 0007
MT000345,20241027,EQ0046,A004,WT1,P3,Fuga hidráulica,Mecánico,1.17,0.62,1317.1,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,345,Perforadora Sintético 0046
MT000346,20240515,EQ0021,A005,WT2,P4,Falla de pala,Instrumentación,13.48,7.64,29002.41,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,346,Alimentador Sintético 0021
MT000347,20241227,EQ0005,A017,WT1,P3,Deriva de sensor,Control,1.14,0.86,1139.94,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,347,PLC Sintético 0005
MT000348,20241001,EQ0020,A013,WT2,P1,Trip de variador,Seguridad,18.5,7.38,34572.81,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,348,Medidor de energía Sintético 0020
MT000349,20240402,EQ0053,A004,WT1,P3,Alta vibración,Energía,4.27,1.91,7641.59,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,349,Motoniveladora Sintético 0053
MT000350,20240902,EQ0017,A004,WT1,P2,Fuga hidráulica,Hidráulico,6.28,4.37,10591.97,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,350,Pala eléctrica Sintético 0017
MT000351,20240116,EQ0049,A005,WT1,P3,Bloqueo de chancador,Chancado,1.7,0.78,1298.37,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,351,Chancador secundario Sintético 0049
MT000352,20240224,EQ0005,A017,WT1,P3,Pérdida de comunicación PLC,Control,1.86,1.62,1478.14,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,352,PLC Sintético 0005
MT000353,20240105,EQ0021,A005,WT2,P4,Desgaste de revestimientos,Instrumentación,19.72,17.31,23770.97,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,353,Alimentador Sintético 0021
MT000354,20240217,EQ0036,A004,WT1,P3,Falla de sello mecánico,Eléctrico,1.4,0.94,2114.22,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,354,Sistema dispatch Sintético 0036
MT000355,20241014,EQ0001,A017,WT2,P2,Falla de instrumentación,Control,9.55,4.13,11083.75,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,355,PLC Sintético 0001
MT000356,20241109,EQ0042,A004,WT1,P2,Falla de pala,Hidráulico,2.14,1.16,4018.41,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,356,Pala hidráulica Sintético 0042
MT000357,20240902,EQ0060,A017,WT1,P4,Pérdida de comunicación PLC,Control,7.69,5.48,7620.76,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,357,RTU Sintético 0060
MT000358,20240522,EQ0043,A012,WT2,P2,Falla de bomba de pulpa,Bombas,0.85,0.35,1379.85,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,358,Bomba de pulpa Sintético 0043
MT000359,20240626,EQ0049,A005,WT1,P1,Falla eléctrica,Chancado,14.07,8.19,13060.59,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,359,Chancador secundario Sintético 0049
MT000360,20240307,EQ0010,A017,WT1,P4,Pérdida de comunicación PLC,Control,2.12,1.02,2773.85,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,360,Switch industrial Sintético 0010
MT000361,20240607,EQ0030,A006,WT1,P2,Desalineamiento de correa,Correas,1.87,1.33,2391.95,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,361,Correa transportadora Sintético 0030
MT000362,20240812,EQ0039,A008,WT2,P1,Trip de variador,Molienda,4.1,3.6,5923.34,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,362,Molino SAG Sintético 0039
MT000363,20241014,EQ0027,A017,WT1,P3,Falla de instrumentación,Control,2.61,2.33,5001.86,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,363,Sistema de control distribuido Sintético 0027
MT000364,20241220,EQ0054,A005,WT2,P2,Falla eléctrica,Chancado,15.45,6.73,17225.68,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,364,Chancador primario Sintético 0054
MT000365,20240601,EQ0047,A004,WT2,P2,Falla de motor,Mecánico,28.2,12.24,48140.5,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,365,Bulldozer Sintético 0047
MT000366,20240809,EQ0059,A009,WT2,P3,Corte de correa,Seguridad,4.97,3.95,10931.74,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,366,Celda de flotación Sintético 0059
MT000367,20240207,EQ0044,A012,WT1,P4,Falla de sello mecánico,Bombas,2.19,0.84,2324.36,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,367,Bomba de pulpa Sintético 0044
MT000368,20240808,EQ0054,A005,WT2,P1,Falla eléctrica,Chancado,7.67,5.09,11140.55,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,368,Chancador primario Sintético 0054
MT000369,20240213,EQ0047,A004,WT1,P2,Falla eléctrica,Mecánico,1.42,1.07,1473.53,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,369,Bulldozer Sintético 0047
MT000370,20241121,EQ0009,A004,WT2,P3,Falla de transmisión,Neumáticos,15.8,9.5,47386.04,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,370,Camión CAEX Sintético 0009
MT000371,20240220,EQ0053,A004,WT1,P1,Alta vibración,Mecánico,2.68,1.67,2721.02,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,371,Motoniveladora Sintético 0053
MT000372,20240313,EQ0058,A005,WT1,P4,Pérdida de comunicación PLC,Seguridad,2.62,1.65,6220.36,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,372,Alimentador Sintético 0058
MT000373,20240330,EQ0039,A008,WT2,P2,Trip de variador,Molienda,14.03,7.7,8134.05,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,373,Molino SAG Sintético 0039
MT000374,20240724,EQ0020,A013,WT2,P3,Trip de variador,Mecánico,2.4,1.49,5273.68,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,374,Medidor de energía Sintético 0020
MT000375,20240913,EQ0026,A004,WT2,P2,Fuga hidráulica,Control,4.34,3.64,8738.07,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,375,Pala eléctrica Sintético 0026
MT000376,20240329,EQ0002,A004,WT1,P2,Falla de motor,Neumáticos,6.35,5.44,6915.99,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,376,Camión CAEX Sintético 0002
MT000377,20241013,EQ0001,A017,WT1,P3,Pérdida de comunicación PLC,Control,5.07,3.65,8866.77,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,377,PLC Sintético 0001
MT000378,20240907,EQ0022,A004,WT1,P4,Falla eléctrica,Mecánico,3.51,1.94,1831.18,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,378,Sistema dispatch Sintético 0022
MT000379,20240824,EQ0020,A013,WT1,P2,Alta vibración,Energía,7.49,4.58,4169.95,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,379,Medidor de energía Sintético 0020
MT000380,20240726,EQ0019,A004,WT2,P4,Trip de variador,Instrumentación,16.23,12.68,25268.66,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,380,Camión aljibe Sintético 0019
MT000381,20241206,EQ0014,A010,WT1,P2,Sobrecalentamiento,Instrumentación,0.79,0.51,1257.66,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,381,Espesador Sintético 0014
MT000382,20241109,EQ0041,A005,WT1,P1,Bloqueo de chancador,Chancado,11.1,4.99,11705.67,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,382,Chancador primario Sintético 0041
MT000383,20241015,EQ0023,A010,WT2,P4,Falla de sello mecánico,Seguridad,5.8,4.4,12462.67,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,383,Filtro Sintético 0023
MT000384,20240731,EQ0060,A017,WT1,P3,Deriva de sensor,Control,1.43,0.62,2331.65,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,384,RTU Sintético 0060
MT000385,20240723,EQ0054,A005,WT1,P1,Falla eléctrica,Chancado,1.3,1.23,2219.63,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,385,Chancador primario Sintético 0054
MT000386,20240807,EQ0044,A012,WT1,P1,Falla de sello mecánico,Bombas,5.18,2.92,8468.48,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,386,Bomba de pulpa Sintético 0044
MT000387,20241230,EQ0050,A004,WT2,P3,Pérdida de comunicación PLC,Instrumentación,7.0,3.29,8662.66,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,387,Motoniveladora Sintético 0050
MT000388,20240626,EQ0041,A005,WT2,P2,Bloqueo de chancador,Chancado,8.87,6.38,5184.48,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,388,Chancador primario Sintético 0041
MT000389,20240904,EQ0013,A017,WT1,P2,Deriva de sensor,Control,5.23,4.24,8106.05,True,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,389,Servidor Historiador Sintético 0013
MT000390,20240121,EQ0011,A008,WT2,P4,Desgaste de revestimientos,Molienda,20.62,16.28,42439.63,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,390,Molino de bolas Sintético 0011
MT000391,20241006,EQ0031,A017,WT2,P3,Falla eléctrica,Mecánico,25.21,13.42,55881.68,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,391,Sensor de vibración Sintético 0031
MT000392,20240621,EQ0044,A012,WT2,P4,Falla de sello mecánico,Bombas,6.99,4.81,4997.32,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,392,Bomba de pulpa Sintético 0044
MT000393,20241228,EQ0033,A010,WT2,P1,Desgaste de revestimientos,Mecánico,2.4,1.86,4503.27,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,393,Sistema de relaves Sintético 0033
MT000394,20240116,EQ0017,A004,WT2,P2,Falla de pala,Control,5.98,5.05,5141.26,False,training_fact_mantenimiento_export.csv,2026-06-23T00:00:00,394,Pala eléctrica Sintético 0017
