ProductivityID,DateKey,AreaID,ResponsibleID,LocationID,Shift,PlannedOutput,ActualOutput,LaborHours,ProductiveHours,NonProductiveHours
PD000964,20250422,A004,R011,L001,Día,592,505,6.46,4.64,1.82
PD000965,20250625,A004,R028,L006,Día,460,446,11.51,7.77,3.74
PD000966,20250520,A001,R003,L006,Tarde,246,174,7.53,6.81,0.72
PD000967,20250429,A006,R026,L003,Noche,520,529,8.27,6.06,2.21
PD000968,20250622,A005,R026,L002,Tarde,318,327,8.88,6.46,2.42
PD000969,20250429,A002,R019,L001,Noche,645,418,6.92,4.45,2.48
PD000970,20250519,A006,R015,L005,Tarde,111,100,10.16,7.85,2.31
PD000971,20250219,A001,R013,L005,Noche,869,891,11.92,9.88,2.05
PD000972,20250310,A001,R005,L006,Día,711,694,9.39,8.56,0.83
PD000973,20250206,A004,R002,L003,Tarde,543,552,6.28,4.33,1.95
PD000974,20250216,A002,R011,L003,Día,501,346,7.83,4.74,3.08
PD000975,20250611,A005,R007,L005,Día,813,763,6.83,5.78,1.05
PD000976,20250629,A005,R021,L003,Día,163,152,11.13,9.64,1.49
PD000977,20250517,A006,R002,L003,Tarde,407,466,10.33,8.87,1.46
PD000978,20250329,A003,R021,L007,Tarde,65,64,8.53,7.24,1.29
PD000979,20250202,A003,R023,L002,Día,253,281,11.91,8.02,3.9
PD000980,20250616,A003,R022,L003,Noche,154,163,7.47,6.69,0.77
PD000981,20250115,A006,R018,L005,Tarde,762,647,10.26,9.43,0.83
PD000982,20250606,A003,R007,L002,Noche,555,539,9.49,8.34,1.16
PD000983,20250627,A003,R012,L007,Tarde,739,464,10.95,10.08,0.88
PD000984,20250626,A002,R020,L006,Noche,593,455,9.13,7.51,1.62
PD000985,20250405,A004,R027,L005,Tarde,546,510,8.59,5.76,2.83
PD000986,20250123,A005,R019,L004,Día,436,394,9.24,8.2,1.04
PD000987,20250527,A001,R024,L007,Tarde,216,199,10.79,9.0,1.78
PD000988,20250624,A005,R013,L002,Noche,338,369,7.12,5.03,2.09
PD000989,20250125,A004,R010,L002,Noche,310,288,8.96,7.44,1.52
PD000990,20250325,A005,R006,L005,Día,156,147,10.8,9.13,1.67
PD000991,20250129,A004,R026,L007,Tarde,204,166,9.67,6.82,2.85
PD000992,20250627,A001,R022,L006,Tarde,102,93,11.0,8.59,2.41
PD000993,20250407,A005,R005,L002,Día,664,510,6.4,5.1,1.3
PD000994,20250127,A006,R024,L007,Día,174,168,10.47,9.21,1.26
PD000995,20250128,A005,R016,L007,Tarde,431,440,6.46,5.35,1.11
PD000996,20250605,A005,R002,L004,Tarde,766,889,11.1,9.68,1.42
PD000997,20250626,A005,R015,L007,Noche,174,184,8.73,7.4,1.33
PD000998,20250306,A005,R001,L001,Tarde,168,156,7.39,6.72,0.68
PD000999,20250201,A005,R014,L006,Tarde,700,678,6.04,4.43,1.61
PD001000,20250403,A002,R013,L003,Tarde,273,209,8.9,5.69,3.2
PD001001,20250401,A003,R013,L001,Tarde,738,712,11.55,9.27,2.28
PD001002,20250208,A003,R023,L004,Noche,370,324,7.19,4.98,2.2
PD001003,20250601,A001,R022,L006,Noche,491,394,10.22,8.92,1.3
PD001004,20250407,A002,R010,L002,Tarde,688,603,10.51,6.82,3.7
PD001005,20250130,A002,R006,L004,Tarde,170,110,7.98,4.7,3.28
PD001006,20250130,A006,R009,L007,Noche,858,748,8.36,5.57,2.79
PD001007,20250320,A003,R021,L001,Tarde,143,115,10.97,8.51,2.46
PD001008,20250510,A002,R021,L007,Día,286,215,7.02,6.17,0.85
PD001009,20250403,A004,R028,L004,Día,686,566,9.25,8.48,0.77
PD001010,20250215,A006,R025,L005,Día,588,605,8.76,6.28,2.48
PD001011,20250114,A002,R016,L004,Día,270,283,10.02,7.3,2.73
PD001012,20250127,A004,R002,L002,Tarde,483,456,8.72,5.77,2.95
PD001013,20250121,A001,R005,L003,Día,70,61,9.47,7.95,1.52
PD001014,20250114,A002,R022,L003,Tarde,850,541,9.38,5.26,4.12
PD001015,20250605,A001,R027,L005,Tarde,159,143,11.22,9.22,1.99
PD001016,20250504,A003,R030,L002,Día,807,860,8.51,5.92,2.59
PD001017,20250509,A006,R027,L004,Día,462,454,7.27,5.88,1.39
PD001018,20250520,A005,R005,L003,Tarde,507,457,10.14,6.77,3.36
PD001019,20250411,A005,R022,L004,Noche,733,632,9.89,8.22,1.67
PD001020,20250201,A006,R024,L004,Día,476,455,8.8,6.07,2.73
PD001021,20250402,A005,R021,L003,Noche,774,835,9.84,8.81,1.03
PD001022,20250401,A005,R012,L007,Tarde,397,373,11.64,10.47,1.17
PD001023,20250301,A004,R021,L001,Noche,172,97,7.86,5.56,2.3
PD001024,20250418,A002,R003,L006,Día,308,232,7.97,6.04,1.93
PD001025,20250416,A002,R023,L001,Tarde,527,373,11.94,9.58,2.36
PD001026,20250126,A001,R006,L002,Día,194,186,10.42,7.75,2.67
PD001027,20250330,A002,R009,L003,Tarde,737,569,8.39,6.2,2.19
PD001028,20250218,A005,R020,L001,Noche,166,160,7.22,6.53,0.69
PD001029,20250213,A006,R021,L007,Día,435,465,10.92,8.43,2.49
PD001030,20250313,A001,R028,L001,Noche,253,194,10.91,8.98,1.93
PD001031,20250301,A002,R015,L004,Día,516,441,10.59,6.24,4.35
PD001032,20250605,A006,R018,L007,Día,367,376,11.64,9.99,1.66
PD001033,20250622,A002,R027,L001,Noche,478,419,8.55,5.08,3.47
PD001034,20250420,A004,R021,L007,Noche,230,158,6.09,5.41,0.68
PD001035,20250618,A005,R026,L004,Día,495,454,11.3,8.73,2.57
PD001036,20250326,A001,R007,L002,Noche,105,99,9.75,7.73,2.02
PD001037,20250119,A006,R001,L004,Tarde,420,464,6.54,4.57,1.97
PD001038,20250519,A006,R020,L005,Tarde,243,209,6.98,6.14,0.84
PD001039,20250301,A005,R026,L006,Noche,240,189,7.06,5.61,1.45
PD001040,20250226,A005,R026,L005,Tarde,374,273,10.34,7.01,3.33
PD001041,20250602,A005,R012,L006,Tarde,186,143,8.74,6.81,1.93
PD001042,20250613,A001,R016,L005,Día,177,154,10.92,7.59,3.34
PD001043,20250311,A006,R025,L006,Día,862,908,9.21,6.09,3.12
PD001044,20250406,A003,R019,L003,Tarde,127,107,9.5,6.64,2.85
PD001045,20250601,A006,R030,L003,Tarde,876,748,6.46,4.85,1.61
PD001046,20250220,A003,R024,L004,Día,855,906,8.81,7.71,1.1
PD001047,20250425,A001,R015,L001,Tarde,792,664,6.42,4.47,1.96
PD001048,20250322,A004,R022,L001,Noche,502,549,9.96,7.09,2.87
PD001049,20250513,A005,R008,L004,Noche,323,213,10.2,7.8,2.4
PD001050,20250514,A003,R021,L001,Tarde,259,227,8.29,6.38,1.92
PD001051,20250312,A005,R023,L004,Noche,841,869,6.09,5.4,0.69
PD001052,20250531,A002,R017,L007,Día,824,699,7.09,6.02,1.06
PD001053,20250402,A002,R006,L005,Tarde,452,390,9.31,7.87,1.44
PD001054,20250226,A006,R030,L007,Tarde,678,712,11.3,10.13,1.17
PD001055,20250329,A005,R005,L003,Noche,128,92,10.3,6.81,3.49
PD001056,20250129,A006,R017,L002,Tarde,618,595,11.97,9.15,2.83
PD001057,20250531,A003,R029,L002,Tarde,344,335,8.16,6.96,1.2
PD001058,20250605,A004,R029,L006,Día,393,326,10.27,6.82,3.46
PD001059,20250328,A003,R018,L004,Noche,635,609,11.06,8.26,2.8
PD001060,20250425,A005,R004,L002,Tarde,575,583,9.08,7.7,1.38
PD001061,20250425,A003,R009,L004,Tarde,772,675,6.68,5.19,1.49
PD001062,20250215,A005,R023,L004,Noche,413,451,6.49,4.53,1.96
PD001063,20250330,A002,R029,L001,Noche,425,371,6.28,4.0,2.28
PD001064,20250401,A006,R005,L001,Noche,574,626,8.06,6.62,1.44
PD001065,20250226,A003,R023,L002,Día,515,583,7.53,5.74,1.79
PD001066,20250106,A002,R002,L003,Día,882,521,10.01,7.4,2.61
PD001067,20250106,A006,R003,L007,Día,719,584,10.57,8.04,2.53
PD001068,20250315,A001,R007,L002,Noche,71,68,9.63,8.69,0.95
PD001069,20250616,A004,R021,L004,Noche,650,699,8.03,5.99,2.04
PD001070,20250404,A003,R027,L001,Tarde,349,416,7.19,5.44,1.75
PD001071,20250426,A006,R011,L006,Noche,666,542,10.33,7.76,2.57
PD001072,20250615,A005,R018,L007,Noche,362,380,9.69,7.47,2.22
PD001073,20250505,A001,R029,L004,Día,319,280,6.84,4.52,2.32
PD001074,20250317,A003,R006,L004,Noche,501,510,6.64,4.95,1.7
PD001075,20250624,A003,R013,L001,Noche,141,119,8.75,5.94,2.82
PD001076,20250619,A006,R025,L004,Día,378,354,7.36,6.67,0.69
PD001077,20250517,A003,R024,L007,Tarde,445,523,11.55,8.42,3.14
PD001078,20250519,A006,R001,L001,Tarde,688,736,9.18,6.67,2.51
PD001079,20250512,A001,R008,L003,Noche,483,484,8.31,6.57,1.74
PD001080,20250325,A006,R007,L003,Noche,557,492,8.92,7.7,1.22
PD001081,20250522,A003,R030,L001,Tarde,660,572,9.93,7.14,2.79
PD001082,20250110,A001,R017,L004,Tarde,283,264,8.38,5.87,2.51
PD001083,20250308,A006,R003,L004,Día,196,175,10.15,7.84,2.31
PD001084,20250330,A003,R013,L004,Noche,635,678,11.1,8.03,3.08
PD001085,20250606,A004,R024,L001,Noche,345,333,7.01,5.67,1.34
PD001086,20250224,A003,R017,L003,Noche,765,945,7.62,5.84,1.78
PD001087,20250206,A002,R009,L005,Tarde,607,457,8.21,4.66,3.55
PD001088,20250307,A005,R010,L004,Día,745,734,6.39,5.13,1.25
PD001089,20250105,A004,R017,L007,Noche,886,727,9.17,7.55,1.62
PD001090,20250413,A001,R006,L002,Noche,263,176,8.01,6.28,1.73
PD001091,20250222,A001,R025,L004,Día,492,561,6.85,6.02,0.83
PD001092,20250205,A001,R017,L002,Día,710,567,7.65,5.91,1.75
PD001093,20250419,A005,R016,L006,Día,727,865,10.91,8.08,2.83
PD001094,20250111,A004,R014,L006,Día,73,65,8.0,6.21,1.79
PD001095,20250209,A002,R004,L007,Día,735,502,11.18,7.41,3.76
PD001096,20250302,A004,R021,L004,Tarde,602,692,11.23,8.49,2.74
PD001097,20250125,A002,R022,L007,Día,750,519,10.64,7.64,3.0
PD001098,20250217,A005,R028,L004,Noche,458,414,11.49,9.52,1.97
PD001099,20250319,A003,R017,L002,Tarde,214,225,8.97,6.8,2.17
PD001100,20250521,A002,R015,L006,Noche,143,119,11.82,9.96,1.86
PD001101,20250301,A005,R026,L006,Día,461,458,7.87,5.29,2.58
PD001102,20250416,A006,R025,L002,Noche,666,680,10.61,8.94,1.67
PD001103,20250531,A006,R003,L006,Día,107,91,11.3,8.2,3.1
PD001104,20250312,A001,R001,L006,Noche,290,299,9.88,8.8,1.08
PD001105,20250118,A002,R008,L006,Tarde,548,407,7.07,3.87,3.2
PD001106,20250101,A004,R029,L003,Tarde,797,758,8.77,7.71,1.07
PD001107,20250508,A004,R020,L006,Día,105,97,6.83,4.51,2.32
PD001108,20250316,A002,R001,L003,Tarde,119,98,11.96,7.76,4.21
PD001109,20250310,A004,R019,L004,Día,691,733,10.95,8.15,2.8
PD001110,20250126,A002,R011,L005,Tarde,675,574,8.08,4.55,3.53
PD001111,20250609,A002,R024,L003,Noche,344,318,10.87,6.91,3.97
PD001112,20250413,A003,R003,L005,Tarde,494,498,7.83,5.4,2.44
PD001113,20250519,A004,R009,L003,Tarde,681,720,9.48,7.05,2.43
PD001114,20250218,A003,R013,L006,Tarde,323,308,10.78,9.85,0.93
PD001115,20250422,A006,R020,L003,Noche,861,798,11.4,7.69,3.71
PD001116,20250226,A002,R018,L001,Día,700,655,10.99,7.63,3.36
PD001117,20250403,A003,R027,L003,Tarde,880,707,9.41,8.09,1.32
PD001118,20250205,A002,R015,L001,Día,511,339,11.95,8.32,3.64
PD001119,20250406,A006,R021,L007,Tarde,779,786,8.53,7.12,1.41
PD001120,20250124,A003,R004,L006,Tarde,446,429,10.8,8.55,2.26
PD001121,20250629,A006,R015,L004,Noche,852,803,11.87,8.87,3.01
PD001122,20250421,A006,R026,L001,Noche,320,273,10.91,8.21,2.69
PD001123,20250406,A001,R022,L007,Noche,262,189,11.77,8.61,3.16
PD001124,20250625,A004,R010,L001,Noche,359,373,6.62,4.52,2.09
PD001125,20250113,A006,R020,L007,Noche,621,712,11.27,10.12,1.15
PD001126,20250116,A001,R023,L003,Noche,190,157,8.74,7.05,1.69
PD001127,20250323,A004,R015,L003,Tarde,677,600,6.06,5.1,0.96
PD001128,20250506,A004,R005,L004,Noche,149,163,6.85,5.83,1.01
PD001129,20250616,A006,R016,L005,Día,113,94,10.74,8.07,2.67
PD001130,20250421,A003,R018,L007,Día,157,150,9.12,7.12,2.0
PD001131,20250327,A006,R028,L007,Tarde,866,810,6.81,6.12,0.69
PD001132,20250203,A001,R014,L004,Día,473,376,8.81,6.28,2.54
PD001133,20250115,A003,R001,L002,Tarde,505,467,6.94,5.82,1.12
PD001134,20250221,A003,R020,L003,Noche,164,143,10.53,8.15,2.38
PD001135,20250422,A006,R006,L001,Noche,130,112,7.33,5.2,2.13
PD001136,20250424,A002,R017,L002,Día,520,345,6.72,5.09,1.63
PD001137,20250314,A005,R004,L005,Noche,460,408,6.99,5.29,1.7
PD001138,20250204,A001,R018,L005,Día,816,682,8.24,6.95,1.29
PD001139,20250318,A003,R015,L006,Tarde,500,497,7.61,5.5,2.12
PD001140,20250211,A003,R026,L005,Día,778,809,10.69,7.37,3.32
PD001141,20250422,A006,R026,L006,Noche,672,675,6.59,5.7,0.89
PD001142,20250204,A004,R016,L004,Noche,661,624,11.91,10.14,1.77
PD001143,20250312,A003,R025,L004,Día,546,497,11.09,7.59,3.5
PD001144,20250203,A006,R020,L006,Tarde,865,975,10.44,7.16,3.27
PD001145,20250119,A002,R011,L005,Día,554,355,7.7,5.74,1.96
PD001146,20250306,A003,R006,L005,Día,680,684,10.39,8.35,2.04
PD001147,20250308,A006,R001,L003,Noche,499,420,6.3,4.71,1.59
PD001148,20250527,A002,R018,L007,Noche,147,132,11.78,10.3,1.48
PD001149,20250622,A006,R030,L002,Tarde,266,333,10.16,6.78,3.38
PD001150,20250623,A005,R020,L005,Día,739,786,6.49,5.1,1.39
PD001151,20250308,A001,R004,L004,Tarde,894,1099,11.9,9.79,2.11
PD001152,20250104,A003,R011,L006,Noche,739,683,10.59,7.17,3.41
PD001153,20250329,A002,R010,L004,Tarde,585,356,11.89,8.93,2.96
PD001154,20250131,A004,R017,L005,Noche,278,255,9.24,6.47,2.78
PD001155,20250105,A004,R026,L004,Tarde,337,317,8.88,7.31,1.57
PD001156,20250111,A004,R012,L003,Día,282,238,6.82,5.59,1.23
PD001157,20250308,A004,R009,L007,Tarde,397,418,7.95,6.44,1.51
PD001158,20250525,A005,R002,L001,Tarde,204,179,10.24,9.1,1.13
PD001159,20250104,A002,R015,L004,Noche,258,166,9.22,8.18,1.04
PD001160,20250327,A006,R001,L003,Noche,879,839,9.89,7.11,2.78
PD001161,20250601,A001,R002,L003,Día,219,178,11.37,8.19,3.18
PD001162,20250310,A001,R016,L007,Tarde,776,626,11.85,10.68,1.17
PD001163,20250531,A004,R020,L005,Día,225,201,7.2,5.85,1.34
PD001164,20250201,A006,R025,L001,Noche,242,217,7.2,5.61,1.6
PD001165,20250617,A006,R017,L004,Día,498,572,7.66,5.34,2.32
PD001166,20250112,A006,R003,L007,Día,678,781,9.95,6.92,3.03
PD001167,20250630,A003,R011,L006,Noche,454,563,11.78,8.39,3.39
PD001168,20250519,A006,R024,L007,Día,238,238,7.51,6.16,1.35
PD001169,20250529,A003,R030,L001,Día,196,180,8.22,5.91,2.31
PD001170,20250210,A002,R006,L003,Día,753,578,10.31,8.52,1.79
PD001171,20250628,A005,R018,L007,Noche,181,142,10.35,7.51,2.84
PD001172,20250526,A006,R025,L007,Noche,407,434,10.8,8.77,2.03
PD001173,20250111,A001,R004,L001,Noche,721,715,6.5,5.07,1.43
PD001174,20250403,A003,R013,L007,Día,609,527,9.96,8.74,1.22
PD001175,20250519,A001,R009,L006,Noche,532,492,8.31,7.4,0.91
PD001176,20250413,A005,R021,L001,Noche,883,803,6.66,5.18,1.48
PD001177,20250222,A002,R017,L002,Noche,752,542,11.67,7.66,4.01
PD001178,20250103,A002,R019,L005,Día,878,582,7.74,5.33,2.41
PD001179,20250613,A001,R012,L001,Noche,789,814,7.5,5.77,1.73
PD001180,20250413,A004,R012,L005,Día,56,45,12.0,8.35,3.65
PD001181,20250123,A003,R020,L004,Tarde,67,63,6.03,4.21,1.81
PD001182,20250630,A006,R029,L001,Día,283,264,7.3,6.56,0.73
PD001183,20250517,A006,R015,L006,Tarde,575,465,11.82,10.7,1.11
PD001184,20250514,A006,R006,L005,Tarde,521,422,11.09,7.54,3.55
PD001185,20250426,A006,R001,L005,Noche,230,158,8.42,6.27,2.15
PD001186,20250201,A003,R022,L001,Día,842,734,11.37,9.42,1.96
PD001187,20250207,A004,R023,L004,Tarde,287,323,6.25,5.65,0.6
PD001188,20250108,A004,R009,L003,Tarde,746,523,7.96,5.95,2.01
PD001189,20250213,A002,R019,L001,Noche,702,566,11.14,8.07,3.07
PD001190,20250406,A004,R003,L004,Tarde,148,141,10.43,6.92,3.51
PD001191,20250529,A005,R012,L006,Día,481,418,9.86,7.02,2.84
PD001192,20250327,A001,R005,L003,Día,777,743,7.26,5.93,1.34
PD001193,20250216,A003,R012,L006,Día,494,480,8.37,7.48,0.9
PD001194,20250324,A004,R025,L007,Día,201,155,9.33,6.73,2.6
PD001195,20250617,A003,R013,L005,Día,331,328,10.35,8.38,1.97
PD001196,20250514,A001,R010,L004,Tarde,858,814,12.0,11.01,0.99
PD001197,20250315,A003,R011,L004,Tarde,104,77,9.51,7.3,2.21
PD001198,20250412,A001,R019,L006,Tarde,159,148,7.31,6.02,1.29
PD001199,20250307,A005,R027,L001,Noche,354,268,10.26,8.13,2.14
PD001200,20250501,A005,R007,L002,Día,287,286,10.48,7.72,2.76
PD001201,20250304,A002,R007,L005,Tarde,524,379,7.97,5.78,2.19
PD001202,20250228,A002,R024,L007,Día,884,583,7.24,5.01,2.23
PD001203,20250113,A002,R025,L006,Tarde,684,540,9.5,8.23,1.27
PD001204,20250607,A002,R029,L004,Noche,120,121,6.95,5.9,1.06
PD001205,20250207,A001,R017,L007,Noche,738,766,11.83,9.12,2.71
PD001206,20250110,A006,R014,L006,Tarde,288,253,6.98,6.4,0.59
PD001207,20250203,A004,R016,L003,Tarde,641,503,10.4,9.12,1.28
PD001208,20250518,A001,R029,L002,Día,653,590,6.62,5.88,0.74
PD001209,20250210,A005,R007,L003,Día,887,742,9.11,6.65,2.46
PD001210,20250623,A001,R005,L006,Día,442,450,6.28,4.6,1.68
PD001211,20250605,A006,R015,L003,Tarde,282,253,10.78,8.13,2.65
PD001212,20250107,A004,R017,L003,Día,370,343,10.01,6.67,3.34
PD001213,20250418,A005,R014,L006,Día,294,233,7.81,6.42,1.39
PD001214,20250424,A001,R030,L005,Noche,422,430,9.12,6.45,2.66
PD001215,20250208,A004,R018,L002,Noche,536,495,6.98,4.81,2.17
PD001216,20250227,A001,R016,L003,Noche,508,491,7.12,6.13,0.99
PD001217,20250507,A003,R007,L006,Día,433,317,9.34,6.33,3.01
PD001218,20250316,A003,R018,L004,Tarde,258,315,9.72,7.34,2.37
PD001219,20250627,A005,R028,L002,Noche,789,804,7.9,5.3,2.6
PD001220,20250516,A002,R012,L003,Día,731,596,11.46,9.04,2.41
PD001221,20250420,A004,R021,L001,Tarde,130,142,7.42,5.03,2.39
PD001222,20250519,A006,R029,L002,Tarde,257,186,9.14,6.63,2.5
PD001223,20250207,A004,R016,L006,Tarde,372,366,7.16,5.44,1.71
PD001224,20250307,A002,R002,L005,Noche,242,161,10.73,5.89,4.84
PD001225,20250219,A002,R009,L004,Tarde,57,37,6.18,3.9,2.29
PD001226,20250408,A006,R021,L005,Noche,895,833,7.78,5.92,1.86
PD001227,20250223,A002,R029,L004,Tarde,865,676,6.62,5.18,1.44
PD001228,20250330,A001,R004,L007,Noche,96,79,6.24,5.25,0.98
PD001229,20250516,A001,R005,L001,Noche,577,597,10.88,7.34,3.54
PD001230,20250329,A004,R010,L003,Día,860,757,10.18,7.68,2.5
PD001231,20250227,A004,R011,L003,Día,571,497,11.5,10.39,1.11
PD001232,20250311,A003,R011,L003,Tarde,813,708,8.93,6.59,2.34
PD001233,20250208,A004,R005,L007,Tarde,267,233,8.1,5.94,2.16
PD001234,20250318,A003,R013,L006,Tarde,582,643,9.32,7.46,1.86
PD001235,20250531,A006,R009,L006,Día,409,351,7.64,5.9,1.74
PD001236,20250123,A006,R006,L002,Tarde,85,82,9.12,6.27,2.85
PD001237,20250316,A003,R011,L006,Tarde,502,459,8.25,6.36,1.89
PD001238,20250508,A004,R025,L007,Noche,543,578,11.73,8.63,3.1
PD001239,20250313,A005,R012,L001,Tarde,183,197,7.04,4.86,2.18
PD001240,20250325,A003,R022,L004,Día,557,566,8.83,5.97,2.86
PD001241,20250421,A002,R024,L001,Día,335,289,6.97,5.13,1.85
PD001242,20250117,A003,R006,L002,Noche,363,321,7.33,6.27,1.06
PD001243,20250410,A004,R005,L004,Día,369,290,9.81,8.4,1.41
PD001244,20250321,A003,R014,L007,Noche,347,361,9.53,7.4,2.12
PD001245,20250202,A006,R026,L005,Noche,745,631,9.66,8.36,1.31
PD001246,20250220,A001,R019,L007,Noche,103,109,9.24,6.25,2.98
PD001247,20250308,A006,R004,L003,Día,459,435,9.58,6.44,3.15
PD001248,20250608,A006,R011,L002,Día,338,316,9.68,8.46,1.22
PD001249,20250511,A005,R030,L007,Día,140,131,11.22,9.01,2.21
PD001250,20250413,A005,R024,L001,Día,556,614,7.85,7.12,0.74
PD001251,20250320,A005,R013,L002,Noche,646,647,6.18,5.05,1.13
PD001252,20250419,A005,R020,L005,Tarde,161,145,11.16,10.21,0.95
PD001253,20250327,A005,R010,L007,Tarde,346,362,11.82,8.05,3.77
PD001254,20250223,A006,R002,L001,Día,642,630,11.71,10.62,1.1
PD001255,20250424,A001,R019,L007,Noche,220,240,10.97,8.01,2.96
PD001256,20250303,A005,R027,L002,Noche,432,414,6.57,5.11,1.46
PD001257,20250613,A004,R021,L005,Día,327,369,9.42,8.54,0.89
PD001258,20250615,A004,R020,L005,Tarde,423,353,8.92,8.07,0.85
PD001259,20250613,A003,R012,L004,Día,271,265,10.08,7.48,2.59
PD001260,20250428,A002,R025,L005,Día,529,459,6.38,5.13,1.26
PD001261,20250502,A005,R005,L005,Día,412,359,8.12,5.41,2.71
PD001262,20250103,A004,R012,L006,Día,612,498,9.37,6.46,2.91
PD001263,20250430,A003,R003,L007,Noche,260,264,6.48,5.03,1.45
PD001264,20250531,A006,R020,L007,Día,824,847,9.38,7.67,1.71
PD001265,20250413,A004,R004,L007,Tarde,54,59,7.41,5.81,1.6
PD001266,20250303,A002,R009,L005,Noche,187,160,7.72,6.2,1.52
PD001267,20250107,A005,R026,L005,Tarde,666,627,6.71,5.1,1.6
PD001268,20250424,A006,R012,L004,Día,710,638,11.41,9.49,1.91
PD001269,20250525,A004,R014,L007,Tarde,237,209,10.67,8.1,2.57
PD001270,20250602,A002,R030,L002,Noche,141,105,6.11,4.69,1.42
PD001271,20250209,A006,R008,L006,Noche,241,237,11.46,10.17,1.3
PD001272,20250202,A001,R030,L002,Tarde,244,231,11.01,8.84,2.17
PD001273,20250204,A002,R005,L004,Noche,755,490,9.98,7.46,2.52
PD001274,20250519,A004,R007,L005,Tarde,710,655,9.13,6.59,2.54
PD001275,20250105,A003,R022,L007,Noche,725,504,6.64,5.53,1.12
PD001276,20250414,A001,R012,L007,Noche,874,633,10.04,8.42,1.61
PD001277,20250511,A003,R007,L002,Día,476,470,7.08,5.78,1.3
PD001278,20250303,A003,R020,L003,Tarde,590,645,6.18,4.21,1.97
PD001279,20250115,A003,R015,L001,Tarde,778,868,9.54,7.85,1.69
PD001280,20250224,A005,R026,L007,Día,275,233,9.26,6.22,3.03
PD001281,20250424,A005,R006,L004,Noche,426,402,9.94,8.41,1.52
PD001282,20250419,A006,R008,L007,Día,344,297,10.48,7.4,3.09
PD001283,20250519,A004,R015,L006,Día,709,634,8.63,6.76,1.88
PD001284,20250313,A002,R027,L005,Día,792,493,11.01,9.38,1.63
PD001285,20250623,A006,R027,L005,Tarde,638,619,11.8,10.05,1.75
PD001286,20250102,A002,R016,L003,Tarde,186,171,8.64,6.86,1.77
PD001287,20250108,A004,R016,L005,Día,369,284,10.44,8.45,1.99
PD001288,20250529,A002,R021,L006,Tarde,94,64,10.7,6.25,4.45
PD001289,20250605,A006,R005,L007,Día,449,473,8.74,5.85,2.89
PD001290,20250202,A006,R002,L004,Día,529,418,9.83,7.22,2.61
PD001291,20250606,A004,R029,L006,Día,122,105,6.15,4.83,1.31
PD001292,20250207,A003,R025,L002,Día,252,251,10.18,8.06,2.12
PD001293,20250419,A004,R009,L001,Tarde,363,343,8.74,7.93,0.81
PD001294,20250130,A004,R025,L001,Noche,417,452,8.41,6.32,2.09
PD001295,20250625,A001,R026,L003,Noche,852,818,11.72,8.69,3.04
PD001296,20250130,A006,R011,L004,Día,192,180,8.0,5.72,2.27
PD001297,20250109,A003,R018,L002,Noche,290,176,8.8,7.43,1.38
PD001298,20250428,A003,R011,L007,Día,215,176,7.18,5.45,1.73
PD001299,20250315,A006,R018,L005,Día,216,202,9.16,8.22,0.94
PD001300,20250326,A002,R024,L005,Tarde,631,609,10.19,5.77,4.42
PD001301,20250127,A005,R026,L007,Noche,783,866,7.26,5.0,2.25
PD001302,20250213,A001,R011,L005,Noche,819,847,8.1,6.68,1.41
PD001303,20250206,A006,R017,L006,Día,531,490,8.81,6.54,2.27
PD001304,20250109,A002,R008,L002,Tarde,811,542,10.57,8.13,2.44
PD001305,20250413,A003,R019,L006,Día,216,231,9.0,7.68,1.32
PD001306,20250608,A002,R020,L007,Tarde,265,165,8.04,4.95,3.09
PD001307,20250128,A004,R007,L007,Día,356,356,11.88,7.96,3.92
PD001308,20250514,A002,R005,L004,Noche,165,120,9.07,5.9,3.17
PD001309,20250212,A002,R003,L003,Tarde,786,629,6.03,3.48,2.55
PD001310,20250622,A001,R028,L003,Día,733,579,10.92,9.42,1.5
PD001311,20250603,A003,R022,L002,Día,246,221,10.6,8.91,1.7
PD001312,20250630,A003,R020,L005,Día,829,556,6.17,5.49,0.67
PD001313,20250525,A001,R010,L004,Tarde,804,854,6.45,4.81,1.64
PD001314,20250207,A002,R026,L005,Tarde,678,531,11.29,9.57,1.72
PD001315,20250126,A003,R016,L004,Día,144,116,11.05,9.02,2.03
PD001316,20250317,A002,R004,L007,Noche,138,97,11.22,7.03,4.19
PD001317,20250225,A004,R007,L002,Tarde,173,161,10.38,7.67,2.7
PD001318,20250131,A002,R018,L002,Día,382,310,7.46,4.99,2.47
PD001319,20250415,A001,R023,L005,Noche,709,683,8.9,6.67,2.22
PD001320,20250619,A005,R014,L002,Día,883,760,7.59,6.64,0.95
PD001321,20250624,A001,R009,L003,Tarde,601,594,11.62,9.35,2.27
PD001322,20250108,A003,R026,L006,Noche,776,806,9.38,6.2,3.18
PD001323,20250514,A005,R021,L006,Noche,586,566,9.11,7.24,1.87
PD001324,20250531,A006,R021,L002,Noche,322,311,9.05,6.78,2.28
PD001325,20250404,A001,R008,L002,Tarde,216,172,7.75,5.83,1.92
PD001326,20250608,A001,R006,L006,Noche,202,189,8.61,6.23,2.38
PD001327,20250508,A005,R012,L001,Día,524,447,7.24,5.82,1.42
PD001328,20250407,A003,R006,L006,Tarde,92,89,7.38,6.02,1.35
PD001329,20250426,A003,R027,L007,Noche,84,97,10.36,7.3,3.06
