WorkOrderID,CreatedDateKey,ClosedDateKey,AreaID,EquipmentID,ServiceID,ResponsibleID,WorkTypeID,PriorityID,StatusID,EstimatedHours,ActualHours,IsCritical,ReworkFlag,SourceSystem
WO001198,20250101,,A003,EQ0025,SV7,R026,WT2,P3,S3,25.32,31.27,False,False,ERP
WO001199,20250503,20250508,A003,EQ0035,SV1,R009,WT3,P2,S4,14.14,34.95,True,False,ERP
WO001200,20250415,20250417,A001,EQ0007,SV7,R012,WT2,P1,S4,6.1,10.86,True,False,ERP
WO001201,20250220,20250305,A004,EQ0005,SV8,R002,WT3,P4,S4,78.97,101.45,False,False,CMMS
WO001202,20250622,20250630,A001,EQ0026,SV7,R012,WT3,P3,S4,47.44,56.02,False,True,ServiceDesk
WO001203,20250102,20250105,A003,EQ0025,SV2,R011,WT1,P2,S4,12.75,17.91,True,False,ERP
WO001204,20250318,20250320,A001,EQ0028,SV5,R017,WT1,P2,S4,12.49,14.52,True,True,ServiceDesk
WO001205,20250403,20250406,A003,EQ0001,SV2,R004,WT2,P2,S4,17.61,20.78,True,False,CMMS
WO001206,20250513,,A003,EQ0031,SV6,R013,WT3,P4,S2,93.81,99.61,False,False,ERP
WO001207,20250522,20250526,A005,EQ0039,SV8,R006,WT1,P3,S4,29.64,31.83,False,False,ERP
WO001208,20250315,20250318,A005,EQ0006,SV6,R012,WT4,P2,S4,14.96,21.18,True,False,ServiceDesk
WO001209,20250110,20250116,A003,EQ0001,SV6,R020,WT3,P3,S4,40.63,47.98,False,False,ServiceDesk
WO001210,20250108,20250122,A006,EQ0014,SV3,R008,WT1,P3,S4,55.44,106.52,False,False,CMMS
WO001211,20250213,,A006,EQ0014,SV1,R016,WT2,P1,S2,3.66,4.5,True,False,ServiceDesk
WO001212,20250113,20250114,A004,EQ0004,SV6,R015,WT4,P2,S4,15.62,5.05,True,False,CMMS
WO001213,20250624,20250630,A001,EQ0010,SV6,R019,WT6,P4,S4,62.22,118.75,False,False,CMMS
WO001214,20250330,20250401,A003,EQ0035,SV5,R016,WT4,P2,S4,10.3,10.29,True,False,CMMS
WO001215,20250404,20250405,A003,EQ0040,SV5,R015,WT1,P1,S4,4.88,4.98,True,True,ServiceDesk
WO001216,20250126,,A004,EQ0012,SV4,R001,WT1,P2,S2,9.62,13.82,True,False,CMMS
WO001217,20250222,20250223,A005,EQ0034,SV2,R026,WT5,P1,S4,3.83,3.01,True,False,ERP
WO001218,20250228,,A005,EQ0021,SV2,R012,WT1,P1,S3,4.65,4.37,True,False,CMMS
WO001219,20250415,20250417,A004,EQ0003,SV5,R010,WT5,P2,S4,17.56,9.32,True,False,ServiceDesk
WO001220,20250617,20250620,A004,EQ0008,SV7,R014,WT1,P3,S4,31.36,21.44,False,False,ERP
WO001221,20250104,20250107,A005,EQ0039,SV7,R025,WT2,P2,S4,17.97,22.06,True,False,ERP
WO001222,20250409,20250420,A004,EQ0003,SV2,R013,WT4,P3,S4,64.05,80.62,False,False,ERP
WO001223,20250419,,A001,EQ0020,SV1,R030,WT1,P1,S2,5.21,10.67,True,False,CMMS
WO001224,20250111,20250119,A006,EQ0038,SV7,R004,WT1,P4,S4,82.25,63.37,False,False,ServiceDesk
WO001225,20250302,20250314,A004,EQ0012,SV8,R022,WT4,P3,S4,42.03,89.79,False,False,ServiceDesk
WO001226,20250629,20250630,A005,EQ0037,SV7,R010,WT5,P3,S4,54.86,48.79,False,False,CMMS
WO001227,20250618,20250630,A004,EQ0008,SV2,R002,WT1,P4,S4,100.63,110.36,False,False,ERP
WO001228,20250309,20250328,A002,EQ0030,SV1,R030,WT3,P4,S4,85.72,150.0,False,False,CMMS
WO001229,20250530,20250605,A005,EQ0016,SV3,R003,WT3,P3,S4,31.4,41.81,False,False,ERP
WO001230,20250210,20250219,A004,EQ0002,SV6,R010,WT6,P4,S4,92.32,66.27,False,False,CMMS
WO001231,20250515,20250519,A006,EQ0024,SV3,R019,WT1,P3,S4,42.98,30.58,False,False,CMMS
WO001232,20250205,20250206,A006,EQ0038,SV7,R027,WT2,P1,S4,3.57,2.35,True,False,CMMS
WO001233,20250327,20250330,A003,EQ0035,SV3,R016,WT6,P2,S4,12.93,16.56,True,False,ERP
WO001234,20250424,,A005,EQ0006,SV6,R002,WT2,P3,S1,25.35,20.28,False,False,ServiceDesk
WO001235,20250215,20250217,A004,EQ0008,SV6,R029,WT5,P2,S4,14.03,14.29,True,True,ERP
WO001236,20250602,20250604,A003,EQ0040,SV5,R001,WT1,P2,S4,16.0,11.92,True,False,ServiceDesk
WO001237,20250419,,A004,EQ0002,SV2,R018,WT6,P2,S2,17.06,27.16,True,False,ServiceDesk
WO001238,20250620,20250629,A005,EQ0021,SV6,R030,WT2,P3,S4,59.6,71.86,False,False,ServiceDesk
WO001239,20250505,20250520,A001,EQ0020,SV2,R016,WT2,P3,S4,56.55,118.87,False,False,CMMS
WO001240,20250102,20250103,A005,EQ0032,SV8,R027,WT2,P1,S4,6.2,7.67,True,False,CMMS
WO001241,20250318,20250323,A004,EQ0005,SV3,R008,WT3,P3,S4,34.85,35.45,False,False,CMMS
WO001242,20250209,20250210,A004,EQ0008,SV2,R006,WT1,P1,S4,4.09,5.59,True,False,ERP
WO001243,20250219,20250221,A002,EQ0015,SV4,R018,WT2,P1,S4,6.41,11.18,True,False,ERP
WO001244,20250215,20250224,A001,EQ0007,SV1,R017,WT2,P4,S4,95.03,67.45,False,False,ServiceDesk
WO001245,20250430,,A002,EQ0030,SV4,R021,WT1,P4,S2,50.53,76.32,False,False,ServiceDesk
WO001246,20250131,,A002,EQ0015,SV2,R019,WT1,P1,S2,6.83,17.64,True,False,ERP
WO001247,20250127,20250215,A006,EQ0024,SV2,R029,WT1,P4,S4,75.7,151.86,False,False,CMMS
WO001248,20250130,,A004,EQ0005,SV3,R001,WT5,P2,S2,9.72,13.71,True,False,ERP
WO001249,20250315,20250321,A004,EQ0029,SV4,R012,WT2,P3,S4,50.45,42.58,False,False,ServiceDesk
WO001250,20250225,,A005,EQ0017,SV7,R018,WT1,P2,S2,11.02,8.8,True,False,ServiceDesk
WO001251,20250307,20250321,A001,EQ0028,SV6,R020,WT1,P4,S4,62.9,107.27,False,False,ERP
WO001252,20250202,20250213,A004,EQ0003,SV4,R023,WT1,P4,S4,77.0,86.75,False,False,CMMS
WO001253,20250426,20250509,A001,EQ0010,SV7,R021,WT1,P4,S4,104.05,102.88,False,False,ERP
WO001254,20250519,20250528,A001,EQ0010,SV6,R001,WT3,P4,S4,83.92,70.14,False,False,ServiceDesk
WO001255,20250306,20250307,A006,EQ0024,SV5,R023,WT1,P1,S4,6.13,6.66,True,False,ERP
WO001256,20250604,20250612,A005,EQ0032,SV2,R002,WT2,P4,S5,72.31,61.58,False,False,ERP
WO001257,20250630,,A001,EQ0026,SV3,R030,WT6,P1,S1,3.15,5.05,True,False,ServiceDesk
WO001258,20250306,20250315,A006,EQ0014,SV6,R025,WT3,P3,S4,26.74,66.99,False,True,ServiceDesk
WO001259,20250110,20250114,A005,EQ0017,SV2,R006,WT5,P2,S4,14.91,31.22,True,False,ERP
WO001260,20250614,20250625,A001,EQ0020,SV3,R026,WT2,P3,S4,62.9,82.76,False,True,ERP
WO001261,20250222,20250301,A005,EQ0039,SV7,R030,WT2,P3,S4,38.24,53.34,False,False,CMMS
WO001262,20250427,20250504,A005,EQ0016,SV3,R005,WT2,P3,S4,48.45,51.83,False,True,ERP
WO001263,20250314,20250316,A005,EQ0018,SV6,R004,WT2,P2,S4,12.79,13.67,True,False,CMMS
WO001264,20250301,20250311,A001,EQ0026,SV5,R009,WT2,P3,S4,39.17,77.59,False,False,ServiceDesk
WO001265,20250427,20250513,A001,EQ0028,SV2,R003,WT2,P4,S4,87.54,125.94,False,False,ERP
WO001266,20250227,20250228,A005,EQ0037,SV6,R030,WT1,P1,S4,4.17,2.42,True,False,ERP
WO001267,20250516,20250529,A004,EQ0012,SV2,R016,WT3,P4,S4,90.95,102.58,False,True,CMMS
WO001268,20250329,20250409,A006,EQ0019,SV5,R008,WT5,P3,S5,63.85,86.74,False,False,ServiceDesk
WO001269,20250514,20250518,A005,EQ0018,SV4,R017,WT2,P3,S4,27.13,25.57,False,False,ERP
WO001270,20250617,,A004,EQ0005,SV5,R010,WT3,P2,S3,9.71,8.63,True,False,CMMS
WO001271,20250318,,A001,EQ0026,SV2,R009,WT3,P2,S2,9.97,7.86,True,False,CMMS
WO001272,20250312,,A003,EQ0033,SV4,R023,WT1,P4,S2,88.84,51.29,False,False,CMMS
WO001273,20250407,20250408,A005,EQ0032,SV7,R011,WT1,P2,S4,8.59,6.12,True,True,ServiceDesk
WO001274,20250216,20250219,A003,EQ0035,SV7,R020,WT3,P2,S5,11.34,21.31,True,False,ServiceDesk
WO001275,20250617,,A005,EQ0006,SV6,R013,WT5,P4,S3,104.51,216.84,False,False,CMMS
WO001276,20250509,,A003,EQ0040,SV2,R007,WT2,P2,S2,19.09,26.63,True,False,ServiceDesk
WO001277,20250318,20250326,A005,EQ0037,SV7,R027,WT2,P3,S4,44.96,58.35,False,False,CMMS
WO001278,20250119,20250129,A003,EQ0031,SV2,R013,WT3,P3,S4,58.16,76.37,False,False,ServiceDesk
WO001279,20250528,20250606,A005,EQ0021,SV2,R005,WT1,P3,S4,44.05,67.08,False,False,CMMS
WO001280,20250513,20250526,A003,EQ0033,SV8,R024,WT1,P3,S4,61.11,100.13,False,False,ServiceDesk
WO001281,20250220,20250222,A005,EQ0039,SV2,R005,WT3,P2,S4,20.04,15.5,True,False,ERP
WO001282,20250607,20250619,A004,EQ0003,SV3,R005,WT3,P4,S5,56.06,90.0,False,False,ServiceDesk
WO001283,20250321,,A005,EQ0009,SV4,R026,WT5,P4,S1,97.7,70.65,False,False,ERP
WO001284,20250407,20250409,A005,EQ0039,SV2,R029,WT2,P2,S4,18.68,11.49,True,True,ServiceDesk
WO001285,20250602,,A004,EQ0004,SV8,R007,WT5,P2,S1,19.83,19.12,True,False,ServiceDesk
WO001286,20250505,20250510,A004,EQ0004,SV6,R026,WT5,P3,S4,43.8,38.14,False,True,CMMS
WO001287,20250506,20250509,A004,EQ0002,SV1,R019,WT3,P2,S4,14.79,21.11,True,False,ERP
WO001288,20250613,,A002,EQ0030,SV2,R026,WT3,P3,S2,58.29,70.01,False,True,CMMS
WO001289,20250217,20250218,A003,EQ0040,SV8,R029,WT5,P1,S4,4.7,1.27,True,False,ServiceDesk
WO001290,20250131,20250204,A005,EQ0032,SV2,R009,WT1,P2,S4,19.49,24.89,True,False,ServiceDesk
WO001291,20250130,,A001,EQ0020,SV5,R012,WT2,P3,S3,63.85,125.13,False,False,ERP
WO001292,20250120,20250122,A002,EQ0030,SV4,R023,WT1,P2,S4,11.2,14.67,True,True,ERP
WO001293,20250506,20250514,A002,EQ0030,SV7,R005,WT2,P3,S4,59.99,59.97,False,False,ERP
WO001294,20250527,,A005,EQ0037,SV2,R002,WT2,P3,S2,62.32,127.9,False,True,ERP
WO001295,20250107,20250113,A004,EQ0002,SV1,R013,WT6,P3,S4,54.02,43.28,False,False,CMMS
WO001296,20250622,20250629,A005,EQ0034,SV1,R009,WT1,P3,S4,52.94,50.77,False,False,ERP
WO001297,20250507,20250508,A004,EQ0002,SV3,R017,WT2,P2,S4,9.14,6.87,True,False,ServiceDesk
WO001298,20250515,20250516,A005,EQ0037,SV5,R028,WT5,P1,S4,6.72,3.22,True,False,CMMS
WO001299,20250505,,A004,EQ0005,SV8,R013,WT1,P4,S2,64.81,70.67,False,False,ServiceDesk
WO001300,20250524,20250604,A006,EQ0014,SV5,R019,WT6,P4,S4,61.22,83.02,False,True,ServiceDesk
WO001301,20250526,20250610,A005,EQ0011,SV6,R030,WT2,P3,S4,52.49,112.06,False,False,ERP
WO001302,20250319,20250321,A004,EQ0008,SV8,R018,WT1,P2,S4,14.44,11.83,True,False,ServiceDesk
WO001303,20250622,20250630,A005,EQ0009,SV6,R025,WT3,P4,S4,51.15,56.38,False,False,CMMS
WO001304,20250512,,A005,EQ0016,SV3,R023,WT2,P3,S1,56.45,74.24,False,True,ServiceDesk
WO001305,20250329,,A005,EQ0018,SV3,R015,WT1,P3,S1,45.46,32.07,False,False,ERP
WO001306,20250109,20250111,A005,EQ0032,SV2,R003,WT3,P2,S4,11.44,12.33,True,False,ERP
WO001307,20250220,20250221,A003,EQ0025,SV4,R010,WT1,P1,S4,3.77,6.45,True,False,ERP
WO001308,20250331,20250401,A003,EQ0040,SV8,R025,WT1,P1,S4,2.88,2.34,True,False,ERP
WO001309,20250221,20250304,A001,EQ0010,SV2,R001,WT5,P3,S5,52.51,85.82,False,False,CMMS
WO001310,20250125,20250201,A005,EQ0034,SV6,R024,WT5,P3,S4,47.03,50.74,False,False,CMMS
WO001311,20250429,20250507,A005,EQ0017,SV4,R009,WT1,P3,S4,41.67,60.19,False,False,ServiceDesk
WO001312,20250604,,A005,EQ0018,SV4,R027,WT6,P3,S2,57.58,43.98,False,False,CMMS
WO001313,20250321,,A006,EQ0027,SV2,R018,WT3,P2,S1,15.0,14.06,True,False,ERP
WO001314,20250530,,A005,EQ0021,SV8,R001,WT2,P1,S1,4.28,4.45,True,False,CMMS
WO001315,20250419,20250421,A005,EQ0039,SV7,R011,WT2,P2,S4,14.07,12.17,True,False,ServiceDesk
WO001316,20250408,20250410,A003,EQ0033,SV5,R011,WT2,P2,S4,18.39,13.92,True,False,ServiceDesk
WO001317,20250412,20250417,A001,EQ0010,SV1,R022,WT2,P2,S4,14.06,34.08,True,False,ERP
WO001318,20250522,20250529,A004,EQ0005,SV3,R009,WT6,P4,S4,93.74,55.75,False,False,ServiceDesk
WO001319,20250519,20250524,A005,EQ0016,SV3,R001,WT1,P3,S4,29.53,37.51,False,False,ERP
WO001320,20250325,20250331,A001,EQ0007,SV8,R029,WT1,P4,S4,53.69,40.09,False,True,ServiceDesk
WO001321,20250410,,A002,EQ0015,SV7,R004,WT6,P3,S2,46.52,47.19,False,False,ERP
WO001322,20250415,,A006,EQ0024,SV6,R019,WT2,P1,S1,6.39,8.03,True,False,ServiceDesk
WO001323,20250119,20250125,A005,EQ0018,SV4,R023,WT5,P3,S5,25.75,46.68,False,False,ServiceDesk
WO001324,20250407,20250422,A002,EQ0036,SV8,R003,WT3,P4,S4,102.11,119.87,False,False,CMMS
WO001325,20250113,20250115,A006,EQ0014,SV1,R025,WT3,P2,S4,17.8,9.63,True,True,CMMS
WO001326,20250202,20250207,A005,EQ0021,SV2,R027,WT1,P3,S4,38.52,34.78,False,False,ServiceDesk
WO001327,20250629,,A003,EQ0035,SV6,R006,WT1,P2,S2,13.18,17.22,True,True,ServiceDesk
WO001328,20250220,,A005,EQ0011,SV4,R004,WT3,P2,S3,17.8,18.01,True,False,ServiceDesk
WO001329,20250607,,A001,EQ0020,SV2,R003,WT6,P3,S2,36.53,30.8,False,False,ERP
WO001330,20250529,20250531,A004,EQ0008,SV7,R027,WT3,P2,S4,16.21,15.84,True,False,ServiceDesk
WO001331,20250112,20250125,A005,EQ0016,SV6,R013,WT1,P3,S4,62.64,97.11,False,False,CMMS
WO001332,20250531,20250608,A005,EQ0017,SV4,R026,WT2,P4,S4,102.36,59.3,False,False,ERP
WO001333,20250424,20250426,A001,EQ0007,SV4,R028,WT4,P1,S4,4.65,10.15,True,False,CMMS
WO001334,20250108,20250124,A006,EQ0014,SV4,R004,WT4,P4,S4,63.34,127.5,False,False,CMMS
WO001335,20250609,,A002,EQ0030,SV1,R020,WT1,P4,S1,103.51,97.43,False,False,ERP
WO001336,20250609,,A003,EQ0022,SV1,R011,WT2,P3,S1,29.45,31.19,False,False,ServiceDesk
WO001337,20250204,,A005,EQ0032,SV4,R004,WT3,P3,S2,60.28,36.14,False,False,CMMS
WO001338,20250411,20250413,A005,EQ0032,SV3,R027,WT1,P2,S4,11.56,11.78,True,False,CMMS
WO001339,20250521,20250525,A003,EQ0022,SV5,R014,WT4,P2,S4,11.3,28.77,True,False,ServiceDesk
WO001340,20250221,20250302,A001,EQ0007,SV8,R020,WT5,P3,S4,40.49,69.57,False,False,ServiceDesk
WO001341,20250523,20250530,A001,EQ0010,SV4,R012,WT2,P3,S4,48.97,52.77,False,False,CMMS
WO001342,20250608,20250612,A005,EQ0037,SV5,R009,WT1,P3,S4,32.76,28.43,False,False,ERP
WO001343,20250213,,A002,EQ0030,SV1,R014,WT2,P3,S2,57.84,60.31,False,False,ERP
WO001344,20250222,20250228,A006,EQ0038,SV6,R006,WT2,P3,S4,59.94,43.44,False,False,CMMS
WO001345,20250427,20250507,A005,EQ0009,SV8,R009,WT6,P4,S4,73.55,73.86,False,False,ERP
WO001346,20250609,,A002,EQ0015,SV5,R030,WT1,P4,S3,94.46,71.66,False,False,ERP
WO001347,20250325,,A001,EQ0007,SV8,R025,WT6,P3,S2,42.82,79.02,False,False,ServiceDesk
WO001348,20250409,20250418,A001,EQ0026,SV6,R030,WT4,P4,S4,56.42,67.78,False,True,CMMS
WO001349,20250314,20250326,A005,EQ0021,SV5,R023,WT2,P3,S4,61.34,94.25,False,False,CMMS
WO001350,20250123,20250211,A001,EQ0028,SV2,R030,WT3,P4,S4,81.59,150.48,False,True,CMMS
WO001351,20250615,20250619,A006,EQ0038,SV1,R005,WT6,P2,S4,14.08,24.77,True,False,ERP
WO001352,20250303,20250315,A006,EQ0019,SV5,R015,WT3,P3,S4,58.52,89.05,False,False,CMMS
WO001353,20250514,20250515,A004,EQ0029,SV5,R015,WT2,P1,S4,6.72,6.47,True,False,ServiceDesk
WO001354,20250513,,A005,EQ0006,SV7,R021,WT4,P4,S2,90.05,56.91,False,True,ServiceDesk
WO001355,20250416,20250419,A006,EQ0019,SV3,R018,WT5,P2,S4,17.77,23.87,True,False,CMMS
WO001356,20250513,20250601,A004,EQ0029,SV8,R008,WT2,P4,S4,90.64,151.16,False,False,CMMS
WO001357,20250608,20250611,A004,EQ0029,SV3,R001,WT2,P2,S4,21.41,22.11,True,False,ServiceDesk
WO001358,20250210,,A005,EQ0023,SV3,R030,WT1,P3,S2,62.09,90.08,False,False,ERP
WO001359,20250622,20250630,A005,EQ0006,SV2,R022,WT3,P3,S4,59.18,109.64,False,False,CMMS
WO001360,20250626,,A003,EQ0040,SV8,R025,WT2,P1,S3,6.05,6.31,True,False,ServiceDesk
WO001361,20250405,,A003,EQ0040,SV3,R008,WT2,P3,S2,57.87,91.48,False,True,ServiceDesk
WO001362,20250616,,A004,EQ0005,SV8,R008,WT2,P1,S3,6.67,5.19,True,False,ERP
WO001363,20250115,,A003,EQ0031,SV1,R015,WT3,P3,S2,56.43,107.98,False,False,ERP
WO001364,20250301,20250316,A005,EQ0016,SV1,R008,WT3,P4,S4,81.5,112.02,False,False,ServiceDesk
WO001365,20250519,20250624,A005,EQ0023,SV3,R013,WT2,P4,S4,94.85,284.98,False,False,ServiceDesk
WO001366,20250214,20250224,A005,EQ0037,SV6,R004,WT3,P3,S4,44.99,73.02,False,False,CMMS
WO001367,20250107,20250110,A001,EQ0007,SV6,R023,WT3,P2,S4,10.83,17.82,True,False,ServiceDesk
WO001368,20250126,20250128,A004,EQ0002,SV2,R030,WT1,P2,S4,18.99,10.98,True,False,ServiceDesk
WO001369,20250403,20250410,A006,EQ0019,SV6,R021,WT6,P3,S4,31.41,51.44,False,True,ServiceDesk
WO001370,20250205,20250208,A005,EQ0037,SV4,R026,WT2,P2,S4,19.26,23.19,True,False,CMMS
WO001371,20250311,20250317,A001,EQ0010,SV3,R026,WT6,P3,S4,42.14,43.38,False,False,ServiceDesk
WO001372,20250311,,A003,EQ0033,SV2,R012,WT1,P2,S2,15.18,12.89,True,True,ServiceDesk
WO001373,20250306,20250307,A002,EQ0030,SV1,R011,WT1,P1,S4,3.47,6.39,True,False,CMMS
WO001374,20250519,20250522,A001,EQ0020,SV2,R023,WT1,P2,S4,19.76,19.0,True,False,ServiceDesk
WO001375,20250320,,A004,EQ0012,SV1,R020,WT2,P3,S1,50.94,39.76,False,False,CMMS
WO001376,20250607,20250609,A004,EQ0013,SV7,R015,WT1,P2,S4,11.84,11.08,True,False,ServiceDesk
WO001377,20250215,20250221,A005,EQ0032,SV2,R014,WT1,P3,S4,42.56,43.04,False,True,ServiceDesk
WO001378,20250613,20250616,A003,EQ0040,SV6,R023,WT1,P2,S4,10.87,21.89,True,False,CMMS
WO001379,20250130,20250202,A005,EQ0021,SV1,R009,WT2,P2,S4,14.34,20.04,True,False,ERP
WO001380,20250526,20250530,A004,EQ0008,SV5,R026,WT1,P3,S4,30.17,29.72,False,False,CMMS
WO001381,20250126,20250204,A002,EQ0030,SV4,R019,WT1,P4,S4,83.99,68.15,False,False,ERP
WO001382,20250513,20250514,A003,EQ0001,SV1,R007,WT2,P1,S4,4.72,2.0,True,False,ServiceDesk
WO001383,20250217,20250221,A005,EQ0023,SV3,R019,WT1,P2,S4,21.23,28.1,True,False,CMMS
WO001384,20250516,20250529,A004,EQ0004,SV2,R001,WT3,P3,S4,57.1,101.63,False,False,ServiceDesk
WO001385,20250331,20250415,A004,EQ0005,SV4,R021,WT3,P3,S4,46.88,113.77,False,False,ServiceDesk
WO001386,20250125,20250129,A002,EQ0036,SV1,R003,WT5,P3,S4,49.3,25.18,False,False,CMMS
WO001387,20250319,,A005,EQ0034,SV7,R014,WT2,P2,S2,14.65,22.5,True,False,ERP
WO001388,20250629,,A001,EQ0007,SV2,R001,WT2,P3,S2,34.92,41.43,False,False,ERP
WO001389,20250310,20250311,A002,EQ0015,SV3,R016,WT3,P1,S4,4.31,4.15,True,False,CMMS
WO001390,20250510,20250513,A003,EQ0035,SV4,R008,WT2,P2,S4,15.0,20.48,True,False,ERP
WO001391,20250414,20250420,A003,EQ0040,SV8,R023,WT2,P4,S4,45.33,41.05,False,False,CMMS
WO001392,20250321,20250326,A006,EQ0038,SV8,R018,WT2,P3,S4,34.43,34.7,False,False,ServiceDesk
WO001393,20250116,,A005,EQ0039,SV8,R004,WT1,P2,S1,14.98,20.72,True,False,ServiceDesk
WO001394,20250312,,A001,EQ0020,SV1,R020,WT3,P3,S3,44.4,140.5,False,False,ServiceDesk
WO001395,20250227,,A004,EQ0005,SV4,R026,WT2,P2,S2,14.99,16.84,True,False,CMMS
WO001396,20250430,20250515,A006,EQ0014,SV2,R022,WT1,P3,S4,60.34,112.5,False,False,ServiceDesk
WO001397,20250503,,A001,EQ0010,SV5,R007,WT3,P3,S2,42.63,76.81,False,True,ERP
WO001398,20250625,20250627,A003,EQ0035,SV1,R030,WT6,P2,S4,12.73,11.37,True,False,ServiceDesk
WO001399,20250112,,A005,EQ0006,SV4,R030,WT2,P3,S3,32.52,45.65,False,True,CMMS
WO001400,20250115,,A004,EQ0005,SV8,R017,WT6,P3,S2,37.35,58.48,False,False,ERP
WO001401,20250202,20250203,A001,EQ0007,SV1,R029,WT3,P1,S4,4.32,4.23,True,True,ERP
WO001402,20250129,,A005,EQ0037,SV7,R009,WT1,P4,S3,106.92,196.69,False,False,ServiceDesk
WO001403,20250423,20250504,A005,EQ0034,SV8,R015,WT4,P3,S5,64.58,83.0,False,False,CMMS
WO001404,20250513,,A003,EQ0022,SV4,R021,WT3,P3,S3,44.18,30.84,False,False,ServiceDesk
WO001405,20250529,,A005,EQ0017,SV3,R009,WT2,P2,S1,10.29,8.52,True,True,CMMS
WO001406,20250417,20250421,A005,EQ0021,SV6,R011,WT4,P3,S4,38.31,31.17,False,False,ServiceDesk
WO001407,20250313,20250321,A005,EQ0034,SV6,R020,WT2,P4,S4,63.82,62.06,False,False,CMMS
WO001408,20250531,20250606,A005,EQ0011,SV1,R029,WT2,P4,S4,48.33,43.95,False,True,CMMS
WO001409,20250516,,A005,EQ0034,SV2,R014,WT3,P4,S3,83.4,121.28,False,False,ERP
WO001410,20250316,20250326,A005,EQ0032,SV7,R011,WT3,P3,S4,52.07,77.94,False,True,CMMS
WO001411,20250331,,A006,EQ0027,SV1,R006,WT2,P3,S3,38.52,65.6,False,False,ServiceDesk
WO001412,20250611,20250615,A006,EQ0014,SV5,R023,WT6,P3,S4,32.93,25.08,False,False,CMMS
WO001413,20250116,20250124,A006,EQ0038,SV7,R028,WT1,P3,S4,56.31,63.85,False,True,ERP
WO001414,20250504,20250513,A005,EQ0016,SV6,R009,WT4,P3,S4,43.49,70.5,False,False,ServiceDesk
WO001415,20250526,,A001,EQ0028,SV1,R025,WT3,P3,S1,33.66,46.13,False,False,ServiceDesk
WO001416,20250623,20250624,A004,EQ0005,SV7,R023,WT4,P1,S4,4.78,3.83,True,False,CMMS
WO001417,20250619,20250624,A004,EQ0005,SV5,R003,WT4,P3,S4,27.54,39.5,False,False,CMMS
WO001418,20250320,20250325,A004,EQ0013,SV6,R020,WT3,P3,S4,54.32,33.79,False,False,CMMS
WO001419,20250102,20250105,A001,EQ0007,SV2,R024,WT1,P2,S4,9.61,19.1,True,False,CMMS
WO001420,20250324,20250328,A006,EQ0019,SV6,R022,WT2,P2,S4,20.47,24.29,True,False,ERP
WO001421,20250428,,A005,EQ0018,SV8,R021,WT1,P3,S2,52.36,82.16,False,False,CMMS
WO001422,20250527,,A004,EQ0002,SV1,R010,WT2,P2,S3,21.53,22.8,True,True,ServiceDesk
WO001423,20250119,20250122,A004,EQ0008,SV5,R025,WT3,P2,S4,16.28,16.4,True,False,ERP
WO001424,20250312,20250313,A005,EQ0016,SV7,R001,WT1,P1,S4,5.32,2.92,True,True,ServiceDesk
WO001425,20250427,20250515,A004,EQ0008,SV8,R025,WT2,P3,S4,62.42,138.18,False,False,ServiceDesk
WO001426,20250425,,A002,EQ0030,SV5,R004,WT4,P2,S2,14.17,12.5,True,False,ServiceDesk
WO001427,20250216,20250219,A001,EQ0026,SV6,R024,WT6,P2,S4,20.96,18.3,True,False,ERP
WO001428,20250613,20250624,A002,EQ0015,SV2,R025,WT2,P3,S4,55.85,81.49,False,False,ERP
WO001429,20250228,20250301,A003,EQ0040,SV1,R013,WT1,P1,S4,6.49,7.67,True,False,ServiceDesk
WO001430,20250522,20250526,A003,EQ0025,SV1,R007,WT1,P2,S4,17.48,29.56,True,False,ServiceDesk
WO001431,20250525,,A005,EQ0021,SV3,R021,WT2,P3,S2,33.5,57.72,False,True,ERP
WO001432,20250119,20250130,A005,EQ0021,SV4,R027,WT4,P3,S4,64.42,81.72,False,False,ServiceDesk
WO001433,20250321,,A005,EQ0011,SV6,R014,WT2,P4,S2,88.8,89.39,False,False,ServiceDesk
WO001434,20250124,20250129,A005,EQ0017,SV6,R015,WT2,P4,S4,62.74,39.39,False,False,ServiceDesk
WO001435,20250119,20250124,A003,EQ0001,SV5,R006,WT2,P4,S5,46.64,37.91,False,False,CMMS
WO001436,20250520,20250529,A004,EQ0008,SV2,R025,WT6,P4,S4,76.02,70.82,False,False,CMMS
WO001437,20250501,20250507,A004,EQ0005,SV8,R009,WT5,P3,S4,44.79,46.5,False,True,CMMS
WO001438,20250112,20250123,A003,EQ0022,SV5,R017,WT1,P3,S4,61.51,81.91,False,True,ERP
WO001439,20250513,20250517,A003,EQ0025,SV6,R010,WT2,P3,S4,28.99,25.53,False,False,CMMS
WO001440,20250225,20250305,A005,EQ0034,SV8,R003,WT6,P3,S4,60.32,61.54,False,False,ERP
WO001441,20250102,,A005,EQ0032,SV3,R017,WT3,P3,S2,43.92,118.64,False,False,CMMS
WO001442,20250215,20250221,A004,EQ0005,SV4,R017,WT1,P3,S4,53.73,40.88,False,False,CMMS
WO001443,20250619,20250621,A005,EQ0017,SV3,R016,WT2,P2,S4,10.41,11.96,True,False,ServiceDesk
WO001444,20250522,20250530,A005,EQ0016,SV5,R001,WT1,P3,S5,49.2,59.35,False,False,CMMS
WO001445,20250515,,A004,EQ0012,SV3,R016,WT1,P3,S1,31.98,30.51,False,False,ERP
