CostID,DateKey,ProjectID,AreaID,EquipmentID,CostCategory,BudgetAmount,ActualAmount,CommittedAmount,VendorType
CO000619,20250521,PR0002,A013,EQ0050,Repuestos,91931.85,111663.77,86609.55,Contratista minero
CO000620,20250531,PR0021,A004,EQ0060,Repuestos,127440.27,156019.16,37507.16,Proveedor local
CO000621,20250621,PR0044,A010,EQ0039,Automatización,150584.45,246978.59,122626.84,Interno
CO000622,20250529,PR0053,A013,EQ0050,Mano de obra,82366.93,68143.93,33555.11,Interno
CO000623,20250602,PR0034,A010,EQ0015,Lubricantes,16499.99,24621.57,16965.98,Proveedor local
CO000624,20250131,PR0020,A004,EQ0002,Neumáticos,42162.18,45438.23,9408.02,Proveedor internacional
CO000625,20250222,PR0002,A008,EQ0033,Seguridad,103985.08,138487.86,83960.36,Contratista minero
CO000626,20250325,PR0016,A017,EQ0040,Servicios externos,150552.35,168540.72,71374.12,Contratista minero
CO000627,20250213,PR0068,A004,EQ0011,Neumáticos,85444.35,78276.43,27132.89,Interno
CO000628,20250527,PR0030,A004,EQ0060,Componentes mayores,148642.64,149269.5,148287.41,Contratista minero
CO000629,20250219,PR0051,A004,EQ0046,Servicios externos,155292.99,128455.65,139726.98,Interno
CO000630,20250528,PR0051,A017,EQ0023,Instrumentación,36095.27,28107.23,14404.62,Contratista minero
CO000631,20250208,PR0040,A017,EQ0040,Contratistas,2691.65,2904.34,2011.56,Contratista minero
CO000632,20250407,PR0035,A013,EQ0026,Componentes mayores,103428.52,105415.5,111895.85,Proveedor internacional
CO000633,20250102,PR0058,A010,EQ0039,Servicios externos,110238.58,128890.08,35046.6,Proveedor internacional
CO000634,20250501,PR0043,A004,EQ0019,Contratistas,140063.11,124771.01,121253.87,Proveedor local
CO000635,20250208,PR0042,A017,EQ0040,Seguridad,23320.03,17555.44,4806.79,Proveedor internacional
CO000636,20250207,PR0007,A006,EQ0031,Lubricantes,151781.88,139118.12,70905.08,Proveedor internacional
CO000637,20250604,PR0024,A017,EQ0030,Seguridad,107570.02,136589.7,29486.18,Contratista minero
CO000638,20250313,PR0038,A004,EQ0052,Instrumentación,13251.28,9324.37,4817.86,Proveedor internacional
CO000639,20250221,PR0057,A017,EQ0041,Parada planta,19095.54,19607.98,9603.93,Interno
CO000640,20250414,PR0049,A005,EQ0001,Automatización,144751.32,161924.85,83735.07,Contratista minero
CO000641,20250312,PR0021,A009,EQ0022,Componentes mayores,101242.75,64234.35,84125.32,Proveedor internacional
CO000642,20250510,PR0069,A010,EQ0015,Parada planta,158025.38,184961.24,84868.57,Contratista minero
CO000643,20250415,PR0015,A004,EQ0036,Servicios externos,59080.45,84797.71,54901.31,Contratista minero
CO000644,20250408,PR0067,A010,EQ0038,Contratistas,53581.13,86977.08,34745.93,Interno
CO000645,20250401,PR0056,A013,EQ0050,Mano de obra,136941.07,151294.89,106649.26,Interno
CO000646,20250326,PR0044,A008,EQ0033,Automatización,22967.63,30721.86,16640.84,Proveedor internacional
CO000647,20250407,PR0047,A008,EQ0012,Repuestos,114086.85,182629.76,121768.92,Proveedor internacional
CO000648,20250618,PR0033,A017,EQ0024,Contratistas,105138.72,74566.41,102672.64,Interno
CO000649,20250203,PR0045,A004,EQ0019,Repuestos,99795.12,130978.35,28692.13,Contratista minero
CO000650,20250515,PR0058,A008,EQ0042,Componentes mayores,56814.92,77928.74,60168.53,Proveedor local
CO000651,20250504,PR0078,A017,EQ0024,Servicios externos,27389.72,32030.58,29022.88,Proveedor local
CO000652,20250618,PR0013,A004,EQ0018,Contratistas,10515.13,11328.26,4180.57,Interno
CO000653,20250313,PR0024,A017,EQ0021,Parada planta,87311.59,97869.62,37261.11,Contratista minero
CO000654,20250401,PR0070,A017,EQ0014,Materiales de desgaste,68040.93,56193.59,18043.49,Proveedor internacional
CO000655,20250616,PR0041,A010,EQ0028,Parada planta,140027.94,217435.9,104110.2,Interno
CO000656,20250114,PR0024,A004,EQ0019,Seguridad,20240.11,23907.91,13042.73,Contratista minero
CO000657,20250510,PR0011,A004,EQ0011,Seguridad,153810.03,100633.32,166876.0,Contratista minero
CO000658,20250217,PR0043,A006,EQ0056,Lubricantes,48314.38,43830.02,40961.69,Contratista minero
CO000659,20250624,PR0065,A017,EQ0027,Automatización,23195.73,26162.41,14487.51,Contratista minero
CO000660,20250226,PR0027,A004,EQ0048,Instrumentación,157159.92,164351.8,96243.39,Proveedor local
CO000661,20250304,PR0021,A004,EQ0036,Instrumentación,68959.78,89032.18,63530.9,Proveedor internacional
CO000662,20250606,PR0052,A010,EQ0015,Instrumentación,114758.77,152680.78,75605.72,Contratista minero
CO000663,20250213,PR0076,A006,EQ0056,Contratistas,36517.91,31817.9,22123.81,Contratista minero
CO000664,20250516,PR0057,A004,EQ0006,Contratistas,26723.83,31546.7,26135.73,Interno
CO000665,20250620,PR0019,A010,EQ0028,Materiales de desgaste,150710.98,197860.15,154674.0,Contratista minero
CO000666,20250215,PR0064,A013,EQ0026,Automatización,113395.8,112686.15,44703.96,Interno
CO000667,20250212,PR0048,A009,EQ0043,Automatización,115701.93,124034.52,57549.45,Proveedor internacional
CO000668,20250309,PR0061,A017,EQ0030,Energía,70673.46,82695.17,52884.39,Contratista minero
CO000669,20250619,PR0030,A017,EQ0021,Instrumentación,140440.72,151842.35,46314.37,Interno
CO000670,20250428,PR0049,A004,EQ0057,Neumáticos,48162.27,40086.53,50972.81,Proveedor local
CO000671,20250611,PR0072,A010,EQ0032,Automatización,134666.79,218418.98,122816.04,Contratista minero
CO000672,20250428,PR0032,A004,EQ0046,Contratistas,136914.56,132158.0,110664.07,Proveedor local
CO000673,20250402,PR0053,A004,EQ0054,Energía,101221.71,109055.19,79945.55,Contratista minero
CO000674,20250613,PR0022,A013,EQ0050,Neumáticos,17389.3,12936.31,5082.55,Interno
CO000675,20250502,PR0022,A017,EQ0027,Seguridad,97646.18,94945.04,51156.12,Interno
CO000676,20250326,PR0043,A004,EQ0060,Contratistas,93934.58,105857.54,80344.13,Proveedor internacional
CO000677,20250313,PR0052,A017,EQ0030,Mano de obra,79982.3,57754.65,65331.25,Contratista minero
CO000678,20250601,PR0048,A017,EQ0030,Materiales de desgaste,129825.99,101312.98,60637.15,Contratista minero
CO000679,20250127,PR0072,A017,EQ0030,Neumáticos,82160.45,84306.66,73411.73,Contratista minero
CO000680,20250102,PR0004,A004,EQ0053,Lubricantes,131204.06,109126.52,51503.43,Contratista minero
CO000681,20250606,PR0041,A012,EQ0035,Repuestos,55923.15,60507.53,40460.98,Proveedor internacional
CO000682,20250102,PR0017,A005,EQ0001,Lubricantes,56627.11,52110.71,53007.43,Proveedor local
CO000683,20250407,PR0049,A004,EQ0060,Instrumentación,28546.65,24564.24,30614.5,Proveedor internacional
CO000684,20250329,PR0037,A004,EQ0002,Neumáticos,42126.43,49890.42,36482.21,Contratista minero
CO000685,20250518,PR0006,A008,EQ0012,Materiales de desgaste,60027.17,77789.21,60310.9,Proveedor local
CO000686,20250420,PR0015,A009,EQ0022,Contratistas,72096.07,46835.56,74024.69,Contratista minero
CO000687,20250112,PR0021,A004,EQ0020,Materiales de desgaste,104516.43,108822.22,34970.58,Proveedor local
CO000688,20250208,PR0029,A010,EQ0025,Seguridad,85618.33,122855.49,31874.67,Proveedor internacional
CO000689,20250417,PR0066,A017,EQ0023,Energía,27693.64,31089.88,21052.14,Proveedor internacional
CO000690,20250130,PR0058,A004,EQ0002,Lubricantes,56121.38,63563.92,37188.0,Proveedor internacional
CO000691,20250326,PR0020,A017,EQ0014,Mano de obra,83796.08,82799.12,77303.67,Interno
CO000692,20250123,PR0010,A004,EQ0036,Materiales de desgaste,92974.76,104188.66,100587.78,Proveedor internacional
CO000693,20250605,PR0012,A005,EQ0047,Automatización,159113.78,198503.49,171250.94,Proveedor internacional
CO000694,20250317,PR0063,A017,EQ0008,Instrumentación,153841.04,154123.94,129525.12,Proveedor internacional
CO000695,20250621,PR0065,A012,EQ0045,Mano de obra,152735.93,128842.23,165888.62,Contratista minero
CO000696,20250108,PR0063,A004,EQ0018,Neumáticos,84965.13,89452.61,67463.54,Interno
CO000697,20250411,PR0049,A004,EQ0057,Instrumentación,116997.03,111637.88,55867.13,Contratista minero
CO000698,20250304,PR0055,A009,EQ0022,Lubricantes,94231.97,75555.66,89115.65,Proveedor local
CO000699,20250222,PR0049,A013,EQ0026,Componentes mayores,13634.95,10934.16,6059.62,Interno
CO000700,20250208,PR0020,A004,EQ0020,Materiales de desgaste,110552.09,91477.84,42521.74,Contratista minero
CO000701,20250309,PR0075,A017,EQ0041,Seguridad,121556.28,112478.93,117719.63,Contratista minero
CO000702,20250622,PR0043,A004,EQ0019,Lubricantes,56290.28,60941.37,41882.94,Proveedor local
CO000703,20250505,PR0011,A017,EQ0017,Repuestos,15598.58,18007.4,3625.79,Proveedor local
CO000704,20250118,PR0030,A005,EQ0029,Neumáticos,66452.12,46678.36,30681.25,Interno
CO000705,20250423,PR0031,A017,EQ0055,Materiales de desgaste,24269.12,24937.19,22233.66,Proveedor local
CO000706,20250618,PR0063,A008,EQ0012,Seguridad,159364.36,237792.95,95949.03,Contratista minero
CO000707,20250414,PR0063,A004,EQ0010,Neumáticos,130957.25,144716.67,111486.11,Contratista minero
CO000708,20250525,PR0061,A004,EQ0046,Materiales de desgaste,99106.9,139198.72,48419.81,Proveedor local
CO000709,20250222,PR0020,A012,EQ0035,Materiales de desgaste,116909.39,118973.64,105870.89,Proveedor internacional
CO000710,20250611,PR0055,A005,EQ0044,Seguridad,110903.83,125364.01,96449.12,Interno
CO000711,20250511,PR0046,A017,EQ0008,Lubricantes,81606.6,96484.55,76005.21,Contratista minero
CO000712,20250131,PR0079,A017,EQ0040,Instrumentación,135931.97,178670.04,89417.01,Contratista minero
CO000713,20250518,PR0057,A017,EQ0005,Automatización,134930.84,121448.7,138777.52,Contratista minero
CO000714,20250104,PR0025,A004,EQ0059,Materiales de desgaste,16682.63,14964.31,9614.78,Contratista minero
CO000715,20250527,PR0025,A012,EQ0045,Energía,111926.65,60993.35,110559.77,Interno
CO000716,20250621,PR0024,A006,EQ0031,Lubricantes,9178.04,7055.66,7645.55,Interno
CO000717,20250110,PR0050,A004,EQ0010,Lubricantes,53396.16,54352.44,27653.48,Proveedor local
CO000718,20250103,PR0041,A005,EQ0016,Lubricantes,53015.2,57534.47,52184.29,Proveedor internacional
CO000719,20250318,PR0022,A012,EQ0035,Servicios externos,7839.08,9092.76,5838.14,Contratista minero
CO000720,20250624,PR0040,A005,EQ0037,Parada planta,158262.83,170226.06,145371.78,Interno
CO000721,20250411,PR0048,A017,EQ0030,Neumáticos,133894.18,118978.4,116823.14,Interno
CO000722,20250410,PR0033,A004,EQ0059,Componentes mayores,41736.2,45575.95,32624.05,Proveedor internacional
CO000723,20250215,PR0005,A005,EQ0013,Automatización,130337.85,111715.36,71134.94,Interno
CO000724,20250118,PR0058,A005,EQ0044,Neumáticos,133689.31,173135.61,118389.21,Proveedor internacional
CO000725,20250205,PR0040,A004,EQ0049,Materiales de desgaste,121887.26,125125.6,105278.12,Proveedor internacional
CO000726,20250302,PR0079,A008,EQ0012,Mano de obra,6207.3,10105.03,3671.85,Proveedor local
CO000727,20250528,PR0020,A012,EQ0035,Seguridad,25935.67,28412.23,11761.73,Interno
CO000728,20250131,PR0075,A010,EQ0038,Servicios externos,19282.14,26100.47,16605.71,Proveedor internacional
CO000729,20250424,PR0018,A005,EQ0037,Servicios externos,87751.25,84714.1,18709.7,Contratista minero
CO000730,20250107,PR0036,A005,EQ0044,Instrumentación,99315.06,105632.71,68086.23,Proveedor local
CO000731,20250430,PR0065,A010,EQ0025,Parada planta,35432.91,47688.86,8383.4,Proveedor local
CO000732,20250505,PR0043,A004,EQ0010,Materiales de desgaste,39223.55,44364.62,9206.73,Proveedor local
CO000733,20250613,PR0043,A004,EQ0036,Seguridad,117068.04,109995.86,58495.0,Contratista minero
CO000734,20250323,PR0024,A017,EQ0040,Mano de obra,122539.15,113620.42,73947.88,Proveedor internacional
CO000735,20250412,PR0051,A010,EQ0028,Neumáticos,102572.32,132115.54,63608.21,Proveedor internacional
CO000736,20250503,PR0049,A013,EQ0026,Automatización,70605.83,72615.71,65133.46,Proveedor internacional
CO000737,20250318,PR0066,A017,EQ0027,Mano de obra,155616.09,160330.61,133607.18,Interno
CO000738,20250129,PR0053,A017,EQ0024,Servicios externos,121579.45,135435.91,71103.16,Proveedor internacional
CO000739,20250122,PR0023,A008,EQ0012,Instrumentación,108676.79,140202.76,60782.89,Proveedor local
CO000740,20250428,PR0019,A005,EQ0047,Materiales de desgaste,114190.14,103256.32,45484.15,Interno
CO000741,20250529,PR0063,A004,EQ0057,Instrumentación,19626.28,18727.51,11291.17,Proveedor local
CO000742,20250411,PR0067,A010,EQ0025,Parada planta,33321.4,45872.19,23901.84,Contratista minero
CO000743,20250315,PR0068,A006,EQ0031,Mano de obra,118456.1,118871.65,86165.92,Proveedor internacional
CO000744,20250222,PR0045,A006,EQ0031,Seguridad,5707.48,5163.89,4750.82,Contratista minero
CO000745,20250325,PR0061,A005,EQ0013,Automatización,2770.27,2213.18,1165.7,Interno
CO000746,20250606,PR0034,A004,EQ0052,Seguridad,97862.5,108155.4,25210.65,Proveedor local
CO000747,20250204,PR0003,A004,EQ0019,Instrumentación,103022.76,99987.46,67742.84,Interno
CO000748,20250522,PR0066,A004,EQ0036,Seguridad,48645.15,48600.64,34079.7,Proveedor local
CO000749,20250604,PR0029,A008,EQ0058,Servicios externos,93711.44,110052.89,79803.27,Contratista minero
CO000750,20250406,PR0070,A008,EQ0012,Instrumentación,72481.93,115712.51,61967.7,Contratista minero
CO000751,20250411,PR0063,A004,EQ0020,Servicios externos,113426.16,82727.65,76914.43,Proveedor internacional
CO000752,20250401,PR0005,A017,EQ0055,Mano de obra,65817.62,68796.57,57195.76,Contratista minero
CO000753,20250218,PR0030,A017,EQ0041,Mano de obra,109425.34,89238.36,89880.33,Proveedor local
CO000754,20250208,PR0002,A010,EQ0015,Componentes mayores,96953.96,122648.5,49823.39,Contratista minero
CO000755,20250326,PR0024,A010,EQ0032,Servicios externos,41672.32,65996.46,45373.66,Proveedor internacional
CO000756,20250316,PR0069,A008,EQ0033,Lubricantes,13801.12,17321.89,7479.16,Proveedor internacional
CO000757,20250514,PR0028,A004,EQ0059,Componentes mayores,26378.48,23994.38,25939.0,Contratista minero
CO000758,20250614,PR0010,A005,EQ0001,Energía,69197.85,55322.95,39938.75,Proveedor local
CO000759,20250521,PR0020,A005,EQ0034,Parada planta,142773.16,121435.08,78086.67,Interno
CO000760,20250112,PR0050,A017,EQ0024,Seguridad,139274.95,172541.22,112715.5,Interno
CO000761,20250505,PR0027,A008,EQ0012,Servicios externos,102621.34,127388.3,55426.48,Contratista minero
CO000762,20250504,PR0066,A005,EQ0037,Energía,34972.47,39278.62,31136.26,Proveedor internacional
CO000763,20250419,PR0006,A004,EQ0051,Instrumentación,125567.27,139309.81,45166.22,Interno
CO000764,20250213,PR0040,A017,EQ0027,Lubricantes,79939.44,51677.52,48860.81,Proveedor local
CO000765,20250116,PR0044,A009,EQ0043,Instrumentación,61731.99,61290.39,31781.95,Interno
CO000766,20250409,PR0031,A004,EQ0019,Repuestos,146450.59,145281.27,116821.18,Interno
CO000767,20250202,PR0033,A004,EQ0010,Energía,142614.18,141300.38,148894.72,Contratista minero
CO000768,20250305,PR0036,A005,EQ0001,Contratistas,65031.57,88273.74,41552.79,Interno
CO000769,20250608,PR0079,A004,EQ0060,Componentes mayores,114461.15,111626.06,43156.38,Proveedor local
CO000770,20250423,PR0066,A017,EQ0003,Materiales de desgaste,71732.97,82027.53,53302.77,Contratista minero
CO000771,20250611,PR0037,A008,EQ0042,Lubricantes,4269.39,6822.18,1568.97,Contratista minero
CO000772,20250217,PR0052,A017,EQ0003,Materiales de desgaste,99320.45,103777.23,67155.77,Contratista minero
CO000773,20250507,PR0001,A004,EQ0059,Energía,61819.33,71901.61,24272.77,Contratista minero
CO000774,20250430,PR0009,A017,EQ0030,Lubricantes,40695.84,36259.33,13154.57,Proveedor internacional
CO000775,20250118,PR0056,A005,EQ0001,Materiales de desgaste,125816.16,135561.05,65745.51,Proveedor internacional
CO000776,20250628,PR0007,A004,EQ0048,Mano de obra,130324.32,146477.32,62307.79,Proveedor local
CO000777,20250202,PR0055,A013,EQ0026,Contratistas,129000.56,130217.9,56946.36,Interno
CO000778,20250531,PR0047,A004,EQ0048,Materiales de desgaste,126942.99,130803.87,75219.97,Contratista minero
CO000779,20250112,PR0044,A005,EQ0044,Repuestos,38610.68,43412.12,30823.65,Proveedor internacional
CO000780,20250422,PR0033,A004,EQ0059,Automatización,105953.92,119722.45,74305.12,Interno
CO000781,20250317,PR0056,A009,EQ0043,Lubricantes,134744.29,153170.84,120413.31,Proveedor internacional
CO000782,20250427,PR0012,A010,EQ0028,Componentes mayores,109274.26,174065.43,60240.6,Contratista minero
CO000783,20250620,PR0032,A017,EQ0003,Repuestos,91741.59,103138.5,76883.96,Interno
CO000784,20250318,PR0028,A005,EQ0034,Repuestos,64380.91,57084.89,38383.08,Contratista minero
CO000785,20250414,PR0041,A004,EQ0049,Seguridad,137730.16,149584.33,101409.37,Contratista minero
CO000786,20250222,PR0010,A017,EQ0027,Lubricantes,109054.29,79001.07,111448.57,Contratista minero
CO000787,20250603,PR0077,A009,EQ0043,Contratistas,26634.93,31761.2,7442.71,Interno
CO000788,20250305,PR0045,A017,EQ0017,Componentes mayores,104611.94,96437.76,96022.11,Interno
CO000789,20250220,PR0043,A004,EQ0018,Componentes mayores,83126.8,71724.07,20878.4,Interno
CO000790,20250414,PR0007,A013,EQ0026,Contratistas,91222.92,105292.39,45471.18,Proveedor local
CO000791,20250406,PR0013,A017,EQ0014,Seguridad,76781.73,62588.57,66817.11,Proveedor internacional
CO000792,20250112,PR0061,A008,EQ0058,Repuestos,80500.79,108983.51,81664.03,Proveedor internacional
CO000793,20250104,PR0054,A004,EQ0019,Repuestos,6715.13,7192.37,6223.92,Proveedor local
CO000794,20250603,PR0020,A017,EQ0055,Materiales de desgaste,66577.38,66085.52,29064.67,Proveedor internacional
CO000795,20250119,PR0057,A017,EQ0021,Neumáticos,37400.45,34049.1,25360.18,Proveedor internacional
CO000796,20250529,PR0013,A004,EQ0011,Parada planta,70944.2,71330.32,69871.18,Interno
CO000797,20250512,PR0060,A012,EQ0045,Seguridad,72311.92,78784.18,23661.21,Proveedor internacional
CO000798,20250108,PR0016,A008,EQ0042,Materiales de desgaste,99015.22,124920.98,67836.15,Proveedor internacional
CO000799,20250114,PR0029,A008,EQ0042,Instrumentación,45534.98,65453.85,13051.79,Contratista minero
CO000800,20250622,PR0017,A005,EQ0034,Servicios externos,83550.82,57507.01,85239.93,Proveedor local
CO000801,20250520,PR0045,A005,EQ0047,Energía,74436.59,70788.83,19816.35,Proveedor internacional
CO000802,20250402,PR0064,A008,EQ0033,Materiales de desgaste,157527.13,229258.94,92200.26,Interno
CO000803,20250323,PR0042,A017,EQ0008,Neumáticos,128454.45,146136.78,90696.56,Interno
CO000804,20250511,PR0079,A004,EQ0046,Mano de obra,71265.86,68472.89,43425.85,Proveedor local
CO000805,20250403,PR0078,A010,EQ0032,Mano de obra,158215.97,193925.25,126985.22,Proveedor internacional
CO000806,20250522,PR0037,A017,EQ0041,Lubricantes,4286.12,3513.7,998.63,Interno
CO000807,20250331,PR0016,A004,EQ0049,Contratistas,51932.8,37438.02,31043.83,Proveedor internacional
CO000808,20250215,PR0056,A008,EQ0012,Contratistas,19020.8,22029.88,15852.69,Proveedor local
CO000809,20250221,PR0041,A010,EQ0015,Automatización,115079.5,149233.59,61210.23,Contratista minero
CO000810,20250121,PR0032,A017,EQ0003,Materiales de desgaste,81647.24,68809.27,35936.7,Proveedor internacional
CO000811,20250318,PR0041,A006,EQ0031,Componentes mayores,143598.5,165107.7,99698.88,Proveedor internacional
CO000812,20250520,PR0011,A010,EQ0028,Materiales de desgaste,142668.44,225353.72,29523.65,Proveedor internacional
CO000813,20250306,PR0003,A006,EQ0031,Lubricantes,93767.81,73268.65,96955.56,Proveedor local
CO000814,20250604,PR0049,A010,EQ0028,Contratistas,118123.66,175378.54,45805.53,Contratista minero
CO000815,20250510,PR0038,A017,EQ0040,Parada planta,124435.8,96423.95,69388.36,Contratista minero
CO000816,20250513,PR0037,A004,EQ0010,Mano de obra,66948.28,53282.12,48175.51,Contratista minero
CO000817,20250121,PR0035,A006,EQ0031,Mano de obra,27505.0,28566.94,9967.05,Interno
CO000818,20250613,PR0007,A017,EQ0009,Automatización,47498.35,53344.31,50931.55,Proveedor local
CO000819,20250211,PR0052,A017,EQ0009,Instrumentación,39507.59,40330.51,40547.72,Proveedor internacional
CO000820,20250621,PR0025,A017,EQ0014,Automatización,100605.67,124463.26,92546.34,Proveedor internacional
CO000821,20250403,PR0037,A004,EQ0018,Neumáticos,79725.58,93747.25,16834.99,Contratista minero
CO000822,20250315,PR0002,A008,EQ0042,Repuestos,76892.77,123477.11,18220.97,Contratista minero
CO000823,20250107,PR0064,A010,EQ0028,Instrumentación,68286.77,95800.95,26523.99,Proveedor internacional
CO000824,20250301,PR0063,A004,EQ0053,Seguridad,115884.29,141465.76,83028.54,Contratista minero
CO000825,20250626,PR0046,A005,EQ0044,Lubricantes,39231.13,37719.97,35751.08,Proveedor local
CO000826,20250212,PR0071,A004,EQ0036,Servicios externos,39825.42,37378.49,40474.16,Proveedor internacional
CO000827,20250210,PR0003,A008,EQ0033,Componentes mayores,83905.12,103021.7,50423.26,Proveedor local
CO000828,20250325,PR0078,A006,EQ0031,Servicios externos,150314.86,101610.2,103676.38,Proveedor internacional
CO000829,20250329,PR0024,A004,EQ0057,Materiales de desgaste,18609.09,16424.79,5337.03,Proveedor local
CO000830,20250604,PR0001,A005,EQ0044,Lubricantes,64715.69,66056.62,33118.77,Proveedor local
CO000831,20250620,PR0042,A004,EQ0018,Mano de obra,72500.98,69570.07,25691.17,Interno
CO000832,20250531,PR0009,A005,EQ0016,Parada planta,39453.89,52098.0,32964.16,Contratista minero
CO000833,20250122,PR0050,A017,EQ0055,Energía,58290.75,56815.99,56166.06,Contratista minero
CO000834,20250629,PR0078,A005,EQ0037,Mano de obra,130415.5,140376.05,35510.96,Proveedor internacional
CO000835,20250605,PR0058,A017,EQ0008,Componentes mayores,4612.17,5003.21,3893.07,Interno
CO000836,20250627,PR0031,A005,EQ0037,Seguridad,79053.61,66148.03,31179.5,Interno
CO000837,20250115,PR0071,A005,EQ0037,Neumáticos,21158.71,16143.29,14719.93,Contratista minero
CO000838,20250425,PR0063,A004,EQ0049,Parada planta,25927.27,22430.54,7466.46,Interno
CO000839,20250330,PR0003,A004,EQ0046,Parada planta,21953.05,23146.37,18215.16,Interno
CO000840,20250412,PR0071,A004,EQ0006,Parada planta,73117.15,80306.48,43681.14,Interno
CO000841,20250119,PR0048,A013,EQ0026,Seguridad,24241.04,24770.85,20469.41,Proveedor internacional
CO000842,20250614,PR0016,A004,EQ0057,Lubricantes,25619.32,28247.07,21502.5,Proveedor internacional
CO000843,20250511,PR0011,A017,EQ0003,Automatización,56134.85,44868.14,33450.94,Proveedor local
CO000844,20250305,PR0012,A004,EQ0048,Neumáticos,40084.56,38708.75,28195.04,Proveedor internacional
CO000845,20250629,PR0001,A012,EQ0035,Instrumentación,13514.57,9352.48,8628.61,Contratista minero
CO000846,20250131,PR0026,A004,EQ0018,Automatización,15103.56,15880.02,15708.49,Proveedor local
CO000847,20250118,PR0062,A004,EQ0018,Componentes mayores,76417.09,81230.98,23908.03,Contratista minero
CO000848,20250407,PR0051,A017,EQ0041,Neumáticos,90856.61,107608.8,32658.68,Proveedor local
CO000849,20250508,PR0072,A010,EQ0025,Seguridad,82891.1,115644.69,59042.94,Contratista minero
CO000850,20250529,PR0028,A006,EQ0031,Parada planta,107217.5,135351.2,22992.93,Proveedor local
CO000851,20250419,PR0028,A010,EQ0038,Materiales de desgaste,125809.21,155290.44,30724.37,Proveedor internacional
CO000852,20250617,PR0069,A012,EQ0035,Componentes mayores,34887.62,37911.68,23166.57,Proveedor internacional
CO000853,20250404,PR0057,A013,EQ0050,Contratistas,89378.69,79424.59,29333.94,Contratista minero
CO000854,20250515,PR0013,A004,EQ0048,Servicios externos,67141.91,49969.91,18453.49,Proveedor local
CO000855,20250210,PR0007,A010,EQ0039,Automatización,5876.15,9619.67,5414.82,Proveedor internacional
CO000856,20250208,PR0054,A004,EQ0006,Materiales de desgaste,144971.82,142611.92,143551.45,Contratista minero
CO000857,20250213,PR0003,A005,EQ0013,Repuestos,44268.05,36017.84,38035.57,Proveedor internacional
CO000858,20250511,PR0019,A010,EQ0038,Neumáticos,45061.58,53443.77,25785.4,Proveedor local
CO000859,20250608,PR0025,A017,EQ0005,Instrumentación,13217.42,15072.39,8982.04,Proveedor internacional
CO000860,20250118,PR0047,A017,EQ0008,Lubricantes,150595.87,136489.18,63324.44,Interno
CO000861,20250324,PR0061,A010,EQ0038,Materiales de desgaste,29699.95,48005.29,29143.72,Contratista minero
CO000862,20250531,PR0033,A008,EQ0033,Neumáticos,144003.43,201209.8,56692.7,Proveedor local
CO000863,20250220,PR0054,A017,EQ0008,Mano de obra,57062.97,43836.05,18877.86,Contratista minero
CO000864,20250504,PR0080,A004,EQ0019,Seguridad,121993.65,113770.08,110302.49,Proveedor internacional
CO000865,20250507,PR0056,A004,EQ0057,Energía,126592.32,107670.1,41939.34,Interno
CO000866,20250424,PR0059,A004,EQ0020,Repuestos,107113.99,110576.44,23980.6,Contratista minero
CO000867,20250515,PR0063,A004,EQ0018,Seguridad,48181.94,47742.47,22475.78,Interno
CO000868,20250319,PR0073,A017,EQ0041,Parada planta,77359.09,58094.1,78389.41,Proveedor internacional
CO000869,20250313,PR0029,A004,EQ0019,Instrumentación,21964.16,23522.08,12481.18,Proveedor local
CO000870,20250511,PR0011,A004,EQ0060,Instrumentación,113407.96,127189.4,38385.18,Interno
CO000871,20250412,PR0039,A010,EQ0038,Instrumentación,62767.11,103244.34,20714.83,Interno
CO000872,20250521,PR0041,A017,EQ0040,Seguridad,138105.95,152482.8,54714.14,Contratista minero
CO000873,20250117,PR0057,A004,EQ0019,Componentes mayores,112524.49,121494.48,91599.57,Interno
CO000874,20250114,PR0052,A017,EQ0023,Materiales de desgaste,113924.74,113808.55,57012.46,Contratista minero
CO000875,20250307,PR0073,A008,EQ0012,Componentes mayores,49092.48,56343.72,15960.85,Contratista minero
CO000876,20250529,PR0063,A006,EQ0056,Automatización,5147.79,4302.56,2810.2,Proveedor local
CO000877,20250112,PR0043,A017,EQ0024,Instrumentación,24530.06,32117.8,15540.77,Proveedor local
CO000878,20250325,PR0034,A010,EQ0039,Materiales de desgaste,138354.96,175281.61,113994.77,Proveedor local
CO000879,20250315,PR0046,A017,EQ0021,Servicios externos,96991.65,116030.1,24769.8,Proveedor local
CO000880,20250530,PR0033,A004,EQ0011,Servicios externos,75767.3,78303.74,50245.08,Proveedor local
CO000881,20250413,PR0001,A005,EQ0044,Repuestos,37065.68,37248.22,33012.27,Interno
CO000882,20250303,PR0035,A012,EQ0035,Parada planta,59175.39,80137.05,60890.53,Contratista minero
CO000883,20250624,PR0017,A017,EQ0055,Automatización,149415.04,135848.54,53166.81,Interno
CO000884,20250425,PR0008,A005,EQ0013,Materiales de desgaste,156659.82,121986.62,148311.74,Interno
CO000885,20250516,PR0021,A013,EQ0050,Automatización,117948.48,127071.43,104404.61,Proveedor local
CO000886,20250325,PR0074,A004,EQ0011,Contratistas,44331.9,38808.67,30830.55,Contratista minero
CO000887,20250622,PR0056,A013,EQ0026,Parada planta,88735.24,99881.19,57802.01,Proveedor local
