MaintenanceID,DateKey,EquipmentID,AreaID,WorkTypeID,PriorityID,FailureMode,SystemCategory,DowntimeHours,RepairHours,MaintenanceCost,PlannedFlag
MT000268,20250618,EQ0034,A005,WT1,P2,Falla eléctrica,Energía,5.47,3.19,2867.46,True
MT000269,20250219,EQ0022,A003,WT2,P3,Vibración,Energía,6.21,4.42,4790.45,False
MT000270,20250227,EQ0036,A002,WT1,P2,Calibración,Mecánico,5.54,3.51,3462.02,True
MT000271,20250521,EQ0004,A004,WT1,P2,Vibración,Control,1.79,0.78,1163.64,True
MT000272,20250603,EQ0038,A006,WT2,P3,Falla eléctrica,Eléctrico,12.14,6.42,6306.59,False
MT000273,20250530,EQ0032,A005,WT2,P2,Desgaste,TI/OT,5.15,4.32,3368.19,False
MT000274,20250603,EQ0019,A006,WT1,P2,Calibración,Mecánico,9.25,4.37,2418.68,True
MT000275,20250606,EQ0025,A003,WT2,P3,Falla eléctrica,Mecánico,4.76,2.05,1295.32,False
MT000276,20250617,EQ0010,A001,WT2,P3,Calibración,Mecánico,1.49,1.38,578.15,False
MT000277,20250404,EQ0010,A001,WT2,P3,Vibración,Eléctrico,3.71,1.93,2868.4,False
MT000278,20250525,EQ0037,A005,WT1,P2,Vibración,Energía,2.05,1.54,1135.19,True
MT000279,20250210,EQ0009,A005,WT1,P3,Calibración,Control,1.31,0.6,624.05,True
MT000280,20250331,EQ0032,A005,WT1,P3,Sobrecalentamiento,Eléctrico,2.45,1.93,850.97,True
MT000281,20250505,EQ0010,A001,WT2,P4,Vibración,Mecánico,17.29,10.12,10917.29,False
MT000282,20250624,EQ0001,A003,WT2,P4,Calibración,Control,4.87,4.53,3896.93,False
MT000283,20250618,EQ0037,A005,WT1,P2,Desgaste,Energía,3.26,2.97,600.2,True
MT000284,20250207,EQ0004,A004,WT1,P3,Vibración,Mecánico,4.04,1.74,1437.53,True
MT000285,20250102,EQ0037,A005,WT1,P2,No aplica,Mecánico,4.48,3.92,3474.53,True
MT000286,20250127,EQ0038,A006,WT1,P2,No aplica,Energía,0.25,0.22,141.32,True
MT000287,20250124,EQ0004,A004,WT2,P2,Falla eléctrica,Mecánico,27.92,17.24,17608.9,False
MT000288,20250412,EQ0018,A005,WT1,P4,Vibración,Energía,3.43,2.59,2698.73,True
MT000289,20250322,EQ0021,A005,WT1,P2,No aplica,Control,1.53,1.43,832.85,True
MT000290,20250505,EQ0006,A005,WT1,P3,Falla eléctrica,Energía,8.24,5.85,2183.9,True
MT000291,20250317,EQ0010,A001,WT1,P1,Falla eléctrica,Mecánico,3.84,2.74,2983.07,True
MT000292,20250414,EQ0018,A005,WT2,P2,No aplica,TI/OT,4.77,2.46,4496.26,False
MT000293,20250628,EQ0032,A005,WT1,P1,Sobrecalentamiento,Control,1.26,1.11,631.67,True
MT000294,20250304,EQ0038,A006,WT1,P1,Desgaste,TI/OT,2.09,1.77,1720.37,True
MT000295,20250129,EQ0016,A005,WT1,P3,Falla eléctrica,Mecánico,3.73,2.8,2593.27,True
MT000296,20250620,EQ0036,A002,WT2,P1,Vibración,Energía,8.15,6.92,3745.04,False
MT000297,20250420,EQ0023,A005,WT1,P3,Vibración,Energía,4.48,3.53,2119.43,True
MT000298,20250601,EQ0036,A002,WT1,P3,Desgaste,Control,5.57,3.08,2092.9,True
MT000299,20250314,EQ0035,A003,WT2,P3,Calibración,Eléctrico,0.58,0.39,315.69,False
MT000300,20250422,EQ0017,A005,WT1,P4,Vibración,Energía,5.53,2.54,5242.02,True
MT000301,20250320,EQ0014,A006,WT1,P1,Falla eléctrica,Mecánico,5.21,3.19,3473.36,True
MT000302,20250517,EQ0010,A001,WT2,P3,Vibración,Mecánico,3.34,2.57,881.88,False
MT000303,20250211,EQ0040,A003,WT1,P2,Falla eléctrica,Eléctrico,2.87,2.15,1122.51,True
MT000304,20250521,EQ0025,A003,WT1,P3,No aplica,Mecánico,4.09,2.45,2954.12,True
MT000305,20250310,EQ0009,A005,WT1,P1,Sobrecalentamiento,Energía,1.53,1.17,410.17,True
MT000306,20250620,EQ0036,A002,WT1,P2,Desgaste,TI/OT,1.89,1.32,1036.77,True
MT000307,20250131,EQ0026,A001,WT2,P3,Sobrecalentamiento,Energía,0.62,0.31,535.39,False
MT000308,20250424,EQ0019,A006,WT2,P3,Calibración,Eléctrico,2.22,1.26,1426.72,False
MT000309,20250404,EQ0033,A003,WT1,P2,Sobrecalentamiento,Mecánico,2.99,2.55,1759.68,True
MT000310,20250515,EQ0014,A006,WT1,P4,Sobrecalentamiento,Control,0.93,0.82,847.79,True
MT000311,20250106,EQ0035,A003,WT2,P2,Calibración,Eléctrico,1.67,1.09,382.42,False
MT000312,20250217,EQ0035,A003,WT1,P2,Calibración,TI/OT,4.82,3.57,1158.86,True
MT000313,20250507,EQ0039,A005,WT2,P3,Sobrecalentamiento,Mecánico,10.04,7.12,4448.98,False
MT000314,20250409,EQ0023,A005,WT2,P3,No aplica,Mecánico,4.88,3.11,1726.96,False
MT000315,20250323,EQ0039,A005,WT1,P1,No aplica,Energía,4.32,2.39,4042.81,True
MT000316,20250326,EQ0015,A002,WT2,P2,Desgaste,Eléctrico,7.46,3.7,1833.09,False
MT000317,20250529,EQ0021,A005,WT2,P2,Desgaste,Energía,4.72,2.35,1327.56,False
MT000318,20250624,EQ0005,A004,WT1,P4,Desgaste,TI/OT,2.04,1.42,1834.95,True
MT000319,20250422,EQ0003,A004,WT1,P4,Falla eléctrica,Mecánico,1.53,0.94,939.17,True
MT000320,20250320,EQ0025,A003,WT1,P1,Desgaste,Control,6.06,5.63,2249.6,True
MT000321,20250327,EQ0024,A006,WT2,P1,Desgaste,Control,1.79,1.4,387.92,False
MT000322,20250625,EQ0028,A001,WT1,P2,Calibración,Mecánico,3.52,1.7,1317.92,True
MT000323,20250511,EQ0035,A003,WT2,P3,Falla eléctrica,Mecánico,6.77,5.69,5560.27,False
MT000324,20250422,EQ0033,A003,WT1,P3,Calibración,Eléctrico,2.36,1.47,1458.19,True
MT000325,20250102,EQ0035,A003,WT1,P4,Falla eléctrica,TI/OT,2.91,2.22,2328.76,True
MT000326,20250103,EQ0020,A001,WT2,P4,Calibración,Control,2.31,1.0,2125.36,False
MT000327,20250117,EQ0016,A005,WT2,P3,Sobrecalentamiento,Eléctrico,3.41,2.22,762.35,False
MT000328,20250115,EQ0003,A004,WT2,P1,Sobrecalentamiento,Mecánico,12.56,11.35,4846.6,False
MT000329,20250501,EQ0006,A005,WT2,P2,Vibración,Energía,7.29,2.99,5427.66,False
MT000330,20250409,EQ0004,A004,WT1,P3,No aplica,Energía,2.98,1.78,1883.17,True
MT000331,20250330,EQ0006,A005,WT1,P1,Vibración,Eléctrico,2.68,2.3,1326.26,True
MT000332,20250324,EQ0015,A002,WT2,P3,Vibración,Control,9.74,4.95,9011.32,False
MT000333,20250220,EQ0011,A005,WT2,P2,Desgaste,TI/OT,5.46,4.49,4174.29,False
MT000334,20250627,EQ0019,A006,WT2,P2,Falla eléctrica,Mecánico,5.3,4.84,2854.72,False
MT000335,20250520,EQ0012,A004,WT2,P3,Vibración,Energía,1.15,0.96,874.81,False
MT000336,20250425,EQ0009,A005,WT1,P4,Sobrecalentamiento,Control,5.2,2.75,2849.1,True
MT000337,20250127,EQ0034,A005,WT1,P4,Vibración,Control,2.03,1.42,516.41,True
MT000338,20250616,EQ0038,A006,WT2,P3,Vibración,TI/OT,7.81,3.86,4336.8,False
MT000339,20250310,EQ0011,A005,WT1,P3,Falla eléctrica,Mecánico,3.42,2.56,1891.94,True
MT000340,20250306,EQ0028,A001,WT1,P3,Falla eléctrica,TI/OT,0.89,0.76,626.72,True
MT000341,20250107,EQ0024,A006,WT1,P2,Falla eléctrica,Mecánico,6.03,2.71,4868.4,True
MT000342,20250405,EQ0019,A006,WT2,P2,Calibración,Energía,1.48,0.78,1266.54,False
MT000343,20250226,EQ0004,A004,WT1,P3,No aplica,Control,4.26,2.2,2825.25,True
MT000344,20250419,EQ0034,A005,WT1,P4,Calibración,Eléctrico,2.22,1.51,1540.3,True
MT000345,20250103,EQ0031,A003,WT1,P4,No aplica,Mecánico,1.85,0.98,831.47,True
MT000346,20250507,EQ0010,A001,WT1,P4,Calibración,Control,1.76,1.21,1413.86,True
MT000347,20250405,EQ0030,A002,WT1,P2,No aplica,Control,4.04,2.18,3672.92,True
MT000348,20250402,EQ0003,A004,WT1,P2,Vibración,Energía,0.85,0.44,788.82,True
MT000349,20250227,EQ0018,A005,WT2,P1,Vibración,Control,3.95,2.52,786.62,False
MT000350,20250210,EQ0037,A005,WT2,P2,Calibración,Eléctrico,10.71,7.15,3448.49,False
MT000351,20250202,EQ0026,A001,WT1,P4,Sobrecalentamiento,Eléctrico,2.77,1.21,2466.03,True
MT000352,20250611,EQ0003,A004,WT2,P4,Sobrecalentamiento,TI/OT,1.89,1.55,1096.9,False
MT000353,20250517,EQ0029,A004,WT1,P2,Sobrecalentamiento,Eléctrico,1.64,1.12,752.41,True
MT000354,20250523,EQ0039,A005,WT2,P1,Calibración,TI/OT,1.31,0.85,814.05,False
MT000355,20250308,EQ0020,A001,WT2,P2,Falla eléctrica,Mecánico,4.95,2.69,933.22,False
MT000356,20250317,EQ0025,A003,WT2,P2,Falla eléctrica,Eléctrico,4.14,2.76,1376.04,False
MT000357,20250224,EQ0016,A005,WT1,P1,Sobrecalentamiento,Energía,0.86,0.58,608.72,True
MT000358,20250420,EQ0036,A002,WT2,P3,Desgaste,Mecánico,7.99,7.47,1954.03,False
MT000359,20250601,EQ0002,A004,WT1,P3,No aplica,Energía,2.15,1.21,1433.86,True
MT000360,20250430,EQ0026,A001,WT2,P2,Sobrecalentamiento,Eléctrico,14.5,13.68,12600.89,False
MT000361,20250615,EQ0028,A001,WT1,P3,Falla eléctrica,Eléctrico,5.25,4.7,3178.08,True
MT000362,20250122,EQ0021,A005,WT1,P2,Calibración,Mecánico,2.47,1.25,842.48,True
MT000363,20250425,EQ0036,A002,WT2,P4,No aplica,Eléctrico,4.01,1.85,838.9,False
MT000364,20250303,EQ0031,A003,WT2,P3,Falla eléctrica,Control,17.62,16.24,7038.28,False
MT000365,20250423,EQ0005,A004,WT1,P2,Sobrecalentamiento,TI/OT,3.28,2.8,3022.1,True
MT000366,20250120,EQ0020,A001,WT1,P4,No aplica,Control,5.19,4.31,1783.97,True
MT000367,20250121,EQ0014,A006,WT2,P2,Falla eléctrica,Mecánico,4.45,2.65,2605.07,False
MT000368,20250304,EQ0021,A005,WT1,P1,No aplica,Eléctrico,2.9,1.33,1708.19,True
MT000369,20250320,EQ0032,A005,WT1,P4,Falla eléctrica,Mecánico,0.56,0.3,113.69,True
MT000370,20250406,EQ0010,A001,WT2,P2,Desgaste,Energía,16.24,6.88,12814.16,False
MT000371,20250508,EQ0013,A004,WT1,P3,No aplica,Energía,0.51,0.47,417.93,True
MT000372,20250201,EQ0012,A004,WT1,P3,Desgaste,Eléctrico,2.64,1.4,796.97,True
MT000373,20250110,EQ0007,A001,WT2,P2,Falla eléctrica,Energía,3.91,3.43,2121.94,False
MT000374,20250601,EQ0010,A001,WT1,P3,Calibración,Energía,5.09,4.66,2844.08,True
MT000375,20250208,EQ0035,A003,WT2,P1,Vibración,Eléctrico,1.55,1.24,1255.37,False
MT000376,20250212,EQ0033,A003,WT2,P3,Vibración,Eléctrico,3.98,2.78,2982.8,False
MT000377,20250216,EQ0032,A005,WT1,P3,Calibración,TI/OT,1.9,0.9,587.43,True
MT000378,20250523,EQ0009,A005,WT1,P3,Falla eléctrica,Energía,2.8,1.98,2293.99,True
MT000379,20250606,EQ0008,A004,WT1,P1,No aplica,Control,6.34,3.31,4538.36,True
MT000380,20250209,EQ0008,A004,WT1,P1,Sobrecalentamiento,TI/OT,4.01,3.36,2943.01,True
MT000381,20250628,EQ0008,A004,WT2,P3,Vibración,TI/OT,4.2,3.66,2104.73,False
MT000382,20250406,EQ0002,A004,WT1,P2,Calibración,Eléctrico,3.51,2.14,902.75,True
MT000383,20250325,EQ0021,A005,WT1,P1,Sobrecalentamiento,Control,1.28,0.52,856.81,True
MT000384,20250525,EQ0037,A005,WT1,P2,Vibración,Control,2.3,0.96,1140.29,True
MT000385,20250526,EQ0004,A004,WT2,P3,Desgaste,Eléctrico,5.96,2.97,4399.33,False
MT000386,20250201,EQ0002,A004,WT1,P2,Calibración,Control,5.76,2.5,1455.21,True
MT000387,20250627,EQ0028,A001,WT2,P2,Sobrecalentamiento,Energía,2.06,1.39,1022.3,False
MT000388,20250313,EQ0037,A005,WT2,P1,Falla eléctrica,Mecánico,0.97,0.49,821.86,False
MT000389,20250629,EQ0026,A001,WT1,P1,Desgaste,Energía,0.39,0.24,260.08,True
MT000390,20250124,EQ0015,A002,WT1,P2,Sobrecalentamiento,TI/OT,4.72,3.98,2764.82,True
MT000391,20250309,EQ0023,A005,WT1,P2,Sobrecalentamiento,Energía,2.37,2.22,641.18,True
MT000392,20250415,EQ0040,A003,WT2,P2,Calibración,Energía,3.27,2.24,2108.98,False
MT000393,20250520,EQ0032,A005,WT1,P4,No aplica,Control,2.36,2.06,2115.09,True
MT000394,20250202,EQ0023,A005,WT1,P2,No aplica,Eléctrico,1.36,0.66,1068.37,True
MT000395,20250118,EQ0008,A004,WT2,P3,Sobrecalentamiento,Mecánico,9.09,3.72,6675.26,False
MT000396,20250624,EQ0028,A001,WT2,P3,Vibración,Energía,4.33,2.52,3581.5,False
MT000397,20250215,EQ0033,A003,WT1,P2,Falla eléctrica,Mecánico,2.96,1.27,2385.54,True
MT000398,20250421,EQ0019,A006,WT1,P3,Sobrecalentamiento,Control,2.64,2.05,2377.58,True
MT000399,20250424,EQ0013,A004,WT2,P2,No aplica,Control,5.88,4.04,1660.5,False
MT000400,20250508,EQ0005,A004,WT2,P4,Desgaste,Control,17.31,9.17,5519.88,False
MT000401,20250122,EQ0004,A004,WT1,P3,Desgaste,TI/OT,4.59,2.38,2170.93,True
MT000402,20250618,EQ0023,A005,WT1,P1,No aplica,Control,1.49,0.9,770.44,True
MT000403,20250214,EQ0001,A003,WT2,P2,Desgaste,Control,2.36,1.04,1171.88,False
MT000404,20250508,EQ0017,A005,WT2,P3,No aplica,Mecánico,8.48,7.8,2521.98,False
MT000405,20250408,EQ0013,A004,WT2,P2,Desgaste,Energía,4.61,3.47,2699.45,False
MT000406,20250107,EQ0015,A002,WT1,P4,Desgaste,TI/OT,6.47,2.82,3276.61,True
MT000407,20250103,EQ0005,A004,WT1,P4,Vibración,Energía,1.91,1.61,868.29,True
MT000408,20250130,EQ0028,A001,WT1,P3,Falla eléctrica,Energía,7.03,4.78,1605.06,True
MT000409,20250305,EQ0002,A004,WT1,P3,Calibración,Eléctrico,1.02,0.87,877.98,True
MT000410,20250408,EQ0026,A001,WT2,P3,Vibración,Control,3.07,1.42,1305.42,False
MT000411,20250321,EQ0035,A003,WT2,P3,Falla eléctrica,Energía,6.51,3.38,5659.73,False
MT000412,20250127,EQ0020,A001,WT1,P3,No aplica,Mecánico,0.43,0.22,102.7,True
MT000413,20250212,EQ0037,A005,WT1,P2,Sobrecalentamiento,Control,3.61,2.14,1742.44,True
MT000414,20250330,EQ0003,A004,WT1,P4,Vibración,TI/OT,2.03,1.75,1871.76,True
MT000415,20250217,EQ0023,A005,WT1,P4,Sobrecalentamiento,Mecánico,0.57,0.39,340.85,True
MT000416,20250318,EQ0008,A004,WT1,P3,No aplica,Control,1.99,1.44,568.48,True
MT000417,20250124,EQ0021,A005,WT2,P2,Falla eléctrica,Energía,4.23,1.94,1757.83,False
MT000418,20250105,EQ0031,A003,WT1,P4,Desgaste,Control,3.09,2.71,573.49,True
MT000419,20250306,EQ0019,A006,WT1,P2,Sobrecalentamiento,Control,1.92,1.1,825.05,True
MT000420,20250130,EQ0033,A003,WT1,P1,Sobrecalentamiento,Energía,3.59,2.25,2194.14,True
MT000421,20250430,EQ0024,A006,WT2,P1,Falla eléctrica,Mecánico,1.86,1.42,1712.21,False
MT000422,20250306,EQ0005,A004,WT2,P4,Desgaste,TI/OT,6.02,3.11,1524.07,False
MT000423,20250403,EQ0001,A003,WT1,P3,Calibración,Eléctrico,1.48,0.65,850.34,True
MT000424,20250317,EQ0013,A004,WT2,P1,Falla eléctrica,Energía,3.0,1.22,1074.25,False
MT000425,20250227,EQ0040,A003,WT1,P3,Falla eléctrica,Mecánico,2.9,1.5,1114.02,True
MT000426,20250421,EQ0013,A004,WT1,P4,No aplica,Energía,0.47,0.2,198.11,True
MT000427,20250625,EQ0040,A003,WT1,P4,Calibración,Control,1.8,1.66,1634.93,True
MT000428,20250612,EQ0030,A002,WT2,P3,Desgaste,Mecánico,5.11,2.5,4737.72,False
MT000429,20250331,EQ0016,A005,WT1,P2,Sobrecalentamiento,Eléctrico,3.21,1.53,1467.75,True
MT000430,20250315,EQ0035,A003,WT2,P2,No aplica,Energía,5.5,4.25,4766.95,False
MT000431,20250416,EQ0021,A005,WT1,P1,Falla eléctrica,Eléctrico,1.26,1.11,303.84,True
MT000432,20250424,EQ0005,A004,WT1,P4,Desgaste,Control,2.21,1.4,441.36,True
MT000433,20250110,EQ0017,A005,WT2,P3,Vibración,Energía,5.51,3.9,3991.17,False
MT000434,20250604,EQ0035,A003,WT1,P1,Falla eléctrica,Mecánico,1.14,0.87,648.26,True
MT000435,20250430,EQ0014,A006,WT2,P4,Sobrecalentamiento,Mecánico,5.87,3.51,5415.38,False
MT000436,20250620,EQ0011,A005,WT2,P2,Falla eléctrica,Energía,10.38,6.02,5526.19,False
MT000437,20250112,EQ0035,A003,WT1,P3,Desgaste,Control,3.89,2.62,2309.06,True
MT000438,20250321,EQ0012,A004,WT1,P3,Sobrecalentamiento,Mecánico,1.45,1.27,650.42,True
MT000439,20250510,EQ0013,A004,WT1,P1,Vibración,Energía,1.94,1.78,1539.82,True
MT000440,20250305,EQ0020,A001,WT1,P3,Calibración,Eléctrico,2.93,1.38,596.13,True
MT000441,20250614,EQ0005,A004,WT1,P2,Desgaste,TI/OT,5.1,3.54,3427.79,True
MT000442,20250501,EQ0007,A001,WT2,P2,Vibración,Control,8.11,6.94,6862.41,False
MT000443,20250412,EQ0035,A003,WT2,P2,No aplica,Mecánico,11.9,10.34,2417.77,False
MT000444,20250307,EQ0038,A006,WT2,P3,Vibración,Eléctrico,6.78,3.72,2334.1,False
MT000445,20250113,EQ0029,A004,WT1,P3,Vibración,Mecánico,0.83,0.35,176.2,True
MT000446,20250604,EQ0009,A005,WT2,P2,Vibración,TI/OT,8.21,3.56,6110.07,False
MT000447,20250325,EQ0001,A003,WT2,P3,Vibración,Mecánico,3.6,1.58,787.23,False
MT000448,20250117,EQ0024,A006,WT2,P2,No aplica,Mecánico,3.61,2.65,811.69,False
MT000449,20250406,EQ0034,A005,WT1,P2,Calibración,Energía,0.97,0.61,605.91,True
MT000450,20250601,EQ0021,A005,WT1,P3,Sobrecalentamiento,TI/OT,1.94,0.91,1447.38,True
MT000451,20250413,EQ0009,A005,WT1,P2,Falla eléctrica,Mecánico,2.12,1.58,810.52,True
MT000452,20250224,EQ0040,A003,WT1,P3,Sobrecalentamiento,Energía,6.94,4.14,3316.59,True
MT000453,20250529,EQ0037,A005,WT1,P3,No aplica,Control,6.84,3.64,4159.45,True
MT000454,20250515,EQ0017,A005,WT1,P3,Vibración,TI/OT,3.64,1.87,2853.8,True
MT000455,20250113,EQ0012,A004,WT2,P2,Vibración,Mecánico,0.73,0.69,240.83,False
MT000456,20250406,EQ0026,A001,WT1,P3,No aplica,TI/OT,1.46,0.81,1022.33,True
MT000457,20250620,EQ0020,A001,WT1,P3,Vibración,Energía,0.18,0.1,55.83,True
MT000458,20250119,EQ0019,A006,WT1,P2,No aplica,Energía,2.94,1.28,2093.09,True
MT000459,20250314,EQ0013,A004,WT1,P3,Desgaste,Mecánico,2.54,1.53,2359.27,True
MT000460,20250101,EQ0040,A003,WT2,P4,Sobrecalentamiento,Energía,11.74,6.36,2864.86,False
MT000461,20250108,EQ0035,A003,WT2,P2,Desgaste,Energía,3.87,2.21,3528.65,False
MT000462,20250121,EQ0006,A005,WT2,P1,Sobrecalentamiento,TI/OT,1.65,1.42,1473.45,False
MT000463,20250411,EQ0004,A004,WT1,P4,No aplica,Eléctrico,1.21,0.54,1022.33,True
MT000464,20250115,EQ0022,A003,WT2,P1,Calibración,Energía,3.59,3.39,1992.38,False
MT000465,20250413,EQ0011,A005,WT2,P3,Falla eléctrica,Control,0.74,0.32,361.82,False
MT000466,20250623,EQ0031,A003,WT1,P3,Calibración,TI/OT,1.86,1.48,586.68,True
MT000467,20250119,EQ0015,A002,WT1,P3,Sobrecalentamiento,TI/OT,2.33,1.49,546.55,True
MT000468,20250312,EQ0019,A006,WT1,P4,No aplica,Control,2.63,2.08,1331.61,True
MT000469,20250313,EQ0003,A004,WT1,P2,Desgaste,Control,3.63,2.13,1733.82,True
MT000470,20250509,EQ0039,A005,WT2,P2,Vibración,Mecánico,13.23,6.25,2890.96,False
MT000471,20250106,EQ0035,A003,WT2,P3,Calibración,Control,8.17,7.37,2852.13,False
MT000472,20250309,EQ0008,A004,WT2,P2,No aplica,Energía,5.13,4.87,2810.76,False
MT000473,20250201,EQ0029,A004,WT1,P1,No aplica,Eléctrico,2.43,1.05,1224.33,True
MT000474,20250402,EQ0040,A003,WT2,P1,Sobrecalentamiento,Mecánico,5.55,2.36,2493.11,False
MT000475,20250101,EQ0012,A004,WT1,P4,Calibración,Mecánico,4.79,4.54,2386.52,True
MT000476,20250112,EQ0026,A001,WT2,P3,Falla eléctrica,Eléctrico,7.59,6.53,4369.24,False
MT000477,20250603,EQ0025,A003,WT2,P2,Vibración,Mecánico,7.88,7.04,2756.19,False
MT000478,20250227,EQ0027,A006,WT2,P2,Falla eléctrica,Energía,3.57,2.9,3285.31,False
MT000479,20250607,EQ0033,A003,WT2,P2,Calibración,TI/OT,6.36,3.79,5179.1,False
MT000480,20250423,EQ0002,A004,WT2,P3,Sobrecalentamiento,Mecánico,3.11,2.45,1590.63,False
MT000481,20250408,EQ0034,A005,WT2,P4,Sobrecalentamiento,TI/OT,3.28,1.45,2633.78,False
MT000482,20250621,EQ0010,A001,WT2,P3,Desgaste,Control,4.79,4.43,1786.55,False
MT000483,20250217,EQ0027,A006,WT1,P3,Calibración,Energía,3.92,3.32,820.46,True
MT000484,20250127,EQ0032,A005,WT2,P2,Calibración,Energía,9.07,6.62,5656.21,False
MT000485,20250602,EQ0027,A006,WT1,P2,Sobrecalentamiento,Eléctrico,3.33,2.81,2424.1,True
MT000486,20250331,EQ0026,A001,WT1,P2,No aplica,TI/OT,2.74,2.01,1107.58,True
MT000487,20250627,EQ0034,A005,WT2,P4,Calibración,Eléctrico,4.68,2.6,2473.81,False
MT000488,20250512,EQ0017,A005,WT2,P3,Desgaste,TI/OT,5.53,4.15,3617.49,False
MT000489,20250416,EQ0038,A006,WT2,P1,Sobrecalentamiento,Eléctrico,13.68,10.0,10307.4,False
MT000490,20250121,EQ0010,A001,WT1,P4,Falla eléctrica,Mecánico,1.66,1.42,941.14,True
MT000491,20250603,EQ0016,A005,WT1,P3,Desgaste,Eléctrico,1.24,0.88,372.27,True
MT000492,20250104,EQ0035,A003,WT2,P3,No aplica,Control,6.09,5.32,3396.34,False
MT000493,20250305,EQ0020,A001,WT2,P3,Falla eléctrica,Eléctrico,0.19,0.15,143.49,False
MT000494,20250528,EQ0032,A005,WT2,P2,Sobrecalentamiento,TI/OT,4.84,2.73,1484.52,False
MT000495,20250531,EQ0014,A006,WT2,P4,Desgaste,Control,2.14,1.92,1181.61,False
MT000496,20250430,EQ0013,A004,WT1,P3,Desgaste,Eléctrico,3.57,1.64,3261.44,True
MT000497,20250624,EQ0036,A002,WT2,P3,Calibración,TI/OT,4.63,2.61,3408.02,False
MT000498,20250227,EQ0018,A005,WT2,P1,No aplica,Energía,2.55,1.12,1209.48,False
MT000499,20250410,EQ0005,A004,WT2,P3,Calibración,Energía,9.9,7.11,8592.18,False
MT000500,20250522,EQ0021,A005,WT2,P2,Vibración,Mecánico,6.5,5.35,1670.7,False
MT000501,20250516,EQ0019,A006,WT2,P1,Vibración,Mecánico,10.77,4.85,8901.62,False
MT000502,20250325,EQ0020,A001,WT1,P4,Vibración,Eléctrico,1.64,1.52,544.21,True
MT000503,20250304,EQ0017,A005,WT2,P2,Vibración,Energía,2.16,1.01,1489.92,False
MT000504,20250228,EQ0018,A005,WT1,P4,No aplica,Control,1.28,1.1,1038.54,True
MT000505,20250517,EQ0002,A004,WT2,P2,Falla eléctrica,Control,7.01,5.97,5919.19,False
MT000506,20250328,EQ0012,A004,WT2,P4,No aplica,Control,7.54,5.56,2039.58,False
MT000507,20250625,EQ0021,A005,WT1,P3,Vibración,Control,2.84,2.03,804.75,True
MT000508,20250601,EQ0007,A001,WT2,P4,No aplica,TI/OT,12.73,6.95,3474.79,False
MT000509,20250324,EQ0020,A001,WT2,P2,Falla eléctrica,Control,4.09,2.1,1248.46,False
MT000510,20250628,EQ0013,A004,WT1,P2,Vibración,TI/OT,2.66,1.48,2269.32,True
MT000511,20250408,EQ0030,A002,WT1,P3,Falla eléctrica,TI/OT,4.38,3.56,3943.34,True
MT000512,20250417,EQ0026,A001,WT1,P3,Vibración,Mecánico,3.13,1.94,2874.23,True
MT000513,20250423,EQ0013,A004,WT1,P1,Falla eléctrica,Energía,4.86,3.81,4107.29,True
MT000514,20250410,EQ0027,A006,WT1,P3,Calibración,TI/OT,3.59,1.97,2168.16,True
MT000515,20250605,EQ0037,A005,WT1,P1,Calibración,Energía,2.93,2.45,1469.4,True
MT000516,20250426,EQ0036,A002,WT2,P2,No aplica,Control,1.27,0.93,907.92,False
MT000517,20250228,EQ0021,A005,WT2,P3,Desgaste,Mecánico,4.47,2.58,3121.33,False
MT000518,20250210,EQ0038,A006,WT2,P3,Sobrecalentamiento,Energía,23.45,21.53,14813.77,False
MT000519,20250424,EQ0018,A005,WT2,P4,Falla eléctrica,Eléctrico,7.8,4.73,7128.08,False
MT000520,20250602,EQ0020,A001,WT2,P4,Calibración,Eléctrico,0.57,0.41,283.12,False
MT000521,20250318,EQ0011,A005,WT2,P2,Falla eléctrica,Energía,6.22,3.14,5819.82,False
MT000522,20250331,EQ0011,A005,WT2,P3,Calibración,Energía,3.12,2.9,964.9,False
MT000523,20250214,EQ0036,A002,WT2,P4,Calibración,Eléctrico,16.47,7.58,3701.62,False
MT000524,20250523,EQ0001,A003,WT2,P2,Falla eléctrica,Control,10.04,4.93,7991.17,False
MT000525,20250202,EQ0016,A005,WT2,P3,Vibración,Mecánico,2.83,1.22,1961.37,False
MT000526,20250601,EQ0004,A004,WT1,P3,Calibración,TI/OT,0.34,0.19,95.6,True
MT000527,20250122,EQ0031,A003,WT1,P3,Falla eléctrica,TI/OT,1.83,1.1,542.59,True
MT000528,20250522,EQ0023,A005,WT1,P1,Falla eléctrica,Eléctrico,2.7,1.14,2188.5,True
MT000529,20250222,EQ0012,A004,WT2,P3,Vibración,Eléctrico,9.77,8.36,4392.74,False
MT000530,20250112,EQ0006,A005,WT2,P4,Desgaste,TI/OT,5.03,2.09,3278.91,False
MT000531,20250101,EQ0034,A005,WT1,P2,Calibración,Mecánico,1.89,1.29,998.52,True
MT000532,20250601,EQ0035,A003,WT2,P3,Sobrecalentamiento,Control,5.01,4.45,4069.56,False
MT000533,20250320,EQ0015,A002,WT2,P2,No aplica,TI/OT,3.83,3.49,916.04,False
MT000534,20250423,EQ0012,A004,WT1,P1,Vibración,Control,2.18,1.7,1878.84,True
MT000535,20250123,EQ0002,A004,WT1,P3,Sobrecalentamiento,Mecánico,0.18,0.13,117.2,True
MT000536,20250608,EQ0024,A006,WT1,P3,Vibración,TI/OT,2.98,2.3,1109.55,True
