EnergyID,DateKey,AreaID,EquipmentID,LocationID,kWh,EnergyCost,OperatingHours,OutputUnits,Shift
EN0003544,20250217,A004,EQ0004,L009,5988.9,803.32,15.74,4135,Tarde
EN0003545,20250601,A017,EQ0023,L013,989.59,163.06,10.98,3912,Noche
EN0003546,20250417,A008,EQ0033,L006,4300.19,653.97,10.91,2172,Tarde
EN0003547,20250523,A013,EQ0026,L007,1678.96,159.59,5.58,2656,Noche
EN0003548,20250425,A004,EQ0054,L009,2082.43,372.73,20.92,2485,Día
EN0003549,20250506,A005,EQ0001,L016,619.95,94.6,4.11,910,Tarde
EN0003550,20250524,A005,EQ0037,L016,5736.44,794.97,19.94,3865,Tarde
EN0003551,20250114,A009,EQ0022,L006,4013.74,443.39,21.24,2228,Noche
EN0003552,20250502,A004,EQ0048,L009,3469.28,470.43,20.2,2388,Tarde
EN0003553,20250504,A010,EQ0028,L005,2019.9,190.94,18.35,3746,Día
EN0003554,20250526,A017,EQ0023,L013,2467.75,226.75,5.89,302,Noche
EN0003555,20250223,A004,EQ0051,L009,2891.2,317.09,7.61,2155,Noche
EN0003556,20250429,A005,EQ0029,L016,6059.34,821.05,14.72,2389,Noche
EN0003557,20250518,A017,EQ0027,L013,1682.81,156.9,4.5,2261,Tarde
EN0003558,20250612,A008,EQ0012,L006,6708.52,618.65,19.99,1664,Tarde
EN0003559,20250214,A009,EQ0022,L006,10687.24,1285.67,23.71,2057,Noche
EN0003560,20250110,A010,EQ0025,L005,1246.22,188.06,10.24,1903,Día
EN0003561,20250104,A004,EQ0004,L009,8575.69,905.74,21.25,3696,Día
EN0003562,20250514,A017,EQ0014,L013,3407.6,550.25,6.81,2473,Noche
EN0003563,20250409,A017,EQ0023,L013,4789.14,457.48,15.52,3439,Noche
EN0003564,20250625,A017,EQ0041,L013,1917.74,270.49,11.92,535,Noche
EN0003565,20250106,A005,EQ0013,L016,1300.75,175.15,15.55,1499,Noche
EN0003566,20250624,A013,EQ0050,L007,7183.88,1057.79,18.06,3766,Día
EN0003567,20250626,A017,EQ0024,L013,4660.07,739.3,21.98,3685,Tarde
EN0003568,20250405,A017,EQ0027,L013,2167.66,271.99,4.5,3867,Noche
EN0003569,20250401,A010,EQ0025,L005,6921.68,1065.51,16.81,1428,Noche
EN0003570,20250215,A017,EQ0027,L013,4284.08,528.01,21.35,1382,Día
EN0003571,20250330,A005,EQ0044,L016,13968.64,1431.37,22.44,1924,Noche
EN0003572,20250209,A005,EQ0029,L016,2980.63,451.37,17.64,1803,Noche
EN0003573,20250212,A004,EQ0010,L009,5264.92,873.35,20.81,1404,Tarde
EN0003574,20250114,A005,EQ0016,L016,1633.93,193.23,14.99,2411,Tarde
EN0003575,20250511,A010,EQ0038,L005,3396.56,412.26,7.58,872,Día
EN0003576,20250309,A005,EQ0034,L016,7503.38,1244.63,17.77,693,Tarde
EN0003577,20250101,A010,EQ0039,L005,1173.92,131.49,12.62,3758,Noche
EN0003578,20250216,A004,EQ0007,L009,2752.82,476.99,7.75,2760,Tarde
EN0003579,20250630,A017,EQ0005,L013,1958.44,266.4,4.43,593,Día
EN0003580,20250519,A017,EQ0008,L013,2306.53,300.26,7.55,724,Tarde
EN0003581,20250227,A013,EQ0026,L007,2561.18,398.33,22.17,335,Día
EN0003582,20250213,A004,EQ0057,L009,2103.88,361.92,4.85,657,Día
EN0003583,20250101,A004,EQ0057,L009,10406.29,1587.34,20.97,672,Noche
EN0003584,20250606,A004,EQ0006,L009,2094.41,260.59,8.32,4052,Tarde
EN0003585,20250625,A017,EQ0040,L013,4640.21,541.37,15.26,329,Día
EN0003586,20250110,A009,EQ0043,L006,8794.58,1170.87,19.63,1113,Noche
EN0003587,20250206,A010,EQ0028,L005,5482.72,608.83,14.17,239,Día
EN0003588,20250301,A004,EQ0060,L009,1491.79,258.73,6.04,381,Noche
EN0003589,20250408,A017,EQ0009,L013,3945.68,566.57,11.86,3594,Tarde
EN0003590,20250117,A009,EQ0043,L006,2406.79,285.22,7.86,381,Noche
EN0003591,20250117,A017,EQ0003,L013,5753.61,954.73,16.23,1156,Día
EN0003592,20250525,A017,EQ0017,L013,7524.28,852.14,14.91,1999,Tarde
EN0003593,20250227,A006,EQ0031,L016,1886.24,323.73,16.4,2687,Noche
EN0003594,20250421,A004,EQ0048,L009,7329.6,1049.84,16.64,3510,Noche
EN0003595,20250325,A004,EQ0051,L009,8700.22,1381.66,22.22,1176,Tarde
EN0003596,20250329,A017,EQ0041,L013,1413.39,194.27,14.23,2811,Tarde
EN0003597,20250406,A004,EQ0019,L009,3349.03,451.24,10.13,1269,Día
EN0003598,20250202,A004,EQ0059,L009,2645.48,238.75,7.37,1660,Noche
EN0003599,20250218,A017,EQ0005,L013,1153.53,108.0,7.02,4014,Noche
EN0003600,20250327,A012,EQ0035,L015,1214.43,156.93,8.49,3785,Noche
EN0003601,20250413,A010,EQ0039,L005,10438.37,1492.48,23.83,3321,Día
EN0003602,20250320,A006,EQ0031,L016,1424.22,240.89,4.87,607,Tarde
EN0003603,20250625,A004,EQ0048,L009,1443.68,166.86,14.26,2978,Tarde
EN0003604,20250410,A004,EQ0059,L009,10185.98,1562.63,22.27,633,Tarde
EN0003605,20250317,A008,EQ0033,L006,5737.28,695.48,21.07,1316,Tarde
EN0003606,20250308,A005,EQ0001,L016,12435.73,1740.2,23.0,275,Día
EN0003607,20250629,A010,EQ0032,L005,7070.95,1126.22,15.49,2076,Día
EN0003608,20250426,A017,EQ0023,L013,2194.67,272.4,21.07,3159,Día
EN0003609,20250503,A004,EQ0036,L009,3534.01,573.92,20.02,2354,Tarde
EN0003610,20250212,A004,EQ0051,L009,4471.24,777.34,12.71,2099,Día
EN0003611,20250113,A006,EQ0056,L016,3643.93,571.98,18.46,2823,Noche
EN0003612,20250624,A004,EQ0052,L009,7998.78,819.19,22.01,917,Tarde
EN0003613,20250416,A009,EQ0022,L006,875.17,151.52,8.32,4158,Día
EN0003614,20250313,A017,EQ0024,L013,1461.03,154.28,12.81,3237,Noche
EN0003615,20250119,A005,EQ0037,L016,3059.72,422.61,7.08,3981,Noche
EN0003616,20250405,A017,EQ0024,L013,10462.65,1253.79,22.59,1189,Tarde
EN0003617,20250616,A008,EQ0033,L006,4696.28,479.28,19.34,1585,Día
EN0003618,20250112,A004,EQ0048,L009,1934.64,294.0,4.79,1889,Tarde
EN0003619,20250217,A010,EQ0015,L005,5811.84,959.17,18.3,3484,Día
EN0003620,20250131,A010,EQ0032,L005,2253.07,230.34,5.49,3838,Noche
EN0003621,20250412,A004,EQ0018,L009,980.05,110.69,5.05,3785,Día
EN0003622,20250309,A004,EQ0057,L009,4061.62,374.09,21.92,2149,Noche
EN0003623,20250615,A013,EQ0050,L007,5137.5,605.54,13.77,2022,Noche
EN0003624,20250213,A006,EQ0056,L016,3069.51,505.92,14.22,2509,Día
EN0003625,20250209,A004,EQ0002,L009,4060.45,481.35,15.84,1831,Día
EN0003626,20250407,A006,EQ0031,L016,1059.85,134.3,7.74,2910,Día
EN0003627,20250103,A004,EQ0010,L009,7961.54,1255.53,19.33,3364,Día
EN0003628,20250302,A005,EQ0044,L016,3535.4,592.64,7.0,2937,Tarde
EN0003629,20250419,A010,EQ0038,L005,6729.08,758.21,14.29,2606,Tarde
EN0003630,20250521,A004,EQ0006,L009,4921.49,473.88,11.95,3384,Noche
EN0003631,20250403,A005,EQ0034,L016,1096.22,165.31,6.43,2828,Tarde
EN0003632,20250609,A017,EQ0040,L013,1693.33,239.24,13.85,2379,Noche
EN0003633,20250223,A017,EQ0055,L013,4188.35,510.51,18.37,1223,Noche
EN0003634,20250508,A012,EQ0035,L015,3518.46,489.97,9.31,779,Tarde
EN0003635,20250512,A005,EQ0037,L016,3906.73,412.99,9.32,182,Tarde
EN0003636,20250122,A005,EQ0013,L016,1832.43,200.2,20.15,1885,Tarde
EN0003637,20250318,A004,EQ0007,L009,1913.11,301.72,20.17,4160,Día
EN0003638,20250428,A004,EQ0007,L009,1887.6,231.87,7.31,1349,Día
EN0003639,20250617,A004,EQ0059,L009,5962.25,562.09,19.71,3192,Noche
EN0003640,20250212,A010,EQ0039,L005,1588.12,268.52,17.45,2911,Día
EN0003641,20250101,A010,EQ0038,L005,1564.96,159.53,8.71,3461,Tarde
EN0003642,20250124,A004,EQ0020,L009,700.59,113.24,5.86,2624,Tarde
EN0003643,20250430,A004,EQ0019,L009,631.76,98.22,5.37,1668,Noche
EN0003644,20250406,A005,EQ0037,L016,3147.18,442.54,6.22,3071,Día
EN0003645,20250424,A017,EQ0021,L013,4258.68,655.49,9.97,749,Noche
EN0003646,20250422,A008,EQ0042,L006,4526.49,492.31,22.31,2168,Día
EN0003647,20250116,A004,EQ0046,L009,1091.69,123.79,5.02,622,Noche
EN0003648,20250102,A010,EQ0039,L005,521.38,73.99,6.28,2034,Tarde
EN0003649,20250216,A008,EQ0033,L006,2777.69,439.84,13.41,2852,Tarde
EN0003650,20250528,A004,EQ0020,L009,2203.58,293.15,7.61,1300,Noche
EN0003651,20250512,A006,EQ0056,L016,9306.87,959.27,18.05,658,Día
EN0003652,20250217,A017,EQ0024,L013,3129.25,355.9,18.89,3969,Tarde
EN0003653,20250302,A004,EQ0010,L009,4373.17,687.13,12.25,2718,Noche
EN0003654,20250204,A010,EQ0039,L005,4914.45,797.92,10.45,1547,Día
EN0003655,20250330,A017,EQ0030,L013,1753.36,285.85,6.71,174,Tarde
EN0003656,20250213,A017,EQ0023,L013,6739.69,634.51,14.87,841,Día
EN0003657,20250418,A012,EQ0035,L015,4890.45,659.7,15.93,3901,Noche
EN0003658,20250130,A013,EQ0026,L007,5879.04,833.75,13.22,3920,Tarde
EN0003659,20250213,A010,EQ0039,L005,2969.42,404.83,7.14,3116,Noche
EN0003660,20250611,A017,EQ0014,L013,5611.94,991.66,16.66,1726,Tarde
EN0003661,20250104,A004,EQ0051,L009,2695.43,435.67,22.92,2018,Tarde
EN0003662,20250428,A008,EQ0033,L006,4117.08,502.0,8.1,2752,Tarde
EN0003663,20250624,A005,EQ0044,L016,5136.49,651.05,20.21,4128,Noche
EN0003664,20250622,A010,EQ0032,L005,3080.66,357.77,22.96,2484,Noche
EN0003665,20250226,A010,EQ0038,L005,1230.61,215.2,8.29,3080,Tarde
EN0003666,20250518,A017,EQ0027,L013,10237.0,1621.91,20.76,1814,Noche
EN0003667,20250629,A017,EQ0027,L013,1475.5,147.38,5.66,3427,Tarde
EN0003668,20250405,A005,EQ0034,L016,3036.93,352.66,8.29,3086,Día
EN0003669,20250326,A008,EQ0012,L006,6366.91,757.48,14.72,1269,Noche
EN0003670,20250516,A004,EQ0010,L009,4769.45,739.85,14.61,4042,Día
EN0003671,20250123,A010,EQ0038,L005,3707.7,453.85,8.89,3550,Tarde
EN0003672,20250304,A017,EQ0003,L013,10556.81,1627.47,22.02,3297,Noche
EN0003673,20250110,A004,EQ0052,L009,6340.48,1016.29,22.32,127,Noche
EN0003674,20250319,A004,EQ0018,L009,3071.22,399.55,11.88,1515,Tarde
EN0003675,20250430,A017,EQ0055,L013,8040.89,1209.21,23.16,2910,Día
EN0003676,20250607,A005,EQ0029,L016,6453.68,989.02,14.05,2453,Tarde
EN0003677,20250604,A004,EQ0052,L009,2628.87,237.54,13.71,1692,Noche
EN0003678,20250308,A017,EQ0040,L013,2246.08,245.7,4.57,3299,Tarde
EN0003679,20250506,A004,EQ0018,L009,5825.36,686.69,20.37,1458,Noche
EN0003680,20250420,A004,EQ0007,L009,3622.62,527.29,8.14,829,Noche
EN0003681,20250521,A004,EQ0046,L009,8093.2,1332.98,21.51,752,Día
EN0003682,20250419,A017,EQ0017,L013,2425.13,312.75,5.55,1059,Noche
EN0003683,20250513,A004,EQ0046,L009,3131.57,387.29,12.74,1735,Noche
EN0003684,20250408,A017,EQ0030,L013,2606.2,290.91,16.83,2457,Tarde
EN0003685,20250218,A004,EQ0006,L009,6694.43,784.11,13.68,2203,Día
EN0003686,20250130,A008,EQ0058,L006,4850.2,594.97,22.0,3742,Tarde
EN0003687,20250507,A008,EQ0058,L006,8585.15,1487.28,16.94,3214,Día
EN0003688,20250514,A017,EQ0024,L013,7745.06,1373.95,16.02,3332,Tarde
EN0003689,20250429,A012,EQ0045,L015,5100.67,629.53,12.84,2169,Noche
EN0003690,20250619,A004,EQ0060,L009,8263.05,1409.73,19.3,3545,Noche
EN0003691,20250508,A017,EQ0021,L013,1115.23,112.2,12.15,2150,Noche
EN0003692,20250122,A004,EQ0057,L009,4191.45,483.36,20.53,1108,Tarde
EN0003693,20250220,A004,EQ0011,L009,7689.48,1134.92,17.97,3274,Noche
EN0003694,20250407,A017,EQ0003,L013,6896.35,1141.66,20.87,372,Día
EN0003695,20250304,A004,EQ0057,L009,10412.27,1646.73,22.17,154,Tarde
EN0003696,20250408,A013,EQ0050,L007,7959.79,1015.65,22.09,1560,Tarde
EN0003697,20250213,A004,EQ0057,L009,4201.73,684.8,18.85,694,Tarde
EN0003698,20250410,A004,EQ0049,L009,4863.89,710.61,13.22,3567,Tarde
EN0003699,20250319,A017,EQ0021,L013,8416.43,1023.45,17.22,2070,Tarde
EN0003700,20250406,A010,EQ0039,L005,3703.76,354.57,8.49,3997,Noche
EN0003701,20250606,A012,EQ0035,L015,7622.89,756.37,19.66,2766,Noche
EN0003702,20250403,A017,EQ0024,L013,2556.79,386.74,17.47,2310,Tarde
EN0003703,20250314,A010,EQ0039,L005,3114.95,316.53,5.26,2722,Tarde
EN0003704,20250620,A010,EQ0032,L005,4115.35,565.35,9.79,1101,Tarde
EN0003705,20250613,A012,EQ0035,L015,11579.77,1499.65,22.49,2547,Tarde
EN0003706,20250307,A004,EQ0057,L009,5751.18,626.86,15.02,3898,Día
EN0003707,20250519,A004,EQ0019,L009,1787.32,275.45,6.41,2814,Día
EN0003708,20250421,A005,EQ0047,L016,4321.33,558.86,17.61,772,Noche
EN0003709,20250505,A004,EQ0057,L009,5662.28,663.87,11.33,3134,Tarde
EN0003710,20250101,A004,EQ0036,L009,1759.97,286.97,9.25,3797,Noche
EN0003711,20250517,A004,EQ0018,L009,1209.35,118.33,8.72,4086,Tarde
EN0003712,20250525,A004,EQ0006,L009,721.41,89.54,4.71,1164,Día
EN0003713,20250514,A017,EQ0024,L013,3402.38,414.46,16.69,2899,Tarde
EN0003714,20250516,A017,EQ0030,L013,7754.5,807.5,20.98,2825,Día
EN0003715,20250115,A013,EQ0050,L007,8356.08,1451.21,17.49,931,Tarde
EN0003716,20250403,A013,EQ0026,L007,3002.61,515.36,9.57,175,Día
EN0003717,20250102,A010,EQ0032,L005,2051.17,350.99,10.95,1305,Noche
EN0003718,20250212,A017,EQ0003,L013,4234.92,663.0,9.23,1504,Tarde
EN0003719,20250626,A004,EQ0036,L009,2218.41,374.38,14.86,2626,Tarde
EN0003720,20250119,A004,EQ0049,L009,5643.64,830.55,14.54,2720,Día
EN0003721,20250218,A012,EQ0045,L015,3116.07,459.9,16.43,3945,Tarde
EN0003722,20250521,A005,EQ0034,L016,1484.75,242.81,6.03,2136,Tarde
EN0003723,20250304,A005,EQ0044,L016,14374.76,2505.39,17.98,2177,Noche
EN0003724,20250317,A012,EQ0035,L015,9033.53,1241.91,17.41,534,Tarde
EN0003725,20250209,A004,EQ0011,L009,1337.94,124.85,14.03,3111,Tarde
EN0003726,20250105,A010,EQ0032,L005,2102.91,315.39,4.06,2460,Tarde
EN0003727,20250131,A012,EQ0045,L015,5685.59,801.65,12.58,1574,Tarde
EN0003728,20250108,A010,EQ0025,L005,7231.15,766.29,23.5,1979,Noche
EN0003729,20250330,A004,EQ0007,L009,3040.76,312.05,14.65,3613,Noche
EN0003730,20250611,A010,EQ0039,L005,2854.75,365.14,5.89,2251,Tarde
EN0003731,20250611,A010,EQ0015,L005,1936.51,290.38,6.44,2847,Tarde
EN0003732,20250422,A017,EQ0040,L013,1305.09,189.55,4.3,3577,Noche
EN0003733,20250318,A004,EQ0010,L009,8802.19,1483.04,20.73,2752,Noche
EN0003734,20250217,A004,EQ0053,L009,3886.15,637.76,9.71,2323,Noche
EN0003735,20250206,A008,EQ0033,L006,2046.28,367.63,10.83,2300,Día
EN0003736,20250315,A017,EQ0017,L013,8683.27,852.4,21.66,3520,Día
EN0003737,20250518,A010,EQ0015,L005,5307.01,595.68,10.67,3805,Día
EN0003738,20250307,A006,EQ0031,L016,2592.71,367.84,13.94,1738,Tarde
EN0003739,20250428,A004,EQ0051,L009,6100.61,959.5,16.98,818,Tarde
EN0003740,20250207,A005,EQ0037,L016,768.73,83.89,8.84,2801,Noche
EN0003741,20250210,A010,EQ0025,L005,1508.18,243.36,5.1,595,Noche
EN0003742,20250423,A017,EQ0017,L013,7420.61,1086.92,23.74,2512,Tarde
EN0003743,20250111,A006,EQ0056,L016,6610.74,595.75,20.43,3919,Noche
EN0003744,20250115,A009,EQ0043,L006,3447.49,508.58,8.07,570,Día
EN0003745,20250310,A012,EQ0045,L015,1290.43,118.61,7.63,119,Tarde
EN0003746,20250403,A004,EQ0048,L009,9854.09,1218.7,22.79,1158,Noche
EN0003747,20250416,A005,EQ0013,L016,2623.62,287.71,23.35,4084,Día
EN0003748,20250108,A010,EQ0025,L005,8371.77,999.48,17.66,3193,Noche
EN0003749,20250103,A017,EQ0021,L013,11106.67,1654.35,22.72,2460,Noche
EN0003750,20250512,A010,EQ0038,L005,1860.93,180.71,8.53,3078,Día
EN0003751,20250220,A004,EQ0053,L009,2803.02,385.55,20.4,2402,Noche
EN0003752,20250426,A004,EQ0054,L009,3133.65,367.45,6.08,3582,Tarde
EN0003753,20250314,A004,EQ0007,L009,1908.7,327.55,4.18,442,Tarde
EN0003754,20250424,A012,EQ0045,L015,11146.92,1723.06,23.06,1245,Noche
EN0003755,20250618,A010,EQ0039,L005,3865.59,629.92,7.58,3146,Día
EN0003756,20250321,A012,EQ0035,L015,6078.04,823.91,12.84,216,Día
EN0003757,20250212,A010,EQ0028,L005,5611.53,729.97,13.9,3697,Día
EN0003758,20250326,A017,EQ0055,L013,5651.49,998.03,19.08,1467,Tarde
EN0003759,20250404,A006,EQ0056,L016,1231.77,111.41,7.23,727,Tarde
EN0003760,20250416,A017,EQ0030,L013,6190.58,827.87,12.29,1934,Noche
EN0003761,20250325,A009,EQ0043,L006,3904.56,659.85,23.01,3075,Tarde
EN0003762,20250415,A017,EQ0009,L013,12122.0,1715.67,23.71,234,Tarde
EN0003763,20250201,A004,EQ0051,L009,5495.02,803.72,18.24,3046,Noche
EN0003764,20250405,A012,EQ0045,L015,7865.16,1132.34,17.09,4126,Día
EN0003765,20250404,A008,EQ0058,L006,4648.38,774.44,9.47,1827,Día
EN0003766,20250220,A008,EQ0012,L006,4684.19,597.38,21.77,2308,Día
EN0003767,20250526,A005,EQ0044,L016,3948.8,446.0,16.9,3992,Día
EN0003768,20250208,A017,EQ0021,L013,2268.24,346.88,16.47,2911,Día
EN0003769,20250430,A004,EQ0006,L009,2452.38,435.96,11.54,2214,Día
EN0003770,20250205,A005,EQ0001,L016,5192.99,500.33,14.21,2502,Tarde
EN0003771,20250324,A017,EQ0003,L013,4877.46,473.0,16.7,2852,Noche
EN0003772,20250310,A017,EQ0041,L013,1118.2,135.15,6.09,2480,Noche
EN0003773,20250313,A004,EQ0060,L009,2393.94,224.57,6.56,4133,Día
EN0003774,20250317,A008,EQ0012,L006,1621.59,223.97,4.98,3899,Tarde
EN0003775,20250120,A004,EQ0018,L009,1586.22,155.03,14.28,1328,Noche
EN0003776,20250526,A004,EQ0046,L009,1198.98,118.66,4.68,3050,Día
EN0003777,20250520,A010,EQ0028,L005,3772.24,466.38,15.88,2182,Tarde
EN0003778,20250110,A004,EQ0052,L009,3281.33,312.91,13.19,1187,Día
EN0003779,20250526,A004,EQ0054,L009,7292.67,677.3,14.73,2425,Tarde
EN0003780,20250508,A010,EQ0039,L005,3527.21,339.64,9.29,2396,Tarde
EN0003781,20250103,A008,EQ0042,L006,3091.22,417.51,16.54,3944,Tarde
EN0003782,20250401,A008,EQ0042,L006,4657.06,554.49,12.64,2736,Día
EN0003783,20250605,A013,EQ0026,L007,3838.49,664.1,23.49,279,Noche
EN0003784,20250511,A005,EQ0016,L016,6566.95,1063.79,18.84,4035,Noche
EN0003785,20250405,A005,EQ0016,L016,8366.75,893.45,23.58,1801,Día
EN0003786,20250212,A004,EQ0049,L009,880.85,157.3,6.35,2111,Día
EN0003787,20250609,A004,EQ0053,L009,9328.01,1150.1,18.16,531,Tarde
EN0003788,20250530,A017,EQ0024,L013,2295.91,270.77,21.19,1364,Tarde
EN0003789,20250210,A009,EQ0022,L006,2846.56,366.68,16.42,3194,Día
EN0003790,20250611,A004,EQ0020,L009,633.47,90.2,6.4,357,Noche
EN0003791,20250223,A005,EQ0016,L016,3420.99,434.61,7.35,406,Tarde
EN0003792,20250214,A017,EQ0014,L013,4419.95,722.17,9.22,2458,Tarde
EN0003793,20250407,A017,EQ0017,L013,6717.22,1037.4,20.46,2723,Tarde
EN0003794,20250314,A005,EQ0001,L016,6859.51,883.63,10.14,1148,Día
EN0003795,20250602,A004,EQ0060,L009,3827.26,389.88,15.85,728,Día
EN0003796,20250419,A004,EQ0053,L009,2614.14,460.84,11.09,2420,Noche
EN0003797,20250513,A005,EQ0044,L016,4248.09,699.45,11.12,4030,Noche
EN0003798,20250219,A010,EQ0028,L005,2054.72,202.74,18.86,957,Día
EN0003799,20250424,A004,EQ0002,L009,2094.89,205.37,15.84,476,Noche
EN0003800,20250623,A004,EQ0019,L009,1420.81,205.66,8.14,144,Noche
EN0003801,20250130,A006,EQ0031,L016,4115.3,450.53,9.62,2730,Tarde
EN0003802,20250401,A006,EQ0056,L016,5468.22,753.51,14.92,3896,Día
EN0003803,20250221,A008,EQ0042,L006,5658.26,1005.06,21.51,2078,Noche
EN0003804,20250413,A010,EQ0025,L005,1643.49,247.35,7.13,1062,Noche
EN0003805,20250329,A010,EQ0032,L005,12664.93,1442.74,21.73,2078,Tarde
EN0003806,20250507,A017,EQ0055,L013,6404.01,1133.19,20.32,1215,Noche
EN0003807,20250629,A017,EQ0005,L013,3864.66,687.66,15.4,1006,Día
EN0003808,20250120,A009,EQ0043,L006,907.29,89.71,4.96,2858,Noche
EN0003809,20250113,A004,EQ0010,L009,3864.01,549.67,13.43,1005,Tarde
EN0003810,20250526,A009,EQ0022,L006,816.68,141.92,7.48,2026,Día
EN0003811,20250427,A012,EQ0045,L015,4831.76,842.78,15.32,773,Noche
EN0003812,20250126,A005,EQ0016,L016,2916.95,481.24,13.52,128,Noche
EN0003813,20250113,A004,EQ0010,L009,4721.74,455.54,22.02,3617,Tarde
EN0003814,20250111,A004,EQ0011,L009,3564.86,609.03,8.02,3464,Tarde
EN0003815,20250315,A017,EQ0005,L013,9290.32,851.14,22.84,1792,Tarde
EN0003816,20250316,A004,EQ0054,L009,6454.88,1064.78,20.97,3503,Tarde
EN0003817,20250422,A005,EQ0029,L016,6400.57,1126.0,15.38,911,Noche
EN0003818,20250222,A004,EQ0060,L009,1269.66,221.58,4.74,1600,Noche
EN0003819,20250421,A004,EQ0060,L009,5794.69,876.08,16.07,1122,Noche
EN0003820,20250528,A006,EQ0056,L016,1516.75,203.97,5.78,2384,Tarde
EN0003821,20250311,A005,EQ0034,L016,7866.6,1167.61,8.67,2735,Tarde
EN0003822,20250217,A017,EQ0055,L013,1667.81,196.25,19.3,1626,Tarde
EN0003823,20250427,A017,EQ0014,L013,1898.96,271.65,9.2,2113,Día
EN0003824,20250306,A005,EQ0029,L016,17336.99,2857.79,18.84,720,Tarde
EN0003825,20250519,A010,EQ0025,L005,1281.31,163.28,4.11,3313,Noche
EN0003826,20250101,A004,EQ0011,L009,3259.96,507.89,11.67,3595,Noche
EN0003827,20250621,A004,EQ0004,L009,3438.58,331.43,9.79,353,Tarde
EN0003828,20250302,A005,EQ0001,L016,15665.79,1611.95,21.5,1049,Día
EN0003829,20250321,A004,EQ0054,L009,1643.19,226.15,7.12,1824,Noche
EN0003830,20250504,A004,EQ0019,L009,3857.82,642.06,8.24,1203,Día
EN0003831,20250421,A005,EQ0047,L016,2492.71,307.31,17.85,2027,Noche
EN0003832,20250113,A006,EQ0031,L016,5738.7,805.12,15.55,3046,Día
EN0003833,20250509,A017,EQ0014,L013,8453.13,1428.73,22.17,2797,Día
EN0003834,20250607,A008,EQ0012,L006,5887.57,874.44,12.44,916,Día
EN0003835,20250526,A004,EQ0006,L009,3560.78,373.65,9.68,513,Noche
EN0003836,20250522,A004,EQ0011,L009,1049.64,160.32,5.07,1358,Noche
EN0003837,20250413,A006,EQ0031,L016,6103.9,599.54,17.76,3195,Noche
EN0003838,20250204,A013,EQ0050,L007,5976.93,905.73,20.37,986,Noche
EN0003839,20250524,A017,EQ0008,L013,2060.15,349.91,10.41,2421,Noche
EN0003840,20250228,A017,EQ0027,L013,4492.39,711.83,15.88,1234,Tarde
EN0003841,20250418,A004,EQ0007,L009,1985.08,300.35,10.96,3037,Tarde
EN0003842,20250619,A010,EQ0015,L005,2521.51,260.39,9.74,345,Noche
EN0003843,20250530,A010,EQ0038,L005,1662.13,225.7,6.61,1058,Noche
EN0003844,20250315,A013,EQ0050,L007,1002.47,107.59,4.95,1311,Noche
EN0003845,20250321,A017,EQ0024,L013,2382.47,318.03,10.96,596,Noche
EN0003846,20250308,A004,EQ0019,L009,8474.74,867.27,18.49,2623,Noche
EN0003847,20250614,A004,EQ0004,L009,9773.77,1267.46,18.98,2318,Noche
EN0003848,20250610,A017,EQ0014,L013,5083.44,546.78,12.96,524,Noche
EN0003849,20250123,A017,EQ0030,L013,3159.92,328.61,17.86,2781,Noche
EN0003850,20250123,A004,EQ0002,L009,2233.98,384.07,11.39,3859,Noche
EN0003851,20250212,A004,EQ0060,L009,4232.53,580.94,14.23,3381,Tarde
EN0003852,20250513,A009,EQ0043,L006,8027.58,1223.04,20.29,1331,Día
EN0003853,20250613,A004,EQ0053,L009,2784.33,307.94,8.11,4006,Día
EN0003854,20250127,A008,EQ0058,L006,5061.16,692.7,10.68,3776,Tarde
EN0003855,20250509,A004,EQ0052,L009,1785.28,242.21,5.62,2171,Día
EN0003856,20250227,A008,EQ0058,L006,3319.45,478.56,10.02,562,Tarde
EN0003857,20250622,A005,EQ0037,L016,5743.26,533.84,11.09,3784,Día
EN0003858,20250305,A005,EQ0016,L016,8488.04,1102.01,20.28,2299,Tarde
EN0003859,20250602,A004,EQ0049,L009,3479.67,366.19,13.44,3218,Día
EN0003860,20250319,A017,EQ0009,L013,1191.79,165.89,4.35,1888,Noche
EN0003861,20250104,A009,EQ0043,L006,5633.11,801.6,11.7,821,Noche
EN0003862,20250419,A012,EQ0035,L015,4077.4,593.71,10.92,1972,Tarde
EN0003863,20250325,A004,EQ0057,L009,7778.78,1125.5,18.73,2019,Tarde
EN0003864,20250326,A004,EQ0010,L009,1466.46,234.69,6.5,499,Día
EN0003865,20250403,A017,EQ0003,L013,2356.67,388.28,8.31,1044,Día
EN0003866,20250626,A012,EQ0045,L015,3065.67,301.87,20.62,3545,Tarde
EN0003867,20250313,A004,EQ0054,L009,1943.31,329.84,7.62,2127,Tarde
EN0003868,20250119,A004,EQ0036,L009,1088.26,147.72,7.78,3927,Día
EN0003869,20250330,A017,EQ0008,L013,4488.3,653.49,13.63,1017,Tarde
EN0003870,20250201,A010,EQ0028,L005,4542.93,486.01,13.24,3535,Noche
EN0003871,20250326,A004,EQ0020,L009,1634.66,224.9,18.82,836,Tarde
EN0003872,20250210,A004,EQ0018,L009,2266.64,343.77,17.9,458,Tarde
EN0003873,20250525,A005,EQ0037,L016,8956.4,1041.56,18.34,939,Noche
EN0003874,20250330,A004,EQ0002,L009,3277.73,560.29,16.42,1871,Día
