IncidentID,DateKey,AreaID,EquipmentID,LocationID,Severity,IncidentType,CorrectiveActionStatus,DaysOpen,LostTimeFlag,RiskCategory
IN00284,20250113,A013,EQ0050,L007,Alta,Bloqueo y etiquetado,Cerrada,0,False,Calidad
IN00285,20250505,A004,EQ0020,L009,Baja,Bloqueo y etiquetado,Cerrada,0,False,Calidad
IN00286,20250214,A010,EQ0015,L005,Alta,Bloqueo y etiquetado,Cerrada,0,False,Geotecnia
IN00287,20250130,A010,EQ0028,L005,Media,Acto subestándar,Vencida,111,False,Geotecnia
IN00288,20250302,A005,EQ0001,L016,Baja,Falla de control crítico,Cerrada,0,False,Calidad
IN00289,20250221,A013,EQ0026,L007,Baja,Evento en taller,Cerrada,0,False,Seguridad
IN00290,20250219,A004,EQ0020,L009,Media,Exposición a energía,Cerrada,0,False,Geotecnia
IN00291,20250628,A010,EQ0025,L005,Alta,Bloqueo y etiquetado,Abierta,59,False,Geotecnia
IN00292,20250325,A008,EQ0042,L006,Media,Riesgo geotécnico,Cerrada,0,False,Operación
IN00293,20250514,A013,EQ0026,L007,Baja,Condición subestándar,En Proceso,114,False,Calidad
IN00294,20250326,A005,EQ0001,L016,Baja,Derrame menor,Cerrada,0,False,Operación
IN00295,20250429,A004,EQ0049,L009,Baja,Evento en taller,Vencida,71,False,Geotecnia
IN00296,20250109,A008,EQ0042,L006,Alta,Bloqueo y etiquetado,Cerrada,0,True,Geotecnia
IN00297,20250113,A008,EQ0042,L006,Baja,Incidente de tránsito mina,En Proceso,102,False,Calidad
IN00298,20250219,A004,EQ0053,L009,Media,Incidente de tránsito mina,Abierta,74,False,Seguridad
IN00299,20250331,A004,EQ0010,L009,Baja,Evento en taller,En Proceso,25,False,Geotecnia
IN00300,20250512,A017,EQ0009,L013,Media,Evento en taller,Cerrada,0,False,Geotecnia
IN00301,20250106,A004,EQ0046,L009,Media,Falla de control crítico,Cerrada,0,False,Seguridad
IN00302,20250302,A005,EQ0047,L016,Baja,Incidente de tránsito mina,Cerrada,0,False,Calidad
IN00303,20250625,A017,EQ0005,L013,Alta,Evento en taller,Cerrada,0,False,Seguridad
IN00304,20250425,A017,EQ0021,L013,Alta,Condición subestándar,Cerrada,0,False,Operación
IN00305,20250107,A004,EQ0046,L009,Baja,Evento en correa,En Proceso,10,False,Calidad
IN00306,20250520,A017,EQ0055,L013,Alta,Evento HSE,Abierta,41,False,Geotecnia
IN00307,20250612,A004,EQ0006,L009,Baja,Condición subestándar,Cerrada,0,False,Geotecnia
IN00308,20250407,A017,EQ0014,L013,Alta,Evento en correa,Cerrada,0,False,Ambiente
IN00309,20250608,A010,EQ0025,L005,Media,Incidente operacional,Cerrada,0,False,Operación
IN00310,20250607,A017,EQ0014,L013,Media,Riesgo geotécnico,En Proceso,100,False,Operación
IN00311,20250204,A005,EQ0016,L016,Baja,Exposición a energía,Cerrada,0,False,Ambiente
IN00312,20250606,A005,EQ0013,L016,Media,Condición subestándar,Abierta,29,False,Calidad
IN00313,20250530,A017,EQ0023,L013,Baja,Bloqueo y etiquetado,Cerrada,0,False,Geotecnia
IN00314,20250622,A004,EQ0018,L009,Baja,Falla de control crítico,En Proceso,93,False,Geotecnia
IN00315,20250307,A004,EQ0046,L009,Media,Evento en correa,Cerrada,0,True,Ambiente
IN00316,20250624,A017,EQ0024,L013,Media,Riesgo geotécnico,Cerrada,0,False,Operación
IN00317,20250409,A013,EQ0050,L007,Alta,Falla de control crítico,En Proceso,85,False,Geotecnia
IN00318,20250313,A010,EQ0038,L005,Baja,Acto subestándar,En Proceso,68,True,Seguridad
IN00319,20250410,A017,EQ0030,L013,Alta,Condición subestándar,Cerrada,0,True,Geotecnia
IN00320,20250508,A004,EQ0019,L009,Media,Acto subestándar,Cerrada,0,False,Seguridad
IN00321,20250512,A004,EQ0059,L009,Alta,Bloqueo y etiquetado,Cerrada,0,False,Calidad
IN00322,20250514,A005,EQ0001,L016,Media,Falla de control crítico,Cerrada,0,False,Operación
IN00323,20250124,A004,EQ0010,L009,Media,Incidente operacional,Cerrada,0,False,Ambiente
IN00324,20250222,A005,EQ0001,L016,Alta,Evento HSE,Abierta,64,False,Operación
IN00325,20250607,A017,EQ0009,L013,Alta,Evento HSE,En Proceso,18,False,Seguridad
IN00326,20250417,A017,EQ0014,L013,Media,Casi accidente,Cerrada,0,False,Operación
IN00327,20250310,A010,EQ0039,L005,Baja,Condición subestándar,Vencida,93,False,Ambiente
IN00328,20250411,A004,EQ0004,L009,Baja,Derrame menor,En Proceso,34,False,Geotecnia
IN00329,20250501,A010,EQ0032,L005,Baja,Evento en taller,Abierta,55,False,Seguridad
IN00330,20250110,A013,EQ0050,L007,Baja,Riesgo geotécnico,Cerrada,0,False,Operación
IN00331,20250321,A004,EQ0060,L009,Baja,Casi accidente,Cerrada,0,False,Calidad
IN00332,20250112,A004,EQ0002,L009,Media,Evento HSE,Cerrada,0,False,Geotecnia
IN00333,20250131,A010,EQ0015,L005,Alta,Acto subestándar,Abierta,55,False,Geotecnia
IN00334,20250509,A017,EQ0014,L013,Baja,Falla de control crítico,Cerrada,0,False,Calidad
IN00335,20250609,A004,EQ0019,L009,Media,Evento HSE,Vencida,113,True,Calidad
IN00336,20250511,A012,EQ0045,L015,Baja,Casi accidente,Cerrada,0,False,Operación
IN00337,20250520,A017,EQ0027,L013,Media,Acto subestándar,En Proceso,77,False,Geotecnia
IN00338,20250121,A004,EQ0011,L009,Crítica,Derrame menor,Cerrada,0,False,Calidad
IN00339,20250222,A013,EQ0026,L007,Baja,Evento en taller,Abierta,81,False,Seguridad
IN00340,20250302,A004,EQ0036,L009,Media,Evento en correa,En Proceso,14,False,Calidad
IN00341,20250615,A008,EQ0042,L006,Media,Derrame menor,Cerrada,0,False,Operación
IN00342,20250320,A008,EQ0042,L006,Baja,Condición subestándar,Cerrada,0,False,Calidad
IN00343,20250509,A006,EQ0031,L016,Baja,Evento en taller,Cerrada,0,True,Seguridad
IN00344,20250309,A005,EQ0034,L016,Media,Evento en correa,Cerrada,0,False,Operación
IN00345,20250330,A017,EQ0008,L013,Baja,Acto subestándar,Cerrada,0,True,Seguridad
IN00346,20250222,A017,EQ0003,L013,Media,Evento en taller,Cerrada,0,False,Geotecnia
IN00347,20250401,A017,EQ0055,L013,Media,Falla de control crítico,Abierta,65,False,Operación
IN00348,20250101,A004,EQ0010,L009,Baja,Condición subestándar,En Proceso,33,False,Calidad
IN00349,20250528,A017,EQ0014,L013,Alta,Acto subestándar,Cerrada,0,False,Ambiente
IN00350,20250428,A010,EQ0039,L005,Alta,Casi accidente,Cerrada,0,False,Seguridad
IN00351,20250604,A012,EQ0045,L015,Baja,Condición subestándar,En Proceso,39,False,Geotecnia
IN00352,20250507,A013,EQ0026,L007,Alta,Casi accidente,Abierta,66,False,Geotecnia
IN00353,20250418,A004,EQ0006,L009,Media,Evento HSE,Vencida,42,False,Calidad
IN00354,20250109,A004,EQ0054,L009,Baja,Falla de control crítico,Abierta,14,False,Ambiente
IN00355,20250620,A004,EQ0046,L009,Media,Casi accidente,Cerrada,0,False,Operación
IN00356,20250517,A010,EQ0038,L005,Media,Condición subestándar,En Proceso,104,False,Ambiente
IN00357,20250603,A013,EQ0050,L007,Media,Bloqueo y etiquetado,Cerrada,0,False,Seguridad
IN00358,20250609,A017,EQ0024,L013,Media,Acto subestándar,En Proceso,111,False,Calidad
IN00359,20250602,A005,EQ0044,L016,Media,Bloqueo y etiquetado,Abierta,103,False,Ambiente
IN00360,20250428,A004,EQ0059,L009,Media,Derrame menor,Cerrada,0,False,Operación
IN00361,20250505,A010,EQ0025,L005,Alta,Bloqueo y etiquetado,Vencida,93,False,Operación
IN00362,20250309,A005,EQ0047,L016,Baja,Incidente operacional,Cerrada,0,True,Ambiente
IN00363,20250318,A005,EQ0016,L016,Media,Casi accidente,En Proceso,17,False,Geotecnia
IN00364,20250608,A005,EQ0044,L016,Baja,Riesgo geotécnico,Abierta,16,False,Geotecnia
IN00365,20250309,A008,EQ0012,L006,Baja,Exposición a energía,Cerrada,0,True,Calidad
IN00366,20250422,A005,EQ0037,L016,Media,Bloqueo y etiquetado,Cerrada,0,False,Geotecnia
IN00367,20250329,A009,EQ0043,L006,Media,Riesgo geotécnico,En Proceso,28,False,Calidad
IN00368,20250429,A005,EQ0047,L016,Baja,Evento en correa,Cerrada,0,False,Calidad
IN00369,20250507,A004,EQ0051,L009,Baja,Evento en correa,Cerrada,0,False,Calidad
IN00370,20250131,A006,EQ0056,L016,Baja,Derrame menor,Cerrada,0,False,Geotecnia
IN00371,20250420,A006,EQ0031,L016,Alta,Condición subestándar,Abierta,42,False,Geotecnia
IN00372,20250413,A004,EQ0052,L009,Alta,Casi accidente,Cerrada,0,False,Geotecnia
IN00373,20250223,A006,EQ0056,L016,Media,Evento en correa,En Proceso,98,False,Calidad
IN00374,20250222,A017,EQ0055,L013,Media,Evento en taller,Vencida,97,False,Geotecnia
IN00375,20250529,A017,EQ0014,L013,Baja,Exposición a energía,Cerrada,0,False,Geotecnia
IN00376,20250530,A009,EQ0022,L006,Media,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00377,20250414,A009,EQ0043,L006,Baja,Casi accidente,Cerrada,0,True,Calidad
IN00378,20250315,A004,EQ0004,L009,Baja,Casi accidente,En Proceso,81,False,Operación
IN00379,20250408,A010,EQ0038,L005,Media,Condición subestándar,Abierta,89,False,Geotecnia
IN00380,20250417,A017,EQ0024,L013,Media,Derrame menor,Cerrada,0,False,Seguridad
IN00381,20250524,A005,EQ0044,L016,Alta,Condición subestándar,Abierta,17,False,Seguridad
IN00382,20250306,A004,EQ0053,L009,Baja,Evento HSE,Cerrada,0,False,Operación
IN00383,20250619,A017,EQ0055,L013,Baja,Falla de control crítico,Abierta,112,False,Geotecnia
IN00384,20250112,A004,EQ0020,L009,Media,Evento HSE,En Proceso,68,False,Operación
IN00385,20250614,A017,EQ0041,L013,Crítica,Derrame menor,Cerrada,0,False,Geotecnia
IN00386,20250110,A017,EQ0005,L013,Alta,Casi accidente,Cerrada,0,False,Calidad
IN00387,20250518,A004,EQ0049,L009,Baja,Exposición a energía,Cerrada,0,False,Seguridad
IN00388,20250522,A004,EQ0010,L009,Media,Acto subestándar,Abierta,59,False,Geotecnia
IN00389,20250418,A005,EQ0037,L016,Media,Derrame menor,Cerrada,0,False,Calidad
IN00390,20250309,A009,EQ0022,L006,Alta,Casi accidente,Cerrada,0,False,Operación
IN00391,20250120,A004,EQ0010,L009,Baja,Evento en taller,En Proceso,49,False,Ambiente
IN00392,20250514,A005,EQ0034,L016,Media,Riesgo geotécnico,Abierta,21,False,Ambiente
IN00393,20250126,A008,EQ0042,L006,Media,Falla de control crítico,Vencida,68,False,Seguridad
IN00394,20250609,A004,EQ0051,L009,Baja,Casi accidente,Vencida,101,False,Ambiente
IN00395,20250408,A017,EQ0008,L013,Media,Falla de control crítico,En Proceso,112,False,Operación
IN00396,20250418,A009,EQ0043,L006,Media,Casi accidente,En Proceso,96,False,Calidad
IN00397,20250417,A008,EQ0012,L006,Media,Incidente de tránsito mina,Cerrada,0,False,Seguridad
IN00398,20250106,A004,EQ0011,L009,Baja,Acto subestándar,Cerrada,0,False,Operación
IN00399,20250625,A010,EQ0025,L005,Alta,Derrame menor,Vencida,30,False,Calidad
IN00400,20250628,A006,EQ0056,L016,Baja,Evento en taller,Abierta,95,True,Ambiente
IN00401,20250110,A004,EQ0019,L009,Media,Condición subestándar,Cerrada,0,False,Ambiente
IN00402,20250403,A004,EQ0053,L009,Baja,Falla de control crítico,Cerrada,0,True,Calidad
IN00403,20250101,A005,EQ0001,L016,Alta,Evento HSE,Cerrada,0,False,Operación
IN00404,20250404,A017,EQ0005,L013,Alta,Acto subestándar,Abierta,113,True,Calidad
IN00405,20250102,A017,EQ0017,L013,Baja,Evento HSE,En Proceso,41,False,Seguridad
IN00406,20250207,A010,EQ0039,L005,Crítica,Evento HSE,Abierta,70,False,Ambiente
IN00407,20250220,A017,EQ0023,L013,Baja,Exposición a energía,En Proceso,97,False,Ambiente
IN00408,20250512,A017,EQ0014,L013,Media,Derrame menor,Cerrada,0,False,Operación
IN00409,20250124,A004,EQ0046,L009,Media,Acto subestándar,Cerrada,0,False,Geotecnia
IN00410,20250610,A017,EQ0023,L013,Media,Riesgo geotécnico,Cerrada,0,False,Geotecnia
IN00411,20250124,A017,EQ0024,L013,Media,Condición subestándar,Abierta,117,False,Ambiente
IN00412,20250528,A017,EQ0040,L013,Media,Evento HSE,Abierta,80,False,Operación
IN00413,20250419,A004,EQ0007,L009,Media,Derrame menor,Cerrada,0,False,Calidad
IN00414,20250611,A013,EQ0026,L007,Media,Derrame menor,Cerrada,0,False,Operación
IN00415,20250401,A005,EQ0037,L016,Media,Derrame menor,Vencida,39,False,Seguridad
IN00416,20250408,A012,EQ0035,L015,Baja,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00417,20250522,A005,EQ0047,L016,Media,Acto subestándar,Cerrada,0,False,Operación
IN00418,20250319,A004,EQ0019,L009,Baja,Incidente operacional,En Proceso,84,True,Geotecnia
IN00419,20250323,A008,EQ0033,L006,Alta,Acto subestándar,Cerrada,0,False,Seguridad
IN00420,20250613,A010,EQ0039,L005,Media,Riesgo geotécnico,Abierta,54,False,Operación
IN00421,20250111,A017,EQ0014,L013,Baja,Bloqueo y etiquetado,En Proceso,35,False,Calidad
IN00422,20250213,A004,EQ0006,L009,Baja,Evento en taller,Cerrada,0,True,Operación
IN00423,20250609,A005,EQ0034,L016,Alta,Incidente operacional,Cerrada,0,False,Ambiente
IN00424,20250606,A005,EQ0047,L016,Media,Evento HSE,Cerrada,0,False,Seguridad
IN00425,20250524,A017,EQ0024,L013,Media,Incidente operacional,Cerrada,0,False,Seguridad
IN00426,20250515,A004,EQ0006,L009,Baja,Falla de control crítico,En Proceso,74,True,Calidad
IN00427,20250318,A005,EQ0029,L016,Baja,Derrame menor,Cerrada,0,False,Operación
IN00428,20250602,A004,EQ0002,L009,Baja,Derrame menor,Cerrada,0,False,Geotecnia
IN00429,20250107,A005,EQ0029,L016,Media,Exposición a energía,Cerrada,0,False,Geotecnia
IN00430,20250202,A017,EQ0005,L013,Media,Bloqueo y etiquetado,Cerrada,0,True,Ambiente
IN00431,20250531,A005,EQ0029,L016,Baja,Evento HSE,Cerrada,0,False,Ambiente
IN00432,20250212,A017,EQ0024,L013,Baja,Acto subestándar,En Proceso,56,False,Operación
IN00433,20250203,A017,EQ0023,L013,Alta,Exposición a energía,Cerrada,0,False,Ambiente
IN00434,20250412,A013,EQ0050,L007,Crítica,Bloqueo y etiquetado,Vencida,50,False,Geotecnia
IN00435,20250412,A006,EQ0031,L016,Media,Acto subestándar,Cerrada,0,False,Operación
IN00436,20250403,A017,EQ0040,L013,Crítica,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00437,20250106,A004,EQ0057,L009,Baja,Falla de control crítico,Cerrada,0,False,Geotecnia
IN00438,20250209,A008,EQ0058,L006,Media,Derrame menor,Cerrada,0,False,Geotecnia
IN00439,20250220,A017,EQ0021,L013,Baja,Falla de control crítico,En Proceso,34,False,Calidad
IN00440,20250611,A005,EQ0044,L016,Alta,Derrame menor,Cerrada,0,False,Operación
IN00441,20250508,A010,EQ0039,L005,Media,Casi accidente,En Proceso,40,False,Operación
IN00442,20250513,A005,EQ0013,L016,Media,Incidente de tránsito mina,Cerrada,0,False,Seguridad
IN00443,20250102,A017,EQ0055,L013,Baja,Acto subestándar,En Proceso,119,False,Seguridad
IN00444,20250628,A017,EQ0014,L013,Baja,Bloqueo y etiquetado,Cerrada,0,False,Geotecnia
IN00445,20250309,A006,EQ0031,L016,Baja,Evento en taller,Cerrada,0,False,Calidad
IN00446,20250621,A012,EQ0045,L015,Media,Derrame menor,Cerrada,0,False,Geotecnia
IN00447,20250127,A004,EQ0051,L009,Media,Condición subestándar,Cerrada,0,False,Seguridad
IN00448,20250430,A004,EQ0019,L009,Alta,Derrame menor,Cerrada,0,False,Seguridad
IN00449,20250203,A006,EQ0031,L016,Crítica,Riesgo geotécnico,Cerrada,0,False,Ambiente
IN00450,20250301,A004,EQ0036,L009,Media,Bloqueo y etiquetado,Cerrada,0,False,Calidad
IN00451,20250128,A005,EQ0037,L016,Baja,Derrame menor,Cerrada,0,False,Operación
IN00452,20250509,A010,EQ0015,L005,Media,Derrame menor,Abierta,54,False,Geotecnia
IN00453,20250127,A013,EQ0050,L007,Baja,Incidente de tránsito mina,Cerrada,0,False,Operación
IN00454,20250327,A004,EQ0046,L009,Baja,Evento en correa,Cerrada,0,False,Geotecnia
IN00455,20250109,A017,EQ0030,L013,Media,Casi accidente,Vencida,93,False,Operación
IN00456,20250424,A010,EQ0032,L005,Crítica,Evento en taller,Abierta,84,False,Ambiente
IN00457,20250606,A008,EQ0033,L006,Media,Bloqueo y etiquetado,Cerrada,0,False,Operación
IN00458,20250129,A006,EQ0056,L016,Alta,Evento en correa,Cerrada,0,False,Geotecnia
IN00459,20250507,A005,EQ0001,L016,Baja,Incidente operacional,Cerrada,0,False,Seguridad
IN00460,20250205,A010,EQ0032,L005,Alta,Incidente de tránsito mina,Abierta,41,False,Ambiente
IN00461,20250622,A017,EQ0055,L013,Crítica,Acto subestándar,Cerrada,0,True,Calidad
IN00462,20250304,A004,EQ0010,L009,Baja,Falla de control crítico,Cerrada,0,False,Geotecnia
IN00463,20250503,A006,EQ0031,L016,Baja,Falla de control crítico,Vencida,71,False,Geotecnia
IN00464,20250622,A013,EQ0050,L007,Media,Casi accidente,Cerrada,0,False,Operación
IN00465,20250305,A005,EQ0013,L016,Alta,Bloqueo y etiquetado,Cerrada,0,False,Calidad
IN00466,20250203,A012,EQ0045,L015,Baja,Riesgo geotécnico,Cerrada,0,False,Seguridad
IN00467,20250611,A013,EQ0026,L007,Media,Bloqueo y etiquetado,Abierta,93,False,Operación
IN00468,20250303,A005,EQ0013,L016,Alta,Evento HSE,En Proceso,56,False,Seguridad
IN00469,20250216,A009,EQ0043,L006,Alta,Casi accidente,Cerrada,0,False,Geotecnia
IN00470,20250630,A005,EQ0013,L016,Media,Evento en taller,Cerrada,0,False,Operación
IN00471,20250226,A008,EQ0042,L006,Media,Incidente operacional,Cerrada,0,False,Calidad
IN00472,20250429,A017,EQ0017,L013,Baja,Bloqueo y etiquetado,Cerrada,0,False,Geotecnia
IN00473,20250527,A004,EQ0010,L009,Baja,Riesgo geotécnico,Cerrada,0,True,Geotecnia
IN00474,20250513,A010,EQ0025,L005,Baja,Acto subestándar,En Proceso,62,False,Ambiente
IN00475,20250411,A005,EQ0029,L016,Media,Falla de control crítico,En Proceso,40,True,Ambiente
IN00476,20250223,A005,EQ0034,L016,Media,Casi accidente,Cerrada,0,False,Seguridad
IN00477,20250525,A004,EQ0053,L009,Baja,Derrame menor,Cerrada,0,False,Seguridad
IN00478,20250101,A010,EQ0025,L005,Baja,Evento HSE,Cerrada,0,False,Geotecnia
IN00479,20250506,A008,EQ0012,L006,Baja,Condición subestándar,Cerrada,0,False,Ambiente
IN00480,20250328,A008,EQ0058,L006,Media,Incidente operacional,Cerrada,0,False,Ambiente
IN00481,20250529,A004,EQ0057,L009,Baja,Bloqueo y etiquetado,Abierta,103,False,Geotecnia
IN00482,20250325,A017,EQ0017,L013,Baja,Incidente de tránsito mina,Cerrada,0,False,Calidad
IN00483,20250504,A017,EQ0024,L013,Baja,Derrame menor,Cerrada,0,False,Geotecnia
IN00484,20250423,A004,EQ0057,L009,Baja,Evento en correa,Cerrada,0,False,Operación
IN00485,20250620,A004,EQ0049,L009,Media,Bloqueo y etiquetado,Cerrada,0,False,Seguridad
IN00486,20250513,A004,EQ0020,L009,Crítica,Condición subestándar,Cerrada,0,False,Geotecnia
IN00487,20250112,A004,EQ0006,L009,Baja,Exposición a energía,Cerrada,0,False,Operación
IN00488,20250224,A005,EQ0029,L016,Media,Falla de control crítico,Abierta,62,False,Geotecnia
IN00489,20250409,A004,EQ0053,L009,Media,Exposición a energía,Abierta,103,False,Ambiente
IN00490,20250616,A004,EQ0051,L009,Media,Condición subestándar,Cerrada,0,False,Operación
IN00491,20250202,A008,EQ0042,L006,Baja,Incidente operacional,En Proceso,13,False,Operación
IN00492,20250420,A006,EQ0031,L016,Baja,Evento en taller,En Proceso,98,False,Calidad
IN00493,20250205,A017,EQ0003,L013,Baja,Incidente operacional,Cerrada,0,False,Ambiente
IN00494,20250610,A004,EQ0006,L009,Baja,Falla de control crítico,Abierta,100,False,Ambiente
IN00495,20250531,A004,EQ0049,L009,Media,Riesgo geotécnico,Cerrada,0,False,Ambiente
IN00496,20250617,A012,EQ0035,L015,Alta,Riesgo geotécnico,En Proceso,92,False,Calidad
IN00497,20250325,A005,EQ0047,L016,Baja,Falla de control crítico,Cerrada,0,False,Geotecnia
IN00498,20250424,A005,EQ0029,L016,Baja,Casi accidente,Cerrada,0,False,Geotecnia
IN00499,20250403,A005,EQ0001,L016,Baja,Exposición a energía,Cerrada,0,False,Geotecnia
IN00500,20250209,A004,EQ0007,L009,Baja,Acto subestándar,En Proceso,109,False,Calidad
