CostID,DateKey,ProjectID,AreaID,EquipmentID,CostCategory,BudgetAmount,ActualAmount,CommittedAmount,VendorType,_SourceFile,_ExportedAt,_LegacyRowNumber,UnusedERPColumn
CO000636,20250626,PR0067,A002,EQ0010,Repuestos,39440.14,39830.24,37392.68,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,636,legacy-cost-center
CO000637,20250322,PR0012,A006,EQ0006,Repuestos,55116.46,55604.16,42087.98,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,637,legacy-cost-center
CO000638,20250126,PR0073,A002,EQ0036,Materiales,36993.84,30893.04,18565.56,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,638,legacy-cost-center
CO000639,20250524,PR0037,A005,EQ0001,Contratista,22384.86,32043.73,19345.93,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,639,legacy-cost-center
CO000640,20250305,PR0007,A001,EQ0025,Contratista,5263.89,4771.1,2029.33,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,640,legacy-cost-center
CO000641,20250504,PR0021,A002,EQ0034,Servicios,37226.12,43299.12,39689.13,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,641,legacy-cost-center
CO000642,20250227,PR0045,A003,EQ0002,Repuestos,18851.02,15452.56,12897.83,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,642,legacy-cost-center
CO000643,20250122,PR0012,A006,EQ0003,Materiales,68258.23,69746.14,49838.71,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,643,legacy-cost-center
CO000644,20250507,PR0034,A003,EQ0008,Mano de obra,4879.2,5803.26,3348.6,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,644,legacy-cost-center
CO000645,20250608,PR0072,A001,EQ0004,Repuestos,26012.54,25706.99,7025.14,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,645,legacy-cost-center
CO000646,20250520,PR0035,A003,EQ0025,Energía,63009.71,63904.48,13245.22,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,646,legacy-cost-center
CO000647,20250120,PR0038,A006,EQ0012,Contratista,35217.82,33882.48,24566.19,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,647,legacy-cost-center
CO000648,20250308,PR0043,A003,EQ0032,Materiales,18791.01,18350.34,6456.26,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,648,legacy-cost-center
CO000649,20250328,PR0001,A003,EQ0014,Repuestos,25418.12,29073.31,9223.17,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,649,legacy-cost-center
CO000650,20250329,PR0016,A004,EQ0039,Contratista,66236.83,63040.23,70280.46,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,650,legacy-cost-center
CO000651,20250104,PR0065,A006,EQ0017,Servicios,40247.89,43761.82,38889.07,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,651,legacy-cost-center
CO000652,20250114,PR0026,A001,EQ0018,Contratista,1030.5,920.95,594.55,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,652,legacy-cost-center
CO000653,20250109,PR0064,A006,EQ0001,Mano de obra,22667.47,27525.61,7977.51,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,653,legacy-cost-center
CO000654,20250320,PR0002,A002,EQ0003,Materiales,4313.13,4072.73,4102.81,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,654,legacy-cost-center
CO000655,20250103,PR0073,A002,EQ0009,Contratista,34041.52,28379.55,19176.89,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,655,legacy-cost-center
CO000656,20250208,PR0024,A004,EQ0034,Energía,38135.37,56837.65,36181.81,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,656,legacy-cost-center
CO000657,20250315,PR0007,A001,EQ0018,Repuestos,50740.52,64057.29,29601.16,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,657,legacy-cost-center
CO000658,20250417,PR0055,A002,EQ0035,Contratista,45974.47,60414.56,11659.19,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,658,legacy-cost-center
CO000659,20250526,PR0067,A002,EQ0024,Servicios,23297.53,27386.71,10745.23,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,659,legacy-cost-center
CO000660,20250107,PR0021,A002,EQ0034,Repuestos,62888.32,58390.84,51424.51,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,660,legacy-cost-center
CO000661,20250331,PR0075,A002,EQ0015,Energía,30279.65,25403.53,30394.48,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,661,legacy-cost-center
CO000662,20250116,PR0048,A006,EQ0039,Materiales,31861.56,32938.77,14301.06,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,662,legacy-cost-center
CO000663,20250204,PR0031,A003,EQ0010,Materiales,29335.88,39227.17,13637.18,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,663,legacy-cost-center
CO000664,20250127,PR0060,A002,EQ0040,Energía,69791.11,69507.63,23559.49,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,664,legacy-cost-center
CO000665,20250325,PR0027,A006,EQ0014,Materiales,52347.42,48759.08,33142.69,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,665,legacy-cost-center
CO000666,20250102,PR0042,A005,EQ0015,Servicios,26719.04,30261.1,16502.54,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,666,legacy-cost-center
CO000667,20250121,PR0066,A003,EQ0026,Energía,68145.99,74467.26,45492.54,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,667,legacy-cost-center
CO000668,20250430,PR0021,A002,EQ0001,Servicios,59033.41,45702.55,19205.78,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,668,legacy-cost-center
CO000669,20250511,PR0032,A003,EQ0009,Servicios,69922.47,70076.86,47840.87,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,669,legacy-cost-center
CO000670,20250306,PR0040,A003,EQ0026,Repuestos,14070.72,15021.45,7383.04,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,670,legacy-cost-center
CO000671,20250421,PR0041,A003,EQ0016,Repuestos,36358.93,36116.82,31563.74,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,671,legacy-cost-center
CO000672,20250330,PR0042,A005,EQ0033,Mano de obra,55895.1,368656.81,11890.08,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,672,legacy-cost-center
CO000673,20250131,PR0072,A001,EQ0002,Energía,14520.59,22041.58,3785.1,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,673,legacy-cost-center
CO000674,20250108,PR0019,A003,EQ0018,Servicios,19292.29,23210.83,19397.81,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,674,legacy-cost-center
CO000675,20250402,PR0008,A006,EQ0013,Materiales,61064.01,54900.43,24977.85,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,675,legacy-cost-center
CO000676,20250616,PR0025,A003,EQ0034,Mano de obra,58956.69,65284.25,21749.21,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,676,legacy-cost-center
CO000677,20250321,PR0077,A001,EQ0033,Servicios,40023.18,50542.18,10200.23,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,677,legacy-cost-center
CO000678,20250403,PR0068,A004,EQ0012,Contratista,35605.92,37218.33,14976.56,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,678,legacy-cost-center
CO000679,20250210,PR0066,A003,EQ0004,Materiales,1615.85,2165.1,1588.38,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,679,legacy-cost-center
CO000680,20250427,PR0041,A003,EQ0018,Servicios,57822.75,53215.11,23310.18,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,680,legacy-cost-center
CO000681,20250226,PR0055,A002,EQ0039,Mano de obra,58442.42,47140.37,54229.3,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,681,legacy-cost-center
CO000682,20250328,PR0035,A003,EQ0013,Energía,52075.67,56931.66,11720.58,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,682,legacy-cost-center
CO000683,20250517,PR0018,A005,EQ0008,Energía,21266.14,29219.89,17683.28,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,683,legacy-cost-center
CO000684,20250108,PR0056,A003,EQ0009,Servicios,10378.02,9170.26,10739.4,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,684,legacy-cost-center
CO000685,20250125,PR0061,A005,EQ0009,Materiales,51208.82,62554.67,19400.0,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,685,legacy-cost-center
CO000686,20250215,PR0059,A003,EQ0037,Mano de obra,30772.14,32476.0,9930.17,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,686,legacy-cost-center
CO000687,20250617,PR0065,A006,EQ0022,Servicios,44448.47,44520.19,37516.53,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,687,legacy-cost-center
CO000688,20250207,PR0073,A002,EQ0018,Mano de obra,68034.12,52261.78,20784.92,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,688,legacy-cost-center
CO000689,20250628,PR0024,A004,EQ0033,Contratista,68668.09,74735.05,45418.77,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,689,legacy-cost-center
CO000690,20250208,PR0011,A005,EQ0013,Mano de obra,7552.39,9004.3,2178.87,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,690,legacy-cost-center
CO000691,20250406,PR0002,A002,EQ0039,Contratista,49288.49,46097.13,13825.47,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,691,legacy-cost-center
CO000692,20250303,PR0058,A006,EQ0011,Servicios,15590.51,16161.32,7808.59,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,692,legacy-cost-center
CO000693,20250215,PR0014,A005,EQ0018,Energía,60196.04,82871.03,23164.51,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,693,legacy-cost-center
CO000694,20250203,PR0073,A002,EQ0014,Repuestos,53474.6,54444.37,19931.28,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,694,legacy-cost-center
CO000695,20250504,PR0077,A001,EQ0009,Mano de obra,32457.91,32196.14,32721.21,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,695,legacy-cost-center
CO000696,20250427,PR0056,A003,EQ0020,Contratista,21370.55,21003.0,20642.36,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,696,legacy-cost-center
CO000697,20250405,PR0019,A003,EQ0005,Energía,27134.35,25811.99,7077.18,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,697,legacy-cost-center
CO000698,20250516,PR0044,A006,EQ0024,Servicios,31266.48,29414.12,31373.07,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,698,legacy-cost-center
CO000699,20250210,PR0060,A002,EQ0002,Mano de obra,62346.82,61354.36,47040.11,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,699,legacy-cost-center
CO000700,20250127,PR0064,A006,EQ0039,Repuestos,29515.68,33505.74,24154.26,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,700,legacy-cost-center
CO000701,20250508,PR0028,A002,EQ0038,Servicios,50848.58,57340.81,52890.27,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,701,legacy-cost-center
CO000702,20250105,PR0015,A001,EQ0035,Contratista,54514.57,58695.69,40331.61,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,702,legacy-cost-center
CO000703,20250322,PR0038,A006,EQ0002,Energía,33986.06,35650.49,21698.4,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,703,legacy-cost-center
CO000704,20250318,PR0078,A004,EQ0018,Repuestos,33174.56,35879.0,36362.33,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,704,legacy-cost-center
CO000705,20250223,PR0038,A006,EQ0010,Mano de obra,22438.37,19316.93,9674.07,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,705,legacy-cost-center
CO000706,20250109,PR0028,A002,EQ0014,Energía,65107.64,84435.8,65060.44,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,706,legacy-cost-center
CO000707,20250307,PR0016,A004,EQ0009,Contratista,59825.06,51289.01,36736.22,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,707,legacy-cost-center
CO000708,20250518,PR0061,A005,EQ0012,Energía,1985.15,2751.1,961.54,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,708,legacy-cost-center
CO000709,20250317,PR0039,A001,EQ0027,Mano de obra,14096.96,11004.54,10557.47,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,709,legacy-cost-center
CO000710,20250304,PR0080,A006,EQ0019,Repuestos,9694.53,8281.51,6839.39,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,710,legacy-cost-center
CO000711,20250504,PR0045,A003,EQ0023,Mano de obra,30657.34,36170.61,13588.25,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,711,legacy-cost-center
CO000712,20250319,PR0065,A006,EQ0026,Servicios,62591.26,67524.47,45472.73,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,712,legacy-cost-center
CO000713,20250103,PR0022,A005,EQ0013,Contratista,28941.25,132687.58,7877.74,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,713,legacy-cost-center
CO000714,20250227,PR0035,A003,EQ0023,Contratista,20991.41,27054.61,17816.29,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,714,legacy-cost-center
CO000715,20250217,PR0048,A006,EQ0028,Contratista,62298.58,58443.72,42982.37,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,715,legacy-cost-center
CO000716,20250513,PR0025,A003,EQ0013,Materiales,25298.35,24779.63,14605.44,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,716,legacy-cost-center
CO000717,20250209,PR0047,A003,EQ0014,Materiales,5538.97,6060.62,2308.6,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,717,legacy-cost-center
CO000718,20250423,PR0013,A006,EQ0022,Contratista,5334.22,3697.98,1657.96,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,718,legacy-cost-center
CO000719,20250117,PR0027,A006,EQ0014,Repuestos,25021.7,22347.9,8095.61,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,719,legacy-cost-center
CO000720,20250618,PR0072,A001,EQ0037,Mano de obra,9171.32,8427.25,2666.51,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,720,legacy-cost-center
CO000721,20250321,PR0006,A005,EQ0038,Repuestos,69272.25,99250.9,74028.8,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,721,legacy-cost-center
CO000722,20250320,PR0020,A003,EQ0013,Materiales,67026.35,47275.39,27792.38,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,722,legacy-cost-center
CO000723,20250611,PR0002,A002,EQ0029,Materiales,51722.52,51790.31,37493.46,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,723,legacy-cost-center
CO000724,20250515,PR0075,A002,EQ0019,Servicios,53170.49,52447.9,57536.29,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,724,legacy-cost-center
CO000725,20250301,PR0009,A004,EQ0030,Contratista,60576.65,37294.49,37860.86,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,725,legacy-cost-center
CO000726,20250116,PR0052,A004,EQ0028,Materiales,61968.52,52461.78,46880.46,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,726,legacy-cost-center
CO000727,20250127,PR0037,A005,EQ0023,Repuestos,57181.25,73945.99,22045.49,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,727,legacy-cost-center
CO000728,20250617,PR0045,A003,EQ0024,Repuestos,19583.64,21973.22,16411.76,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,728,legacy-cost-center
CO000729,20250524,PR0061,A005,EQ0002,Repuestos,59098.63,72124.03,20757.48,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,729,legacy-cost-center
CO000730,20250601,PR0053,A001,EQ0036,Materiales,40508.01,29754.57,9829.0,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,730,legacy-cost-center
CO000731,20250615,PR0001,A003,EQ0006,Energía,66403.15,61478.08,35982.67,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,731,legacy-cost-center
CO000732,20250513,PR0053,A001,EQ0015,Mano de obra,3545.16,2923.46,822.89,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,732,legacy-cost-center
CO000733,20250415,PR0011,A005,EQ0039,Materiales,62056.66,83710.5,29581.34,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,733,legacy-cost-center
CO000734,20250409,PR0014,A005,EQ0038,Mano de obra,31696.9,44586.63,19938.0,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,734,legacy-cost-center
CO000735,20250620,PR0013,A006,EQ0007,Contratista,58932.49,64111.71,52820.11,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,735,legacy-cost-center
CO000736,20250520,PR0071,A002,EQ0026,Energía,69080.43,53380.05,67401.67,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,736,legacy-cost-center
CO000737,20250224,PR0055,A002,EQ0018,Contratista,41658.92,46308.68,40606.19,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,737,legacy-cost-center
CO000738,20250122,PR0016,A004,EQ0003,Materiales,20558.16,20097.86,16617.14,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,738,legacy-cost-center
CO000739,20250111,PR0039,A001,EQ0018,Contratista,35950.69,39716.24,18566.33,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,739,legacy-cost-center
CO000740,20250321,PR0024,A004,EQ0009,Contratista,35462.52,38410.25,19455.1,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,740,legacy-cost-center
CO000741,20250617,PR0069,A006,EQ0015,Energía,67110.21,69646.41,47252.01,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,741,legacy-cost-center
CO000742,20250106,PR0043,A003,EQ0008,Repuestos,50328.56,45297.73,13839.92,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,742,legacy-cost-center
CO000743,20250620,PR0043,A003,EQ0029,Mano de obra,2695.81,2676.62,1844.98,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,743,legacy-cost-center
CO000744,20250110,PR0044,A006,EQ0021,Materiales,45601.22,40896.67,47081.76,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,744,legacy-cost-center
CO000745,20250302,PR0043,A003,EQ0014,Materiales,29211.84,30264.82,18552.57,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,745,legacy-cost-center
CO000746,20250217,PR0015,A001,EQ0007,Materiales,7782.3,7853.66,7953.99,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,746,legacy-cost-center
CO000747,20250222,PR0045,A003,EQ0005,Contratista,8101.76,8345.06,5379.39,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,747,legacy-cost-center
CO000748,20250313,PR0009,A004,EQ0027,Mano de obra,62138.53,69846.66,33392.41,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,748,legacy-cost-center
CO000749,20250509,PR0057,A002,EQ0003,Energía,3802.05,4382.29,3056.74,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,749,legacy-cost-center
CO000750,20250508,PR0065,A006,EQ0002,Energía,68904.22,44765.23,56938.12,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,750,legacy-cost-center
CO000751,20250301,PR0070,A001,EQ0007,Materiales,16254.79,18336.89,5770.52,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,751,legacy-cost-center
CO000752,20250105,PR0068,A004,EQ0038,Repuestos,49628.63,44788.89,32890.14,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,752,legacy-cost-center
CO000753,20250223,PR0065,A006,EQ0005,Mano de obra,11832.8,13633.13,3864.89,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,753,legacy-cost-center
CO000754,20250101,PR0042,A005,EQ0011,Repuestos,8475.48,11899.68,8811.22,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,754,legacy-cost-center
CO000755,20250617,PR0044,A006,EQ0013,Contratista,66978.38,66102.46,41318.54,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,755,legacy-cost-center
CO000756,20250501,PR0005,A002,EQ0027,Servicios,47632.26,37915.48,19392.53,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,756,legacy-cost-center
CO000757,20250325,PR0041,A003,EQ0034,Mano de obra,26422.49,31631.53,18219.25,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,757,legacy-cost-center
CO000758,20250428,PR0057,A002,EQ0005,Mano de obra,40031.73,43417.08,23737.24,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,758,legacy-cost-center
CO000759,20250305,PR0021,A002,EQ0024,Materiales,13457.5,14962.81,14779.1,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,759,legacy-cost-center
CO000760,20250111,PR0016,A004,EQ0029,Repuestos,52091.41,59483.71,30844.63,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,760,legacy-cost-center
CO000761,20250208,PR0003,A006,EQ0030,Materiales,1795.59,1613.99,1290.19,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,761,legacy-cost-center
CO000762,20250514,PR0041,A003,EQ0032,Mano de obra,17651.21,18770.9,6631.63,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,762,legacy-cost-center
CO000763,20250116,PR0071,A002,EQ0028,Contratista,66304.77,86533.44,52922.68,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,763,legacy-cost-center
CO000764,20250430,PR0046,A006,EQ0035,Repuestos,43575.46,35856.11,25605.17,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,764,legacy-cost-center
CO000765,20250220,PR0018,A005,EQ0003,Servicios,15771.61,20438.29,12613.86,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,765,legacy-cost-center
CO000766,20250503,PR0022,A005,EQ0029,Mano de obra,60215.53,71040.47,50266.56,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,766,legacy-cost-center
CO000767,20250624,PR0065,A006,EQ0022,Energía,29196.34,34126.75,29551.27,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,767,legacy-cost-center
CO000768,20250617,PR0038,A006,EQ0012,Mano de obra,54066.37,54480.93,58607.61,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,768,legacy-cost-center
CO000769,20250114,PR0039,A001,EQ0020,Contratista,31616.24,31971.23,29106.48,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,769,legacy-cost-center
CO000770,20250109,PR0024,A004,EQ0029,Energía,69481.7,47639.34,72741.26,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,770,legacy-cost-center
CO000771,20250204,PR0053,A001,EQ0013,Materiales,15809.98,14455.58,5525.4,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,771,legacy-cost-center
CO000772,20250515,PR0058,A006,EQ0032,Materiales,1863.14,1475.72,1917.63,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,772,legacy-cost-center
CO000773,20250109,PR0002,A002,EQ0020,Repuestos,67967.56,72986.91,44195.72,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,773,legacy-cost-center
CO000774,20250131,PR0041,A003,EQ0032,Repuestos,13596.11,12301.14,10903.87,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,774,legacy-cost-center
CO000775,20250324,PR0047,A003,EQ0005,Repuestos,47243.51,52468.82,17313.32,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,775,legacy-cost-center
CO000776,20250520,PR0078,A004,EQ0013,Materiales,44972.07,37352.79,43476.23,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,776,legacy-cost-center
CO000777,20250413,PR0002,A002,EQ0031,Servicios,2066.82,2380.33,1429.48,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,777,legacy-cost-center
CO000778,20250313,PR0047,A003,EQ0022,Servicios,10953.85,9105.23,6077.18,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,778,legacy-cost-center
CO000779,20250413,PR0044,A006,EQ0031,Materiales,32229.67,19452.41,34717.27,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,779,legacy-cost-center
CO000780,20250622,PR0047,A003,EQ0012,Mano de obra,14438.68,12853.52,12503.68,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,780,legacy-cost-center
CO000781,20250207,PR0006,A005,EQ0017,Mano de obra,17516.11,68800.24,6810.69,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,781,legacy-cost-center
CO000782,20250202,PR0074,A006,EQ0040,Materiales,38030.83,38718.92,10694.47,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,782,legacy-cost-center
CO000783,20250314,PR0074,A006,EQ0038,Mano de obra,66194.7,75899.37,19294.71,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,783,legacy-cost-center
CO000784,20250328,PR0016,A004,EQ0023,Materiales,47678.56,48726.86,25675.28,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,784,legacy-cost-center
CO000785,20250222,PR0056,A003,EQ0030,Contratista,67860.65,73787.63,70616.12,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,785,legacy-cost-center
CO000786,20250123,PR0039,A001,EQ0002,Contratista,52127.67,72320.38,34090.6,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,786,legacy-cost-center
CO000787,20250429,PR0024,A004,EQ0005,Contratista,57229.15,70175.25,44431.74,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,787,legacy-cost-center
CO000788,20250416,PR0001,A003,EQ0035,Energía,3570.63,3909.51,2838.27,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,788,legacy-cost-center
CO000789,20250518,PR0071,A002,EQ0010,Mano de obra,57574.55,58625.04,14059.22,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,789,legacy-cost-center
CO000790,20250520,PR0066,A003,EQ0011,Energía,17672.53,14440.19,4821.78,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,790,legacy-cost-center
CO000791,20250406,PR0068,A004,EQ0003,Mano de obra,35684.24,32192.88,30188.43,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,791,legacy-cost-center
CO000792,20250401,PR0071,A002,EQ0035,Servicios,28268.41,24208.47,29108.92,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,792,legacy-cost-center
CO000793,20250314,PR0015,A001,EQ0023,Contratista,2342.72,2265.76,1395.02,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,793,legacy-cost-center
CO000794,20250106,PR0035,A003,EQ0016,Energía,41012.79,35830.34,39530.23,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,794,legacy-cost-center
CO000795,20250614,PR0028,A002,EQ0023,Materiales,49268.68,49552.23,53750.36,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,795,legacy-cost-center
