EnergyID,DateKey,AreaID,EquipmentID,LocationID,kWh,EnergyCost,OperatingHours,OutputUnits,Shift,_SourceFile,_ExportedAt,_LegacyRowNumber
EN0003612,20250624,A004,EQ0052,L009,7998.78,819.19,22.01,917,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3612
EN0003613,20250416,A009,EQ0022,L006,875.17,151.52,8.32,4158,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3613
EN0003614,20250313,A017,EQ0024,L013,1461.03,154.28,12.81,3237,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3614
EN0003615,20250119,A005,EQ0037,L016,3059.72,422.61,7.08,3981,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3615
EN0003616,20250405,A017,EQ0024,L013,10462.65,1253.79,22.59,1189,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3616
EN0003617,20250616,A008,EQ0033,L006,4696.28,479.28,19.34,1585,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3617
EN0003618,20250112,A004,EQ0048,L009,1934.64,294.0,4.79,1889,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3618
EN0003619,20250217,A010,EQ0015,L005,5811.84,959.17,18.3,3484,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3619
EN0003620,20250131,A010,EQ0032,L005,2253.07,230.34,5.49,3838,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3620
EN0003621,20250412,A004,EQ0018,L009,980.05,110.69,5.05,3785,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3621
EN0003622,20250309,A004,EQ0057,L009,4061.62,374.09,21.92,2149,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3622
EN0003623,20250615,A013,EQ0050,L007,5137.5,605.54,13.77,2022,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3623
EN0003624,20250213,A006,EQ0056,L016,3069.51,505.92,14.22,2509,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3624
EN0003625,20250209,A004,EQ0002,L009,4060.45,481.35,15.84,1831,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3625
EN0003626,20250407,A006,EQ0031,L016,1059.85,134.3,7.74,2910,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3626
EN0003627,20250103,A004,EQ0010,L009,7961.54,1255.53,19.33,3364,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3627
EN0003628,20250302,A005,EQ0044,L016,3535.4,592.64,7.0,2937,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3628
EN0003629,20250419,A010,EQ0038,L005,6729.08,758.21,14.29,2606,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3629
EN0003630,20250521,A004,EQ0006,L009,4921.49,473.88,11.95,3384,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3630
EN0003631,20250403,A005,EQ0034,L016,1096.22,165.31,6.43,2828,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3631
EN0003632,20250609,A017,EQ0040,L013,1693.33,239.24,13.85,2379,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3632
EN0003633,20250223,A017,EQ0055,L013,4188.35,510.51,18.37,1223,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3633
EN0003634,20250508,A012,EQ0035,L015,3518.46,489.97,9.31,779,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3634
EN0003635,20250512,A005,EQ0037,L016,3906.73,412.99,9.32,182,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3635
EN0003636,20250122,A005,EQ0013,L016,1832.43,200.2,20.15,1885,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3636
EN0003637,20250318,A004,EQ0007,L009,1913.11,301.72,20.17,4160,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3637
EN0003638,20250428,A004,EQ0007,L009,1887.6,231.87,7.31,1349,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3638
EN0003639,20250617,A004,EQ0059,L009,5962.25,562.09,19.71,3192,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3639
EN0003640,20250212,A010,EQ0039,L005,1588.12,268.52,17.45,2911,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3640
EN0003641,20250101,A010,EQ0038,L005,1564.96,159.53,8.71,3461,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3641
EN0003642,20250124,A004,EQ0020,L009,700.59,113.24,5.86,2624,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3642
EN0003643,20250430,A004,EQ0019,L009,631.76,98.22,5.37,1668,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3643
EN0003644,20250406,A005,EQ0037,L016,3147.18,442.54,6.22,3071,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3644
EN0003645,20250424,A017,EQ0021,L013,4258.68,655.49,9.97,749,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3645
EN0003646,20250422,A008,EQ0042,L006,4526.49,492.31,22.31,2168,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3646
EN0003647,20250116,A004,EQ0046,L009,1091.69,123.79,5.02,622,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3647
EN0003648,20250102,A010,EQ0039,L005,521.38,73.99,6.28,2034,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3648
EN0003649,20250216,A008,EQ0033,L006,2777.69,439.84,13.41,2852,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3649
EN0003650,20250528,A004,EQ0020,L009,2203.58,293.15,7.61,1300,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3650
EN0003651,20250512,A006,EQ0056,L016,9306.87,959.27,18.05,658,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3651
EN0003652,20250217,A017,EQ0024,L013,3129.25,355.9,18.89,3969,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3652
EN0003653,20250302,A004,EQ0010,L009,4373.17,687.13,12.25,2718,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3653
EN0003654,20250204,A010,EQ0039,L005,4914.45,797.92,10.45,1547,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3654
EN0003655,20250330,A017,EQ0030,L013,1753.36,285.85,6.71,174,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3655
EN0003656,20250213,A017,EQ0023,L013,6739.69,634.51,14.87,841,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3656
EN0003657,20250418,A012,EQ0035,L015,4890.45,659.7,15.93,3901,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3657
EN0003658,20250130,A013,EQ0026,L007,5879.04,833.75,13.22,3920,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3658
EN0003659,20250213,A010,EQ0039,L005,2969.42,404.83,7.14,3116,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3659
EN0003660,20250611,A017,EQ0014,L013,5611.94,991.66,16.66,1726,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3660
EN0003661,20250104,A004,EQ0051,L009,2695.43,435.67,22.92,2018,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3661
EN0003662,20250428,A008,EQ0033,L006,4117.08,502.0,8.1,2752,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3662
EN0003663,20250624,A005,EQ0044,L016,5136.49,651.05,20.21,4128,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3663
EN0003664,20250622,A010,EQ0032,L005,3080.66,357.77,22.96,2484,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3664
EN0003665,20250226,A010,EQ0038,L005,1230.61,215.2,8.29,3080,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3665
EN0003666,20250518,A017,EQ0027,L013,10237.0,1621.91,20.76,1814,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3666
EN0003667,20250629,A017,EQ0027,L013,1475.5,147.38,5.66,3427,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3667
EN0003668,20250405,A005,EQ0034,L016,3036.93,352.66,8.29,3086,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3668
EN0003669,20250326,A008,EQ0012,L006,6366.91,757.48,14.72,1269,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3669
EN0003670,20250516,A004,EQ0010,L009,4769.45,739.85,14.61,4042,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3670
EN0003671,20250123,A010,EQ0038,L005,3707.7,453.85,8.89,3550,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3671
EN0003672,20250304,A017,EQ0003,L013,10556.81,1627.47,22.02,3297,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3672
EN0003673,20250110,A004,EQ0052,L009,6340.48,1016.29,22.32,127,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3673
EN0003674,20250319,A004,EQ0018,L009,3071.22,399.55,11.88,1515,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3674
EN0003675,20250430,A017,EQ0055,L013,8040.89,1209.21,23.16,2910,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3675
EN0003676,20250607,A005,EQ0029,L016,6453.68,989.02,14.05,2453,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3676
EN0003677,20250604,A004,EQ0052,L009,2628.87,237.54,13.71,1692,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3677
EN0003678,20250308,A017,EQ0040,L013,2246.08,245.7,4.57,3299,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3678
EN0003679,20250506,A004,EQ0018,L009,5825.36,686.69,20.37,1458,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3679
EN0003680,20250420,A004,EQ0007,L009,3622.62,527.29,8.14,829,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3680
EN0003681,20250521,A004,EQ0046,L009,8093.2,1332.98,21.51,752,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3681
EN0003682,20250419,A017,EQ0017,L013,2425.13,312.75,5.55,1059,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3682
EN0003683,20250513,A004,EQ0046,L009,3131.57,387.29,12.74,1735,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3683
EN0003684,20250408,A017,EQ0030,L013,2606.2,290.91,16.83,2457,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3684
EN0003685,20250218,A004,EQ0006,L009,6694.43,784.11,13.68,2203,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3685
EN0003686,20250130,A008,EQ0058,L006,4850.2,594.97,22.0,3742,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3686
EN0003687,20250507,A008,EQ0058,L006,8585.15,1487.28,16.94,3214,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3687
EN0003688,20250514,A017,EQ0024,L013,7745.06,1373.95,16.02,3332,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3688
EN0003689,20250429,A012,EQ0045,L015,5100.67,629.53,12.84,2169,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3689
EN0003690,20250619,A004,EQ0060,L009,8263.05,1409.73,19.3,3545,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3690
EN0003691,20250508,A017,EQ0021,L013,1115.23,112.2,12.15,2150,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3691
EN0003692,20250122,A004,EQ0057,L009,4191.45,483.36,20.53,1108,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3692
EN0003693,20250220,A004,EQ0011,L009,7689.48,1134.92,17.97,3274,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3693
EN0003694,20250407,A017,EQ0003,L013,6896.35,1141.66,20.87,372,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3694
EN0003695,20250304,A004,EQ0057,L009,10412.27,1646.73,22.17,154,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3695
EN0003696,20250408,A013,EQ0050,L007,7959.79,1015.65,22.09,1560,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3696
EN0003697,20250213,A004,EQ0057,L009,4201.73,684.8,18.85,694,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3697
EN0003698,20250410,A004,EQ0049,L009,4863.89,710.61,13.22,3567,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3698
EN0003699,20250319,A017,EQ0021,L013,8416.43,1023.45,17.22,2070,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3699
EN0003700,20250406,A010,EQ0039,L005,3703.76,354.57,8.49,3997,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3700
EN0003701,20250606,A012,EQ0035,L015,7622.89,756.37,19.66,2766,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3701
EN0003702,20250403,A017,EQ0024,L013,2556.79,386.74,17.47,2310,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3702
EN0003703,20250314,A010,EQ0039,L005,3114.95,316.53,5.26,2722,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3703
EN0003704,20250620,A010,EQ0032,L005,4115.35,565.35,9.79,1101,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3704
EN0003705,20250613,A012,EQ0035,L015,11579.77,1499.65,22.49,2547,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3705
EN0003706,20250307,A004,EQ0057,L009,5751.18,626.86,15.02,3898,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3706
EN0003707,20250519,A004,EQ0019,L009,1787.32,275.45,6.41,2814,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3707
EN0003708,20250421,A005,EQ0047,L016,4321.33,558.86,17.61,772,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3708
EN0003709,20250505,A004,EQ0057,L009,5662.28,663.87,11.33,3134,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3709
EN0003710,20250101,A004,EQ0036,L009,1759.97,286.97,9.25,3797,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3710
EN0003711,20250517,A004,EQ0018,L009,1209.35,118.33,8.72,4086,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3711
EN0003712,20250525,A004,EQ0006,L009,721.41,89.54,4.71,1164,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3712
EN0003713,20250514,A017,EQ0024,L013,3402.38,414.46,16.69,2899,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3713
EN0003714,20250516,A017,EQ0030,L013,7754.5,807.5,20.98,2825,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3714
EN0003715,20250115,A013,EQ0050,L007,8356.08,1451.21,17.49,931,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3715
EN0003716,20250403,A013,EQ0026,L007,3002.61,515.36,9.57,175,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3716
EN0003717,20250102,A010,EQ0032,L005,2051.17,350.99,10.95,1305,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3717
EN0003718,20250212,A017,EQ0003,L013,4234.92,663.0,9.23,1504,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3718
EN0003719,20250626,A004,EQ0036,L009,2218.41,374.38,14.86,2626,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3719
EN0003720,20250119,A004,EQ0049,L009,5643.64,830.55,14.54,2720,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3720
EN0003721,20250218,A012,EQ0045,L015,3116.07,459.9,16.43,3945,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3721
EN0003722,20250521,A005,EQ0034,L016,1484.75,242.81,6.03,2136,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3722
EN0003723,20250304,A005,EQ0044,L016,14374.76,2505.39,17.98,2177,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3723
EN0003724,20250317,A012,EQ0035,L015,9033.53,1241.91,17.41,534,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3724
EN0003725,20250209,A004,EQ0011,L009,1337.94,124.85,14.03,3111,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3725
EN0003726,20250105,A010,EQ0032,L005,2102.91,315.39,4.06,2460,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3726
EN0003727,20250131,A012,EQ0045,L015,5685.59,801.65,12.58,1574,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3727
EN0003728,20250108,A010,EQ0025,L005,7231.15,766.29,23.5,1979,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3728
EN0003729,20250330,A004,EQ0007,L009,3040.76,312.05,14.65,3613,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3729
EN0003730,20250611,A010,EQ0039,L005,2854.75,365.14,5.89,2251,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3730
EN0003731,20250611,A010,EQ0015,L005,1936.51,290.38,6.44,2847,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3731
EN0003732,20250422,A017,EQ0040,L013,1305.09,189.55,4.3,3577,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3732
EN0003733,20250318,A004,EQ0010,L009,8802.19,1483.04,20.73,2752,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3733
EN0003734,20250217,A004,EQ0053,L009,3886.15,637.76,9.71,2323,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3734
EN0003735,20250206,A008,EQ0033,L006,2046.28,367.63,10.83,2300,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3735
EN0003736,20250315,A017,EQ0017,L013,8683.27,852.4,21.66,3520,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3736
EN0003737,20250518,A010,EQ0015,L005,5307.01,595.68,10.67,3805,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3737
EN0003738,20250307,A006,EQ0031,L016,2592.71,367.84,13.94,1738,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3738
EN0003739,20250428,A004,EQ0051,L009,6100.61,959.5,16.98,818,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3739
EN0003740,20250207,A005,EQ0037,L016,768.73,83.89,8.84,2801,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3740
EN0003741,20250210,A010,EQ0025,L005,1508.18,243.36,5.1,595,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3741
EN0003742,20250423,A017,EQ0017,L013,7420.61,1086.92,23.74,2512,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3742
EN0003743,20250111,A006,EQ0056,L016,6610.74,595.75,20.43,3919,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3743
EN0003744,20250115,A009,EQ0043,L006,3447.49,508.58,8.07,570,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3744
EN0003745,20250310,A012,EQ0045,L015,1290.43,118.61,7.63,119,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3745
EN0003746,20250403,A004,EQ0048,L009,9854.09,1218.7,22.79,1158,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3746
EN0003747,20250416,A005,EQ0013,L016,2623.62,287.71,23.35,4084,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3747
EN0003748,20250108,A010,EQ0025,L005,8371.77,999.48,17.66,3193,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3748
EN0003749,20250103,A017,EQ0021,L013,11106.67,1654.35,22.72,2460,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3749
EN0003750,20250512,A010,EQ0038,L005,1860.93,180.71,8.53,3078,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3750
EN0003751,20250220,A004,EQ0053,L009,2803.02,385.55,20.4,2402,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3751
EN0003752,20250426,A004,EQ0054,L009,3133.65,367.45,6.08,3582,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3752
EN0003753,20250314,A004,EQ0007,L009,1908.7,327.55,4.18,442,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3753
EN0003754,20250424,A012,EQ0045,L015,11146.92,1723.06,23.06,1245,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3754
EN0003755,20250618,A010,EQ0039,L005,3865.59,629.92,7.58,3146,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3755
EN0003756,20250321,A012,EQ0035,L015,6078.04,823.91,12.84,216,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3756
EN0003757,20250212,A010,EQ0028,L005,5611.53,729.97,13.9,3697,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3757
EN0003758,20250326,A017,EQ0055,L013,5651.49,998.03,19.08,1467,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3758
EN0003759,20250404,A006,EQ0056,L016,1231.77,111.41,7.23,727,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3759
EN0003760,20250416,A017,EQ0030,L013,6190.58,827.87,12.29,1934,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3760
EN0003761,20250325,A009,EQ0043,L006,3904.56,659.85,23.01,3075,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3761
EN0003762,20250415,A017,EQ0009,L013,12122.0,1715.67,23.71,234,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3762
EN0003763,20250201,A004,EQ0051,L009,5495.02,803.72,18.24,3046,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3763
EN0003764,20250405,A012,EQ0045,L015,7865.16,1132.34,17.09,4126,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3764
EN0003765,20250404,A008,EQ0058,L006,4648.38,774.44,9.47,1827,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3765
EN0003766,20250220,A008,EQ0012,L006,4684.19,597.38,21.77,2308,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3766
EN0003767,20250526,A005,EQ0044,L016,3948.8,446.0,16.9,3992,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3767
EN0003768,20250208,A017,EQ0021,L013,2268.24,346.88,16.47,2911,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3768
EN0003769,20250430,A004,EQ0006,L009,2452.38,435.96,11.54,2214,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3769
EN0003770,20250205,A005,EQ0001,L016,5192.99,500.33,14.21,2502,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3770
EN0003771,20250324,A017,EQ0003,L013,4877.46,473.0,16.7,2852,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3771
EN0003772,20250310,A017,EQ0041,L013,1118.2,135.15,6.09,2480,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3772
EN0003773,20250313,A004,EQ0060,L009,2393.94,224.57,6.56,4133,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3773
EN0003774,20250317,A008,EQ0012,L006,1621.59,223.97,4.98,3899,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3774
EN0003775,20250120,A004,EQ0018,L009,1586.22,155.03,14.28,1328,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3775
EN0003776,20250526,A004,EQ0046,L009,1198.98,118.66,4.68,3050,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3776
EN0003777,20250520,A010,EQ0028,L005,3772.24,466.38,15.88,2182,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3777
EN0003778,20250110,A004,EQ0052,L009,3281.33,312.91,13.19,1187,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3778
EN0003779,20250526,A004,EQ0054,L009,7292.67,677.3,14.73,2425,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3779
EN0003780,20250508,A010,EQ0039,L005,3527.21,339.64,9.29,2396,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3780
EN0003781,20250103,A008,EQ0042,L006,3091.22,417.51,16.54,3944,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3781
EN0003782,20250401,A008,EQ0042,L006,4657.06,554.49,12.64,2736,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3782
EN0003783,20250605,A013,EQ0026,L007,3838.49,664.1,23.49,279,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3783
EN0003784,20250511,A005,EQ0016,L016,6566.95,1063.79,18.84,4035,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3784
EN0003785,20250405,A005,EQ0016,L016,8366.75,893.45,23.58,1801,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3785
EN0003786,20250212,A004,EQ0049,L009,880.85,157.3,6.35,2111,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3786
EN0003787,20250609,A004,EQ0053,L009,9328.01,1150.1,18.16,531,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3787
EN0003788,20250530,A017,EQ0024,L013,2295.91,270.77,21.19,1364,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3788
EN0003789,20250210,A009,EQ0022,L006,2846.56,366.68,16.42,3194,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3789
EN0003790,20250611,A004,EQ0020,L009,633.47,90.2,6.4,357,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3790
EN0003791,20250223,A005,EQ0016,L016,3420.99,434.61,7.35,406,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3791
EN0003792,20250214,A017,EQ0014,L013,4419.95,722.17,9.22,2458,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3792
EN0003793,20250407,A017,EQ0017,L013,6717.22,1037.4,20.46,2723,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3793
EN0003794,20250314,A005,EQ0001,L016,6859.51,883.63,10.14,1148,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3794
EN0003795,20250602,A004,EQ0060,L009,3827.26,389.88,15.85,728,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3795
EN0003796,20250419,A004,EQ0053,L009,2614.14,460.84,11.09,2420,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3796
EN0003797,20250513,A005,EQ0044,L016,4248.09,699.45,11.12,4030,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3797
EN0003798,20250219,A010,EQ0028,L005,2054.72,202.74,18.86,957,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3798
EN0003799,20250424,A004,EQ0002,L009,2094.89,205.37,15.84,476,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3799
EN0003800,20250623,A004,EQ0019,L009,1420.81,205.66,8.14,144,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3800
EN0003801,20250130,A006,EQ0031,L016,4115.3,450.53,9.62,2730,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3801
EN0003802,20250401,A006,EQ0056,L016,5468.22,753.51,14.92,3896,Día,project_fact_energia_export.csv,2026-06-23T00:00:00,3802
EN0003803,20250221,A008,EQ0042,L006,5658.26,1005.06,21.51,2078,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3803
EN0003804,20250413,A010,EQ0025,L005,1643.49,247.35,7.13,1062,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3804
EN0003805,20250329,A010,EQ0032,L005,12664.93,1442.74,21.73,2078,Tarde,project_fact_energia_export.csv,2026-06-23T00:00:00,3805
EN0003806,20250507,A017,EQ0055,L013,6404.01,1133.19,20.32,1215,Noche,project_fact_energia_export.csv,2026-06-23T00:00:00,3806
