IncidentID,DateKey,AreaID,EquipmentID,LocationID,Severity,IncidentType,CorrectiveActionStatus,DaysOpen,LostTimeFlag,RiskCategory,_SourceFile,_ExportedAt,_LegacyRowNumber
IN00181,20250103,A004,EQ0029,L007,Media,Lesión menor,En progreso,32,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,181
IN00182,20250121,A006,EQ0038,L007,Baja,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,182
IN00183,20250403,A003,EQ0035,L006,Media,Lesión menor,Abierta,34,True,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,183
IN00184,20250624,A005,EQ0018,L006,Media,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,184
IN00185,20250125,A005,EQ0018,L006,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,185
IN00186,20250201,A006,EQ0038,L007,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,186
IN00187,20250205,A004,EQ0029,L007,Baja,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,187
IN00188,20250515,A004,EQ0004,L007,Baja,Daño equipo,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,188
IN00189,20250409,A005,EQ0011,L006,Baja,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,189
IN00190,20250315,A005,EQ0037,L006,Baja,Lesión menor,Abierta,81,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,190
IN00191,20250125,A005,EQ0023,L006,Media,Condición insegura,En progreso,8,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,191
IN00192,20250305,A003,EQ0031,L006,Alta,Ambiental,En progreso,83,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,192
IN00193,20250305,A003,EQ0025,L006,Baja,Casi accidente,En progreso,60,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,193
IN00194,20250618,A003,EQ0025,L006,Media,Casi accidente,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,194
IN00195,20250624,A004,EQ0012,L007,Baja,Casi accidente,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,195
IN00196,20250529,A002,EQ0030,L002,Media,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,196
IN00197,20250602,A005,EQ0011,L006,Baja,Ambiental,Abierta,38,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,197
IN00198,20250623,A001,EQ0010,L003,Media,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,198
IN00199,20250318,A001,EQ0026,L003,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,199
IN00200,20250119,A002,EQ0015,L002,Baja,Ambiental,Abierta,75,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,200
IN00201,20250517,A005,EQ0018,L006,Baja,Daño equipo,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,201
IN00202,20250501,A005,EQ0016,L006,Media,Lesión menor,Abierta,55,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,202
IN00203,20250324,A001,EQ0010,L003,Alta,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,203
IN00204,20250603,A006,EQ0019,L007,Baja,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,204
IN00205,20250522,A003,EQ0022,L006,Baja,Ambiental,En progreso,40,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,205
IN00206,20250326,A006,EQ0027,L007,Baja,Lesión menor,Abierta,23,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,206
IN00207,20250123,A005,EQ0037,L006,Baja,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,207
IN00208,20250426,A005,EQ0009,L006,Baja,Casi accidente,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,208
IN00209,20250116,A002,EQ0036,L002,Media,Ambiental,En progreso,9,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,209
IN00210,20250528,A005,EQ0011,L006,Baja,Condición insegura,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,210
IN00211,20250208,A003,EQ0035,L006,Baja,Daño equipo,Abierta,24,True,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,211
IN00212,20250225,A005,EQ0016,L006,Baja,Ambiental,Abierta,63,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,212
IN00213,20250225,A005,EQ0037,L006,Media,Casi accidente,Abierta,88,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,213
IN00214,20250410,A005,EQ0021,L006,Baja,Daño equipo,Abierta,38,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,214
IN00215,20250225,A006,EQ0019,L007,Baja,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,215
IN00216,20250626,A005,EQ0023,L006,Alta,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,216
IN00217,20250217,A002,EQ0036,L002,Baja,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,217
IN00218,20250602,A001,EQ0026,L003,Baja,Casi accidente,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,218
IN00219,20250610,A005,EQ0037,L006,Baja,Condición insegura,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,219
IN00220,20250516,A002,EQ0036,L002,Alta,Condición insegura,Abierta,19,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,220
IN00221,20250614,A004,EQ0008,L007,Baja,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,221
IN00222,20250603,A003,EQ0035,L006,Media,Lesión menor,Abierta,75,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,222
IN00223,20250601,A003,EQ0022,L006,Media,Lesión menor,Abierta,28,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,223
IN00224,20250401,A004,EQ0003,L007,Media,Condición insegura,Abierta,44,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,224
IN00225,20250607,A001,EQ0007,L003,Baja,Ambiental,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,225
IN00226,20250223,A004,EQ0029,L007,Media,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,226
IN00227,20250428,A002,EQ0030,L002,Baja,Condición insegura,En progreso,82,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,227
IN00228,20250301,A001,EQ0010,L003,Baja,Ambiental,Cerrada,0,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,228
IN00229,20250607,A006,EQ0024,L007,Baja,Condición insegura,Cerrada,0,True,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,229
IN00230,20250503,A005,EQ0009,L006,Media,Condición insegura,En progreso,8,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,230
IN00231,20250124,A005,EQ0032,L006,Media,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,231
IN00232,20250626,A005,EQ0037,L006,Baja,Daño equipo,Abierta,89,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,232
IN00233,20250116,A005,EQ0018,L006,Baja,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,233
IN00234,20250118,A005,EQ0009,L006,Baja,Ambiental,Cerrada,0,True,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,234
IN00235,20250207,A005,EQ0039,L006,Media,Lesión menor,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,235
IN00236,20250624,A005,EQ0011,L006,Baja,Ambiental,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,236
IN00237,20250606,A005,EQ0006,L006,Baja,Casi accidente,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,237
IN00238,20250401,A003,EQ0033,L006,Baja,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,238
IN00239,20250218,A003,EQ0033,L006,Alta,Casi accidente,En progreso,67,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,239
IN00240,20250330,A001,EQ0020,L003,Baja,Ambiental,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,240
IN00241,20250302,A005,EQ0023,L006,Media,Ambiental,En progreso,73,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,241
IN00242,20250425,A002,EQ0030,L002,Baja,Ambiental,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,242
IN00243,20250115,A004,EQ0012,L007,Baja,Ambiental,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,243
IN00244,20250115,A003,EQ0035,L006,Baja,Ambiental,Abierta,49,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,244
IN00245,20250515,A001,EQ0010,L003,Baja,Condición insegura,Abierta,87,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,245
IN00246,20250520,A004,EQ0029,L007,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,246
IN00247,20250515,A004,EQ0029,L007,Media,Lesión menor,En progreso,70,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,247
IN00248,20250129,A005,EQ0037,L006,Media,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,248
IN00249,20250318,A004,EQ0029,L007,Media,Lesión menor,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,249
IN00250,20250227,A004,EQ0008,L007,Media,Lesión menor,En progreso,74,True,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,250
IN00251,20250107,A005,EQ0037,L006,Media,Ambiental,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,251
IN00252,20250428,A005,EQ0034,L006,Media,Condición insegura,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,252
IN00253,20250510,A005,EQ0039,L006,Baja,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,253
IN00254,20250523,A005,EQ0011,L006,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,254
IN00255,20250430,A002,EQ0036,L002,Media,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,255
IN00256,20250419,A005,EQ0032,L006,Media,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,256
IN00257,20250406,A005,EQ0034,L006,Baja,Lesión menor,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,257
IN00258,20250602,A005,EQ0037,L006,Media,Casi accidente,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,258
IN00259,20250212,A005,EQ0021,L006,Media,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,259
IN00260,20250216,A005,EQ0017,L006,Baja,Casi accidente,Abierta,56,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,260
IN00261,20250523,A006,EQ0038,L007,Media,Condición insegura,Abierta,20,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,261
IN00262,20250207,A001,EQ0028,L003,Media,Lesión menor,Abierta,17,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,262
IN00263,20250212,A006,EQ0038,L007,Baja,Lesión menor,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,263
IN00264,20250208,A005,EQ0023,L006,Baja,Ambiental,Abierta,20,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,264
IN00265,20250316,A006,EQ0038,L007,Baja,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,265
IN00266,20250211,A005,EQ0032,L006,Baja,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,266
IN00267,20250408,A003,EQ0035,L006,Baja,Casi accidente,En progreso,31,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,267
IN00268,20250611,A004,EQ0029,L007,Baja,Daño equipo,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,268
IN00269,20250305,A005,EQ0017,L006,Alta,Ambiental,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,269
IN00270,20250205,A002,EQ0030,L002,Alta,Ambiental,En progreso,27,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,270
IN00271,20250508,A004,EQ0013,L007,Media,Ambiental,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,271
IN00272,20250410,A005,EQ0009,L006,Baja,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,272
IN00273,20250329,A003,EQ0022,L006,Baja,Ambiental,Abierta,88,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,273
IN00274,20250520,A003,EQ0040,L006,Alta,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,274
IN00275,20250414,A004,EQ0008,L007,Baja,Casi accidente,En progreso,36,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,275
IN00276,20250314,A005,EQ0017,L006,Media,Condición insegura,En progreso,29,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,276
IN00277,20250409,A005,EQ0017,L006,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,277
IN00278,20250129,A003,EQ0035,L006,Baja,Condición insegura,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,278
IN00279,20250329,A006,EQ0024,L007,Media,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,279
IN00280,20250217,A006,EQ0038,L007,Alta,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,280
IN00281,20250302,A003,EQ0033,L006,Baja,Casi accidente,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,281
IN00282,20250414,A001,EQ0026,L003,Media,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,282
IN00283,20250301,A001,EQ0026,L003,Baja,Daño equipo,En progreso,42,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,283
IN00284,20250405,A002,EQ0015,L002,Media,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,284
IN00285,20250210,A004,EQ0003,L007,Media,Casi accidente,Abierta,71,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,285
IN00286,20250307,A002,EQ0036,L002,Baja,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,286
IN00287,20250524,A004,EQ0013,L007,Baja,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,287
IN00288,20250618,A001,EQ0007,L003,Alta,Casi accidente,Abierta,28,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,288
IN00289,20250607,A005,EQ0032,L006,Baja,Lesión menor,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,289
IN00290,20250317,A004,EQ0029,L007,Baja,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,290
IN00291,20250417,A001,EQ0020,L003,Media,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,291
IN00292,20250610,A002,EQ0036,L002,Baja,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,292
IN00293,20250519,A005,EQ0023,L006,Alta,Condición insegura,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,293
IN00294,20250104,A005,EQ0016,L006,Baja,Lesión menor,En progreso,70,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,294
IN00295,20250202,A003,EQ0025,L006,Baja,Condición insegura,En progreso,34,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,295
IN00296,20250603,A006,EQ0027,L007,Media,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,296
IN00297,20250409,A001,EQ0028,L003,Media,Casi accidente,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,297
IN00298,20250619,A005,EQ0034,L006,Baja,Lesión menor,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,298
IN00299,20250105,A006,EQ0038,L007,Media,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,299
IN00300,20250424,A004,EQ0005,L007,Baja,Ambiental,Abierta,86,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,300
IN00301,20250411,A002,EQ0036,L002,Media,Casi accidente,Abierta,44,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,301
IN00302,20250615,A003,EQ0022,L006,Baja,Casi accidente,En progreso,73,True,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,302
IN00303,20250510,A004,EQ0013,L007,Alta,Condición insegura,Abierta,18,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,303
IN00304,20250201,A004,EQ0008,L007,Baja,Ambiental,En progreso,72,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,304
IN00305,20250214,A003,EQ0031,L006,Media,Casi accidente,Abierta,21,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,305
IN00306,20250520,A005,EQ0017,L006,Baja,Ambiental,Abierta,13,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,306
IN00307,20250417,A004,EQ0002,L007,Media,Lesión menor,Abierta,72,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,307
IN00308,20250428,A005,EQ0039,L006,Baja,Condición insegura,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,308
IN00309,20250601,A004,EQ0004,L007,Baja,Ambiental,En progreso,78,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,309
IN00310,20250420,A005,EQ0023,L006,Baja,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,310
IN00311,20250324,A006,EQ0027,L007,Media,Daño equipo,Abierta,50,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,311
IN00312,20250508,A005,EQ0018,L006,Media,Ambiental,En progreso,22,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,312
IN00313,20250316,A006,EQ0027,L007,Baja,Casi accidente,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,313
IN00314,20250413,A001,EQ0020,L003,Media,Casi accidente,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,314
IN00315,20250504,A005,EQ0037,L006,Alta,Daño equipo,En progreso,74,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,315
IN00316,20250611,A005,EQ0018,L006,Alta,Casi accidente,En progreso,16,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,316
IN00317,20250422,A005,EQ0018,L006,Media,Ambiental,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,317
IN00318,20250513,A005,EQ0039,L006,Baja,Casi accidente,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,318
IN00319,20250613,A001,EQ0026,L003,Baja,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,319
IN00320,20250408,A004,EQ0002,L007,Baja,Condición insegura,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,320
IN00321,20250404,A002,EQ0036,L002,Baja,Condición insegura,Abierta,58,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,321
IN00322,20250119,A004,EQ0002,L007,Alta,Lesión menor,Abierta,78,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,322
IN00323,20250210,A005,EQ0034,L006,Media,Lesión menor,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,323
IN00324,20250428,A004,EQ0002,L007,Alta,Daño equipo,Cerrada,0,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,324
IN00325,20250112,A003,EQ0035,L006,Baja,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,325
IN00326,20250205,A004,EQ0002,L007,Baja,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,326
IN00327,20250228,A004,EQ0013,L007,Baja,Lesión menor,En progreso,39,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,327
IN00328,20250209,A006,EQ0027,L007,Baja,Casi accidente,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,328
IN00329,20250421,A006,EQ0014,L007,Media,Ambiental,Abierta,77,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,329
IN00330,20250223,A004,EQ0005,L007,Media,Casi accidente,Abierta,36,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,330
IN00331,20250303,A005,EQ0017,L006,Media,Ambiental,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,331
IN00332,20250313,A006,EQ0038,L007,Baja,Ambiental,Cerrada,0,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,332
IN00333,20250210,A006,EQ0014,L007,Baja,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,333
IN00334,20250108,A004,EQ0012,L007,Baja,Lesión menor,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,334
IN00335,20250617,A004,EQ0002,L007,Alta,Casi accidente,En progreso,63,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,335
IN00336,20250630,A005,EQ0039,L006,Media,Lesión menor,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,336
IN00337,20250506,A005,EQ0023,L006,Media,Ambiental,Abierta,6,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,337
IN00338,20250621,A003,EQ0033,L006,Media,Lesión menor,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,338
IN00339,20250518,A003,EQ0040,L006,Baja,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,339
IN00340,20250417,A005,EQ0017,L006,Media,Ambiental,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,340
IN00341,20250525,A003,EQ0040,L006,Baja,Ambiental,Abierta,59,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,341
IN00342,20250505,A001,EQ0028,L003,Baja,Condición insegura,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,342
IN00343,20250521,A004,EQ0013,L007,Media,Daño equipo,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,343
IN00344,20250327,A005,EQ0011,L006,Media,Ambiental,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,344
IN00345,20250322,A005,EQ0009,L006,Media,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,345
IN00346,20250524,A002,EQ0015,L002,Baja,Casi accidente,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,346
IN00347,20250106,A004,EQ0004,L007,Media,Casi accidente,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,347
IN00348,20250323,A001,EQ0010,L003,Alta,Condición insegura,En progreso,79,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,348
IN00349,20250109,A004,EQ0008,L007,Baja,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,349
IN00350,20250119,A004,EQ0008,L007,Media,Lesión menor,En progreso,47,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,350
IN00351,20250129,A003,EQ0025,L006,Alta,Casi accidente,En progreso,74,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,351
IN00352,20250529,A006,EQ0014,L007,Alta,Daño equipo,En progreso,10,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,352
IN00353,20250611,A001,EQ0010,L003,Baja,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,353
IN00354,20250210,A001,EQ0028,L003,Baja,Lesión menor,En progreso,7,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,354
IN00355,20250614,A001,EQ0007,L003,Baja,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,355
IN00356,20250428,A005,EQ0034,L006,Media,Ambiental,En progreso,76,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,356
IN00357,20250404,A006,EQ0014,L007,Media,Lesión menor,Abierta,89,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,357
IN00358,20250122,A005,EQ0018,L006,Baja,Casi accidente,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,358
IN00359,20250421,A004,EQ0002,L007,Baja,Ambiental,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,359
IN00360,20250126,A006,EQ0019,L007,Baja,Ambiental,Abierta,56,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,360
IN00361,20250508,A005,EQ0023,L006,Baja,Casi accidente,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,361
IN00362,20250128,A004,EQ0002,L007,Baja,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,362
