MaintenanceID,DateKey,EquipmentID,AreaID,WorkTypeID,PriorityID,FailureMode,SystemCategory,DowntimeHours,RepairHours,MaintenanceCost,PlannedFlag,_SourceFile,_ExportedAt,_LegacyRowNumber,EquipmentName_Source
MT000469,20250401,EQ0036,A004,WT1,P1,Falla de sello mecánico,Eléctrico,3.26,1.89,5690.79,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,469,Bulldozer Sintético 0036
MT000470,20250304,EQ0038,A010,WT1,P3,Trip de variador,Mecánico,3.98,1.64,3234.0,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,470,Espesador Sintético 0038
MT000471,20250525,EQ0013,A005,WT1,P4,Alta vibración,Chancado,1.99,1.05,4045.59,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,471,Chancador primario Sintético 0013
MT000472,20250312,EQ0027,A017,WT2,P4,Falla de instrumentación,Control,23.64,19.39,25854.0,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,472,RTU Sintético 0027
MT000473,20250224,EQ0003,A017,WT2,P3,Falla de instrumentación,Control,1.55,1.26,2705.84,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,473,PLC Sintético 0003
MT000474,20250629,EQ0031,A006,WT1,P3,Obstrucción de chute,Correas,0.24,0.12,183.8,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,474,Correa transportadora Sintético 0031
MT000475,20250629,EQ0029,A005,WT1,P1,Bloqueo de chancador,Chancado,3.24,1.99,1659.68,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,475,Chancador secundario Sintético 0029
MT000476,20250412,EQ0054,A004,WT1,P4,Baja presión,Instrumentación,1.88,0.89,3557.17,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,476,Motoniveladora Sintético 0054
MT000477,20250216,EQ0042,A008,WT1,P1,Trip de variador,Molienda,2.51,1.83,4201.19,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,477,Molino de bolas Sintético 0042
MT000478,20250210,EQ0037,A005,WT2,P1,Bloqueo de chancador,Chancado,25.94,13.0,56958.65,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,478,Chancador primario Sintético 0037
MT000479,20250203,EQ0021,A017,WT1,P2,Deriva de sensor,Instrumentación,5.91,5.29,8268.36,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,479,Sensor de vibración Sintético 0021
MT000480,20250528,EQ0021,A017,WT1,P4,Falla de motor,Eléctrico,5.2,4.19,9280.08,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,480,Sensor de vibración Sintético 0021
MT000481,20250531,EQ0050,A013,WT1,P3,Trip de variador,Eléctrico,3.18,2.51,2509.8,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,481,Medidor de energía Sintético 0050
MT000482,20250321,EQ0013,A005,WT1,P3,Falla eléctrica,Chancado,0.39,0.21,503.78,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,482,Chancador primario Sintético 0013
MT000483,20250601,EQ0060,A004,WT2,P4,Corte de correa,Seguridad,6.89,5.82,14554.49,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,483,Bulldozer Sintético 0060
MT000484,20250105,EQ0053,A004,WT2,P2,Falla de instrumentación,Energía,4.73,2.44,7177.2,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,484,Sistema dispatch Sintético 0053
MT000485,20250119,EQ0029,A005,WT1,P4,Bloqueo de chancador,Chancado,3.83,1.85,6976.07,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,485,Chancador secundario Sintético 0029
MT000486,20250613,EQ0050,A013,WT2,P2,Deriva de sensor,Eléctrico,1.4,0.68,2941.31,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,486,Medidor de energía Sintético 0050
MT000487,20250309,,A017,WT2,P2,Pérdida de comunicación PLC,Control,11.23,7.48,6092.12,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,487,RTU Sintético 0009
MT000488,20250128,EQ0057,A004,WT2,P1,Falla de motor,Hidráulico,6.96,5.31,17644.35,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,488,Camión CAEX Sintético 0057
MT000489,20250209,EQ0058,A008,WT2,P3,Alta vibración,Molienda,20.2,17.24,46562.68,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,489,Molino de bolas Sintético 0058
MT000490,20250222,EQ0016,A005,WT1,P4,Falla de instrumentación,Seguridad,2.15,0.95,3685.03,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,490,Harnero Sintético 0016
MT000491,20250323,EQ0006,A004,WT1,P4,Falla de instrumentación,Eléctrico,1.27,1.21,2171.31,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,491,Cargador frontal Sintético 0006
MT000492,20250611,EQ0044,A005,WT2,P4,Pérdida de comunicación PLC,Mecánico,9.37,6.3,14063.56,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,492,Alimentador Sintético 0044
MT000493,20250420,EQ0025,A010,WT2,P3,Falla eléctrica,Instrumentación,12.74,8.34,8685.51,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,493,Sistema de relaves Sintético 0025
MT000494,20250630,EQ0048,A004,WT2,P4,Falla de pala,Control,17.47,16.58,19677.41,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,494,Pala hidráulica Sintético 0048
MT000495,20250613,EQ0030,A017,WT1,P2,Falla de instrumentación,Control,1.31,0.93,693.09,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,495,Switch industrial Sintético 0030
MT000496,20250103,EQ0040,A017,WT2,P4,Deriva de sensor,Control,4.76,2.44,8069.0,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,496,Switch industrial Sintético 0040
MT000497,20250523,EQ0013,A005,WT2,P3,Falla eléctrica,Chancado,7.24,3.78,3893.04,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,497,Chancador primario Sintético 0013
MT000498,20250115,EQ0007,A004,WT1,P4,Alta vibración,Control,5.95,2.91,5356.66,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,498,Pala eléctrica Sintético 0007
MT000499,20250610,EQ0045,A012,WT2,P2,Baja presión,Bombas,7.88,4.32,14320.86,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,499,Bomba de pulpa Sintético 0045
MT000500,20250527,EQ0036,A004,WT2,P4,Desgaste de revestimientos,Instrumentación,23.8,20.33,42721.77,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,500,Bulldozer Sintético 0036
MT000501,20250210,EQ0044,A005,WT2,P3,Falla de transmisión,Seguridad,11.39,9.76,11535.44,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,501,Alimentador Sintético 0044
MT000502,20250502,EQ0017,A017,WT2,P3,Falla de instrumentación,Control,29.85,16.33,41958.26,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,502,Servidor SCADA Sintético 0017
MT000503,20250215,EQ0050,A013,WT1,P4,Falla de sello mecánico,Instrumentación,3.89,2.04,3172.46,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,503,Medidor de energía Sintético 0050
MT000504,20250217,EQ0032,A010,WT2,P3,Obstrucción de chute,Eléctrico,24.99,20.11,34313.73,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,504,Filtro Sintético 0032
MT000505,20250131,EQ0026,A013,WT2,P1,Falla de pala,Mecánico,26.62,18.44,59239.55,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,505,Medidor de energía Sintético 0026
MT000506,20250328,EQ0057,A004,WT2,P1,Desgaste de neumáticos,Hidráulico,4.18,3.72,6553.09,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,506,Camión CAEX Sintético 0057
MT000507,20250606,EQ0025,A010,WT1,P4,Falla de instrumentación,Mecánico,1.46,0.75,920.92,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,507,Sistema de relaves Sintético 0025
MT000508,20250517,EQ0041,A017,WT1,P4,Obstrucción de chute,Energía,0.65,0.54,1156.93,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,508,Sensor de vibración Sintético 0041
MT000509,20250621,EQ0006,A004,WT1,P3,Deriva de sensor,Seguridad,2.83,2.36,6648.76,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,509,Cargador frontal Sintético 0006
MT000510,20250626,EQ0041,A017,WT2,P4,Desalineamiento de correa,Energía,18.67,13.99,36793.13,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,510,Sensor de vibración Sintético 0041
MT000511,20250526,EQ0011,A004,WT1,P1,Desgaste de revestimientos,Instrumentación,1.92,1.69,1857.26,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,511,Camión aljibe Sintético 0011
MT000512,20250619,EQ0043,A009,WT2,P3,Fuga hidráulica,Mecánico,3.05,2.57,6694.75,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,512,Celda de flotación Sintético 0043
MT000513,20250125,EQ0025,A010,WT2,P4,Desgaste de revestimientos,Instrumentación,3.71,1.99,5859.13,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,513,Sistema de relaves Sintético 0025
MT000514,20250517,EQ0019,A004,WT1,P1,Falla de motor,Mecánico,3.6,3.15,5505.55,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,514,Cargador frontal Sintético 0019
MT000515,20250422,EQ0015,A010,WT1,P3,Fuga hidráulica,Eléctrico,5.98,4.12,3825.39,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,515,Filtro Sintético 0015
MT000516,20250308,EQ0025,A010,WT1,P2,Falla eléctrica,Instrumentación,5.29,3.85,7825.8,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,516,Sistema de relaves Sintético 0025
MT000517,20250204,EQ0038,A010,WT2,P4,Sobrecalentamiento,Instrumentación,1.06,0.66,663.45,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,517,Espesador Sintético 0038
MT000518,20250416,EQ0028,A010,WT1,P2,Falla de bomba de pulpa,Energía,8.57,3.96,19935.35,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,518,Espesador Sintético 0028
MT000519,20250320,EQ0030,A017,WT2,P4,Falla de instrumentación,Control,10.44,6.53,23333.59,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,519,Switch industrial Sintético 0030
MT000520,20250226,EQ0029,A005,WT2,P2,Bloqueo de chancador,Chancado,6.83,6.39,7822.08,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,520,Chancador secundario Sintético 0029
MT000521,20250226,EQ0054,A004,WT1,P1,Deriva de sensor,Mecánico,0.72,0.49,1559.37,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,521,Motoniveladora Sintético 0054
MT000522,20250222,EQ0025,A010,WT2,P2,Deriva de sensor,Seguridad,13.11,8.39,19089.27,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,522,Sistema de relaves Sintético 0025
MT000523,20250108,EQ0027,A017,WT1,P1,Falla de instrumentación,Control,0.84,0.38,1748.36,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,523,RTU Sintético 0027
MT000524,20250428,EQ0016,A005,WT2,P1,Trip de variador,Eléctrico,7.57,6.38,12846.1,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,524,Harnero Sintético 0016
MT000525,20250426,EQ0011,A004,WT1,P2,Falla de bomba de pulpa,Mecánico,0.52,0.21,1143.57,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,525,Camión aljibe Sintético 0011
MT000526,20250517,EQ0043,A009,WT2,P3,Fuga hidráulica,Eléctrico,9.08,5.72,8217.64,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,526,Celda de flotación Sintético 0043
MT000527,20250327,EQ0027,A017,WT2,P1,Deriva de sensor,Control,7.05,5.07,12795.03,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,527,RTU Sintético 0027
MT000528,20250119,,A009,WT2,P4,Falla de transmisión,Energía,7.69,5.64,14314.65,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,528,Celda de flotación Sintético 0043
MT000529,20250625,EQ0022,A009,WT1,P4,Pérdida de comunicación PLC,Instrumentación,1.71,1.37,1006.22,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,529,Celda de flotación Sintético 0022
MT000530,20250306,EQ0021,A017,WT1,P1,Desalineamiento de correa,Energía,1.71,0.93,3487.95,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,530,Sensor de vibración Sintético 0021
MT000531,20250516,EQ0007,A004,WT2,P4,Alta vibración,Control,10.22,8.04,20550.97,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,531,Pala eléctrica Sintético 0007
MT000532,20250320,EQ0029,A005,WT1,P4,Bloqueo de chancador,Chancado,5.4,3.5,10574.13,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,532,Chancador secundario Sintético 0029
MT000533,20250514,EQ0033,A008,WT2,P3,Desgaste de revestimientos,Molienda,1.91,1.25,2891.12,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,533,Molino SAG Sintético 0033
MT000534,20250301,EQ0053,A004,WT2,P1,Deriva de sensor,Seguridad,8.65,5.56,11146.81,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,534,Sistema dispatch Sintético 0053
MT000535,20250215,EQ0032,A010,WT2,P1,Sobrecalentamiento,Energía,6.04,2.88,3129.91,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,535,Filtro Sintético 0032
MT000536,20250507,EQ0029,A005,WT2,P2,Bloqueo de chancador,Chancado,10.3,7.58,13583.78,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,536,Chancador secundario Sintético 0029
MT000537,20250512,EQ0028,A010,WT2,P1,Falla de motor,Eléctrico,15.09,6.4,13194.35,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,537,Espesador Sintético 0028
MT000538,20250531,EQ0016,A005,WT1,P2,Corte de correa,Mecánico,0.79,0.35,1127.12,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,538,Harnero Sintético 0016
MT000539,20250322,EQ0042,A008,WT1,P4,Alta vibración,Molienda,2.48,2.01,2556.15,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,539,Molino de bolas Sintético 0042
MT000540,20250307,EQ0033,A008,WT2,P3,Desgaste de revestimientos,Molienda,1.14,0.47,1909.98,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,540,Molino SAG Sintético 0033
MT000541,20250605,EQ0005,A017,WT2,P2,Pérdida de comunicación PLC,Control,19.6,9.42,9646.84,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,541,Servidor Historiador Sintético 0005
MT000542,20250127,EQ0030,A017,WT2,P3,Deriva de sensor,Control,17.4,7.79,38435.45,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,542,Switch industrial Sintético 0030
MT000543,20250215,EQ0004,A004,WT1,P4,Alta vibración,Control,4.03,3.67,3835.41,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,543,Perforadora Sintético 0004
MT000544,20250227,EQ0023,A017,WT1,P3,Falla de instrumentación,Control,11.18,10.53,14335.29,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,544,PLC Sintético 0023
MT000545,20250506,EQ0046,A004,WT2,P2,Falla de pala,Control,1.71,1.0,2493.95,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,545,Pala eléctrica Sintético 0046
MT000546,20250619,EQ0031,A006,WT1,P2,Desalineamiento de correa,Correas,3.39,1.54,2880.16,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,546,Correa transportadora Sintético 0031
MT000547,20250308,EQ0008,A017,WT2,P2,Falla de instrumentación,Control,9.66,6.05,13725.95,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,547,Servidor SCADA Sintético 0008
MT000548,20250308,EQ0055,A017,WT1,P4,Pérdida de comunicación PLC,Control,0.95,0.89,535.58,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,548,Servidor Historiador Sintético 0055
MT000549,20250212,,A004,WT2,P2,Fuga hidráulica,Control,8.59,7.42,15071.78,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,549,Perforadora Sintético 0010
MT000550,20250205,EQ0046,A004,WT2,P3,Falla de pala,Hidráulico,11.67,5.09,18693.92,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,550,Pala eléctrica Sintético 0046
MT000551,20250117,EQ0042,A008,WT1,P1,Alta vibración,Molienda,5.62,5.1,7210.17,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,551,Molino de bolas Sintético 0042
MT000552,20250329,EQ0047,A005,WT1,P3,Falla eléctrica,Chancado,4.62,3.39,8229.77,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,552,Chancador secundario Sintético 0047
MT000553,20250221,EQ0053,A004,WT1,P3,Baja presión,Mecánico,2.09,1.98,2201.25,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,553,Sistema dispatch Sintético 0053
MT000554,20250602,EQ0057,A004,WT1,P3,Falla de transmisión,Neumáticos,3.45,2.45,3345.95,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,554,Camión CAEX Sintético 0057
MT000555,20250605,EQ0030,A017,WT1,P4,Falla de instrumentación,Control,2.35,1.73,5630.48,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,555,Switch industrial Sintético 0030
MT000556,20250115,EQ0044,A005,WT1,P2,Desalineamiento de correa,Eléctrico,0.83,0.45,1108.42,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,556,Alimentador Sintético 0044
MT000557,20250624,EQ0037,A005,WT2,P3,Falla eléctrica,Chancado,14.48,7.89,33026.57,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,557,Chancador primario Sintético 0037
MT000558,20250511,EQ0005,A017,WT2,P2,Falla de instrumentación,Control,30.68,26.48,53417.03,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,558,Servidor Historiador Sintético 0005
MT000559,20250121,EQ0013,A005,WT2,P3,Bloqueo de chancador,Chancado,6.09,4.03,7746.34,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,559,Chancador primario Sintético 0013
MT000560,20250410,EQ0008,A017,WT2,P1,Falla de instrumentación,Control,7.41,3.13,3505.78,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,560,Servidor SCADA Sintético 0008
MT000561,20250417,EQ0007,A004,WT1,P4,Falla de pala,Mecánico,1.77,0.72,2739.45,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,561,Pala eléctrica Sintético 0007
MT000562,20250401,EQ0021,A017,WT1,P1,Desgaste de revestimientos,Seguridad,0.26,0.18,444.9,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,562,Sensor de vibración Sintético 0021
MT000563,20250202,EQ0036,A004,WT1,P2,Baja presión,Energía,2.26,1.18,2648.51,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,563,Bulldozer Sintético 0036
MT000564,20250629,EQ0046,A004,WT1,P4,Alta vibración,Control,1.89,1.17,948.06,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,564,Pala eléctrica Sintético 0046
MT000565,20250525,EQ0027,A017,WT2,P3,Deriva de sensor,Control,4.88,3.64,3007.91,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,565,RTU Sintético 0027
MT000566,20250115,EQ0054,A004,WT2,P2,Falla de pala,Energía,4.14,3.55,7298.04,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,566,Motoniveladora Sintético 0054
MT000567,20250215,EQ0060,A004,WT1,P3,Falla de motor,Instrumentación,5.67,3.81,11222.0,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,567,Bulldozer Sintético 0060
MT000568,20250419,EQ0008,A017,WT2,P3,Deriva de sensor,Control,8.47,4.84,8027.43,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,568,Servidor SCADA Sintético 0008
MT000569,20250617,EQ0002,A004,WT2,P1,Falla de transmisión,Neumáticos,1.17,1.08,3148.46,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,569,Camión CAEX Sintético 0002
MT000570,20250320,EQ0044,A005,WT1,P2,Desgaste de revestimientos,Seguridad,2.26,1.02,5210.06,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,570,Alimentador Sintético 0044
MT000571,20250512,EQ0049,A004,WT2,P2,Falla de motor,Hidráulico,14.25,7.15,29465.33,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,571,Camión CAEX Sintético 0049
MT000572,20250203,EQ0016,A005,WT2,P3,Falla de instrumentación,Seguridad,10.84,9.59,15044.05,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,572,Harnero Sintético 0016
MT000573,20250419,EQ0003,A017,WT1,P1,Deriva de sensor,Control,4.04,3.06,3732.82,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,573,PLC Sintético 0003
MT000574,20250509,EQ0057,A004,WT2,P1,Falla de motor,Hidráulico,5.2,3.53,14359.8,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,574,Camión CAEX Sintético 0057
MT000575,20250125,EQ0050,A013,WT1,P2,Falla eléctrica,Instrumentación,5.64,2.3,11382.53,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,575,Medidor de energía Sintético 0050
MT000576,20250417,EQ0039,A010,WT2,P1,Desgaste de revestimientos,Mecánico,16.16,7.73,15778.75,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,576,Sistema de relaves Sintético 0039
MT000577,20250315,EQ0053,A004,WT2,P2,Deriva de sensor,Instrumentación,14.03,12.84,28113.63,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,577,Sistema dispatch Sintético 0053
MT000578,20250119,EQ0017,A017,WT1,P2,Falla de instrumentación,Control,5.65,3.01,9557.09,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,578,Servidor SCADA Sintético 0017
MT000579,20250318,EQ0008,A017,WT2,P1,Falla de instrumentación,Control,6.32,3.21,9282.08,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,579,Servidor SCADA Sintético 0008
MT000580,20250112,EQ0007,A004,WT1,P1,Falla de pala,Mecánico,3.89,2.53,3805.12,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,580,Pala eléctrica Sintético 0007
MT000581,20250617,EQ0026,A013,WT1,P4,Sobrecalentamiento,Energía,5.58,3.88,4783.31,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,581,Medidor de energía Sintético 0026
MT000582,20250413,EQ0032,A010,WT2,P3,Corte de correa,Mecánico,13.05,8.52,25826.16,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,582,Filtro Sintético 0032
MT000583,20250128,EQ0048,A004,WT1,P2,Alta vibración,Mecánico,4.07,2.41,7548.28,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,583,Pala hidráulica Sintético 0048
MT000584,20250310,EQ0021,A017,WT2,P3,Alta vibración,Instrumentación,14.74,12.51,30393.27,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,584,Sensor de vibración Sintético 0021
MT000585,20250512,EQ0003,A017,WT2,P2,Falla de instrumentación,Control,7.32,3.19,14798.23,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,585,PLC Sintético 0003
MT000586,20250611,EQ0033,A008,WT1,P2,Alta vibración,Molienda,13.72,7.08,18786.66,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,586,Molino SAG Sintético 0033
MT000587,20250525,EQ0014,A017,WT2,P4,Falla de instrumentación,Control,7.53,5.58,5688.45,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,587,Sistema de control distribuido Sintético 0014
MT000588,20250322,EQ0030,A017,WT1,P1,Pérdida de comunicación PLC,Control,4.33,3.08,4478.95,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,588,Switch industrial Sintético 0030
MT000589,20250110,EQ0025,A010,WT2,P4,Falla de pala,Seguridad,5.09,2.27,6874.73,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,589,Sistema de relaves Sintético 0025
MT000590,20250616,EQ0018,A004,WT1,P4,Fuga hidráulica,Energía,4.89,2.4,11447.88,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,590,Motoniveladora Sintético 0018
MT000591,20250120,EQ0042,A008,WT2,P2,Trip de variador,Molienda,6.07,3.91,13767.01,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,591,Molino de bolas Sintético 0042
MT000592,20250610,EQ0032,A010,WT1,P3,Trip de variador,Eléctrico,1.04,0.44,2218.21,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,592,Filtro Sintético 0032
MT000593,20250321,EQ0056,A006,WT2,P1,Corte de correa,Correas,2.87,2.3,3805.8,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,593,Correa transportadora Sintético 0056
MT000594,20250314,,A013,WT2,P3,Desgaste de neumáticos,Eléctrico,17.88,12.5,18093.22,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,594,Medidor de energía Sintético 0050
MT000595,20250119,EQ0014,A017,WT1,P2,Falla de instrumentación,Control,1.4,1.17,806.26,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,595,Sistema de control distribuido Sintético 0014
MT000596,20250226,EQ0001,A005,WT2,P3,Bloqueo de chancador,Energía,7.93,5.24,4560.16,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,596,Alimentador Sintético 0001
MT000597,20250128,EQ0050,A013,WT2,P3,Alta vibración,Mecánico,7.64,3.12,7204.98,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,597,Medidor de energía Sintético 0050
MT000598,20250313,EQ0048,A004,WT1,P1,Fuga hidráulica,Control,0.53,0.27,1025.35,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,598,Pala hidráulica Sintético 0048
MT000599,20250512,EQ0011,A004,WT1,P3,Corte de correa,Seguridad,3.02,2.42,3991.64,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,599,Camión aljibe Sintético 0011
MT000600,20250224,EQ0047,A005,WT1,P2,Bloqueo de chancador,Chancado,3.93,1.94,5707.21,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,600,Chancador secundario Sintético 0047
MT000601,20250427,EQ0005,A017,WT2,P3,Deriva de sensor,Control,13.95,9.66,21571.91,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,601,Servidor Historiador Sintético 0005
MT000602,20250213,EQ0011,A004,WT2,P2,Baja presión,Mecánico,2.11,1.1,4679.45,False,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,602,Camión aljibe Sintético 0011
MT000603,20250523,EQ0025,A010,WT1,P2,Falla de motor,Energía,5.76,4.31,3257.36,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,603,Sistema de relaves Sintético 0025
MT000604,20250606,EQ0053,A004,WT1,P2,Falla de instrumentación,Instrumentación,1.99,0.78,3687.33,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,604,Sistema dispatch Sintético 0053
MT000605,20250411,EQ0049,A004,WT1,P4,Desgaste de neumáticos,Mecánico,1.93,0.78,5215.75,True,project_fact_mantenimiento_export.csv,2026-06-23T00:00:00,605,Camión CAEX Sintético 0049
