ProductivityID,DateKey,AreaID,ResponsibleID,LocationID,Shift,PlannedOutput,ActualOutput,LaborHours,ProductiveHours,NonProductiveHours,_SourceFile,_ExportedAt,_LegacyRowNumber
PD000614,20250211,A015,R030,L017,Tarde,119,100,7.79,5.38,2.41,project_fact_productividad_export.csv,2026-06-23T00:00:00,614
PD000615,20250407,A010,R030,L016,Noche,1940,810,7.45,5.29,2.16,project_fact_productividad_export.csv,2026-06-23T00:00:00,615
PD000616,20250309,A013,R003,L013,Día,125,121,6.96,6.17,0.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,616
PD000617,20250313,A010,R011,L009,Tarde,3262,1916,11.34,8.24,3.1,project_fact_productividad_export.csv,2026-06-23T00:00:00,617
PD000618,20250624,A015,R027,L002,Tarde,207,238,8.79,6.23,2.56,project_fact_productividad_export.csv,2026-06-23T00:00:00,618
PD000619,20250304,A016,R022,L015,Día,206,188,7.08,4.84,2.24,project_fact_productividad_export.csv,2026-06-23T00:00:00,619
PD000620,20250521,A013,R014,L014,Día,259,276,10.99,8.69,2.3,project_fact_productividad_export.csv,2026-06-23T00:00:00,620
PD000621,20250408,A005,R025,L004,Tarde,2807,2725,6.52,5.05,1.46,project_fact_productividad_export.csv,2026-06-23T00:00:00,621
PD000622,20250101,A004,R023,L015,Tarde,3517,4142,8.7,7.2,1.5,project_fact_productividad_export.csv,2026-06-23T00:00:00,622
PD000623,20250220,A012,R007,L011,Noche,98,89,10.34,8.22,2.12,project_fact_productividad_export.csv,2026-06-23T00:00:00,623
PD000624,20250330,A017,R021,L008,Día,126,134,8.72,6.19,2.53,project_fact_productividad_export.csv,2026-06-23T00:00:00,624
PD000625,20250223,A010,R022,L016,Tarde,949,559,10.78,6.29,4.49,project_fact_productividad_export.csv,2026-06-23T00:00:00,625
PD000626,20250323,A002,R007,L007,Día,152,134,10.69,9.4,1.29,project_fact_productividad_export.csv,2026-06-23T00:00:00,626
PD000627,20250216,A003,R021,L002,Noche,6110,5824,10.58,8.11,2.46,project_fact_productividad_export.csv,2026-06-23T00:00:00,627
PD000628,20250414,A010,R002,L008,Día,3899,3237,11.37,9.09,2.28,project_fact_productividad_export.csv,2026-06-23T00:00:00,628
PD000629,20250603,A008,R023,L011,Tarde,742,757,11.01,9.26,1.75,project_fact_productividad_export.csv,2026-06-23T00:00:00,629
PD000630,20250610,A003,R010,L017,Tarde,4024,3596,8.84,6.37,2.48,project_fact_productividad_export.csv,2026-06-23T00:00:00,630
PD000631,20250213,A007,R014,L003,Tarde,1058,940,7.14,4.54,2.6,project_fact_productividad_export.csv,2026-06-23T00:00:00,631
PD000632,20250526,A005,R010,L011,Noche,1572,1416,9.92,7.42,2.5,project_fact_productividad_export.csv,2026-06-23T00:00:00,632
PD000633,20250223,A004,R023,L008,Tarde,4206,3893,8.63,7.3,1.33,project_fact_productividad_export.csv,2026-06-23T00:00:00,633
PD000634,20250131,A011,R011,L016,Tarde,37,27,8.28,5.87,2.42,project_fact_productividad_export.csv,2026-06-23T00:00:00,634
PD000635,20250208,A007,R020,L007,Tarde,910,603,9.33,7.53,1.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,635
PD000636,20250615,A003,R010,L002,Tarde,5520,5546,11.9,8.14,3.76,project_fact_productividad_export.csv,2026-06-23T00:00:00,636
PD000637,20250324,A017,R029,L011,Noche,251,210,8.64,7.18,1.47,project_fact_productividad_export.csv,2026-06-23T00:00:00,637
PD000638,20250326,A001,R005,L016,Tarde,5938,5248,11.74,8.55,3.18,project_fact_productividad_export.csv,2026-06-23T00:00:00,638
PD000639,20250501,A003,R025,L009,Noche,2379,2281,8.95,6.29,2.67,project_fact_productividad_export.csv,2026-06-23T00:00:00,639
PD000640,20250320,A001,R016,L004,Noche,6550,5994,11.6,9.99,1.61,project_fact_productividad_export.csv,2026-06-23T00:00:00,640
PD000641,20250118,A004,R012,L015,Tarde,7653,7357,8.66,6.34,2.32,project_fact_productividad_export.csv,2026-06-23T00:00:00,641
PD000642,20250617,A002,R023,L011,Tarde,120,108,11.32,9.23,2.09,project_fact_productividad_export.csv,2026-06-23T00:00:00,642
PD000643,20250628,A013,R007,L012,Tarde,202,191,9.66,6.75,2.91,project_fact_productividad_export.csv,2026-06-23T00:00:00,643
PD000644,20250109,A001,R024,L004,Noche,4462,4825,10.6,7.29,3.31,project_fact_productividad_export.csv,2026-06-23T00:00:00,644
PD000645,20250504,A017,R026,L010,Día,43,49,10.1,8.47,1.62,project_fact_productividad_export.csv,2026-06-23T00:00:00,645
PD000646,20250509,A017,R011,L005,Tarde,241,172,7.0,4.94,2.06,project_fact_productividad_export.csv,2026-06-23T00:00:00,646
PD000647,20250526,A008,R003,L017,Noche,2232,2353,6.88,5.04,1.84,project_fact_productividad_export.csv,2026-06-23T00:00:00,647
PD000648,20250423,A012,R029,L010,Tarde,127,122,10.8,7.74,3.07,project_fact_productividad_export.csv,2026-06-23T00:00:00,648
PD000649,20250602,A010,R018,L016,Día,4084,2912,10.6,7.46,3.13,project_fact_productividad_export.csv,2026-06-23T00:00:00,649
PD000650,20250108,A002,R016,L005,Tarde,58,61,6.06,4.85,1.21,project_fact_productividad_export.csv,2026-06-23T00:00:00,650
PD000651,20250224,A004,R016,L004,Día,2965,2612,6.55,5.48,1.07,project_fact_productividad_export.csv,2026-06-23T00:00:00,651
PD000652,20250406,A007,R017,L011,Día,3873,2916,9.62,8.18,1.44,project_fact_productividad_export.csv,2026-06-23T00:00:00,652
PD000653,20250211,A007,R014,L002,Tarde,3444,2301,7.99,5.94,2.06,project_fact_productividad_export.csv,2026-06-23T00:00:00,653
PD000654,20250618,A011,R026,L004,Tarde,183,195,8.18,6.03,2.15,project_fact_productividad_export.csv,2026-06-23T00:00:00,654
PD000655,20250529,A011,R023,L011,Día,176,168,6.19,4.93,1.26,project_fact_productividad_export.csv,2026-06-23T00:00:00,655
PD000656,20250227,A004,R023,L013,Noche,5444,5402,8.23,6.06,2.17,project_fact_productividad_export.csv,2026-06-23T00:00:00,656
PD000657,20250130,A001,R012,L003,Día,8424,10254,9.82,7.66,2.16,project_fact_productividad_export.csv,2026-06-23T00:00:00,657
PD000658,20250524,A017,R016,L009,Tarde,131,99,11.03,9.56,1.47,project_fact_productividad_export.csv,2026-06-23T00:00:00,658
PD000659,20250207,A015,R015,L012,Noche,153,135,10.48,7.89,2.59,project_fact_productividad_export.csv,2026-06-23T00:00:00,659
PD000660,20250521,A013,R030,L001,Tarde,135,114,10.33,7.38,2.95,project_fact_productividad_export.csv,2026-06-23T00:00:00,660
PD000661,20250201,A008,R012,L005,Día,3749,3019,6.3,5.09,1.2,project_fact_productividad_export.csv,2026-06-23T00:00:00,661
PD000662,20250219,A002,R005,L014,Día,28,28,11.43,7.86,3.57,project_fact_productividad_export.csv,2026-06-23T00:00:00,662
PD000663,20250321,A003,R013,L012,Tarde,5342,6194,8.12,6.29,1.83,project_fact_productividad_export.csv,2026-06-23T00:00:00,663
PD000664,20250621,A004,R005,L011,Día,6101,6256,7.46,5.51,1.95,project_fact_productividad_export.csv,2026-06-23T00:00:00,664
PD000665,20250505,A003,R025,L015,Tarde,8039,8525,10.11,7.24,2.87,project_fact_productividad_export.csv,2026-06-23T00:00:00,665
PD000666,20250411,A003,R009,L016,Tarde,2594,2307,6.23,4.79,1.44,project_fact_productividad_export.csv,2026-06-23T00:00:00,666
PD000667,20250513,A008,R022,L017,Día,3583,2929,7.93,6.99,0.94,project_fact_productividad_export.csv,2026-06-23T00:00:00,667
PD000668,20250225,A012,R020,L012,Tarde,245,198,8.68,7.22,1.46,project_fact_productividad_export.csv,2026-06-23T00:00:00,668
PD000669,20250518,A009,R019,L014,Día,2210,1433,7.29,4.47,2.82,project_fact_productividad_export.csv,2026-06-23T00:00:00,669
PD000670,20250225,A004,R013,L004,Noche,6263,6866,9.83,6.86,2.97,project_fact_productividad_export.csv,2026-06-23T00:00:00,670
PD000671,20250623,A016,R027,L011,Noche,33,32,7.52,5.29,2.23,project_fact_productividad_export.csv,2026-06-23T00:00:00,671
PD000672,20250116,A001,R018,L001,Noche,7813,8762,7.96,6.63,1.33,project_fact_productividad_export.csv,2026-06-23T00:00:00,672
PD000673,20250628,A016,R018,L002,Tarde,86,79,9.38,7.24,2.14,project_fact_productividad_export.csv,2026-06-23T00:00:00,673
PD000674,20250529,A013,R030,L001,Día,141,153,7.22,6.05,1.17,project_fact_productividad_export.csv,2026-06-23T00:00:00,674
PD000675,20250607,A002,R001,L016,Día,105,92,6.63,4.77,1.86,project_fact_productividad_export.csv,2026-06-23T00:00:00,675
PD000676,20250329,A015,R008,L012,Noche,181,153,8.11,6.26,1.85,project_fact_productividad_export.csv,2026-06-23T00:00:00,676
PD000677,20250408,A003,R026,L001,Tarde,5036,4672,6.44,4.68,1.75,project_fact_productividad_export.csv,2026-06-23T00:00:00,677
PD000678,20250511,A012,R005,L008,Noche,257,213,10.37,8.11,2.26,project_fact_productividad_export.csv,2026-06-23T00:00:00,678
PD000679,20250214,A007,R022,L005,Día,1279,1118,9.68,5.56,4.12,project_fact_productividad_export.csv,2026-06-23T00:00:00,679
PD000680,20250528,A012,R026,L006,Noche,99,102,8.5,6.38,2.12,project_fact_productividad_export.csv,2026-06-23T00:00:00,680
PD000681,20250225,A001,R029,L001,Día,2454,2470,11.36,8.36,3.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,681
PD000682,20250316,A002,R002,L010,Día,63,63,10.03,6.85,3.19,project_fact_productividad_export.csv,2026-06-23T00:00:00,682
PD000683,20250320,A009,R018,L011,Tarde,4100,3339,6.04,3.5,2.54,project_fact_productividad_export.csv,2026-06-23T00:00:00,683
PD000684,20250519,A003,R003,L016,Tarde,4894,4357,9.32,7.76,1.57,project_fact_productividad_export.csv,2026-06-23T00:00:00,684
PD000685,20250513,A006,R024,L009,Tarde,4195,3716,11.41,10.09,1.32,project_fact_productividad_export.csv,2026-06-23T00:00:00,685
PD000686,20250119,A015,R003,L010,Noche,93,82,6.97,6.16,0.8,project_fact_productividad_export.csv,2026-06-23T00:00:00,686
PD000687,20250227,A005,R029,L006,Noche,2948,2496,7.25,6.0,1.25,project_fact_productividad_export.csv,2026-06-23T00:00:00,687
PD000688,20250503,A012,R023,L014,Tarde,95,84,10.26,8.19,2.07,project_fact_productividad_export.csv,2026-06-23T00:00:00,688
PD000689,20250506,A012,R027,L015,Día,237,211,6.14,5.11,1.02,project_fact_productividad_export.csv,2026-06-23T00:00:00,689
PD000690,20250517,A017,R026,L017,Día,249,228,6.83,4.84,2.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,690
PD000691,20250223,A005,R026,L011,Noche,779,517,9.38,7.95,1.43,project_fact_productividad_export.csv,2026-06-23T00:00:00,691
PD000692,20250108,A009,R030,L010,Día,2052,1578,10.57,6.49,4.08,project_fact_productividad_export.csv,2026-06-23T00:00:00,692
PD000693,20250107,A004,R017,L007,Noche,3642,3740,8.63,6.84,1.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,693
PD000694,20250506,A006,R022,L004,Noche,3730,3255,11.6,9.18,2.42,project_fact_productividad_export.csv,2026-06-23T00:00:00,694
PD000695,20250519,A013,R018,L005,Tarde,69,77,6.81,5.63,1.17,project_fact_productividad_export.csv,2026-06-23T00:00:00,695
PD000696,20250625,A004,R028,L017,Tarde,7214,5458,10.75,8.52,2.24,project_fact_productividad_export.csv,2026-06-23T00:00:00,696
PD000697,20250501,A012,R019,L002,Tarde,177,155,9.19,7.43,1.76,project_fact_productividad_export.csv,2026-06-23T00:00:00,697
PD000698,20250109,A017,R020,L016,Tarde,104,105,8.43,6.01,2.42,project_fact_productividad_export.csv,2026-06-23T00:00:00,698
PD000699,20250110,A007,R021,L003,Noche,2089,1571,10.29,6.26,4.03,project_fact_productividad_export.csv,2026-06-23T00:00:00,699
PD000700,20250204,A007,R023,L015,Tarde,2392,1448,10.41,7.4,3.01,project_fact_productividad_export.csv,2026-06-23T00:00:00,700
PD000701,20250603,A009,R021,L010,Noche,2132,1491,6.41,3.65,2.75,project_fact_productividad_export.csv,2026-06-23T00:00:00,701
PD000702,20250302,A009,R007,L017,Noche,2288,1430,6.11,5.12,1.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,702
PD000703,20250613,A008,R020,L002,Día,3951,2759,7.76,6.02,1.74,project_fact_productividad_export.csv,2026-06-23T00:00:00,703
PD000704,20250611,A008,R013,L004,Tarde,3703,3235,11.12,7.8,3.32,project_fact_productividad_export.csv,2026-06-23T00:00:00,704
PD000705,20250225,A012,R004,L001,Día,107,108,9.11,6.58,2.54,project_fact_productividad_export.csv,2026-06-23T00:00:00,705
PD000706,20250304,A001,R015,L012,Día,4297,4883,10.49,9.1,1.39,project_fact_productividad_export.csv,2026-06-23T00:00:00,706
PD000707,20250124,A016,R016,L001,Tarde,166,121,9.37,7.24,2.12,project_fact_productividad_export.csv,2026-06-23T00:00:00,707
PD000708,20250515,A002,R013,L011,Tarde,66,67,6.87,6.31,0.56,project_fact_productividad_export.csv,2026-06-23T00:00:00,708
PD000709,20250311,A002,R006,L009,Noche,160,160,11.27,8.7,2.56,project_fact_productividad_export.csv,2026-06-23T00:00:00,709
PD000710,20250604,A009,R015,L015,Noche,3139,1880,9.02,7.35,1.67,project_fact_productividad_export.csv,2026-06-23T00:00:00,710
PD000711,20250117,A016,R003,L005,Noche,31,26,10.46,8.6,1.86,project_fact_productividad_export.csv,2026-06-23T00:00:00,711
PD000712,20250605,A002,R016,L017,Tarde,140,91,9.42,7.15,2.27,project_fact_productividad_export.csv,2026-06-23T00:00:00,712
PD000713,20250612,A007,R010,L005,Tarde,3381,2655,9.67,6.45,3.22,project_fact_productividad_export.csv,2026-06-23T00:00:00,713
PD000714,20250607,A014,R013,L005,Día,28,33,6.36,5.75,0.61,project_fact_productividad_export.csv,2026-06-23T00:00:00,714
PD000715,20250306,A017,R005,L013,Día,174,187,6.21,5.58,0.62,project_fact_productividad_export.csv,2026-06-23T00:00:00,715
PD000716,20250524,A003,R014,L001,Día,7130,7548,6.86,6.22,0.64,project_fact_productividad_export.csv,2026-06-23T00:00:00,716
PD000717,20250526,A004,R001,L014,Día,4949,4508,10.35,7.97,2.38,project_fact_productividad_export.csv,2026-06-23T00:00:00,717
PD000718,20250419,A011,R006,L014,Día,42,34,10.21,7.35,2.86,project_fact_productividad_export.csv,2026-06-23T00:00:00,718
PD000719,20250215,A015,R008,L005,Noche,86,90,11.93,10.23,1.69,project_fact_productividad_export.csv,2026-06-23T00:00:00,719
PD000720,20250317,A016,R016,L012,Tarde,254,244,9.31,8.04,1.27,project_fact_productividad_export.csv,2026-06-23T00:00:00,720
PD000721,20250610,A005,R014,L006,Tarde,3429,2896,9.6,8.27,1.33,project_fact_productividad_export.csv,2026-06-23T00:00:00,721
PD000722,20250505,A003,R016,L003,Tarde,6221,5018,8.1,6.46,1.64,project_fact_productividad_export.csv,2026-06-23T00:00:00,722
PD000723,20250101,A008,R014,L010,Tarde,2627,1842,11.63,9.94,1.69,project_fact_productividad_export.csv,2026-06-23T00:00:00,723
PD000724,20250212,A001,R021,L015,Noche,2680,2564,7.14,6.01,1.13,project_fact_productividad_export.csv,2026-06-23T00:00:00,724
PD000725,20250507,A010,R008,L015,Tarde,4054,3123,6.96,5.08,1.88,project_fact_productividad_export.csv,2026-06-23T00:00:00,725
PD000726,20250528,A010,R010,L014,Noche,1880,1216,11.46,7.24,4.22,project_fact_productividad_export.csv,2026-06-23T00:00:00,726
PD000727,20250603,A012,R019,L005,Noche,175,154,8.33,6.36,1.97,project_fact_productividad_export.csv,2026-06-23T00:00:00,727
PD000728,20250225,A012,R011,L003,Día,180,166,11.77,8.77,3.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,728
PD000729,20250415,A005,R019,L002,Día,912,931,10.29,7.8,2.49,project_fact_productividad_export.csv,2026-06-23T00:00:00,729
PD000730,20250511,A006,R020,L010,Noche,2011,1955,10.87,8.48,2.39,project_fact_productividad_export.csv,2026-06-23T00:00:00,730
PD000731,20250526,A014,R023,L003,Tarde,180,171,7.87,6.08,1.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,731
PD000732,20250607,A006,R010,L007,Tarde,1537,1351,7.66,6.48,1.18,project_fact_productividad_export.csv,2026-06-23T00:00:00,732
PD000733,20250121,A001,R029,L011,Tarde,7718,5892,7.41,5.93,1.48,project_fact_productividad_export.csv,2026-06-23T00:00:00,733
PD000734,20250314,A015,R010,L014,Día,111,95,9.92,7.34,2.58,project_fact_productividad_export.csv,2026-06-23T00:00:00,734
PD000735,20250612,A006,R030,L004,Tarde,3347,3773,9.0,7.15,1.85,project_fact_productividad_export.csv,2026-06-23T00:00:00,735
PD000736,20250218,A006,R005,L007,Tarde,856,649,9.0,7.49,1.51,project_fact_productividad_export.csv,2026-06-23T00:00:00,736
PD000737,20250207,A016,R008,L012,Día,40,35,9.86,9.04,0.82,project_fact_productividad_export.csv,2026-06-23T00:00:00,737
PD000738,20250607,A010,R030,L008,Tarde,2107,1100,7.05,5.03,2.02,project_fact_productividad_export.csv,2026-06-23T00:00:00,738
PD000739,20250203,A004,R008,L016,Noche,4513,4476,11.53,8.03,3.51,project_fact_productividad_export.csv,2026-06-23T00:00:00,739
PD000740,20250324,A003,R030,L003,Día,2630,2529,9.36,7.6,1.76,project_fact_productividad_export.csv,2026-06-23T00:00:00,740
PD000741,20250223,A009,R012,L016,Tarde,2065,1668,11.09,7.13,3.96,project_fact_productividad_export.csv,2026-06-23T00:00:00,741
PD000742,20250316,A013,R011,L004,Día,108,99,6.56,4.49,2.06,project_fact_productividad_export.csv,2026-06-23T00:00:00,742
PD000743,20250119,A002,R022,L007,Día,99,101,7.62,6.13,1.49,project_fact_productividad_export.csv,2026-06-23T00:00:00,743
PD000744,20250518,A001,R026,L005,Día,2940,3031,11.93,8.6,3.33,project_fact_productividad_export.csv,2026-06-23T00:00:00,744
PD000745,20250427,A015,R020,L004,Tarde,64,52,11.26,7.85,3.41,project_fact_productividad_export.csv,2026-06-23T00:00:00,745
PD000746,20250330,A014,R020,L002,Noche,248,252,6.71,5.91,0.8,project_fact_productividad_export.csv,2026-06-23T00:00:00,746
PD000747,20250307,A011,R030,L017,Noche,243,227,11.53,8.23,3.3,project_fact_productividad_export.csv,2026-06-23T00:00:00,747
PD000748,20250326,A009,R003,L016,Día,2565,2017,9.79,8.14,1.66,project_fact_productividad_export.csv,2026-06-23T00:00:00,748
PD000749,20250123,A006,R012,L012,Tarde,2295,2334,11.45,9.63,1.82,project_fact_productividad_export.csv,2026-06-23T00:00:00,749
PD000750,20250306,A004,R026,L002,Noche,3544,2990,7.67,6.71,0.96,project_fact_productividad_export.csv,2026-06-23T00:00:00,750
PD000751,20250606,A012,R004,L003,Día,204,174,11.37,8.38,2.99,project_fact_productividad_export.csv,2026-06-23T00:00:00,751
PD000752,20250227,A011,R028,L009,Tarde,209,192,9.5,7.22,2.28,project_fact_productividad_export.csv,2026-06-23T00:00:00,752
PD000753,20250210,A007,R010,L003,Día,2843,2197,8.59,5.09,3.5,project_fact_productividad_export.csv,2026-06-23T00:00:00,753
PD000754,20250516,A016,R029,L007,Día,249,271,6.11,5.33,0.78,project_fact_productividad_export.csv,2026-06-23T00:00:00,754
PD000755,20250320,A014,R012,L010,Día,87,86,10.61,8.35,2.26,project_fact_productividad_export.csv,2026-06-23T00:00:00,755
PD000756,20250216,A010,R004,L001,Noche,3702,2499,6.58,4.57,2.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,756
PD000757,20250123,A010,R025,L007,Noche,986,773,11.64,9.77,1.87,project_fact_productividad_export.csv,2026-06-23T00:00:00,757
PD000758,20250514,A013,R004,L007,Día,200,189,9.14,8.39,0.75,project_fact_productividad_export.csv,2026-06-23T00:00:00,758
PD000759,20250203,A015,R021,L010,Noche,158,178,7.1,5.4,1.7,project_fact_productividad_export.csv,2026-06-23T00:00:00,759
PD000760,20250504,A012,R021,L002,Día,40,40,10.38,8.48,1.9,project_fact_productividad_export.csv,2026-06-23T00:00:00,760
PD000761,20250331,A003,R007,L004,Noche,6230,6096,6.85,5.63,1.22,project_fact_productividad_export.csv,2026-06-23T00:00:00,761
PD000762,20250121,A003,R024,L001,Noche,8283,8033,9.07,6.98,2.09,project_fact_productividad_export.csv,2026-06-23T00:00:00,762
PD000763,20250101,A014,R011,L014,Día,179,171,9.3,7.42,1.88,project_fact_productividad_export.csv,2026-06-23T00:00:00,763
PD000764,20250223,A011,R024,L008,Día,25,29,11.29,9.45,1.85,project_fact_productividad_export.csv,2026-06-23T00:00:00,764
PD000765,20250402,A002,R002,L012,Día,91,84,6.79,5.06,1.72,project_fact_productividad_export.csv,2026-06-23T00:00:00,765
PD000766,20250505,A005,R025,L005,Día,2110,2050,10.38,7.89,2.49,project_fact_productividad_export.csv,2026-06-23T00:00:00,766
PD000767,20250610,A014,R005,L015,Tarde,247,242,7.86,6.28,1.58,project_fact_productividad_export.csv,2026-06-23T00:00:00,767
PD000768,20250306,A004,R025,L003,Día,7217,7105,10.84,9.37,1.47,project_fact_productividad_export.csv,2026-06-23T00:00:00,768
PD000769,20250408,A010,R024,L001,Tarde,3735,3102,9.97,8.74,1.23,project_fact_productividad_export.csv,2026-06-23T00:00:00,769
PD000770,20250301,A014,R026,L007,Noche,70,60,10.17,8.57,1.6,project_fact_productividad_export.csv,2026-06-23T00:00:00,770
PD000771,20250127,A011,R029,L007,Día,20,18,9.5,6.97,2.52,project_fact_productividad_export.csv,2026-06-23T00:00:00,771
PD000772,20250108,A013,R021,L016,Día,236,203,8.4,6.51,1.89,project_fact_productividad_export.csv,2026-06-23T00:00:00,772
PD000773,20250119,A017,R014,L001,Tarde,171,164,10.08,8.87,1.21,project_fact_productividad_export.csv,2026-06-23T00:00:00,773
PD000774,20250305,A009,R028,L003,Tarde,1733,1338,11.49,6.67,4.81,project_fact_productividad_export.csv,2026-06-23T00:00:00,774
PD000775,20250119,A002,R004,L011,Noche,108,100,9.72,8.63,1.09,project_fact_productividad_export.csv,2026-06-23T00:00:00,775
PD000776,20250318,A015,R005,L016,Noche,111,134,10.61,8.95,1.65,project_fact_productividad_export.csv,2026-06-23T00:00:00,776
PD000777,20250122,A007,R001,L016,Tarde,3889,3344,9.31,6.67,2.65,project_fact_productividad_export.csv,2026-06-23T00:00:00,777
PD000778,20250219,A010,R019,L002,Día,1052,825,7.82,5.04,2.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,778
PD000779,20250211,A017,R018,L014,Tarde,96,110,8.33,6.35,1.97,project_fact_productividad_export.csv,2026-06-23T00:00:00,779
PD000780,20250506,A017,R013,L003,Noche,258,220,8.35,6.47,1.88,project_fact_productividad_export.csv,2026-06-23T00:00:00,780
PD000781,20250517,A006,R001,L009,Tarde,2559,2286,10.78,9.41,1.37,project_fact_productividad_export.csv,2026-06-23T00:00:00,781
PD000782,20250530,A001,R006,L004,Día,6548,7562,10.7,8.18,2.53,project_fact_productividad_export.csv,2026-06-23T00:00:00,782
PD000783,20250605,A016,R025,L009,Tarde,141,146,9.65,7.84,1.81,project_fact_productividad_export.csv,2026-06-23T00:00:00,783
PD000784,20250122,A009,R019,L010,Tarde,1748,1407,11.67,9.35,2.32,project_fact_productividad_export.csv,2026-06-23T00:00:00,784
PD000785,20250422,A003,R015,L006,Noche,2757,2740,6.02,5.24,0.78,project_fact_productividad_export.csv,2026-06-23T00:00:00,785
PD000786,20250123,A016,R025,L004,Día,174,199,10.77,7.54,3.24,project_fact_productividad_export.csv,2026-06-23T00:00:00,786
PD000787,20250630,A014,R029,L002,Noche,147,136,8.78,5.99,2.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,787
PD000788,20250513,A009,R028,L005,Día,1247,905,6.22,5.21,1.01,project_fact_productividad_export.csv,2026-06-23T00:00:00,788
PD000789,20250123,A010,R019,L010,Día,1066,912,12.0,9.27,2.73,project_fact_productividad_export.csv,2026-06-23T00:00:00,789
PD000790,20250430,A011,R017,L009,Tarde,218,206,10.81,8.81,2.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,790
PD000791,20250619,A013,R025,L013,Tarde,71,64,6.14,4.67,1.47,project_fact_productividad_export.csv,2026-06-23T00:00:00,791
PD000792,20250109,A012,R001,L013,Noche,152,123,7.22,5.44,1.78,project_fact_productividad_export.csv,2026-06-23T00:00:00,792
PD000793,20250611,A007,R012,L006,Día,3864,3533,6.67,4.59,2.08,project_fact_productividad_export.csv,2026-06-23T00:00:00,793
PD000794,20250521,A005,R024,L010,Día,1868,1812,10.09,8.98,1.12,project_fact_productividad_export.csv,2026-06-23T00:00:00,794
PD000795,20250124,A003,R011,L013,Día,4185,4639,9.31,7.99,1.32,project_fact_productividad_export.csv,2026-06-23T00:00:00,795
PD000796,20250325,A016,R010,L008,Tarde,25,26,9.69,7.67,2.03,project_fact_productividad_export.csv,2026-06-23T00:00:00,796
PD000797,20250330,A013,R022,L006,Noche,80,67,10.07,8.84,1.22,project_fact_productividad_export.csv,2026-06-23T00:00:00,797
PD000798,20250116,A016,R017,L004,Tarde,167,194,8.51,7.03,1.47,project_fact_productividad_export.csv,2026-06-23T00:00:00,798
PD000799,20250313,A001,R021,L004,Día,4632,4991,10.76,7.61,3.15,project_fact_productividad_export.csv,2026-06-23T00:00:00,799
PD000800,20250223,A006,R011,L008,Tarde,3115,3021,11.87,10.83,1.03,project_fact_productividad_export.csv,2026-06-23T00:00:00,800
PD000801,20250129,A004,R007,L015,Día,7321,7136,8.06,7.13,0.94,project_fact_productividad_export.csv,2026-06-23T00:00:00,801
PD000802,20250101,A006,R003,L005,Día,1845,1899,10.33,9.42,0.91,project_fact_productividad_export.csv,2026-06-23T00:00:00,802
PD000803,20250607,A002,R004,L013,Día,175,165,7.32,5.52,1.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,803
PD000804,20250119,A003,R011,L011,Día,5532,5984,8.07,5.93,2.14,project_fact_productividad_export.csv,2026-06-23T00:00:00,804
PD000805,20250508,A010,R026,L016,Día,1514,1415,9.7,6.3,3.4,project_fact_productividad_export.csv,2026-06-23T00:00:00,805
PD000806,20250104,A002,R010,L001,Noche,231,169,7.1,5.3,1.8,project_fact_productividad_export.csv,2026-06-23T00:00:00,806
PD000807,20250606,A005,R026,L016,Tarde,2002,1959,6.21,5.49,0.72,project_fact_productividad_export.csv,2026-06-23T00:00:00,807
PD000808,20250103,A015,R025,L012,Tarde,180,169,9.3,7.57,1.73,project_fact_productividad_export.csv,2026-06-23T00:00:00,808
PD000809,20250407,A005,R003,L013,Noche,1822,1808,8.27,6.33,1.94,project_fact_productividad_export.csv,2026-06-23T00:00:00,809
PD000810,20250425,A010,R017,L009,Tarde,1213,815,8.57,6.27,2.3,project_fact_productividad_export.csv,2026-06-23T00:00:00,810
PD000811,20250102,A012,R003,L012,Día,158,160,8.81,7.89,0.92,project_fact_productividad_export.csv,2026-06-23T00:00:00,811
PD000812,20250403,A008,R025,L004,Tarde,1176,1038,7.13,5.88,1.25,project_fact_productividad_export.csv,2026-06-23T00:00:00,812
PD000813,20250110,A004,R015,L006,Noche,3458,3408,8.27,7.27,1.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,813
PD000814,20250404,A010,R016,L007,Noche,924,590,6.44,5.55,0.89,project_fact_productividad_export.csv,2026-06-23T00:00:00,814
PD000815,20250208,A009,R028,L002,Tarde,4066,3198,7.8,5.85,1.94,project_fact_productividad_export.csv,2026-06-23T00:00:00,815
PD000816,20250427,A006,R018,L005,Día,2824,3089,9.69,7.53,2.16,project_fact_productividad_export.csv,2026-06-23T00:00:00,816
PD000817,20250401,A009,R012,L014,Día,3636,3030,10.77,8.69,2.07,project_fact_productividad_export.csv,2026-06-23T00:00:00,817
