WorkOrderID,CreatedDateKey,ClosedDateKey,AreaID,EquipmentID,ServiceID,ResponsibleID,WorkTypeID,PriorityID,StatusID,EstimatedHours,ActualHours,IsCritical,ReworkFlag,SourceSystem,_SourceFile,_ExportedAt,_LegacyRowNumber
WO000938,20250506,20250530,A004,EQ0011,SV12,R023,WT2,P4,S4,88.33,188.46,False,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,938
WO000939,20250209,20250219,A005,EQ0001,SV10,R003,WT8,P3,S4,59.05,77.58,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,939
WO000940,20250220,,A005,EQ0044,SV6,R014,WT7,P4,S1,100.43,336.32,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,940
WO000941,20250411,20250412,A017,EQ0030,SV10,R024,WT9,P1,S4,4.18,5.53,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,941
WO000942,20250404,20250421,A013,EQ0050,SV3,R019,WT6,P4,S4,70.35,129.8,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,942
WO000943,20250404,20250409,A004,EQ0059,SV9,R024,WT4,P3,S5,38.64,38.78,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,943
WO000944,20250529,20250530,A004,EQ0036,SV11,R003,WT6,P1,S4,4.84,3.52,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,944
WO000945,20250523,20250610,A017,EQ0003,SV7,R015,WT3,P4,S4,84.51,138.64,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,945
WO000946,20250314,20250324,A017,EQ0023,SV2,R001,WT6,P3,S4,61.69,78.14,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,946
WO000947,20250629,20250630,A005,EQ0044,SV5,R030,WT7,P4,S4,96.55,137.08,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,947
WO000948,20250420,20250508,A008,EQ0058,SV6,R013,WT2,P4,S4,79.6,142.94,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,948
WO000949,20250330,20250403,A004,EQ0049,SV12,R013,WT4,P3,S4,26.53,26.93,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,949
WO000950,20250205,20250209,A004,EQ0010,SV4,R026,WT2,P3,S4,27.91,31.87,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,950
WO000951,20250327,20250330,A004,EQ0051,SV5,R012,WT7,P2,S4,13.75,17.98,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,951
WO000952,20250517,20250520,A005,EQ0037,SV7,R022,WT1,P2,S4,20.47,16.54,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,952
WO000953,20250520,20250524,A005,EQ0034,SV7,R028,WT2,P2,S4,21.52,30.86,True,True,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,953
WO000954,20250629,,A017,EQ0005,SV8,R021,WT2,P2,S2,11.76,26.11,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,954
WO000955,20250511,20250512,A005,EQ0047,SV1,R004,WT1,P2,S4,8.47,7.62,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,955
WO000956,20250219,20250310,A005,EQ0013,SV11,R028,WT2,P3,S4,49.63,150.52,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,956
WO000957,20250420,20250511,A004,EQ0011,SV11,R023,WT2,P4,S4,89.24,160.35,False,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,957
WO000958,20250524,20250527,A006,EQ0031,SV6,R016,WT2,P2,S4,11.81,21.79,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,958
WO000959,20250430,20250502,A006,EQ0056,SV6,R008,WT3,P2,S4,11.21,8.08,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,959
WO000960,20250409,,A004,EQ0057,SV8,R022,WT7,P3,S2,43.51,130.18,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,960
WO000961,20250424,,A004,EQ0018,SV12,R023,WT3,P3,S2,47.09,59.51,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,961
WO000962,20250626,20250627,A010,EQ0039,SV6,R011,WT7,P1,S5,5.01,6.37,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,962
WO000963,20250107,20250110,A004,EQ0048,SV11,R027,WT8,P2,S4,17.08,18.73,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,963
WO000964,20250425,20250513,A004,EQ0057,SV12,R021,WT3,P3,S4,56.85,137.2,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,964
WO000965,20250330,,A008,EQ0042,SV2,R003,WT3,P3,S3,28.56,28.46,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,965
WO000966,20250604,,A008,EQ0042,SV8,R003,WT4,P2,S3,20.54,22.94,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,966
WO000967,20250609,20250621,A005,EQ0044,SV5,R028,WT2,P3,S4,52.34,93.7,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,967
WO000968,20250505,20250519,A017,EQ0008,SV1,R006,WT12,P4,S4,75.09,104.99,True,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,968
WO000969,20250121,20250122,A017,EQ0008,SV10,R025,WT1,P2,S4,8.88,6.35,True,True,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,969
WO000970,20250614,,A017,EQ0055,SV3,R018,WT5,P4,S3,48.0,46.31,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,970
WO000971,20250308,20250319,A010,EQ0039,SV4,R021,WT4,P3,S4,32.21,83.69,False,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,971
WO000972,20250312,20250327,A004,EQ0049,SV3,R001,WT2,P3,S4,55.09,114.9,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,972
WO000973,20250428,20250429,A012,EQ0045,SV3,R006,WT2,P1,S4,4.45,6.65,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,973
WO000974,20250212,,A013,EQ0050,SV7,R023,WT2,P3,S1,50.49,88.84,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,974
WO000975,20250415,,A004,EQ0046,SV9,R001,WT4,P2,S2,11.55,22.78,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,975
WO000976,20250228,,A004,EQ0059,SV8,R003,WT1,P1,S2,3.79,3.47,True,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,976
WO000977,20250322,20250329,A005,EQ0001,SV12,R012,WT2,P3,S4,34.49,49.39,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,977
WO000978,20250307,,A010,EQ0025,SV11,R011,WT2,P3,S2,42.63,78.65,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,978
WO000979,20250413,20250505,A013,EQ0050,SV3,R029,WT12,P4,S4,88.82,170.7,True,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,979
WO000980,20250501,20250520,A008,EQ0042,SV5,R023,WT3,P4,S4,97.77,148.13,False,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,980
WO000981,20250226,20250301,A017,EQ0021,SV9,R017,WT3,P2,S4,13.97,20.75,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,981
WO000982,20250425,20250428,A012,EQ0045,SV10,R023,WT6,P2,S4,19.64,17.65,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,982
WO000983,20250602,,A005,EQ0001,SV12,R026,WT5,P4,S1,71.23,60.92,True,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,983
WO000984,20250407,,A017,EQ0021,SV6,R004,WT2,P2,S2,10.7,21.81,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,984
WO000985,20250503,20250510,A004,EQ0020,SV6,R012,WT8,P3,S4,61.29,54.14,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,985
WO000986,20250117,,A004,EQ0059,SV9,R006,WT2,P1,S2,5.54,14.04,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,986
WO000987,20250220,,A008,EQ0012,SV9,R007,WT1,P2,S1,19.3,26.59,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,987
WO000988,20250609,,A009,EQ0043,SV7,R024,WT2,P2,S3,19.91,20.73,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,988
WO000989,20250214,,A017,EQ0024,SV12,R011,WT5,P4,S3,99.97,100.49,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,989
WO000990,20250503,,A008,EQ0058,SV6,R022,WT1,P3,S2,32.1,45.96,False,True,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,990
WO000991,20250621,20250630,A008,EQ0042,SV6,R018,WT11,P4,S4,61.89,118.61,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,991
WO000992,20250601,,A004,EQ0006,SV9,R003,WT2,P2,S2,21.51,28.47,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,992
WO000993,20250502,20250511,A005,EQ0034,SV12,R012,WT7,P3,S4,61.02,66.29,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,993
WO000994,20250531,,A017,EQ0005,SV12,R005,WT2,P1,S3,4.0,6.05,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,994
WO000995,20250522,20250524,A017,EQ0021,SV8,R017,WT7,P2,S4,15.18,15.88,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,995
WO000996,20250604,20250610,A005,EQ0029,SV1,R024,WT4,P3,S4,54.79,42.56,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,996
WO000997,20250527,20250603,A017,EQ0008,SV9,R003,WT6,P2,S4,20.16,55.8,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,997
WO000998,20250205,,A008,EQ0042,SV1,R014,WT2,P2,S1,9.76,19.12,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,998
WO000999,20250523,,A017,EQ0027,SV4,R011,WT2,P4,S3,42.3,32.31,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,999
WO001000,20250607,20250609,A008,EQ0058,SV7,R010,WT1,P2,S4,9.05,8.69,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1000
WO001001,20250427,20250428,A005,EQ0013,SV7,R001,WT4,P1,S4,5.67,2.25,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1001
WO001002,20250207,,A008,EQ0033,SV9,R003,WT6,P2,S1,8.74,19.7,True,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1002
WO001003,20250611,20250619,A004,EQ0049,SV8,R012,WT1,P3,S4,61.22,58.23,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1003
WO001004,20250217,,A004,EQ0020,SV11,R003,WT4,P3,S1,45.61,41.22,False,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1004
WO001005,20250215,20250223,A004,EQ0052,SV11,R015,WT2,P3,S4,44.89,56.82,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1005
WO001006,20250105,20250108,A004,EQ0018,SV12,R007,WT2,P2,S4,14.15,23.22,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1006
WO001007,20250213,20250220,A017,EQ0008,SV4,R004,WT1,P3,S4,36.87,53.68,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1007
WO001008,20250226,20250303,A017,EQ0009,SV9,R011,WT2,P2,S4,19.8,37.69,True,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1008
WO001009,20250124,20250128,A004,EQ0049,SV1,R003,WT4,P2,S4,10.26,24.48,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1009
WO001010,20250226,20250301,A005,EQ0016,SV4,R016,WT5,P2,S4,13.58,21.6,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1010
WO001011,20250410,20250419,A004,EQ0036,SV10,R024,WT6,P3,S4,45.75,68.72,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1011
WO001012,20250606,,A010,EQ0032,SV7,R019,WT8,P1,S2,5.01,6.63,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1012
WO001013,20250526,,A004,EQ0011,SV10,R001,WT2,P3,S2,53.28,97.23,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1013
WO001014,20250521,20250527,A013,EQ0050,SV9,R001,WT4,P3,S4,53.1,46.86,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1014
WO001015,20250102,,A013,EQ0050,SV5,R018,WT5,P3,S2,53.92,76.22,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1015
WO001016,20250226,20250301,A017,EQ0003,SV8,R009,WT8,P2,S4,16.57,17.94,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1016
WO001017,20250514,20250605,A010,EQ0015,SV7,R025,WT1,P4,S4,96.12,174.91,False,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1017
WO001018,20250301,20250306,A004,EQ0052,SV9,R020,WT1,P3,S4,27.6,38.38,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1018
WO001019,20250607,20250609,A017,EQ0021,SV6,R018,WT1,P2,S4,11.01,14.9,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1019
WO001020,20250502,,A009,EQ0043,SV5,R024,WT1,P3,S2,49.04,82.4,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1020
WO001021,20250619,,A010,EQ0015,SV7,R003,WT2,P2,S2,14.87,27.28,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1021
WO001022,20250106,20250108,A004,EQ0057,SV2,R023,WT1,P2,S4,14.58,11.63,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1022
WO001023,20250210,20250212,A005,EQ0044,SV3,R012,WT8,P2,S4,13.65,11.4,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1023
WO001024,20250223,,A010,EQ0038,SV5,R014,WT3,P3,S2,42.33,26.57,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1024
WO001025,20250502,20250503,A017,EQ0008,SV9,R008,WT8,P1,S4,4.48,3.34,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1025
WO001026,20250628,,A008,EQ0012,SV6,R026,WT4,P1,S2,5.0,7.67,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1026
WO001027,20250603,,A004,EQ0059,SV12,R027,WT2,P2,S2,18.43,30.3,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1027
WO001028,20250329,,A017,EQ0024,SV2,R030,WT3,P3,S3,44.11,162.14,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1028
WO001029,20250524,,A008,EQ0042,SV7,R004,WT2,P4,S3,65.69,164.17,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1029
WO001030,20250526,20250601,A017,EQ0021,SV5,R026,WT3,P4,S4,59.52,43.14,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1030
WO001031,20250307,20250324,A010,EQ0025,SV8,R004,WT3,P4,S4,67.24,130.37,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1031
WO001032,20250114,,A004,EQ0060,SV10,R020,WT1,P3,S3,40.37,25.6,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1032
WO001033,20250126,20250129,A010,EQ0038,SV10,R022,WT1,P2,S4,12.96,20.02,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1033
WO001034,20250214,20250218,A008,EQ0058,SV3,R007,WT1,P2,S4,15.33,24.75,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1034
WO001035,20250508,20250512,A004,EQ0007,SV10,R004,WT2,P3,S4,57.49,27.28,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1035
WO001036,20250309,,A004,EQ0018,SV5,R003,WT3,P4,S2,98.26,150.59,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1036
WO001037,20250421,,A010,EQ0038,SV9,R009,WT1,P2,S1,13.07,11.97,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1037
WO001038,20250503,20250513,A017,EQ0009,SV1,R017,WT1,P4,S4,65.13,72.0,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1038
WO001039,20250523,20250526,A017,EQ0055,SV9,R019,WT4,P2,S4,21.28,22.79,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1039
WO001040,20250409,,A009,EQ0043,SV8,R015,WT2,P3,S2,61.4,169.98,False,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1040
WO001041,20250515,20250518,A013,EQ0026,SV6,R022,WT3,P2,S4,16.39,22.42,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1041
WO001042,20250321,20250330,A017,EQ0030,SV6,R002,WT6,P3,S4,55.37,70.35,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1042
WO001043,20250216,,A004,EQ0051,SV9,R028,WT5,P4,S1,83.34,140.55,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1043
WO001044,20250509,,A010,EQ0038,SV3,R027,WT5,P2,S1,13.95,37.7,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1044
WO001045,20250514,,A005,EQ0044,SV4,R004,WT2,P1,S2,5.05,6.57,True,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1045
WO001046,20250126,,A004,EQ0006,SV11,R019,WT1,P1,S2,5.31,11.74,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1046
WO001047,20250504,20250507,A004,EQ0036,SV6,R021,WT5,P2,S4,20.08,16.14,True,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1047
WO001048,20250405,20250408,A004,EQ0046,SV3,R014,WT4,P3,S4,41.43,20.6,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1048
WO001049,20250204,,A010,EQ0032,SV12,R004,WT1,P3,S3,42.54,120.61,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1049
WO001050,20250630,20250630,A017,EQ0021,SV3,R023,WT6,P3,S4,38.21,45.82,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1050
WO001051,20250323,,A004,EQ0019,SV6,R027,WT6,P2,S2,12.51,28.53,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1051
WO001052,20250227,,A004,EQ0004,SV9,R026,WT9,P4,S1,94.44,111.84,False,True,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1052
WO001053,20250423,20250426,A004,EQ0011,SV6,R025,WT3,P2,S4,11.92,16.42,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1053
WO001054,20250128,20250204,A004,EQ0049,SV3,R004,WT3,P3,S4,58.57,50.92,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1054
WO001055,20250218,,A009,EQ0043,SV8,R017,WT2,P1,S2,6.49,11.22,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1055
WO001056,20250403,,A004,EQ0007,SV3,R002,WT4,P1,S3,3.32,4.81,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1056
WO001057,20250216,20250219,A017,EQ0023,SV6,R014,WT2,P1,S4,6.71,18.51,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1057
WO001058,20250416,20250429,A005,EQ0029,SV1,R013,WT7,P3,S4,50.84,97.36,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1058
WO001059,20250311,20250316,A005,EQ0047,SV3,R025,WT2,P3,S4,40.04,34.77,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1059
WO001060,20250312,,A008,EQ0058,SV4,R017,WT6,P2,S2,19.51,24.56,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1060
WO001061,20250513,,A004,EQ0049,SV7,R010,WT2,P2,S2,15.96,23.81,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1061
WO001062,20250328,,A010,EQ0038,SV8,R003,WT1,P4,S3,87.47,91.23,True,True,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1062
WO001063,20250118,20250120,A017,EQ0041,SV4,R018,WT10,P1,S4,6.39,8.9,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1063
WO001064,20250302,,A005,EQ0047,SV4,R024,WT2,P3,S1,58.83,112.43,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1064
WO001065,20250426,20250430,A012,EQ0045,SV8,R004,WT1,P3,S4,42.97,31.83,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1065
WO001066,20250427,20250506,A004,EQ0004,SV2,R002,WT7,P3,S4,55.72,66.98,False,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1066
WO001067,20250531,20250602,A017,EQ0040,SV3,R010,WT4,P2,S4,8.53,9.64,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1067
WO001068,20250201,20250212,A006,EQ0056,SV2,R001,WT4,P3,S4,45.47,83.12,True,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1068
WO001069,20250330,,A017,EQ0005,SV6,R005,WT10,P4,S2,59.39,49.13,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1069
WO001070,20250318,20250501,A010,EQ0025,SV7,R009,WT4,P4,S4,92.0,349.74,False,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1070
WO001071,20250108,,A004,EQ0007,SV11,R029,WT9,P1,S2,6.22,12.89,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1071
WO001072,20250623,20250630,A004,EQ0004,SV8,R017,WT7,P3,S4,51.24,67.65,False,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1072
WO001073,20250110,20250117,A005,EQ0037,SV6,R022,WT2,P4,S4,65.06,54.69,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1073
WO001074,20250405,,A017,EQ0023,SV6,R003,WT2,P2,S3,16.39,25.47,True,True,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1074
WO001075,20250519,,A004,EQ0007,SV2,R028,WT2,P2,S2,19.89,46.06,True,False,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1075
WO001076,20250503,,A017,EQ0003,SV10,R018,WT2,P3,S2,47.06,70.55,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1076
WO001077,20250222,,A004,EQ0002,SV6,R006,WT2,P4,S2,46.34,51.74,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1077
WO001078,20250416,20250424,A013,EQ0026,SV12,R005,WT5,P3,S4,59.94,61.93,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1078
WO001079,20250531,,A005,EQ0044,SV10,R014,WT6,P2,S1,10.85,10.8,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1079
WO001080,20250131,20250213,A010,EQ0032,SV3,R005,WT2,P4,S4,69.07,101.04,False,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1080
WO001081,20250530,,A004,EQ0011,SV9,R028,WT5,P2,S1,12.3,8.67,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1081
WO001082,20250115,20250120,A010,EQ0028,SV11,R006,WT2,P2,S4,14.88,32.1,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1082
WO001083,20250212,20250216,A004,EQ0052,SV4,R012,WT9,P2,S4,15.94,25.39,True,False,Maximo,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1083
WO001084,20250323,,A006,EQ0056,SV8,R008,WT2,P3,S2,42.59,46.37,True,False,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1084
WO001085,20250314,,A010,EQ0028,SV5,R027,WT3,P3,S2,50.48,91.43,False,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1085
WO001086,20250307,20250311,A017,EQ0021,SV11,R025,WT4,P2,S4,21.06,25.87,True,True,Dispatch,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1086
WO001087,20250207,,A008,EQ0012,SV4,R009,WT9,P2,S3,11.4,33.66,True,False,SAP PM,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1087
WO001088,20250120,,A017,EQ0005,SV4,R022,WT11,P3,S2,32.56,91.28,False,True,SCADA,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1088
WO001089,20250403,,A017,EQ0009,SV4,R008,WT4,P2,S2,17.34,35.15,True,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1089
WO001090,20250322,20250326,A004,EQ0046,SV8,R019,WT4,P4,S4,73.68,27.62,False,False,Excel Manual,project_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,1090
