MaintenanceID,DateKey,EquipmentID,AreaID,WorkTypeID,PriorityID,FailureMode,SystemCategory,DowntimeHours,RepairHours,MaintenanceCost,PlannedFlag
MT000268,20240902,EQ0021,A002,WT2,P4,No aplica,Eléctrico,0.77,0.69,515.79,False
MT000269,20241108,EQ0003,A004,WT2,P3,No aplica,Control,8.18,7.15,4938.22,False
MT000270,20241113,EQ0021,A002,WT2,P3,Falla eléctrica,Energía,10.29,8.95,3360.05,False
MT000271,20240809,EQ0022,A004,WT2,P3,Calibración,Energía,11.48,7.87,6118.06,False
MT000272,20240321,EQ0024,A005,WT1,P4,Calibración,Control,0.28,0.23,78.24,True
MT000273,20240503,EQ0022,A004,WT1,P2,Calibración,Control,0.58,0.49,173.37,True
MT000274,20240916,EQ0030,A006,WT1,P3,Desgaste,TI/OT,0.65,0.6,196.14,True
MT000275,20240821,EQ0029,A003,WT2,P1,Vibración,Energía,7.66,6.5,4167.35,False
MT000276,20240415,EQ0005,A002,WT2,P1,Falla eléctrica,Control,13.28,6.18,3279.68,False
MT000277,20240728,EQ0026,A003,WT2,P3,Vibración,Control,6.52,3.12,5489.33,False
MT000278,20241209,EQ0035,A003,WT2,P4,Calibración,Eléctrico,3.24,2.2,2843.14,False
MT000279,20240122,EQ0019,A006,WT2,P4,No aplica,Energía,12.36,9.77,8659.89,False
MT000280,20240725,EQ0015,A001,WT2,P1,Sobrecalentamiento,TI/OT,12.73,10.94,7370.99,False
MT000281,20240721,EQ0021,A002,WT2,P2,Calibración,TI/OT,14.12,5.74,12907.27,False
MT000282,20241106,EQ0008,A004,WT2,P4,Desgaste,Energía,2.11,1.35,904.28,False
MT000283,20240404,EQ0019,A006,WT1,P3,No aplica,TI/OT,0.75,0.47,482.52,True
MT000284,20240306,EQ0008,A004,WT1,P2,Falla eléctrica,Eléctrico,0.51,0.39,401.36,True
MT000285,20240610,EQ0015,A001,WT1,P3,No aplica,TI/OT,0.74,0.52,550.55,True
MT000286,20240426,EQ0033,A005,WT1,P3,No aplica,Mecánico,0.33,0.28,277.63,True
MT000287,20241121,EQ0037,A003,WT2,P3,Desgaste,Mecánico,9.35,7.34,3360.54,False
MT000288,20241006,EQ0020,A005,WT2,P4,No aplica,Mecánico,6.39,4.25,5097.34,False
MT000289,20240523,EQ0038,A001,WT1,P1,No aplica,Mecánico,13.56,7.2,2811.08,True
MT000290,20240511,EQ0011,A004,WT2,P2,Vibración,Energía,4.74,3.58,2866.17,False
MT000291,20240105,EQ0011,A004,WT2,P2,Vibración,Mecánico,5.21,2.73,976.3,False
MT000292,20240202,EQ0038,A001,WT2,P2,Vibración,TI/OT,10.54,7.97,4732.0,False
MT000293,20240722,EQ0025,A005,WT1,P3,Falla eléctrica,Energía,1.68,0.81,1053.4,True
MT000294,20240828,EQ0024,A005,WT2,P2,Falla eléctrica,TI/OT,2.17,1.12,1580.23,False
MT000295,20241017,EQ0015,A001,WT2,P2,Desgaste,Eléctrico,6.13,3.9,3454.26,False
MT000296,20240210,EQ0026,A003,WT1,P3,Desgaste,Mecánico,2.15,1.48,1960.67,True
MT000297,20240228,EQ0038,A001,WT2,P2,Desgaste,Control,5.96,5.51,3419.26,False
MT000298,20240722,EQ0010,A005,WT1,P4,Falla eléctrica,Eléctrico,6.84,5.02,1609.75,True
MT000299,20240202,EQ0031,A005,WT1,P3,Falla eléctrica,TI/OT,1.27,0.81,407.52,True
MT000300,20241102,EQ0016,A004,WT1,P3,Falla eléctrica,Mecánico,1.32,1.13,1094.49,True
MT000301,20240611,EQ0015,A001,WT2,P2,Sobrecalentamiento,TI/OT,8.72,4.16,7914.95,False
MT000302,20240801,EQ0013,A003,WT1,P2,Desgaste,TI/OT,1.35,0.55,936.85,True
MT000303,20241012,EQ0035,A003,WT2,P3,Sobrecalentamiento,Eléctrico,24.98,13.5,18808.79,False
MT000304,20240702,EQ0010,A005,WT2,P2,Calibración,Eléctrico,4.28,2.97,2810.62,False
MT000305,20240127,EQ0018,A001,WT1,P2,Vibración,TI/OT,3.06,2.3,2057.92,True
MT000306,20240324,EQ0036,A003,WT2,P2,Falla eléctrica,Energía,10.63,8.94,9396.88,False
MT000307,20240507,EQ0020,A005,WT1,P4,Desgaste,Eléctrico,2.6,1.9,1338.65,True
MT000308,20240229,EQ0006,A006,WT1,P2,No aplica,TI/OT,2.15,1.0,1491.46,True
MT000309,20240707,EQ0040,A001,WT1,P2,Sobrecalentamiento,Control,4.68,3.91,3272.28,True
MT000310,20240107,EQ0004,A003,WT1,P3,Falla eléctrica,Mecánico,1.22,0.5,592.27,True
MT000311,20240223,EQ0036,A003,WT2,P4,No aplica,Energía,6.2,4.88,3256.76,False
MT000312,20241020,EQ0016,A004,WT1,P3,Sobrecalentamiento,Mecánico,1.0,0.69,428.65,True
MT000313,20240216,EQ0027,A001,WT1,P2,Vibración,Mecánico,4.4,2.96,4026.32,True
MT000314,20240112,EQ0027,A001,WT2,P3,Vibración,Mecánico,4.21,3.41,1184.33,False
MT000315,20240612,EQ0011,A004,WT2,P2,Sobrecalentamiento,Eléctrico,6.29,2.67,2359.51,False
MT000316,20241110,EQ0013,A003,WT1,P3,No aplica,Eléctrico,5.4,3.38,4186.47,True
MT000317,20240330,EQ0006,A006,WT2,P1,Calibración,Control,2.31,2.12,1024.03,False
MT000318,20240525,EQ0009,A003,WT1,P2,Vibración,Energía,3.42,1.39,2439.49,True
MT000319,20241005,EQ0003,A004,WT1,P3,Falla eléctrica,Mecánico,4.45,3.93,3290.38,True
MT000320,20241129,EQ0003,A004,WT2,P1,Falla eléctrica,Energía,8.4,6.36,5089.56,False
MT000321,20240419,EQ0017,A006,WT2,P3,No aplica,Eléctrico,4.17,3.75,2059.94,False
MT000322,20240227,EQ0034,A002,WT2,P2,Calibración,Eléctrico,1.34,0.57,966.18,False
MT000323,20240331,EQ0016,A004,WT1,P3,Sobrecalentamiento,Mecánico,5.54,4.68,1041.72,True
MT000324,20241023,EQ0030,A006,WT2,P3,Calibración,Eléctrico,1.34,0.93,973.76,False
MT000325,20240503,EQ0014,A002,WT2,P3,Vibración,Energía,1.1,0.59,688.27,False
MT000326,20241112,EQ0026,A003,WT2,P3,No aplica,Eléctrico,4.89,3.22,4053.43,False
MT000327,20240629,EQ0021,A002,WT1,P3,Desgaste,Energía,1.39,1.26,1043.67,True
MT000328,20240601,EQ0030,A006,WT2,P2,Calibración,Control,6.65,4.26,4071.54,False
MT000329,20240922,EQ0028,A006,WT1,P3,Falla eléctrica,Mecánico,4.22,2.0,3294.4,True
MT000330,20241225,EQ0034,A002,WT2,P3,Sobrecalentamiento,Control,4.13,1.8,1284.51,False
MT000331,20241001,EQ0023,A001,WT1,P1,Falla eléctrica,Mecánico,9.3,3.79,4510.74,True
MT000332,20240318,EQ0011,A004,WT1,P1,Desgaste,Control,1.17,0.6,689.41,True
MT000333,20240428,EQ0004,A003,WT2,P3,Desgaste,Control,0.91,0.64,707.6,False
MT000334,20240210,EQ0032,A005,WT1,P3,Vibración,Mecánico,2.31,1.37,767.32,True
MT000335,20240804,EQ0009,A003,WT1,P3,No aplica,TI/OT,2.47,2.18,1789.65,True
MT000336,20241221,EQ0005,A002,WT1,P3,Desgaste,Eléctrico,3.6,3.0,1414.87,True
MT000337,20240425,EQ0018,A001,WT2,P3,Sobrecalentamiento,TI/OT,3.62,2.37,1204.6,False
MT000338,20240403,EQ0038,A001,WT1,P3,No aplica,Control,0.63,0.33,304.59,True
MT000339,20241205,EQ0013,A003,WT1,P2,Vibración,Energía,2.57,1.61,850.91,True
MT000340,20240111,EQ0023,A001,WT2,P4,No aplica,Eléctrico,6.66,5.0,3434.98,False
MT000341,20240318,EQ0019,A006,WT1,P3,Sobrecalentamiento,TI/OT,2.71,1.12,1620.3,True
MT000342,20240523,EQ0031,A005,WT1,P2,Falla eléctrica,TI/OT,3.28,2.91,1527.09,True
MT000343,20241209,EQ0033,A005,WT1,P3,Vibración,Mecánico,2.95,2.24,2668.66,True
MT000344,20241228,EQ0020,A005,WT2,P3,Desgaste,Mecánico,5.65,5.25,3947.95,False
MT000345,20241123,EQ0018,A001,WT2,P3,No aplica,Eléctrico,3.24,2.48,1591.61,False
MT000346,20241103,EQ0017,A006,WT1,P4,Sobrecalentamiento,Eléctrico,1.48,0.89,1344.76,True
MT000347,20240111,EQ0029,A003,WT1,P3,Desgaste,Energía,7.1,4.55,3016.18,True
MT000348,20240205,EQ0029,A003,WT1,P4,Vibración,TI/OT,1.08,0.43,723.16,True
MT000349,20241122,EQ0011,A004,WT2,P3,Falla eléctrica,Eléctrico,14.96,6.45,8109.72,False
MT000350,20240511,EQ0014,A002,WT2,P3,Vibración,Control,2.77,1.27,2360.71,False
MT000351,20240229,EQ0029,A003,WT1,P3,Sobrecalentamiento,Mecánico,6.02,3.71,3118.95,True
MT000352,20240715,EQ0024,A005,WT2,P3,Calibración,Energía,9.05,5.05,1904.37,False
MT000353,20241202,EQ0030,A006,WT2,P3,Calibración,TI/OT,7.68,4.76,3201.7,False
MT000354,20241018,EQ0001,A006,WT1,P3,No aplica,Eléctrico,0.08,0.05,31.85,True
MT000355,20240602,EQ0036,A003,WT2,P1,Desgaste,TI/OT,3.17,1.88,1532.54,False
MT000356,20240311,EQ0034,A002,WT1,P3,Desgaste,Mecánico,2.87,1.96,2134.98,True
MT000357,20241007,EQ0036,A003,WT1,P3,No aplica,Eléctrico,4.61,4.22,3343.22,True
MT000358,20240203,EQ0007,A005,WT2,P3,No aplica,Control,4.76,3.27,1254.74,False
MT000359,20240211,EQ0023,A001,WT1,P1,Falla eléctrica,TI/OT,0.74,0.63,165.19,True
MT000360,20240925,EQ0025,A005,WT1,P2,No aplica,Eléctrico,2.42,2.01,789.82,True
MT000361,20240308,EQ0012,A003,WT1,P3,Falla eléctrica,Control,3.28,2.07,1726.65,True
MT000362,20240108,EQ0035,A003,WT1,P3,No aplica,Mecánico,2.04,1.08,1269.8,True
MT000363,20241228,EQ0003,A004,WT2,P1,Vibración,Mecánico,14.07,5.88,7516.73,False
MT000364,20240707,EQ0028,A006,WT1,P1,Vibración,Mecánico,2.56,1.1,2060.56,True
MT000365,20241013,EQ0023,A001,WT1,P2,Falla eléctrica,TI/OT,4.83,2.51,2756.53,True
MT000366,20240915,EQ0019,A006,WT2,P2,Vibración,Control,3.17,2.8,2375.45,False
MT000367,20241028,EQ0031,A005,WT1,P2,Vibración,Eléctrico,4.02,1.84,3782.0,True
MT000368,20240901,EQ0021,A002,WT1,P4,Vibración,Eléctrico,1.32,1.12,901.83,True
MT000369,20240916,EQ0003,A004,WT2,P2,Falla eléctrica,TI/OT,8.51,5.54,5581.63,False
MT000370,20240705,EQ0018,A001,WT1,P3,Falla eléctrica,Eléctrico,2.01,1.52,1547.92,True
MT000371,20240228,EQ0038,A001,WT2,P2,Desgaste,Eléctrico,1.6,0.77,907.9,False
MT000372,20241012,EQ0002,A003,WT2,P1,Sobrecalentamiento,Eléctrico,3.65,3.05,3233.93,False
MT000373,20240626,EQ0003,A004,WT1,P3,Sobrecalentamiento,Eléctrico,1.13,0.51,752.66,True
MT000374,20240803,EQ0031,A005,WT1,P4,Vibración,TI/OT,1.88,1.29,1638.46,True
MT000375,20240421,EQ0005,A002,WT1,P2,Falla eléctrica,Energía,0.79,0.36,437.39,True
MT000376,20241028,EQ0039,A004,WT1,P3,No aplica,Eléctrico,0.64,0.56,229.73,True
MT000377,20241003,EQ0022,A004,WT2,P3,Calibración,Energía,2.22,1.6,1834.62,False
MT000378,20240731,EQ0029,A003,WT1,P3,Desgaste,Control,0.37,0.26,118.22,True
MT000379,20240307,EQ0028,A006,WT1,P3,Calibración,TI/OT,5.28,2.91,4866.02,True
MT000380,20240607,EQ0036,A003,WT2,P4,Sobrecalentamiento,Energía,4.97,3.39,4400.35,False
MT000381,20240404,EQ0040,A001,WT2,P2,Calibración,Energía,5.41,2.23,2561.24,False
MT000382,20240806,EQ0035,A003,WT1,P3,Desgaste,Mecánico,1.92,1.28,1623.77,True
MT000383,20240125,EQ0028,A006,WT1,P4,Vibración,Mecánico,0.92,0.48,810.06,True
MT000384,20240604,EQ0015,A001,WT1,P2,Falla eléctrica,TI/OT,3.29,2.93,1549.3,True
MT000385,20241224,EQ0013,A003,WT1,P3,Sobrecalentamiento,TI/OT,2.99,1.64,2582.32,True
MT000386,20240317,EQ0015,A001,WT2,P3,Falla eléctrica,TI/OT,2.02,1.38,1404.89,False
MT000387,20240629,EQ0039,A004,WT2,P2,Vibración,Mecánico,8.66,3.48,3666.37,False
MT000388,20240621,EQ0019,A006,WT2,P2,Desgaste,Control,1.67,1.35,899.25,False
MT000389,20241113,EQ0002,A003,WT2,P4,Vibración,Control,5.29,2.58,4689.98,False
MT000390,20241212,EQ0004,A003,WT2,P3,Vibración,Energía,9.62,9.13,6463.2,False
MT000391,20241101,EQ0023,A001,WT2,P2,Falla eléctrica,TI/OT,12.35,6.93,8386.16,False
MT000392,20240803,EQ0002,A003,WT1,P4,Sobrecalentamiento,TI/OT,2.04,1.57,1510.94,True
MT000393,20240602,EQ0028,A006,WT1,P2,Calibración,Eléctrico,1.21,1.12,914.64,True
MT000394,20240923,EQ0001,A006,WT2,P1,Falla eléctrica,TI/OT,1.14,0.93,499.0,False
MT000395,20240119,EQ0027,A001,WT2,P2,Calibración,Mecánico,3.71,2.2,3098.84,False
MT000396,20240828,EQ0022,A004,WT2,P4,Calibración,Mecánico,3.6,3.26,2274.77,False
MT000397,20240424,EQ0027,A001,WT2,P2,Calibración,Control,10.03,5.18,9324.87,False
MT000398,20240617,EQ0022,A004,WT2,P4,Desgaste,Control,5.35,4.0,3244.79,False
MT000399,20240825,EQ0016,A004,WT1,P4,Vibración,Eléctrico,0.77,0.62,253.42,True
MT000400,20240529,EQ0004,A003,WT1,P1,Calibración,Mecánico,4.12,2.46,961.47,True
MT000401,20240418,EQ0024,A005,WT1,P3,Vibración,Control,4.69,4.02,3325.29,True
MT000402,20240313,EQ0008,A004,WT1,P3,Vibración,Mecánico,2.81,1.86,1727.19,True
MT000403,20240527,EQ0036,A003,WT2,P3,Vibración,Eléctrico,8.74,7.64,7416.92,False
MT000404,20240106,EQ0030,A006,WT1,P3,Falla eléctrica,Control,2.31,1.2,1926.9,True
MT000405,20241111,EQ0038,A001,WT2,P2,Desgaste,Control,8.14,7.27,3837.94,False
MT000406,20241111,EQ0022,A004,WT2,P2,Vibración,Mecánico,3.16,2.19,2982.74,False
MT000407,20240905,EQ0037,A003,WT2,P1,Falla eléctrica,Energía,12.63,8.03,10525.45,False
MT000408,20240411,EQ0032,A005,WT1,P2,Calibración,Mecánico,0.84,0.44,197.04,True
MT000409,20241007,EQ0034,A002,WT1,P3,Falla eléctrica,Control,11.13,5.08,4899.23,True
MT000410,20240804,EQ0009,A003,WT1,P2,Calibración,Energía,7.95,4.46,5413.48,True
MT000411,20240406,EQ0032,A005,WT1,P2,Desgaste,Energía,6.22,3.85,1332.64,True
MT000412,20240618,EQ0023,A001,WT2,P3,Falla eléctrica,Energía,2.55,1.86,1025.13,False
MT000413,20240130,EQ0032,A005,WT1,P3,Falla eléctrica,TI/OT,1.83,1.46,1109.39,True
MT000414,20240209,EQ0010,A005,WT2,P4,Sobrecalentamiento,Mecánico,3.32,1.41,3049.72,False
MT000415,20240517,EQ0011,A004,WT2,P2,Vibración,TI/OT,2.68,2.47,2273.68,False
MT000416,20240113,EQ0039,A004,WT2,P3,Vibración,Mecánico,3.18,1.71,659.06,False
MT000417,20241114,EQ0017,A006,WT2,P2,Desgaste,Energía,7.21,5.58,5698.06,False
MT000418,20241210,EQ0037,A003,WT1,P3,Calibración,Eléctrico,1.9,1.61,559.1,True
MT000419,20240430,EQ0009,A003,WT1,P4,Falla eléctrica,Mecánico,0.97,0.61,859.7,True
MT000420,20240512,EQ0014,A002,WT1,P2,Sobrecalentamiento,Mecánico,0.47,0.3,327.1,True
MT000421,20241008,EQ0017,A006,WT1,P3,No aplica,Mecánico,4.41,1.88,1284.95,True
MT000422,20240424,EQ0007,A005,WT1,P2,No aplica,Eléctrico,2.73,1.7,2558.71,True
MT000423,20241014,EQ0017,A006,WT1,P3,Desgaste,Mecánico,2.43,2.23,640.85,True
MT000424,20240201,EQ0006,A006,WT1,P3,Sobrecalentamiento,TI/OT,0.17,0.1,57.74,True
MT000425,20240714,EQ0006,A006,WT2,P3,No aplica,TI/OT,2.05,1.83,486.87,False
MT000426,20240102,EQ0008,A004,WT1,P3,Falla eléctrica,Eléctrico,2.48,1.95,1158.82,True
MT000427,20240922,EQ0015,A001,WT1,P2,Vibración,Mecánico,3.31,2.93,1039.2,True
MT000428,20240921,EQ0026,A003,WT1,P2,Falla eléctrica,TI/OT,0.11,0.06,107.47,True
MT000429,20240617,EQ0016,A004,WT2,P2,Calibración,Mecánico,4.99,3.83,2954.68,False
MT000430,20241120,EQ0008,A004,WT1,P3,Sobrecalentamiento,Energía,2.9,1.32,2257.52,True
MT000431,20240831,EQ0039,A004,WT1,P4,Sobrecalentamiento,Eléctrico,1.1,0.74,451.45,True
MT000432,20240403,EQ0008,A004,WT2,P3,Vibración,Mecánico,10.77,8.6,4119.04,False
MT000433,20240804,EQ0026,A003,WT2,P2,Sobrecalentamiento,TI/OT,1.59,0.78,886.95,False
MT000434,20240612,EQ0017,A006,WT1,P4,Sobrecalentamiento,Control,2.95,2.73,2295.24,True
MT000435,20240912,EQ0003,A004,WT2,P4,Desgaste,Energía,3.41,2.25,2268.13,False
MT000436,20240815,EQ0032,A005,WT2,P3,Sobrecalentamiento,Mecánico,7.39,4.77,4058.06,False
MT000437,20241012,EQ0005,A002,WT2,P3,Falla eléctrica,Control,4.85,4.31,1408.21,False
MT000438,20240302,EQ0006,A006,WT2,P1,Vibración,Control,10.07,8.79,5664.33,False
MT000439,20240109,EQ0002,A003,WT2,P4,Falla eléctrica,Eléctrico,2.01,1.82,1353.97,False
MT000440,20240515,EQ0007,A005,WT1,P2,Sobrecalentamiento,Mecánico,1.64,1.26,376.27,True
MT000441,20240127,EQ0013,A003,WT1,P4,Calibración,Mecánico,3.6,2.75,2380.29,True
MT000442,20240628,EQ0004,A003,WT1,P3,Falla eléctrica,Control,2.61,1.38,2405.19,True
MT000443,20240511,EQ0008,A004,WT1,P3,Desgaste,Control,3.64,2.95,1233.44,True
MT000444,20240823,EQ0003,A004,WT2,P2,Calibración,Control,8.51,6.31,3039.54,False
MT000445,20240904,EQ0009,A003,WT1,P3,Falla eléctrica,TI/OT,3.97,2.34,2074.08,True
MT000446,20241225,EQ0007,A005,WT1,P3,Calibración,Energía,2.89,2.69,2121.02,True
MT000447,20240105,EQ0012,A003,WT1,P2,Falla eléctrica,Mecánico,4.05,2.7,2241.26,True
MT000448,20240630,EQ0032,A005,WT2,P3,Sobrecalentamiento,Mecánico,4.49,3.59,1324.94,False
MT000449,20241019,EQ0005,A002,WT2,P4,Calibración,Control,7.13,5.47,5280.54,False
MT000450,20240404,EQ0040,A001,WT2,P3,Vibración,Mecánico,1.82,0.74,1069.05,False
MT000451,20241111,EQ0021,A002,WT2,P2,Sobrecalentamiento,Eléctrico,5.57,3.63,4297.56,False
MT000452,20240827,EQ0009,A003,WT2,P3,No aplica,Mecánico,5.81,4.27,2218.66,False
MT000453,20240629,EQ0007,A005,WT1,P4,Falla eléctrica,Mecánico,6.57,6.24,6158.79,True
MT000454,20240211,EQ0008,A004,WT1,P2,No aplica,Mecánico,1.98,0.96,601.4,True
MT000455,20240727,EQ0031,A005,WT2,P2,Vibración,Mecánico,1.38,1.07,1278.17,False
MT000456,20240103,EQ0007,A005,WT2,P2,No aplica,Control,1.36,0.87,337.35,False
MT000457,20240424,EQ0023,A001,WT1,P2,No aplica,Control,6.55,4.32,2507.55,True
MT000458,20240517,EQ0002,A003,WT1,P3,Falla eléctrica,Energía,5.7,2.78,1644.37,True
MT000459,20240201,EQ0018,A001,WT1,P2,Sobrecalentamiento,Energía,3.07,2.12,2498.61,True
MT000460,20240126,EQ0034,A002,WT1,P2,Falla eléctrica,Control,0.5,0.21,356.87,True
MT000461,20241121,EQ0033,A005,WT2,P2,Falla eléctrica,Energía,6.46,4.05,3694.93,False
MT000462,20240623,EQ0021,A002,WT2,P2,Falla eléctrica,TI/OT,6.86,4.27,6192.19,False
MT000463,20240203,EQ0011,A004,WT1,P3,Sobrecalentamiento,Energía,2.42,1.2,768.17,True
MT000464,20240429,EQ0014,A002,WT2,P3,Calibración,TI/OT,6.43,6.1,2951.75,False
MT000465,20240805,EQ0014,A002,WT1,P3,Calibración,Energía,1.77,1.4,331.91,True
MT000466,20241123,EQ0009,A003,WT1,P4,Desgaste,Mecánico,0.5,0.47,254.76,True
MT000467,20240612,EQ0027,A001,WT1,P2,Falla eléctrica,Energía,4.37,3.53,958.97,True
MT000468,20240306,EQ0007,A005,WT2,P3,Desgaste,Energía,6.22,4.18,2145.41,False
MT000469,20240625,EQ0039,A004,WT2,P2,No aplica,Mecánico,11.87,8.75,3925.24,False
MT000470,20240910,EQ0005,A002,WT1,P3,Sobrecalentamiento,Energía,3.91,1.92,2403.41,True
MT000471,20240217,EQ0025,A005,WT2,P4,Falla eléctrica,Control,2.5,1.21,1008.45,False
MT000472,20240819,EQ0027,A001,WT2,P4,Falla eléctrica,Mecánico,0.8,0.54,195.49,False
MT000473,20240506,EQ0027,A001,WT2,P3,Calibración,TI/OT,6.71,3.43,4668.66,False
MT000474,20241230,EQ0027,A001,WT1,P2,Sobrecalentamiento,Eléctrico,2.43,2.0,749.7,True
MT000475,20240609,EQ0018,A001,WT1,P2,Calibración,TI/OT,2.56,1.44,911.75,True
MT000476,20240727,EQ0006,A006,WT1,P3,Desgaste,Control,3.03,1.36,1838.14,True
MT000477,20240915,EQ0025,A005,WT2,P2,Desgaste,TI/OT,0.68,0.49,636.67,False
MT000478,20241022,EQ0009,A003,WT1,P3,Desgaste,Energía,2.14,1.51,1743.97,True
MT000479,20240121,EQ0009,A003,WT1,P1,Desgaste,TI/OT,1.2,0.65,973.32,True
MT000480,20240508,EQ0033,A005,WT2,P1,No aplica,Control,5.62,2.64,3837.9,False
MT000481,20240105,EQ0006,A006,WT1,P3,Desgaste,Eléctrico,1.27,0.94,517.69,True
MT000482,20240127,EQ0022,A004,WT1,P3,Calibración,Eléctrico,1.77,1.43,1120.66,True
MT000483,20240623,EQ0015,A001,WT1,P2,Falla eléctrica,Mecánico,1.69,0.85,1340.83,True
MT000484,20240528,EQ0008,A004,WT2,P3,Vibración,Eléctrico,3.69,2.99,1173.11,False
MT000485,20240921,EQ0039,A004,WT1,P3,Sobrecalentamiento,Mecánico,4.19,3.18,3833.82,True
MT000486,20240903,EQ0027,A001,WT2,P3,Desgaste,Control,3.49,2.88,2808.89,False
MT000487,20241203,EQ0020,A005,WT1,P4,Vibración,Mecánico,4.44,1.93,2763.06,True
MT000488,20240403,EQ0034,A002,WT2,P3,Falla eléctrica,Energía,0.44,0.41,244.74,False
MT000489,20240719,EQ0014,A002,WT2,P4,Falla eléctrica,Eléctrico,2.69,2.05,2031.13,False
MT000490,20240220,EQ0014,A002,WT1,P1,Falla eléctrica,TI/OT,0.31,0.17,282.11,True
MT000491,20240604,EQ0002,A003,WT1,P2,Vibración,Mecánico,3.76,3.32,1406.8,True
MT000492,20240208,EQ0031,A005,WT2,P3,Desgaste,Energía,4.63,3.33,1158.61,False
MT000493,20241130,EQ0039,A004,WT1,P3,Calibración,Mecánico,1.94,0.95,1300.83,True
MT000494,20240712,EQ0034,A002,WT1,P3,Sobrecalentamiento,Mecánico,1.44,1.25,648.68,True
MT000495,20240127,EQ0001,A006,WT1,P3,Falla eléctrica,Eléctrico,4.22,3.36,1690.74,True
MT000496,20240502,EQ0014,A002,WT1,P2,Calibración,Eléctrico,2.82,1.57,1455.82,True
MT000497,20241008,EQ0039,A004,WT2,P2,No aplica,Energía,3.05,2.13,2002.82,False
MT000498,20241006,EQ0037,A003,WT1,P1,No aplica,TI/OT,8.29,5.13,2709.6,True
MT000499,20240930,EQ0009,A003,WT1,P1,No aplica,Control,1.75,0.71,946.44,True
MT000500,20240821,EQ0017,A006,WT2,P3,Sobrecalentamiento,Mecánico,1.01,0.67,544.8,False
MT000501,20241226,EQ0023,A001,WT1,P3,Falla eléctrica,Energía,4.82,2.55,1701.96,True
MT000502,20241209,EQ0005,A002,WT1,P3,Vibración,Eléctrico,1.51,0.73,274.16,True
MT000503,20240526,EQ0016,A004,WT1,P2,Vibración,TI/OT,1.05,0.48,356.89,True
MT000504,20241224,EQ0031,A005,WT2,P3,Calibración,Energía,7.52,3.93,1504.6,False
MT000505,20240907,EQ0031,A005,WT1,P2,No aplica,Eléctrico,3.02,2.47,625.81,True
MT000506,20240101,EQ0007,A005,WT1,P2,Falla eléctrica,Control,1.42,0.85,881.48,True
MT000507,20240929,EQ0021,A002,WT2,P3,Desgaste,TI/OT,2.79,1.33,2628.21,False
MT000508,20240327,EQ0009,A003,WT1,P3,Vibración,Control,4.07,2.01,1764.6,True
MT000509,20241110,EQ0030,A006,WT1,P3,Sobrecalentamiento,Eléctrico,2.52,1.91,2073.83,True
MT000510,20240329,EQ0027,A001,WT1,P3,No aplica,Eléctrico,4.07,2.53,1974.8,True
MT000511,20240624,EQ0028,A006,WT1,P4,No aplica,TI/OT,2.14,1.59,1473.52,True
MT000512,20241117,EQ0021,A002,WT1,P3,Falla eléctrica,Mecánico,0.9,0.39,494.9,True
MT000513,20241014,EQ0015,A001,WT1,P1,Sobrecalentamiento,Control,3.02,2.42,2829.23,True
MT000514,20240218,EQ0004,A003,WT2,P3,Falla eléctrica,Energía,6.93,6.44,4637.77,False
MT000515,20241223,EQ0031,A005,WT1,P3,No aplica,Eléctrico,1.91,1.59,1166.99,True
MT000516,20240601,EQ0033,A005,WT1,P3,Falla eléctrica,Mecánico,2.14,1.71,961.1,True
MT000517,20240713,EQ0017,A006,WT1,P2,Sobrecalentamiento,Control,1.05,0.54,849.43,True
MT000518,20240120,EQ0001,A006,WT2,P3,Desgaste,Control,1.26,0.79,1194.34,False
MT000519,20240111,EQ0023,A001,WT1,P3,Falla eléctrica,Mecánico,3.72,1.81,1455.99,True
MT000520,20240623,EQ0008,A004,WT1,P3,Falla eléctrica,Control,0.85,0.7,239.0,True
MT000521,20240510,EQ0038,A001,WT1,P2,Vibración,Mecánico,2.97,2.4,2754.45,True
MT000522,20240115,EQ0026,A003,WT1,P2,Sobrecalentamiento,Control,4.3,2.01,3115.78,True
MT000523,20240202,EQ0040,A001,WT2,P3,Calibración,Mecánico,7.01,5.68,1578.6,False
MT000524,20240922,EQ0031,A005,WT1,P2,Desgaste,Energía,3.88,2.77,1306.7,True
MT000525,20240803,EQ0036,A003,WT1,P2,Calibración,Energía,5.19,4.87,3963.42,True
MT000526,20240708,EQ0019,A006,WT1,P3,Desgaste,Mecánico,0.43,0.4,376.56,True
MT000527,20240726,EQ0038,A001,WT1,P2,No aplica,TI/OT,3.36,1.49,771.0,True
MT000528,20241231,EQ0019,A006,WT1,P2,No aplica,Eléctrico,2.6,2.24,700.67,True
MT000529,20240618,EQ0016,A004,WT1,P2,Desgaste,Mecánico,2.57,1.26,721.86,True
MT000530,20241226,EQ0038,A001,WT2,P3,Calibración,TI/OT,6.99,4.91,6264.85,False
MT000531,20240419,EQ0015,A001,WT2,P4,Falla eléctrica,Energía,1.43,0.97,1286.86,False
MT000532,20241014,EQ0013,A003,WT1,P4,Desgaste,Mecánico,5.73,3.15,3781.79,True
MT000533,20240818,EQ0021,A002,WT1,P3,Sobrecalentamiento,Mecánico,3.13,2.49,1556.1,True
MT000534,20240417,EQ0022,A004,WT2,P3,Falla eléctrica,Energía,0.79,0.55,482.2,False
