SLAID,WorkOrderID,ClientID,ServiceID,AreaID,PriorityID,CreatedDateKey,CommittedDateKey,ResolvedDateKey,TargetHours,ActualHours,SLAMetFlag,BreachHours
SLA000668,WO001881,C014,SV5,A005,P3,20240609,20240612,20240613,72,90.33,False,18.33
SLA000669,WO000032,C007,SV8,A012,P2,20240301,20240302,20240303,24,32.77,False,8.77
SLA000670,WO001451,C006,SV7,A017,P2,20240331,20240401,20240401,24,14.31,True,0.0
SLA000671,WO004179,C002,SV9,A005,P3,20240409,20240412,20240417,72,169.54,False,97.54
SLA000672,WO002217,C016,SV7,A017,P1,20240417,20240417,20240418,8,7.68,True,0.0
SLA000673,WO003209,C001,SV4,A004,P3,20240513,20240516,20240516,72,57.81,True,0.0
SLA000674,WO001776,C014,SV3,A010,P4,20241030,20241104,20241102,120,49.65,True,0.0
SLA000675,WO001664,C009,SV1,A008,P1,20241226,20241226,20241227,8,12.16,False,4.16
SLA000676,WO003798,C015,SV6,A004,P2,20240909,20240910,20240910,24,14.68,True,0.0
SLA000677,WO003366,C002,SV3,A004,P2,20240406,20240407,20240407,24,9.47,True,0.0
SLA000678,WO000662,C004,SV11,A013,P3,20241231,20250103,20241231,72,93.64,False,21.64
SLA000679,WO004143,C016,SV6,A004,P2,20240510,20240511,20240511,24,19.81,True,0.0
SLA000680,WO004392,C012,SV11,A004,P2,20240127,20240128,20240128,24,17.23,True,0.0
SLA000681,WO001723,C019,SV4,A017,P2,20241222,20241223,20241223,24,23.65,True,0.0
SLA000682,WO003099,C004,SV5,A010,P3,20240704,20240707,20240707,72,60.37,True,0.0
SLA000683,WO004879,C001,SV8,A010,P1,20240411,20240411,20240412,8,10.09,False,2.09
SLA000684,WO003635,C007,SV11,A010,P3,20240620,20240623,20240624,72,89.74,False,17.74
SLA000685,WO004636,C004,SV7,A004,P3,20241027,20241030,20241029,72,25.8,True,0.0
SLA000686,WO002137,C016,SV4,A017,P3,20240814,20240817,20240817,72,66.03,True,0.0
SLA000687,WO002796,C012,SV12,A004,P3,20240206,20240209,20240208,72,37.94,True,0.0
SLA000688,WO001877,C009,SV12,A012,P4,20240415,20240420,20240420,120,113.19,True,0.0
SLA000689,WO002790,C020,SV5,A005,P3,20241121,20241124,20241127,72,130.07,False,58.07
SLA000690,WO001223,C001,SV10,A004,P3,20241127,20241130,20241129,72,44.9,True,0.0
SLA000691,WO002743,C016,SV8,A004,P1,20240624,20240624,20240625,8,4.0,True,0.0
SLA000692,WO002210,C018,SV10,A006,P2,20241117,20241118,20241119,24,24.06,False,0.06
SLA000693,WO001256,C001,SV7,A017,P2,20240508,20240509,20240509,24,23.69,True,0.0
SLA000694,WO001433,C003,SV8,A017,P2,20240419,20240420,20240420,24,6.08,True,0.0
SLA000695,WO004122,C004,SV5,A008,P4,20240224,20240229,20240227,120,49.49,True,0.0
SLA000696,WO002823,C010,SV8,A004,P3,20240415,20240418,20240416,72,16.52,True,0.0
SLA000697,WO002246,C009,SV10,A012,P3,20241111,20241114,20241115,72,86.84,False,14.84
SLA000698,WO003737,C010,SV8,A005,P4,20240822,20240827,20240901,120,230.23,False,110.23
SLA000699,WO001055,C016,SV5,A017,P3,20241008,20241011,20241016,72,187.01,False,115.01
SLA000700,WO002675,C008,SV11,A004,P3,20241014,20241017,20241017,72,68.22,True,0.0
SLA000701,WO004699,C020,SV5,A004,P3,20240627,20240630,20240629,72,24.22,True,0.0
SLA000702,WO002396,C001,SV2,A010,P2,20240608,20240609,20240609,24,16.07,True,0.0
SLA000703,WO002109,C004,SV4,A017,P3,20240712,20240715,20240717,72,111.57,False,39.57
SLA000704,WO001869,C006,SV8,A013,P4,20240121,20240126,20240128,120,167.73,False,47.73
SLA000705,WO003242,C003,SV3,A004,P2,20240119,20240120,20240120,24,12.41,True,0.0
SLA000706,WO002919,C004,SV6,A004,P4,20240920,20240925,20240923,120,68.93,True,0.0
SLA000707,WO001747,C003,SV6,A009,P2,20240506,20240507,20240507,24,12.29,True,0.0
SLA000708,WO004101,C004,SV3,A004,P2,20240125,20240126,20240126,24,10.6,True,0.0
SLA000709,WO004175,C009,SV11,A008,P2,20240113,20240114,20240114,24,17.36,True,0.0
SLA000710,WO004914,C003,SV11,A010,P2,20241022,20241023,20241023,24,12.39,True,0.0
SLA000711,WO002097,C010,SV4,A004,P2,20240721,20240722,20240723,24,27.52,False,3.52
SLA000712,WO001508,C017,SV2,A012,P3,20240303,20240306,20240307,72,93.91,False,21.91
SLA000713,WO002076,C010,SV3,A017,P3,20240530,20240602,20240601,72,25.26,True,0.0
SLA000714,WO004942,C003,SV8,A008,P3,20241016,20241019,20241019,72,56.05,True,0.0
SLA000715,WO003195,C011,SV7,A017,P4,20240426,20240501,20240430,120,75.52,True,0.0
SLA000716,WO001082,C007,SV12,A004,P3,20241108,20241111,20241110,72,27.11,True,0.0
SLA000717,WO004459,C017,SV11,A013,P2,20240802,20240803,20240803,24,15.06,True,0.0
SLA000718,WO002192,C012,SV5,A005,P2,20241221,20241222,20241223,24,35.95,False,11.95
SLA000719,WO002048,C006,SV10,A017,P4,20240906,20240911,20240908,120,45.26,True,0.0
SLA000720,WO000608,C001,SV8,A005,P4,20241204,20241209,20241213,120,206.98,False,86.98
SLA000721,WO003367,C009,SV7,A004,P3,20240410,20240413,20240412,72,37.4,True,0.0
SLA000722,WO004411,C011,SV1,A004,P2,20240218,20240219,20240219,24,16.75,True,0.0
SLA000723,WO001422,C002,SV10,A017,P2,20241209,20241210,20241210,24,12.76,True,0.0
SLA000724,WO000034,C010,SV5,A006,P2,20240829,20240830,20240830,24,15.74,True,0.0
SLA000725,WO000264,C015,SV9,A005,P3,20241107,20241110,20241109,72,29.79,True,0.0
SLA000726,WO002049,C018,SV2,A004,P3,20240121,20240124,20240124,72,48.38,True,0.0
SLA000727,WO000795,C015,SV3,A017,P3,20240605,20240608,20240608,72,56.05,True,0.0
SLA000728,WO001779,C003,SV1,A013,P2,20241116,20241117,20241117,24,5.26,True,0.0
SLA000729,WO000190,C006,SV12,A004,P2,20240410,20240411,20240412,24,44.88,False,20.88
SLA000730,WO001630,C002,SV12,A017,P3,20240119,20240122,20240122,72,51.1,True,0.0
SLA000731,WO001568,C012,SV4,A004,P3,20240917,20240920,20240919,72,32.52,True,0.0
SLA000732,WO004187,C003,SV7,A004,P4,20240901,20240906,20240904,120,52.05,True,0.0
SLA000733,WO000388,C002,SV4,A004,P1,20240409,20240409,20240410,8,3.83,True,0.0
SLA000734,WO004423,C010,SV11,A008,P4,20240429,20240504,20240502,120,68.43,True,0.0
SLA000735,WO002226,C014,SV3,A004,P2,20240304,20240305,20240305,24,9.97,True,0.0
SLA000736,WO004022,C003,SV3,A017,P4,20240927,20241002,20241002,120,100.03,True,0.0
SLA000737,WO004820,C004,SV12,A004,P2,20240320,20240321,20240322,24,30.52,False,6.52
SLA000738,WO004991,C013,SV2,A004,P2,20241107,20241108,20241108,24,9.22,True,0.0
SLA000739,WO003920,C011,SV1,A017,P2,20240107,20240108,20240109,24,25.46,False,1.46
SLA000740,WO003228,C016,SV9,A009,P2,20240501,20240502,20240502,24,20.85,True,0.0
SLA000741,WO000503,C002,SV5,A017,P3,20241006,20241009,20241010,72,81.65,False,9.65
SLA000742,WO004301,C012,SV9,A004,P3,20241105,20241108,20241107,72,29.7,True,0.0
SLA000743,WO000605,C010,SV5,A009,P4,20240312,20240317,20240313,120,23.8,True,0.0
SLA000744,WO000997,C008,SV7,A004,P2,20240828,20240829,20240829,24,19.67,True,0.0
SLA000745,WO002496,C014,SV1,A017,P3,20241108,20241111,20241114,72,142.34,False,70.34
SLA000746,WO000926,C009,SV9,A010,P3,20241210,20241213,20241211,72,21.63,True,0.0
SLA000747,WO003856,C019,SV12,A004,P2,20240416,20240417,20240418,24,27.63,False,3.63
SLA000748,WO000218,C005,SV1,A017,P3,20240914,20240917,20240919,72,102.34,False,30.34
SLA000749,WO000829,C016,SV10,A005,P3,20241129,20241202,20241204,72,98.14,False,26.14
SLA000750,WO000012,C018,SV12,A010,P3,20240224,20240227,20240301,72,133.98,False,61.98
SLA000751,WO000930,C019,SV5,A004,P2,20241025,20241026,20241027,24,25.02,False,1.02
SLA000752,WO002616,C007,SV8,A010,P2,20240328,20240329,20240331,24,55.81,False,31.81
SLA000753,WO002980,C008,SV8,A017,P1,20240910,20240910,20240911,8,9.78,False,1.78
SLA000754,WO001865,C018,SV1,A004,P2,20241214,20241215,20241215,24,7.25,True,0.0
SLA000755,WO004900,C015,SV5,A004,P1,20240511,20240511,20240512,8,3.79,True,0.0
SLA000756,WO001595,C020,SV4,A004,P3,20240720,20240723,20240724,72,91.74,False,19.74
SLA000757,WO000410,C007,SV2,A010,P2,20241114,20241115,20241115,24,16.04,True,0.0
SLA000758,WO000210,C006,SV6,A004,P3,20240930,20241003,20241002,72,44.33,True,0.0
SLA000759,WO004715,C014,SV11,A004,P3,20240906,20240909,20240909,72,66.03,True,0.0
SLA000760,WO000247,C018,SV10,A010,P4,20240608,20240613,20240611,120,51.0,True,0.0
SLA000761,WO003306,C019,SV8,A010,P4,20241101,20241106,20241105,120,81.78,True,0.0
SLA000762,WO003780,C017,SV7,A005,P3,20241115,20241118,20241117,72,39.38,True,0.0
SLA000763,WO002450,C020,SV10,A004,P3,20241126,20241129,20241129,72,65.4,True,0.0
SLA000764,WO001276,C013,SV11,A005,P3,20241209,20241212,20241211,72,47.9,True,0.0
SLA000765,WO003511,C001,SV11,A008,P3,20240521,20240524,20240525,72,76.48,False,4.48
SLA000766,WO004134,C017,SV3,A005,P2,20240826,20240827,20240828,24,38.75,False,14.75
SLA000767,WO002417,C006,SV12,A005,P3,20241013,20241016,20241016,72,58.1,True,0.0
SLA000768,WO004444,C009,SV7,A017,P4,20240705,20240710,20240715,120,226.59,False,106.59
SLA000769,WO002770,C015,SV1,A004,P3,20240205,20240208,20240210,72,105.03,False,33.03
SLA000770,WO002113,C013,SV10,A010,P3,20240623,20240626,20240627,72,78.36,False,6.36
SLA000771,WO004171,C014,SV7,A008,P3,20240619,20240622,20240620,72,23.99,True,0.0
SLA000772,WO004419,C009,SV3,A008,P3,20240602,20240605,20240604,72,30.17,True,0.0
SLA000773,WO003597,C006,SV1,A004,P2,20240328,20240329,20240329,24,19.07,True,0.0
SLA000774,WO000435,C020,SV12,A004,P3,20240523,20240526,20240525,72,26.48,True,0.0
SLA000775,WO004006,C014,SV1,A012,P4,20240410,20240415,20240417,120,167.24,False,47.24
SLA000776,WO000782,C011,SV6,A017,P2,20240604,20240605,20240605,24,6.94,True,0.0
SLA000777,WO001907,C007,SV5,A004,P4,20240214,20240219,20240220,120,132.33,False,12.33
SLA000778,WO002292,C005,SV11,A005,P1,20241130,20241130,20241201,8,8.65,False,0.65
SLA000779,WO000626,C013,SV7,A005,P4,20240704,20240709,20240721,120,399.26,False,279.26
SLA000780,WO004613,C014,SV8,A010,P2,20240417,20240418,20240418,24,19.07,True,0.0
SLA000781,WO003720,C016,SV7,A004,P2,20240227,20240228,20240228,24,9.55,True,0.0
SLA000782,WO000189,C016,SV3,A017,P1,20240710,20240710,20240711,8,8.78,False,0.78
SLA000783,WO001019,C011,SV1,A009,P1,20240322,20240322,20240323,8,5.63,True,0.0
SLA000784,WO002541,C018,SV5,A010,P4,20240430,20240505,20240502,120,41.06,True,0.0
SLA000785,WO001856,C013,SV3,A008,P1,20240320,20240320,20240321,8,11.4,False,3.4
SLA000786,WO003972,C001,SV1,A005,P3,20240704,20240707,20240713,72,195.25,False,123.25
SLA000787,WO003878,C003,SV10,A017,P3,20240314,20240317,20240320,72,129.56,False,57.56
SLA000788,WO002955,C015,SV12,A004,P3,20240823,20240826,20240826,72,49.23,True,0.0
SLA000789,WO000311,C018,SV11,A004,P3,20241209,20241212,20241215,72,134.89,False,62.89
SLA000790,WO001985,C011,SV3,A017,P4,20240101,20240106,20240105,120,91.19,True,0.0
SLA000791,WO003803,C020,SV9,A017,P2,20240207,20240208,20240208,24,23.27,True,0.0
SLA000792,WO001403,C015,SV5,A004,P2,20241225,20241226,20241226,24,5.28,True,0.0
SLA000793,WO001906,C017,SV1,A017,P4,20240223,20240228,20240228,120,104.64,True,0.0
SLA000794,WO000899,C011,SV9,A017,P3,20240917,20240920,20240921,72,92.65,False,20.65
SLA000795,WO000244,C014,SV8,A004,P3,20240229,20240303,20240301,72,14.78,True,0.0
SLA000796,WO003167,C007,SV8,A004,P3,20241130,20241203,20241205,72,116.6,False,44.6
SLA000797,WO003461,C019,SV1,A017,P1,20241222,20241222,20241223,8,18.19,False,10.19
SLA000798,WO002543,C001,SV10,A004,P3,20240422,20240425,20240425,72,48.65,True,0.0
SLA000799,WO004741,C001,SV1,A010,P3,20241225,20241228,20241227,72,34.73,True,0.0
SLA000800,WO004433,C007,SV1,A017,P3,20241214,20241217,20241220,72,140.5,False,68.5
SLA000801,WO001010,C005,SV2,A010,P1,20240327,20240327,20240328,8,6.47,True,0.0
SLA000802,WO002473,C014,SV4,A004,P2,20240823,20240824,20240824,24,22.13,True,0.0
SLA000803,WO001660,C015,SV5,A017,P1,20241216,20241216,20241217,8,17.89,False,9.89
SLA000804,WO003006,C001,SV3,A004,P3,20240117,20240120,20240118,72,18.91,True,0.0
SLA000805,WO002408,C005,SV5,A013,P3,20240415,20240418,20240418,72,61.06,True,0.0
SLA000806,WO001783,C019,SV12,A010,P2,20240812,20240813,20240814,24,25.63,False,1.63
SLA000807,WO004158,C013,SV11,A010,P2,20240131,20240201,20240202,24,25.4,False,1.4
SLA000808,WO001554,C008,SV7,A004,P3,20240102,20240105,20240104,72,45.99,True,0.0
SLA000809,WO000648,C008,SV2,A004,P2,20240103,20240104,20240104,24,14.48,True,0.0
SLA000810,WO003380,C002,SV9,A004,P2,20240310,20240311,20240311,24,19.08,True,0.0
SLA000811,WO000665,C009,SV8,A012,P3,20240321,20240324,20240325,72,91.85,False,19.85
SLA000812,WO001922,C018,SV4,A004,P1,20241010,20241010,20241011,8,19.84,False,11.84
SLA000813,WO004890,C011,SV9,A017,P4,20240215,20240220,20240220,120,113.4,True,0.0
SLA000814,WO002750,C004,SV1,A006,P1,20240227,20240227,20240228,8,19.08,False,11.08
SLA000815,WO000781,C020,SV1,A004,P2,20240609,20240610,20240611,24,33.9,False,9.9
SLA000816,WO002424,C002,SV3,A004,P3,20240712,20240715,20240715,72,66.76,True,0.0
SLA000817,WO000090,C001,SV11,A004,P3,20240510,20240513,20240512,72,32.61,True,0.0
SLA000818,WO002291,C002,SV8,A017,P2,20240905,20240906,20240906,24,7.42,True,0.0
SLA000819,WO000446,C003,SV9,A017,P2,20240412,20240413,20240413,24,5.86,True,0.0
SLA000820,WO000386,C011,SV4,A005,P3,20240115,20240118,20240122,72,144.26,False,72.26
SLA000821,WO000583,C017,SV12,A004,P1,20240615,20240615,20240616,8,2.33,True,0.0
SLA000822,WO000968,C006,SV4,A004,P4,20240818,20240823,20240822,120,82.73,True,0.0
SLA000823,WO002084,C014,SV11,A004,P2,20240327,20240328,20240328,24,20.52,True,0.0
SLA000824,WO002435,C017,SV5,A010,P3,20240508,20240511,20240510,72,37.23,True,0.0
SLA000825,WO001675,C013,SV1,A004,P1,20241109,20241109,20241110,8,12.04,False,4.04
SLA000826,WO003413,C011,SV3,A005,P3,20240706,20240709,20240708,72,35.75,True,0.0
SLA000827,WO002131,C002,SV2,A004,P2,20240815,20240816,20240816,24,17.05,True,0.0
SLA000828,WO000485,C006,SV4,A017,P2,20241017,20241018,20241019,24,32.1,False,8.1
SLA000829,WO003825,C019,SV7,A017,P2,20240607,20240608,20240608,24,13.51,True,0.0
SLA000830,WO002101,C012,SV3,A008,P3,20240820,20240823,20240824,72,88.04,False,16.04
SLA000831,WO002595,C010,SV6,A017,P2,20240530,20240531,20240531,24,16.57,True,0.0
SLA000832,WO002869,C019,SV7,A010,P4,20240519,20240524,20240524,120,115.91,True,0.0
SLA000833,WO004398,C014,SV2,A004,P2,20240423,20240424,20240424,24,15.51,True,0.0
SLA000834,WO001090,C018,SV6,A008,P2,20240322,20240323,20240323,24,13.78,True,0.0
SLA000835,WO002797,C003,SV12,A013,P4,20241217,20241222,20241222,120,117.28,True,0.0
SLA000836,WO000010,C003,SV11,A009,P2,20240502,20240503,20240503,24,23.41,True,0.0
SLA000837,WO000028,C018,SV8,A017,P3,20240305,20240308,20240308,72,54.82,True,0.0
SLA000838,WO004908,C018,SV7,A004,P3,20240623,20240626,20240628,72,118.26,False,46.26
SLA000839,WO002495,C007,SV9,A010,P2,20240901,20240902,20240902,24,16.29,True,0.0
SLA000840,WO002437,C008,SV10,A005,P3,20240910,20240913,20240914,72,93.51,False,21.51
SLA000841,WO002487,C005,SV12,A017,P3,20240301,20240304,20240302,72,12.41,True,0.0
SLA000842,WO003940,C008,SV9,A010,P2,20240504,20240505,20240506,24,27.69,False,3.69
SLA000843,WO000328,C001,SV5,A017,P3,20240428,20240501,20240430,72,42.88,True,0.0
SLA000844,WO002917,C011,SV5,A012,P3,20241007,20241010,20241009,72,27.89,True,0.0
SLA000845,WO003235,C016,SV11,A010,P1,20240109,20240109,20240110,8,15.54,False,7.54
SLA000846,WO000183,C016,SV2,A017,P2,20240531,20240601,20240601,24,13.65,True,0.0
SLA000847,WO002976,C011,SV9,A017,P3,20240827,20240830,20240829,72,45.55,True,0.0
SLA000848,WO001367,C009,SV4,A004,P4,20240511,20240516,20240514,120,49.3,True,0.0
SLA000849,WO003114,C003,SV10,A005,P3,20241108,20241111,20241114,72,140.36,False,68.36
SLA000850,WO004348,C014,SV6,A017,P3,20240105,20240108,20240108,72,50.41,True,0.0
SLA000851,WO002459,C010,SV1,A004,P3,20241103,20241106,20241105,72,46.43,True,0.0
SLA000852,WO003387,C004,SV12,A017,P4,20240407,20240412,20240411,120,79.21,True,0.0
SLA000853,WO004075,C010,SV2,A017,P3,20240616,20240619,20240619,72,68.53,True,0.0
SLA000854,WO003649,C006,SV12,A004,P4,20240524,20240529,20240527,120,71.17,True,0.0
SLA000855,WO000031,C002,SV4,A012,P4,20240805,20240810,20240810,120,106.62,True,0.0
SLA000856,WO000055,C019,SV11,A008,P2,20240824,20240825,20240826,24,29.81,False,5.81
SLA000857,WO001002,C018,SV3,A012,P4,20240928,20241003,20241007,120,205.6,False,85.6
SLA000858,WO002951,C009,SV4,A005,P2,20240702,20240703,20240704,24,24.07,False,0.07
SLA000859,WO000928,C019,SV1,A006,P4,20240428,20240503,20240503,120,107.07,True,0.0
SLA000860,WO002718,C015,SV2,A017,P4,20241003,20241008,20241007,120,79.35,True,0.0
SLA000861,WO004538,C009,SV7,A004,P2,20240613,20240614,20240614,24,7.78,True,0.0
SLA000862,WO002645,C002,SV10,A004,P2,20241225,20241226,20241226,24,15.47,True,0.0
SLA000863,WO001569,C020,SV6,A004,P1,20240805,20240805,20240806,8,12.06,False,4.06
SLA000864,WO002374,C001,SV9,A017,P2,20240917,20240918,20240919,24,27.17,False,3.17
SLA000865,WO004920,C019,SV9,A010,P1,20240930,20240930,20241001,8,9.71,False,1.71
SLA000866,WO002714,C002,SV5,A004,P1,20241030,20241030,20241031,8,10.81,False,2.81
SLA000867,WO003362,C017,SV2,A005,P3,20240822,20240825,20240826,72,82.22,False,10.22
SLA000868,WO001038,C015,SV5,A005,P3,20240815,20240818,20240818,72,53.81,True,0.0
SLA000869,WO000214,C016,SV9,A004,P4,20240922,20240927,20240926,120,76.4,True,0.0
SLA000870,WO001240,C002,SV9,A017,P3,20240417,20240420,20240420,72,51.92,True,0.0
SLA000871,WO001549,C019,SV5,A017,P1,20241019,20241019,20241020,8,9.31,False,1.31
SLA000872,WO003873,C013,SV6,A005,P2,20240222,20240223,20240227,24,97.69,False,73.69
SLA000873,WO001653,C018,SV12,A010,P4,20241206,20241211,20241209,120,60.71,True,0.0
SLA000874,WO004998,C006,SV9,A004,P3,20241121,20241124,20241126,72,98.65,False,26.65
SLA000875,WO004903,C010,SV9,A017,P4,20240919,20240924,20240921,120,45.38,True,0.0
SLA000876,WO001726,C003,SV12,A004,P3,20240821,20240824,20240823,72,26.04,True,0.0
SLA000877,WO000880,C014,SV11,A004,P4,20240323,20240328,20240327,120,95.27,True,0.0
SLA000878,WO000314,C014,SV9,A017,P3,20240320,20240323,20240323,72,64.2,True,0.0
SLA000879,WO004805,C003,SV2,A004,P3,20240619,20240622,20240624,72,99.99,False,27.99
SLA000880,WO001997,C011,SV2,A008,P3,20240830,20240902,20240901,72,38.4,True,0.0
SLA000881,WO001248,C013,SV1,A010,P2,20241226,20241227,20241228,24,38.71,False,14.71
SLA000882,WO001645,C018,SV2,A017,P3,20241107,20241110,20241109,72,30.32,True,0.0
SLA000883,WO000461,C003,SV11,A006,P3,20241209,20241212,20241212,72,48.71,True,0.0
SLA000884,WO000482,C015,SV8,A010,P3,20240330,20240402,20240407,72,175.14,False,103.14
SLA000885,WO004297,C013,SV9,A017,P2,20240130,20240131,20240131,24,8.9,True,0.0
SLA000886,WO003031,C007,SV7,A017,P1,20240128,20240128,20240129,8,8.48,False,0.48
SLA000887,WO000465,C004,SV9,A017,P3,20240504,20240507,20240505,72,19.73,True,0.0
SLA000888,WO000895,C003,SV8,A017,P2,20240815,20240816,20240817,24,27.39,False,3.39
SLA000889,WO004290,C003,SV2,A013,P3,20240507,20240510,20240509,72,34.56,True,0.0
SLA000890,WO003582,C013,SV12,A013,P2,20240305,20240306,20240306,24,18.5,True,0.0
SLA000891,WO003643,C015,SV12,A004,P2,20240813,20240814,20240815,24,47.01,False,23.01
SLA000892,WO004976,C007,SV11,A009,P2,20240125,20240126,20240126,24,18.56,True,0.0
SLA000893,WO000642,C019,SV5,A017,P3,20240525,20240528,20240526,72,16.35,True,0.0
SLA000894,WO004740,C004,SV7,A004,P2,20240828,20240829,20240829,24,9.16,True,0.0
SLA000895,WO002745,C003,SV12,A004,P2,20240212,20240213,20240214,24,24.45,False,0.45
SLA000896,WO002308,C012,SV10,A008,P2,20240719,20240720,20240720,24,6.93,True,0.0
SLA000897,WO000844,C015,SV10,A004,P3,20240911,20240914,20240914,72,48.76,True,0.0
SLA000898,WO002914,C014,SV5,A017,P1,20240816,20240816,20240817,8,7.99,True,0.0
SLA000899,WO000339,C020,SV5,A005,P2,20240413,20240414,20240418,24,98.99,False,74.99
SLA000900,WO000228,C006,SV4,A004,P4,20240228,20240304,20240304,120,97.25,True,0.0
SLA000901,WO002250,C008,SV2,A010,P2,20240216,20240217,20240217,24,15.79,True,0.0
SLA000902,WO002575,C015,SV8,A004,P3,20240124,20240127,20240127,72,52.65,True,0.0
SLA000903,WO003113,C006,SV10,A004,P1,20241225,20241225,20241226,8,6.35,True,0.0
SLA000904,WO002852,C002,SV11,A017,P3,20240810,20240813,20240812,72,27.81,True,0.0
SLA000905,WO000708,C015,SV10,A017,P1,20241025,20241025,20241026,8,10.48,False,2.48
SLA000906,WO004464,C015,SV9,A004,P4,20240805,20240810,20240807,120,45.26,True,0.0
SLA000907,WO001360,C005,SV11,A017,P4,20240419,20240424,20240424,120,96.6,True,0.0
SLA000908,WO004878,C003,SV10,A004,P2,20240817,20240818,20240818,24,18.78,True,0.0
SLA000909,WO001414,C002,SV2,A010,P3,20240803,20240806,20240805,72,43.19,True,0.0
SLA000910,WO002609,C014,SV6,A004,P3,20240428,20240501,20240430,72,45.51,True,0.0
SLA000911,WO001033,C002,SV8,A010,P4,20240108,20240113,20240112,120,73.16,True,0.0
SLA000912,WO002489,C009,SV6,A004,P2,20240103,20240104,20240104,24,21.93,True,0.0
SLA000913,WO000484,C001,SV8,A012,P1,20240923,20240923,20240924,8,12.83,False,4.83
SLA000914,WO002342,C004,SV7,A013,P3,20240424,20240427,20240427,72,49.86,True,0.0
SLA000915,WO004852,C018,SV12,A012,P3,20240110,20240113,20240113,72,56.8,True,0.0
SLA000916,WO003568,C001,SV11,A008,P3,20240508,20240511,20240510,72,38.33,True,0.0
SLA000917,WO001316,C019,SV7,A008,P4,20240705,20240710,20240711,120,127.91,False,7.91
SLA000918,WO002091,C017,SV10,A004,P1,20241201,20241201,20241202,8,8.92,False,0.92
SLA000919,WO000950,C014,SV2,A012,P2,20240504,20240505,20240505,24,10.46,True,0.0
SLA000920,WO004066,C018,SV5,A004,P3,20240925,20240928,20240927,72,32.03,True,0.0
SLA000921,WO004270,C016,SV10,A005,P2,20240404,20240405,20240407,24,57.18,False,33.18
SLA000922,WO000923,C008,SV6,A006,P1,20240115,20240115,20240116,8,23.33,False,15.33
SLA000923,WO003696,C010,SV9,A004,P2,20240412,20240413,20240413,24,22.1,True,0.0
SLA000924,WO001438,C014,SV12,A004,P2,20240501,20240502,20240503,24,26.93,False,2.93
SLA000925,WO003817,C017,SV12,A017,P2,20241101,20241102,20241102,24,8.53,True,0.0
SLA000926,WO003029,C018,SV1,A005,P1,20240322,20240322,20240323,8,8.09,False,0.09
SLA000927,WO003181,C006,SV8,A012,P1,20241019,20241019,20241020,8,9.04,False,1.04
SLA000928,WO003579,C002,SV10,A008,P3,20241219,20241222,20241222,72,57.55,True,0.0
SLA000929,WO000198,C011,SV8,A005,P3,20240413,20240416,20240415,72,37.47,True,0.0
SLA000930,WO002615,C011,SV1,A004,P3,20240606,20240609,20240607,72,21.17,True,0.0
SLA000931,WO004867,C018,SV9,A004,P2,20240923,20240924,20240924,24,10.86,True,0.0
SLA000932,WO004422,C009,SV5,A004,P1,20241119,20241119,20241120,8,12.04,False,4.04
SLA000933,WO003685,C007,SV11,A004,P1,20241213,20241213,20241214,8,17.32,False,9.32
SLA000934,WO002349,C005,SV10,A004,P1,20241117,20241117,20241118,8,8.9,False,0.9
SLA000935,WO002222,C002,SV7,A017,P1,20240513,20240513,20240514,8,14.38,False,6.38
SLA000936,WO002174,C006,SV4,A017,P4,20240810,20240815,20240814,120,72.96,True,0.0
SLA000937,WO003868,C008,SV3,A009,P2,20240304,20240305,20240305,24,8.19,True,0.0
SLA000938,WO004315,C019,SV8,A004,P1,20240718,20240718,20240719,8,11.12,False,3.12
SLA000939,WO003445,C016,SV7,A004,P2,20241014,20241015,20241015,24,23.11,True,0.0
SLA000940,WO001878,C014,SV8,A017,P2,20241206,20241207,20241207,24,14.96,True,0.0
SLA000941,WO004265,C001,SV10,A004,P1,20240328,20240328,20240329,8,7.15,True,0.0
SLA000942,WO000297,C013,SV10,A005,P2,20240105,20240106,20240108,24,48.75,False,24.75
SLA000943,WO000366,C002,SV8,A005,P4,20240409,20240414,20240418,120,203.15,False,83.15
SLA000944,WO000655,C013,SV1,A017,P4,20241002,20241007,20241008,120,131.92,False,11.92
SLA000945,WO000093,C009,SV1,A017,P2,20240109,20240110,20240110,24,12.36,True,0.0
SLA000946,WO004637,C009,SV9,A004,P2,20240408,20240409,20240409,24,14.64,True,0.0
SLA000947,WO000757,C008,SV12,A004,P2,20241013,20241014,20241014,24,15.79,True,0.0
SLA000948,WO000616,C016,SV3,A017,P1,20240124,20240124,20240125,8,15.3,False,7.3
SLA000949,WO004849,C001,SV7,A017,P2,20240602,20240603,20240604,24,25.78,False,1.78
SLA000950,WO002219,C015,SV10,A010,P2,20240404,20240405,20240406,24,29.12,False,5.12
SLA000951,WO003894,C006,SV5,A004,P2,20240226,20240227,20240301,24,84.12,False,60.12
SLA000952,WO001857,C009,SV9,A010,P3,20240802,20240805,20240803,72,17.9,True,0.0
SLA000953,WO004258,C014,SV4,A005,P3,20241217,20241220,20241224,72,156.89,False,84.89
SLA000954,WO001453,C003,SV1,A004,P3,20240808,20240811,20240810,72,35.32,True,0.0
SLA000955,WO002915,C004,SV8,A004,P2,20240731,20240801,20240801,24,16.77,True,0.0
SLA000956,WO002259,C002,SV8,A004,P3,20240620,20240623,20240622,72,46.43,True,0.0
