WorkOrderID,CreatedDateKey,ClosedDateKey,AreaID,EquipmentID,ServiceID,ResponsibleID,WorkTypeID,PriorityID,StatusID,EstimatedHours,ActualHours,IsCritical,ReworkFlag,SourceSystem
WO000928,20240531,,A004,EQ0008,SV5,R001,WT3,P3,S2,27.02,32.29,False,True,ERP
WO000929,20241104,20241106,A006,EQ0006,SV2,R005,WT3,P2,S4,12.35,11.74,True,False,ServiceDesk
WO000930,20241014,,A001,EQ0023,SV3,R028,WT2,P2,S1,10.25,12.73,True,False,ERP
WO000931,20241013,,A006,EQ0017,SV5,R021,WT6,P3,S2,52.34,43.7,False,False,ServiceDesk
WO000932,20241128,20241205,A005,EQ0020,SV1,R008,WT1,P3,S4,45.49,48.08,False,False,ServiceDesk
WO000933,20240308,20240311,A002,EQ0034,SV4,R012,WT1,P2,S4,20.8,17.53,True,False,CMMS
WO000934,20240805,,A005,EQ0024,SV3,R003,WT2,P4,S1,66.17,44.07,False,False,ERP
WO000935,20240206,20240208,A005,EQ0007,SV3,R026,WT4,P2,S4,8.94,13.61,True,False,CMMS
WO000936,20240419,20240427,A004,EQ0016,SV8,R020,WT4,P2,S4,18.45,56.41,True,False,CMMS
WO000937,20240115,20240119,A003,EQ0013,SV8,R007,WT4,P2,S4,16.05,27.74,True,False,ERP
WO000938,20240906,20240916,A002,EQ0034,SV3,R006,WT5,P3,S4,57.97,73.64,False,False,ERP
WO000939,20240810,,A003,EQ0013,SV8,R021,WT2,P2,S2,14.03,11.84,True,False,ERP
WO000940,20240927,,A006,EQ0006,SV2,R017,WT2,P3,S2,54.43,53.33,False,False,ERP
WO000941,20240305,20240308,A006,EQ0030,SV3,R023,WT3,P2,S4,10.66,18.36,True,False,ERP
WO000942,20240501,,A001,EQ0018,SV8,R008,WT2,P3,S2,64.78,27.46,False,False,ServiceDesk
WO000943,20240904,20240908,A003,EQ0004,SV1,R030,WT2,P3,S4,32.08,30.43,False,False,CMMS
WO000944,20241029,20241102,A006,EQ0028,SV4,R005,WT1,P2,S4,19.35,29.11,True,False,CMMS
WO000945,20241120,20241125,A003,EQ0009,SV7,R006,WT2,P4,S4,56.02,38.38,False,False,CMMS
WO000946,20240127,,A003,EQ0035,SV8,R023,WT2,P1,S3,6.24,8.24,True,True,ERP
WO000947,20240527,20240531,A002,EQ0034,SV8,R017,WT1,P2,S4,19.77,25.6,True,False,ServiceDesk
WO000948,20240104,20240109,A001,EQ0015,SV8,R012,WT6,P3,S4,59.91,35.95,False,False,ServiceDesk
WO000949,20241026,,A001,EQ0023,SV8,R023,WT1,P3,S1,44.04,50.48,False,True,ERP
WO000950,20240215,,A001,EQ0023,SV4,R018,WT6,P2,S3,14.06,11.99,True,False,ERP
WO000951,20241027,,A001,EQ0027,SV3,R013,WT1,P3,S2,58.22,76.63,False,True,CMMS
WO000952,20240227,20240302,A004,EQ0003,SV4,R007,WT5,P2,S4,16.05,31.72,True,False,ERP
WO000953,20240106,20240115,A003,EQ0013,SV1,R022,WT2,P3,S4,49.8,65.08,False,False,ServiceDesk
WO000954,20241117,20241122,A005,EQ0007,SV2,R017,WT1,P3,S4,34.55,39.36,False,True,ERP
WO000955,20240609,,A006,EQ0028,SV8,R027,WT1,P4,S3,71.45,89.15,False,False,ERP
WO000956,20240604,20240609,A004,EQ0003,SV2,R013,WT2,P3,S4,39.83,36.26,False,False,ServiceDesk
WO000957,20240824,,A002,EQ0021,SV5,R008,WT4,P3,S2,51.55,56.24,False,False,ERP
WO000958,20240410,,A006,EQ0030,SV2,R002,WT1,P3,S3,32.98,26.09,False,False,ERP
WO000959,20240909,,A001,EQ0038,SV6,R009,WT1,P2,S1,13.76,23.45,True,False,ServiceDesk
WO000960,20240606,20240610,A003,EQ0012,SV4,R022,WT3,P2,S4,19.6,28.87,True,False,ERP
WO000961,20240409,20240424,A006,EQ0001,SV1,R009,WT3,P4,S4,78.07,114.81,False,False,ERP
WO000962,20240524,20240530,A003,EQ0029,SV3,R017,WT2,P2,S4,20.23,45.91,True,False,ServiceDesk
WO000963,20240103,20240108,A006,EQ0001,SV6,R007,WT1,P3,S4,34.41,33.11,False,False,ERP
WO000964,20240420,,A004,EQ0003,SV7,R028,WT2,P2,S2,14.21,16.83,True,False,CMMS
WO000965,20240804,20240810,A001,EQ0040,SV3,R028,WT1,P3,S4,45.02,42.88,False,False,CMMS
WO000966,20240220,,A003,EQ0035,SV3,R025,WT3,P2,S2,13.69,7.72,True,False,ERP
WO000967,20240213,20240220,A003,EQ0029,SV6,R022,WT2,P4,S4,87.18,50.81,False,True,ServiceDesk
WO000968,20240828,20240903,A002,EQ0034,SV4,R018,WT6,P3,S4,31.09,44.6,False,True,CMMS
WO000969,20240605,,A003,EQ0004,SV1,R001,WT3,P1,S1,5.09,3.13,True,False,ServiceDesk
WO000970,20240219,,A003,EQ0004,SV1,R002,WT3,P3,S2,30.7,21.6,False,False,CMMS
WO000971,20240930,,A003,EQ0013,SV3,R014,WT5,P3,S3,50.12,53.07,False,True,CMMS
WO000972,20241010,,A006,EQ0001,SV3,R023,WT6,P2,S2,19.36,17.99,True,False,CMMS
WO000973,20240113,20240115,A003,EQ0036,SV1,R004,WT4,P2,S4,8.66,13.89,True,False,ERP
WO000974,20240314,,A004,EQ0003,SV7,R017,WT3,P3,S3,43.29,66.26,False,False,CMMS
WO000975,20240515,20240521,A004,EQ0022,SV4,R029,WT5,P3,S4,44.71,47.7,False,False,ERP
WO000976,20240924,20240928,A003,EQ0035,SV6,R026,WT1,P2,S5,17.91,29.76,True,True,ServiceDesk
WO000977,20240128,20240206,A006,EQ0030,SV1,R017,WT4,P4,S4,46.93,70.44,False,False,CMMS
WO000978,20241021,20241023,A005,EQ0010,SV4,R018,WT3,P2,S4,13.76,8.41,True,False,CMMS
WO000979,20240426,20240427,A006,EQ0019,SV4,R002,WT2,P1,S4,6.26,7.69,True,False,CMMS
WO000980,20240215,,A004,EQ0022,SV5,R001,WT5,P3,S2,46.27,51.13,False,False,ServiceDesk
WO000981,20241111,,A005,EQ0031,SV8,R010,WT3,P1,S2,6.1,4.94,True,False,ServiceDesk
WO000982,20240201,20240206,A001,EQ0018,SV4,R025,WT3,P2,S4,13.2,32.0,True,False,ERP
WO000983,20240217,20240226,A003,EQ0012,SV4,R001,WT6,P3,S4,61.64,71.77,False,False,CMMS
WO000984,20241213,20241215,A005,EQ0032,SV8,R024,WT3,P2,S4,9.42,9.5,True,False,ServiceDesk
WO000985,20240709,,A003,EQ0036,SV4,R008,WT2,P2,S1,9.6,11.0,True,False,CMMS
WO000986,20240618,20240628,A005,EQ0020,SV4,R003,WT1,P3,S4,46.13,73.6,False,False,ServiceDesk
WO000987,20240908,20240913,A003,EQ0002,SV2,R003,WT2,P3,S4,43.84,36.09,False,False,CMMS
WO000988,20240818,20240828,A002,EQ0021,SV6,R021,WT1,P4,S5,84.14,74.4,False,False,CMMS
WO000989,20240812,,A003,EQ0036,SV1,R002,WT3,P3,S2,34.27,49.9,False,False,ServiceDesk
WO000990,20240109,,A001,EQ0040,SV2,R016,WT5,P3,S2,34.15,19.96,False,False,ServiceDesk
WO000991,20240720,20240724,A006,EQ0017,SV4,R029,WT2,P2,S4,18.29,30.64,True,True,CMMS
WO000992,20240412,20240415,A005,EQ0007,SV4,R018,WT6,P3,S4,36.75,20.7,False,True,ServiceDesk
WO000993,20241022,,A001,EQ0023,SV1,R011,WT4,P2,S1,18.0,17.94,True,False,ServiceDesk
WO000994,20240703,,A002,EQ0034,SV5,R027,WT6,P2,S1,16.86,9.52,True,False,ERP
WO000995,20240215,20240220,A001,EQ0038,SV8,R003,WT1,P4,S4,47.5,33.69,False,False,ServiceDesk
WO000996,20241120,20241208,A004,EQ0003,SV1,R008,WT2,P3,S4,53.36,137.3,False,True,ERP
WO000997,20240414,20240427,A003,EQ0012,SV4,R006,WT3,P3,S4,60.03,102.87,False,False,CMMS
WO000998,20240409,20240411,A005,EQ0020,SV5,R001,WT4,P1,S4,6.39,11.46,True,False,ServiceDesk
WO000999,20241208,,A003,EQ0004,SV3,R029,WT6,P2,S2,8.52,5.12,True,False,ERP
WO001000,20241010,,A003,EQ0036,SV5,R007,WT6,P3,S2,46.57,33.1,False,False,CMMS
WO001001,20241110,20241120,A002,EQ0005,SV3,R003,WT1,P3,S4,61.37,78.23,False,True,CMMS
WO001002,20240830,20240909,A001,EQ0027,SV2,R028,WT2,P3,S4,48.91,73.0,False,False,ERP
WO001003,20241129,,A003,EQ0037,SV7,R029,WT3,P1,S3,4.08,3.22,True,False,CMMS
WO001004,20240212,20240214,A006,EQ0028,SV8,R007,WT1,P2,S4,10.97,9.51,True,False,ERP
WO001005,20240807,,A005,EQ0031,SV4,R013,WT6,P3,S2,52.32,35.96,False,True,ERP
WO001006,20240417,,A004,EQ0011,SV1,R021,WT4,P3,S2,55.74,166.88,False,False,ERP
WO001007,20240525,20240526,A002,EQ0034,SV2,R013,WT5,P1,S4,6.82,6.17,True,False,ERP
WO001008,20240328,,A006,EQ0017,SV8,R024,WT6,P1,S2,6.79,7.6,True,False,ERP
WO001009,20240316,,A004,EQ0003,SV8,R008,WT1,P2,S1,12.88,19.9,True,False,ERP
WO001010,20240610,20240612,A001,EQ0015,SV4,R025,WT2,P1,S4,5.46,9.6,True,False,CMMS
WO001011,20241202,20241205,A002,EQ0014,SV7,R017,WT3,P3,S4,29.22,21.65,False,False,CMMS
WO001012,20240820,20240823,A002,EQ0021,SV2,R001,WT5,P2,S4,9.65,17.41,True,False,ERP
WO001013,20240507,20240511,A004,EQ0011,SV4,R019,WT4,P3,S4,28.03,24.44,False,False,ServiceDesk
WO001014,20240607,,A006,EQ0019,SV1,R001,WT1,P3,S2,61.91,111.65,False,False,CMMS
WO001015,20240712,20240716,A001,EQ0018,SV5,R026,WT3,P4,S4,52.06,27.99,False,False,ServiceDesk
WO001016,20240330,,A002,EQ0014,SV6,R030,WT2,P4,S3,73.83,78.09,False,False,CMMS
WO001017,20240709,,A006,EQ0028,SV8,R005,WT2,P2,S2,14.12,30.88,True,False,ServiceDesk
WO001018,20240911,20240912,A003,EQ0013,SV7,R016,WT6,P1,S4,4.23,6.26,True,False,ERP
WO001019,20240329,,A005,EQ0031,SV6,R011,WT1,P2,S3,15.5,20.44,True,False,CMMS
WO001020,20240801,20240805,A004,EQ0011,SV6,R002,WT1,P3,S4,25.31,24.31,False,False,CMMS
WO001021,20240916,20240917,A003,EQ0035,SV6,R021,WT2,P1,S4,4.47,3.63,True,False,ERP
WO001022,20240709,20240713,A001,EQ0015,SV4,R001,WT5,P2,S4,14.73,28.63,True,False,ServiceDesk
WO001023,20240416,,A003,EQ0002,SV5,R001,WT1,P2,S3,19.0,25.61,True,False,CMMS
WO001024,20240721,,A006,EQ0006,SV2,R025,WT1,P2,S2,17.65,28.35,True,True,CMMS
WO001025,20241017,20241026,A005,EQ0033,SV1,R009,WT2,P3,S4,58.85,67.09,False,False,ServiceDesk
WO001026,20240322,20240327,A003,EQ0035,SV7,R028,WT3,P3,S4,40.1,39.37,False,True,CMMS
WO001027,20240729,20240804,A003,EQ0009,SV4,R018,WT1,P3,S4,30.78,46.94,False,False,CMMS
WO001028,20240906,20240917,A005,EQ0025,SV7,R016,WT4,P4,S4,68.47,84.38,False,True,CMMS
WO001029,20240427,,A001,EQ0023,SV1,R013,WT5,P1,S3,7.04,7.24,True,False,ERP
WO001030,20240521,,A006,EQ0006,SV4,R012,WT2,P2,S2,11.23,6.85,True,False,ServiceDesk
WO001031,20241121,20241124,A006,EQ0019,SV3,R007,WT1,P2,S4,10.71,17.66,True,False,ERP
WO001032,20240513,20240524,A006,EQ0028,SV7,R022,WT2,P3,S4,62.6,83.22,False,False,CMMS
WO001033,20240806,,A004,EQ0039,SV4,R019,WT1,P3,S3,62.82,72.65,False,False,CMMS
WO001034,20240224,20240225,A002,EQ0034,SV6,R001,WT2,P1,S4,3.46,6.27,True,False,ServiceDesk
WO001035,20241204,20241219,A003,EQ0004,SV1,R010,WT4,P4,S4,92.78,113.6,False,False,ERP
WO001036,20240806,20240809,A005,EQ0010,SV5,R027,WT1,P2,S4,14.07,17.37,True,False,ServiceDesk
WO001037,20241005,,A001,EQ0018,SV4,R015,WT1,P2,S2,14.9,23.86,True,False,CMMS
WO001038,20240808,20240817,A005,EQ0007,SV5,R008,WT1,P3,S4,44.95,65.78,False,False,CMMS
WO001039,20240510,20240527,A001,EQ0023,SV5,R007,WT1,P4,S4,105.91,132.42,False,False,CMMS
WO001040,20240504,20240509,A006,EQ0001,SV1,R006,WT2,P3,S4,32.51,33.2,False,False,ERP
WO001041,20240913,,A002,EQ0005,SV1,R026,WT2,P4,S2,93.02,236.51,False,False,CMMS
WO001042,20241110,20241111,A003,EQ0002,SV2,R010,WT4,P2,S4,8.47,6.88,True,False,CMMS
WO001043,20240216,20240226,A003,EQ0012,SV2,R009,WT1,P3,S4,50.09,75.73,False,False,ServiceDesk
WO001044,20241105,20241117,A005,EQ0031,SV6,R002,WT2,P4,S4,85.08,90.77,False,False,ERP
WO001045,20241030,,A004,EQ0008,SV3,R027,WT6,P3,S3,55.05,99.41,False,False,ServiceDesk
WO001046,20240209,,A001,EQ0040,SV8,R012,WT3,P2,S1,20.62,38.26,True,False,ERP
WO001047,20240209,20240225,A004,EQ0011,SV1,R022,WT5,P4,S4,91.75,120.1,False,False,ServiceDesk
WO001048,20240911,,A003,EQ0002,SV5,R022,WT2,P2,S3,18.06,25.71,True,False,ERP
WO001049,20241104,,A002,EQ0014,SV6,R011,WT1,P2,S3,11.75,14.52,True,False,CMMS
WO001050,20240524,20240605,A006,EQ0030,SV1,R015,WT1,P4,S4,107.53,90.78,False,False,ServiceDesk
WO001051,20240822,,A002,EQ0005,SV5,R004,WT4,P4,S2,72.91,136.69,False,False,ServiceDesk
WO001052,20241231,20241231,A004,EQ0003,SV1,R021,WT5,P4,S4,69.55,139.89,False,False,ERP
WO001053,20240428,20240507,A002,EQ0034,SV7,R021,WT2,P4,S4,75.12,69.17,False,False,CMMS
WO001054,20240323,20240324,A005,EQ0024,SV4,R007,WT2,P1,S4,4.53,7.97,True,False,CMMS
WO001055,20241228,,A002,EQ0014,SV7,R006,WT2,P4,S3,81.18,63.27,False,True,CMMS
WO001056,20240412,20240418,A005,EQ0031,SV6,R012,WT1,P3,S4,39.05,42.63,False,False,ERP
WO001057,20240621,20240626,A002,EQ0034,SV3,R021,WT1,P3,S4,34.7,32.03,False,False,ERP
WO001058,20240610,20240614,A001,EQ0015,SV2,R016,WT6,P2,S4,20.65,31.29,True,False,CMMS
WO001059,20240710,,A001,EQ0023,SV2,R002,WT1,P3,S2,61.94,55.97,False,False,ServiceDesk
WO001060,20240408,,A006,EQ0001,SV1,R018,WT2,P3,S2,44.85,68.16,False,False,ServiceDesk
WO001061,20240905,20240924,A003,EQ0013,SV3,R022,WT3,P4,S4,105.5,149.67,False,False,ERP
WO001062,20240910,,A005,EQ0024,SV6,R006,WT2,P2,S2,13.89,13.11,True,False,ServiceDesk
WO001063,20240314,20240320,A004,EQ0008,SV3,R014,WT6,P2,S4,13.51,43.48,True,False,ERP
WO001064,20240625,,A001,EQ0040,SV2,R025,WT1,P3,S1,61.51,49.71,False,False,ERP
WO001065,20240121,,A004,EQ0039,SV1,R010,WT5,P1,S1,5.58,4.61,True,False,ServiceDesk
WO001066,20240321,20240405,A004,EQ0011,SV4,R003,WT1,P3,S4,55.4,118.41,False,False,ERP
WO001067,20241227,20241229,A004,EQ0016,SV2,R028,WT1,P2,S4,13.85,8.38,True,True,CMMS
WO001068,20240704,20240719,A004,EQ0008,SV6,R003,WT2,P3,S4,41.32,115.35,False,False,CMMS
WO001069,20240815,20240816,A002,EQ0021,SV3,R002,WT5,P1,S4,3.17,3.65,True,False,ERP
WO001070,20241121,20241123,A002,EQ0005,SV2,R008,WT2,P2,S4,21.16,12.84,True,False,CMMS
WO001071,20240918,20240923,A004,EQ0016,SV3,R023,WT2,P3,S5,34.23,34.29,False,False,ServiceDesk
WO001072,20241017,,A001,EQ0023,SV4,R020,WT2,P2,S3,14.92,8.3,True,False,ERP
WO001073,20240917,,A005,EQ0025,SV1,R008,WT1,P2,S3,9.91,12.87,True,False,ServiceDesk
WO001074,20240701,,A005,EQ0024,SV1,R003,WT5,P2,S3,16.94,10.72,True,False,ERP
WO001075,20240819,20240822,A003,EQ0009,SV8,R029,WT6,P2,S4,13.56,18.5,True,False,ERP
WO001076,20240415,20240422,A005,EQ0032,SV3,R001,WT3,P3,S4,55.6,54.06,False,False,CMMS
WO001077,20241121,20241123,A006,EQ0028,SV6,R028,WT2,P2,S4,15.37,13.92,True,False,ServiceDesk
WO001078,20240306,20240308,A005,EQ0031,SV8,R015,WT3,P2,S4,10.11,13.84,True,False,ERP
WO001079,20241119,20241124,A006,EQ0019,SV1,R006,WT2,P3,S4,25.63,36.8,False,False,ERP
WO001080,20241117,20241125,A003,EQ0036,SV6,R011,WT1,P3,S4,33.61,60.11,False,False,ServiceDesk
WO001081,20240222,20240301,A004,EQ0016,SV7,R010,WT2,P3,S4,53.88,61.61,False,False,ServiceDesk
WO001082,20240916,20240919,A005,EQ0033,SV1,R005,WT3,P2,S4,19.34,21.1,True,True,CMMS
WO001083,20241228,,A003,EQ0009,SV3,R013,WT5,P4,S3,64.53,54.61,False,False,ServiceDesk
WO001084,20240728,20240731,A005,EQ0010,SV2,R020,WT2,P2,S4,15.47,18.31,True,False,CMMS
WO001085,20240504,,A004,EQ0022,SV1,R015,WT5,P2,S3,11.57,12.45,True,False,ERP
WO001086,20241117,20241129,A001,EQ0023,SV3,R020,WT4,P4,S4,100.11,92.59,False,False,ERP
WO001087,20240706,20240714,A006,EQ0030,SV2,R030,WT6,P3,S4,63.42,58.78,False,False,CMMS
WO001088,20240214,,A003,EQ0012,SV8,R004,WT6,P3,S2,55.02,68.78,False,False,CMMS
WO001089,20240401,,A003,EQ0035,SV2,R023,WT1,P4,S2,47.87,52.97,False,False,ServiceDesk
WO001090,20240906,20240907,A002,EQ0014,SV6,R007,WT2,P1,S4,4.72,6.46,True,False,ERP
WO001091,20240615,20240705,A004,EQ0022,SV1,R001,WT4,P4,S4,107.37,153.16,False,False,ERP
WO001092,20240320,,A001,EQ0038,SV5,R011,WT5,P3,S3,34.28,29.7,False,False,CMMS
WO001093,20241019,,A004,EQ0022,SV6,R012,WT1,P2,S3,17.25,27.89,True,False,ServiceDesk
WO001094,20240214,20240216,A006,EQ0028,SV2,R030,WT3,P2,S4,20.79,15.63,True,False,ServiceDesk
WO001095,20240321,20240323,A003,EQ0037,SV4,R011,WT6,P1,S5,6.2,8.71,True,False,ServiceDesk
WO001096,20240619,20240703,A004,EQ0039,SV8,R024,WT1,P4,S4,82.18,108.76,False,False,CMMS
WO001097,20240115,,A005,EQ0020,SV5,R029,WT2,P2,S2,15.09,18.17,True,False,ERP
WO001098,20240521,20240525,A006,EQ0017,SV7,R011,WT2,P2,S4,20.66,25.04,True,False,ERP
WO001099,20241129,20241214,A004,EQ0008,SV4,R006,WT2,P3,S4,40.83,119.37,False,False,ERP
WO001100,20241210,20241224,A004,EQ0022,SV2,R029,WT2,P3,S4,60.89,106.64,False,True,CMMS
WO001101,20241115,20241118,A003,EQ0037,SV4,R014,WT1,P2,S4,14.09,16.06,True,False,ERP
WO001102,20240428,20240504,A005,EQ0020,SV4,R014,WT4,P3,S4,55.16,45.58,False,False,ServiceDesk
WO001103,20240124,20240205,A002,EQ0014,SV8,R022,WT1,P3,S4,61.46,95.15,False,False,ERP
WO001104,20241025,,A002,EQ0005,SV4,R012,WT5,P4,S2,78.34,77.29,False,False,ServiceDesk
WO001105,20240516,,A004,EQ0016,SV6,R017,WT1,P1,S1,4.16,3.27,True,False,ServiceDesk
WO001106,20241001,20241002,A005,EQ0010,SV5,R029,WT4,P1,S4,3.02,3.08,True,False,ServiceDesk
WO001107,20240213,,A001,EQ0040,SV3,R002,WT2,P3,S1,57.25,68.57,False,True,CMMS
WO001108,20240901,20240904,A004,EQ0022,SV3,R023,WT3,P2,S4,16.61,17.57,True,False,ServiceDesk
WO001109,20240802,20240807,A006,EQ0006,SV7,R012,WT1,P3,S4,35.62,37.46,False,False,ERP
WO001110,20241202,20241204,A004,EQ0003,SV2,R017,WT2,P1,S4,6.66,9.64,True,False,CMMS
WO001111,20240207,,A003,EQ0035,SV4,R028,WT2,P3,S1,61.64,66.55,False,False,CMMS
WO001112,20240529,,A001,EQ0038,SV6,R019,WT1,P4,S1,100.55,186.65,False,False,CMMS
WO001113,20241228,20241231,A005,EQ0031,SV1,R013,WT3,P4,S4,81.7,52.05,False,False,ServiceDesk
WO001114,20240522,20240626,A002,EQ0005,SV6,R030,WT1,P4,S4,106.45,276.42,False,False,CMMS
WO001115,20240828,,A003,EQ0004,SV7,R019,WT6,P4,S2,99.74,108.72,False,False,ServiceDesk
WO001116,20240228,20240306,A004,EQ0008,SV4,R005,WT2,P3,S4,29.33,55.83,False,False,CMMS
WO001117,20240923,,A005,EQ0031,SV5,R003,WT1,P2,S2,21.35,24.9,True,False,CMMS
WO001118,20240410,,A005,EQ0031,SV4,R011,WT6,P4,S1,78.22,41.87,False,False,CMMS
WO001119,20240728,20240807,A002,EQ0034,SV6,R022,WT1,P4,S4,102.72,72.84,False,False,ServiceDesk
WO001120,20241117,20241128,A003,EQ0004,SV1,R013,WT5,P4,S4,92.18,81.74,False,False,CMMS
WO001121,20240829,20240909,A005,EQ0007,SV5,R006,WT2,P3,S4,50.84,85.3,False,False,ServiceDesk
WO001122,20240622,20240623,A003,EQ0037,SV4,R030,WT2,P2,S4,12.71,7.85,True,False,ServiceDesk
WO001123,20240310,20240315,A001,EQ0038,SV1,R006,WT5,P4,S4,43.78,33.78,False,False,CMMS
WO001124,20240504,,A006,EQ0030,SV7,R003,WT1,P4,S1,60.26,71.38,False,False,CMMS
WO001125,20241106,20241115,A002,EQ0005,SV2,R012,WT3,P3,S4,52.36,70.58,False,False,ERP
WO001126,20240320,,A004,EQ0003,SV5,R004,WT1,P4,S2,98.97,177.83,False,False,ServiceDesk
WO001127,20240828,20240901,A004,EQ0003,SV7,R018,WT3,P3,S4,25.29,24.96,False,False,ServiceDesk
WO001128,20240626,20240630,A006,EQ0028,SV8,R014,WT1,P4,S4,55.73,31.48,False,False,ERP
WO001129,20240427,20240428,A002,EQ0034,SV6,R028,WT1,P1,S4,5.76,7.99,True,False,CMMS
WO001130,20240919,,A003,EQ0026,SV6,R006,WT1,P4,S2,60.72,122.51,False,False,ERP
WO001131,20240512,20240513,A004,EQ0011,SV5,R009,WT3,P1,S4,3.42,4.42,True,False,CMMS
WO001132,20240414,20240415,A005,EQ0031,SV7,R021,WT6,P2,S4,9.48,6.48,True,False,ServiceDesk
WO001133,20240712,20240715,A004,EQ0003,SV8,R021,WT6,P2,S4,16.82,20.95,True,False,CMMS
WO001134,20241004,20241012,A002,EQ0034,SV4,R011,WT4,P3,S4,48.76,63.58,False,False,CMMS
WO001135,20241112,20241115,A003,EQ0036,SV4,R028,WT5,P2,S4,19.73,19.77,True,False,ServiceDesk
WO001136,20240818,20240903,A003,EQ0029,SV2,R026,WT5,P4,S4,62.78,125.29,False,False,ServiceDesk
WO001137,20240830,20240906,A003,EQ0036,SV8,R019,WT2,P3,S4,30.61,49.9,False,False,CMMS
WO001138,20241015,20241030,A005,EQ0024,SV8,R023,WT1,P4,S4,94.74,113.14,False,False,CMMS
WO001139,20240408,20240410,A006,EQ0019,SV6,R017,WT3,P2,S4,21.44,10.43,True,False,CMMS
WO001140,20240401,20240402,A003,EQ0013,SV6,R015,WT1,P1,S4,4.39,3.62,True,False,ServiceDesk
WO001141,20240626,20240703,A003,EQ0037,SV2,R017,WT5,P3,S4,59.47,52.21,False,False,ServiceDesk
WO001142,20240818,20240824,A006,EQ0028,SV8,R026,WT2,P3,S4,55.4,44.74,False,False,ERP
WO001143,20240824,20240906,A004,EQ0008,SV1,R001,WT2,P3,S4,61.3,99.09,False,False,ServiceDesk
WO001144,20240226,20240306,A004,EQ0039,SV5,R004,WT5,P3,S4,42.01,68.49,False,False,ServiceDesk
WO001145,20241012,20241017,A004,EQ0003,SV3,R015,WT1,P4,S4,48.69,35.96,False,False,ERP
WO001146,20240513,20240519,A005,EQ0024,SV4,R018,WT6,P3,S4,29.89,46.31,False,False,ERP
WO001147,20241117,20241205,A004,EQ0008,SV1,R006,WT6,P4,S4,92.37,138.75,False,False,ServiceDesk
WO001148,20240922,20241002,A001,EQ0027,SV2,R019,WT3,P3,S4,59.39,76.27,False,False,CMMS
WO001149,20241225,20241231,A006,EQ0017,SV4,R001,WT3,P3,S5,43.3,65.43,False,True,ServiceDesk
WO001150,20240819,,A001,EQ0018,SV4,R008,WT1,P2,S3,9.19,7.36,True,False,CMMS
WO001151,20240712,,A001,EQ0027,SV8,R014,WT2,P1,S2,3.09,5.8,True,False,ServiceDesk
WO001152,20240309,,A005,EQ0031,SV5,R002,WT6,P2,S2,16.3,16.97,True,False,CMMS
WO001153,20240525,20240616,A004,EQ0016,SV1,R020,WT1,P3,S4,61.58,173.41,False,False,ServiceDesk
WO001154,20241110,20241114,A001,EQ0040,SV8,R017,WT2,P3,S4,41.02,31.15,False,False,CMMS
WO001155,20240519,20240524,A005,EQ0020,SV5,R017,WT2,P2,S4,16.99,34.35,True,False,ERP
WO001156,20240120,,A005,EQ0007,SV7,R016,WT3,P3,S2,46.66,35.28,False,False,CMMS
WO001157,20240330,20240408,A006,EQ0001,SV8,R021,WT3,P2,S4,20.14,64.94,True,False,ERP
WO001158,20240805,20240807,A003,EQ0009,SV5,R020,WT1,P2,S4,19.39,14.37,True,False,ERP
WO001159,20240818,20240830,A006,EQ0028,SV2,R020,WT1,P4,S4,55.16,95.01,False,False,ERP
WO001160,20241226,,A004,EQ0022,SV4,R007,WT5,P2,S2,17.34,22.22,True,False,ServiceDesk
WO001161,20241207,,A002,EQ0014,SV6,R021,WT1,P2,S2,19.59,29.23,True,False,ERP
WO001162,20240713,,A005,EQ0020,SV1,R006,WT2,P3,S1,62.04,67.41,False,False,ERP
WO001163,20240721,20240723,A002,EQ0034,SV8,R001,WT1,P2,S4,16.19,11.31,True,False,ERP
WO001164,20241020,20241022,A001,EQ0023,SV3,R030,WT4,P3,S4,32.17,10.98,False,False,ERP
WO001165,20240118,,A004,EQ0003,SV6,R006,WT1,P4,S2,78.84,337.23,False,False,ServiceDesk
WO001166,20240805,20240813,A003,EQ0002,SV8,R004,WT2,P3,S4,51.57,58.76,False,False,ERP
WO001167,20240622,,A005,EQ0020,SV7,R010,WT2,P3,S1,35.99,11.55,False,False,CMMS
WO001168,20241013,20241017,A006,EQ0017,SV6,R030,WT1,P2,S4,21.24,26.66,True,False,ERP
WO001169,20241019,,A003,EQ0035,SV3,R026,WT6,P3,S2,34.28,50.61,False,False,ServiceDesk
WO001170,20240827,,A005,EQ0024,SV5,R022,WT5,P2,S2,20.43,16.72,True,False,CMMS
WO001171,20240828,,A005,EQ0031,SV5,R006,WT3,P1,S1,4.67,3.83,True,False,CMMS
WO001172,20240909,20240915,A005,EQ0024,SV7,R019,WT2,P4,S4,42.04,46.07,False,False,ERP
WO001173,20240731,20240811,A002,EQ0014,SV1,R025,WT1,P3,S4,46.71,85.55,False,False,CMMS
WO001174,20240324,20240401,A001,EQ0027,SV1,R011,WT2,P3,S4,50.08,57.72,False,True,ERP
WO001175,20240414,,A005,EQ0025,SV1,R008,WT1,P1,S2,6.63,13.54,True,False,CMMS
WO001176,20240928,20241016,A003,EQ0029,SV8,R027,WT3,P4,S5,77.68,138.06,False,False,ServiceDesk
WO001177,20240814,20240816,A004,EQ0008,SV5,R004,WT1,P2,S5,9.64,13.07,True,False,ServiceDesk
