IncidentID,DateKey,AreaID,EquipmentID,LocationID,Severity,IncidentType,CorrectiveActionStatus,DaysOpen,LostTimeFlag,RiskCategory
IN00286,20240407,A005,EQ0056,L008,Media,Incidente operacional,Cerrada,0,False,Calidad
IN00287,20240828,A010,EQ0052,L002,Baja,Condición subestándar,Cerrada,0,False,Seguridad
IN00288,20240814,A017,EQ0016,L009,Alta,Evento HSE,Cerrada,0,False,Ambiente
IN00289,20241029,A004,EQ0048,L008,Alta,Derrame menor,Abierta,20,False,Geotecnia
IN00290,20241208,A008,EQ0039,L012,Baja,Derrame menor,Cerrada,0,False,Operación
IN00291,20240530,A005,EQ0021,L008,Media,Evento en taller,Vencida,47,False,Ambiente
IN00292,20240310,A004,EQ0017,L008,Alta,Evento en correa,Abierta,118,False,Operación
IN00293,20241028,A006,EQ0051,L015,Alta,Derrame menor,Abierta,112,False,Operación
IN00294,20240311,A017,EQ0037,L009,Media,Incidente de tránsito mina,Cerrada,0,False,Geotecnia
IN00295,20241123,A004,EQ0048,L008,Crítica,Exposición a energía,Vencida,110,False,Calidad
IN00296,20240930,A004,EQ0046,L008,Alta,Incidente de tránsito mina,Vencida,88,False,Ambiente
IN00297,20241112,A004,EQ0003,L008,Crítica,Falla de control crítico,En Proceso,46,False,Calidad
IN00298,20240818,A005,EQ0028,L008,Media,Acto subestándar,Cerrada,0,False,Ambiente
IN00299,20240429,A004,EQ0053,L008,Baja,Acto subestándar,En Proceso,93,False,Ambiente
IN00300,20240614,A017,EQ0027,L009,Media,Incidente operacional,Cerrada,0,False,Ambiente
IN00301,20241006,A004,EQ0019,L008,Media,Bloqueo y etiquetado,Cerrada,0,False,Geotecnia
IN00302,20240203,A006,EQ0030,L015,Media,Evento HSE,Abierta,79,False,Calidad
IN00303,20240116,A017,EQ0060,L009,Media,Evento HSE,En Proceso,89,False,Geotecnia
IN00304,20241005,A010,EQ0033,L002,Alta,Evento HSE,Abierta,38,False,Geotecnia
IN00305,20240919,A008,EQ0039,L012,Media,Evento HSE,Vencida,98,False,Ambiente
IN00306,20240503,A017,EQ0031,L009,Media,Evento en correa,Cerrada,0,False,Seguridad
IN00307,20240824,A004,EQ0002,L008,Media,Evento en taller,En Proceso,48,False,Calidad
IN00308,20241128,A017,EQ0010,L009,Baja,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00309,20240714,A009,EQ0059,L004,Media,Falla de control crítico,Vencida,78,False,Seguridad
IN00310,20240805,A004,EQ0036,L008,Alta,Condición subestándar,Abierta,66,False,Seguridad
IN00311,20241112,A004,EQ0009,L008,Alta,Evento en taller,Vencida,37,False,Operación
IN00312,20241003,A004,EQ0046,L008,Media,Falla de control crítico,Cerrada,0,False,Operación
IN00313,20240415,A004,EQ0017,L008,Baja,Incidente operacional,Cerrada,0,True,Geotecnia
IN00314,20240307,A012,EQ0044,L017,Baja,Evento HSE,Cerrada,0,False,Ambiente
IN00315,20240112,A005,EQ0056,L008,Alta,Derrame menor,Abierta,35,False,Seguridad
IN00316,20240904,A008,EQ0040,L012,Baja,Derrame menor,Cerrada,0,False,Ambiente
IN00317,20241130,A010,EQ0052,L002,Baja,Exposición a energía,Cerrada,0,False,Seguridad
IN00318,20241220,A017,EQ0024,L009,Baja,Bloqueo y etiquetado,Abierta,57,False,Ambiente
IN00319,20240418,A005,EQ0054,L008,Baja,Incidente operacional,Cerrada,0,False,Calidad
IN00320,20240322,A008,EQ0032,L012,Media,Falla de control crítico,Cerrada,0,False,Operación
IN00321,20241118,A010,EQ0052,L002,Media,Casi accidente,Cerrada,0,False,Operación
IN00322,20240928,A004,EQ0048,L008,Alta,Evento en taller,Abierta,14,False,Geotecnia
IN00323,20240412,A017,EQ0057,L009,Baja,Derrame menor,Cerrada,0,True,Geotecnia
IN00324,20240529,A004,EQ0009,L008,Media,Condición subestándar,Cerrada,0,False,Ambiente
IN00325,20240303,A006,EQ0030,L015,Alta,Acto subestándar,Vencida,6,False,Geotecnia
IN00326,20240206,A004,EQ0029,L008,Alta,Derrame menor,Abierta,87,False,Calidad
IN00327,20240415,A004,EQ0026,L008,Media,Casi accidente,Vencida,108,False,Operación
IN00328,20241123,A005,EQ0028,L008,Media,Acto subestándar,Cerrada,0,False,Seguridad
IN00329,20240729,A004,EQ0022,L008,Alta,Falla de control crítico,Abierta,26,False,Geotecnia
IN00330,20240608,A004,EQ0038,L008,Media,Evento HSE,Cerrada,0,False,Seguridad
IN00331,20240930,A017,EQ0027,L009,Media,Condición subestándar,Cerrada,0,False,Calidad
IN00332,20240506,A012,EQ0044,L017,Baja,Derrame menor,Abierta,7,False,Calidad
IN00333,20240317,A017,EQ0004,L009,Baja,Falla de control crítico,En Proceso,39,False,Ambiente
IN00334,20241016,A010,EQ0014,L002,Baja,Incidente operacional,Vencida,91,False,Geotecnia
IN00335,20240505,A010,EQ0052,L002,Alta,Evento HSE,Cerrada,0,False,Ambiente
IN00336,20240105,A013,EQ0012,L013,Media,Casi accidente,Vencida,114,True,Ambiente
IN00337,20240119,A012,EQ0044,L017,Baja,Incidente operacional,Cerrada,0,False,Geotecnia
IN00338,20240803,A017,EQ0010,L009,Baja,Casi accidente,Cerrada,0,True,Seguridad
IN00339,20240106,A004,EQ0029,L008,Crítica,Condición subestándar,Abierta,47,False,Seguridad
IN00340,20240120,A008,EQ0039,L012,Baja,Incidente operacional,Cerrada,0,True,Seguridad
IN00341,20240401,A012,EQ0043,L017,Media,Evento en correa,En Proceso,74,False,Operación
IN00342,20241210,A004,EQ0036,L008,Baja,Evento HSE,Abierta,116,False,Calidad
IN00343,20240410,A004,EQ0050,L008,Alta,Acto subestándar,En Proceso,31,False,Operación
IN00344,20241125,A008,EQ0011,L012,Media,Bloqueo y etiquetado,En Proceso,23,False,Operación
IN00345,20240626,A004,EQ0009,L008,Alta,Condición subestándar,Vencida,37,False,Ambiente
IN00346,20240825,A004,EQ0036,L008,Media,Evento en correa,Abierta,92,True,Operación
IN00347,20240420,A017,EQ0037,L009,Baja,Bloqueo y etiquetado,Abierta,30,False,Calidad
IN00348,20240711,A004,EQ0048,L008,Media,Evento en correa,Cerrada,0,False,Ambiente
IN00349,20240412,A013,EQ0020,L013,Baja,Bloqueo y etiquetado,Abierta,10,False,Seguridad
IN00350,20241012,A004,EQ0009,L008,Alta,Condición subestándar,Cerrada,0,False,Calidad
IN00351,20241124,A004,EQ0017,L008,Media,Exposición a energía,Cerrada,0,False,Ambiente
IN00352,20240915,A017,EQ0013,L009,Media,Casi accidente,En Proceso,105,False,Geotecnia
IN00353,20240210,A005,EQ0028,L008,Baja,Incidente de tránsito mina,Abierta,96,False,Geotecnia
IN00354,20240605,A010,EQ0014,L002,Alta,Casi accidente,Vencida,97,True,Ambiente
IN00355,20240306,A017,EQ0008,L009,Baja,Casi accidente,Cerrada,0,True,Ambiente
IN00356,20240229,A008,EQ0040,L012,Baja,Evento en correa,En Proceso,77,False,Calidad
IN00357,20240110,A004,EQ0007,L008,Baja,Incidente de tránsito mina,En Proceso,68,False,Ambiente
IN00358,20241104,A005,EQ0054,L008,Baja,Evento en taller,En Proceso,30,False,Ambiente
IN00359,20240818,A008,EQ0039,L012,Baja,Falla de control crítico,Cerrada,0,False,Seguridad
IN00360,20240909,A017,EQ0004,L009,Alta,Falla de control crítico,En Proceso,19,False,Operación
IN00361,20240411,A004,EQ0009,L008,Media,Exposición a energía,Vencida,76,False,Calidad
IN00362,20240424,A010,EQ0052,L002,Alta,Falla de control crítico,En Proceso,89,False,Geotecnia
IN00363,20240819,A005,EQ0056,L008,Baja,Incidente operacional,Abierta,100,False,Calidad
IN00364,20240607,A004,EQ0025,L008,Media,Evento en taller,Abierta,102,False,Seguridad
IN00365,20240321,A005,EQ0056,L008,Alta,Incidente operacional,Cerrada,0,False,Calidad
IN00366,20240923,A004,EQ0050,L008,Media,Condición subestándar,Vencida,85,False,Seguridad
IN00367,20240917,A008,EQ0040,L012,Baja,Condición subestándar,Abierta,65,False,Geotecnia
IN00368,20240820,A004,EQ0050,L008,Baja,Derrame menor,Abierta,57,True,Ambiente
IN00369,20240321,A005,EQ0054,L008,Baja,Bloqueo y etiquetado,Cerrada,0,True,Operación
IN00370,20241202,A008,EQ0039,L012,Baja,Evento en correa,Abierta,29,False,Calidad
IN00371,20241113,A017,EQ0016,L009,Baja,Exposición a energía,Cerrada,0,False,Ambiente
IN00372,20240111,A004,EQ0015,L008,Media,Evento en taller,En Proceso,37,False,Operación
IN00373,20240818,A017,EQ0016,L009,Alta,Exposición a energía,Cerrada,0,False,Geotecnia
IN00374,20240817,A004,EQ0002,L008,Alta,Condición subestándar,Cerrada,0,True,Calidad
IN00375,20240921,A017,EQ0045,L009,Baja,Exposición a energía,En Proceso,84,False,Calidad
IN00376,20240520,A008,EQ0011,L012,Baja,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00377,20240430,A008,EQ0032,L012,Alta,Derrame menor,Cerrada,0,False,Calidad
IN00378,20240415,A013,EQ0020,L013,Crítica,Incidente de tránsito mina,Cerrada,0,False,Geotecnia
IN00379,20241118,A005,EQ0049,L008,Baja,Evento HSE,Cerrada,0,False,Calidad
IN00380,20241125,A004,EQ0047,L008,Alta,Casi accidente,Abierta,74,False,Operación
IN00381,20240507,A017,EQ0027,L009,Media,Exposición a energía,En Proceso,42,False,Operación
IN00382,20240606,A012,EQ0043,L017,Baja,Condición subestándar,En Proceso,46,False,Geotecnia
IN00383,20240918,A005,EQ0006,L008,Baja,Evento en correa,Cerrada,0,False,Seguridad
IN00384,20240604,A008,EQ0032,L012,Alta,Evento en taller,Abierta,110,False,Calidad
IN00385,20240806,A017,EQ0008,L009,Baja,Falla de control crítico,Abierta,52,False,Seguridad
IN00386,20240411,A004,EQ0002,L008,Alta,Bloqueo y etiquetado,Cerrada,0,False,Seguridad
IN00387,20240817,A009,EQ0018,L004,Baja,Falla de control crítico,Vencida,100,False,Calidad
IN00388,20240929,A017,EQ0008,L009,Crítica,Evento en taller,Abierta,55,False,Operación
IN00389,20240520,A004,EQ0019,L008,Alta,Falla de control crítico,Abierta,51,False,Ambiente
IN00390,20240610,A005,EQ0056,L008,Alta,Condición subestándar,Cerrada,0,False,Calidad
IN00391,20241121,A004,EQ0048,L008,Media,Evento HSE,Vencida,73,True,Geotecnia
IN00392,20240524,A012,EQ0044,L017,Baja,Casi accidente,Cerrada,0,False,Calidad
IN00393,20240323,A017,EQ0031,L009,Baja,Exposición a energía,Cerrada,0,False,Seguridad
IN00394,20240910,A010,EQ0055,L002,Media,Condición subestándar,Cerrada,0,False,Operación
IN00395,20240711,A004,EQ0042,L008,Baja,Evento en correa,Cerrada,0,False,Calidad
IN00396,20240814,A010,EQ0033,L002,Crítica,Acto subestándar,Cerrada,0,False,Ambiente
IN00397,20241023,A013,EQ0012,L013,Media,Incidente de tránsito mina,En Proceso,9,True,Seguridad
IN00398,20241229,A017,EQ0004,L009,Alta,Bloqueo y etiquetado,Cerrada,0,False,Geotecnia
IN00399,20240516,A005,EQ0056,L008,Media,Evento HSE,En Proceso,43,False,Ambiente
IN00400,20240423,A004,EQ0047,L008,Baja,Falla de control crítico,En Proceso,114,False,Geotecnia
IN00401,20240226,A005,EQ0006,L008,Media,Exposición a energía,Cerrada,0,False,Geotecnia
IN00402,20241207,A017,EQ0060,L009,Media,Condición subestándar,Cerrada,0,False,Operación
IN00403,20240903,A004,EQ0035,L008,Alta,Exposición a energía,Cerrada,0,False,Operación
IN00404,20240703,A017,EQ0031,L009,Baja,Riesgo geotécnico,Cerrada,0,False,Calidad
IN00405,20241111,A005,EQ0021,L008,Baja,Condición subestándar,Abierta,97,False,Ambiente
IN00406,20240111,A005,EQ0006,L008,Media,Evento en taller,Cerrada,0,False,Calidad
IN00407,20241225,A012,EQ0044,L017,Media,Incidente operacional,Cerrada,0,False,Calidad
IN00408,20240919,A008,EQ0039,L012,Baja,Evento HSE,Cerrada,0,False,Operación
IN00409,20240423,A013,EQ0012,L013,Baja,Incidente de tránsito mina,En Proceso,114,False,Seguridad
IN00410,20240521,A004,EQ0046,L008,Media,Evento en correa,Abierta,101,False,Ambiente
IN00411,20241022,A004,EQ0036,L008,Alta,Acto subestándar,Abierta,60,False,Seguridad
IN00412,20241117,A004,EQ0050,L008,Alta,Falla de control crítico,Cerrada,0,True,Geotecnia
IN00413,20240217,A004,EQ0050,L008,Alta,Evento HSE,En Proceso,109,False,Calidad
IN00414,20240530,A004,EQ0046,L008,Media,Evento en correa,Abierta,5,False,Calidad
IN00415,20240708,A004,EQ0038,L008,Crítica,Bloqueo y etiquetado,Cerrada,0,False,Ambiente
IN00416,20240213,A009,EQ0059,L004,Media,Acto subestándar,Cerrada,0,False,Operación
IN00417,20240428,A004,EQ0017,L008,Crítica,Evento en taller,En Proceso,32,False,Geotecnia
IN00418,20240904,A017,EQ0024,L009,Alta,Exposición a energía,Cerrada,0,False,Geotecnia
IN00419,20240417,A005,EQ0056,L008,Media,Acto subestándar,En Proceso,88,False,Geotecnia
IN00420,20240505,A017,EQ0045,L009,Baja,Riesgo geotécnico,Cerrada,0,False,Ambiente
IN00421,20240221,A004,EQ0046,L008,Media,Evento en taller,Cerrada,0,False,Calidad
IN00422,20240814,A012,EQ0044,L017,Baja,Evento en correa,Cerrada,0,False,Seguridad
IN00423,20240112,A004,EQ0019,L008,Media,Incidente operacional,En Proceso,26,False,Geotecnia
IN00424,20240416,A010,EQ0023,L002,Alta,Riesgo geotécnico,Cerrada,0,False,Seguridad
IN00425,20241217,A004,EQ0002,L008,Crítica,Exposición a energía,Cerrada,0,False,Ambiente
IN00426,20240503,A005,EQ0054,L008,Media,Falla de control crítico,Abierta,37,False,Geotecnia
IN00427,20241004,A005,EQ0021,L008,Media,Evento en taller,Cerrada,0,False,Seguridad
IN00428,20240710,A004,EQ0015,L008,Alta,Evento en taller,Abierta,30,False,Geotecnia
IN00429,20240311,A004,EQ0035,L008,Media,Incidente operacional,Cerrada,0,False,Operación
IN00430,20240706,A005,EQ0041,L008,Baja,Incidente de tránsito mina,Vencida,91,False,Operación
IN00431,20240623,A004,EQ0029,L008,Media,Evento en taller,Vencida,95,False,Geotecnia
IN00432,20241230,A004,EQ0025,L008,Media,Falla de control crítico,Vencida,8,False,Geotecnia
IN00433,20241216,A017,EQ0016,L009,Media,Riesgo geotécnico,Cerrada,0,True,Calidad
IN00434,20240716,A004,EQ0017,L008,Crítica,Riesgo geotécnico,Cerrada,0,False,Operación
IN00435,20241207,A010,EQ0055,L002,Baja,Derrame menor,Cerrada,0,False,Calidad
IN00436,20240809,A004,EQ0007,L008,Media,Evento en taller,En Proceso,28,False,Ambiente
IN00437,20240205,A010,EQ0034,L002,Media,Incidente operacional,Abierta,75,True,Seguridad
IN00438,20241109,A017,EQ0001,L009,Alta,Derrame menor,Cerrada,0,False,Ambiente
IN00439,20240925,A006,EQ0030,L015,Media,Incidente operacional,Cerrada,0,True,Calidad
IN00440,20240103,A010,EQ0014,L002,Media,Evento en taller,Cerrada,0,False,Operación
IN00441,20240105,A005,EQ0056,L008,Baja,Acto subestándar,Cerrada,0,False,Calidad
IN00442,20241210,A012,EQ0044,L017,Media,Falla de control crítico,Cerrada,0,False,Seguridad
IN00443,20240425,A010,EQ0055,L002,Baja,Casi accidente,Cerrada,0,False,Calidad
IN00444,20240502,A004,EQ0029,L008,Media,Evento en correa,Abierta,108,False,Geotecnia
IN00445,20240727,A004,EQ0026,L008,Baja,Incidente de tránsito mina,Cerrada,0,True,Calidad
IN00446,20241029,A004,EQ0046,L008,Media,Evento en correa,En Proceso,113,False,Geotecnia
IN00447,20240723,A004,EQ0017,L008,Media,Evento en correa,Cerrada,0,False,Ambiente
IN00448,20240804,A009,EQ0059,L004,Media,Incidente de tránsito mina,Abierta,98,False,Geotecnia
IN00449,20240123,A004,EQ0035,L008,Baja,Acto subestándar,Abierta,64,True,Seguridad
IN00450,20241108,A017,EQ0010,L009,Alta,Incidente operacional,Cerrada,0,False,Ambiente
IN00451,20240303,A010,EQ0034,L002,Media,Bloqueo y etiquetado,Cerrada,0,False,Operación
IN00452,20240520,A005,EQ0021,L008,Baja,Evento en correa,En Proceso,10,False,Seguridad
IN00453,20240731,A004,EQ0050,L008,Crítica,Casi accidente,Abierta,113,False,Operación
IN00454,20241108,A017,EQ0013,L009,Baja,Riesgo geotécnico,Cerrada,0,False,Seguridad
IN00455,20240707,A005,EQ0041,L008,Baja,Evento HSE,Cerrada,0,False,Geotecnia
IN00456,20241206,A004,EQ0036,L008,Alta,Bloqueo y etiquetado,Cerrada,0,False,Operación
IN00457,20240312,A017,EQ0008,L009,Baja,Falla de control crítico,Abierta,91,False,Operación
IN00458,20240419,A004,EQ0046,L008,Media,Acto subestándar,En Proceso,88,False,Geotecnia
IN00459,20240928,A004,EQ0007,L008,Media,Riesgo geotécnico,En Proceso,103,False,Seguridad
IN00460,20240815,A017,EQ0013,L009,Media,Casi accidente,Abierta,73,False,Ambiente
IN00461,20240326,A013,EQ0020,L013,Baja,Casi accidente,Cerrada,0,False,Geotecnia
IN00462,20240317,A004,EQ0048,L008,Alta,Exposición a energía,Abierta,89,False,Geotecnia
IN00463,20240508,A008,EQ0011,L012,Alta,Bloqueo y etiquetado,Cerrada,0,False,Calidad
IN00464,20240829,A004,EQ0003,L008,Media,Derrame menor,Abierta,102,False,Operación
IN00465,20240929,A017,EQ0010,L009,Baja,Riesgo geotécnico,En Proceso,98,False,Operación
IN00466,20241206,A008,EQ0039,L012,Alta,Riesgo geotécnico,En Proceso,110,False,Seguridad
IN00467,20240908,A004,EQ0035,L008,Media,Falla de control crítico,Cerrada,0,False,Seguridad
IN00468,20240825,A006,EQ0051,L015,Alta,Incidente operacional,Vencida,27,False,Seguridad
IN00469,20240504,A004,EQ0002,L008,Alta,Acto subestándar,Abierta,103,False,Seguridad
IN00470,20240925,A005,EQ0056,L008,Media,Acto subestándar,Cerrada,0,False,Calidad
IN00471,20240804,A004,EQ0042,L008,Crítica,Exposición a energía,Vencida,61,False,Ambiente
IN00472,20241117,A004,EQ0022,L008,Baja,Acto subestándar,Vencida,110,False,Operación
IN00473,20240206,A010,EQ0033,L002,Baja,Riesgo geotécnico,En Proceso,117,False,Geotecnia
IN00474,20240905,A004,EQ0007,L008,Media,Derrame menor,Cerrada,0,False,Seguridad
IN00475,20240407,A017,EQ0037,L009,Baja,Condición subestándar,Cerrada,0,False,Calidad
IN00476,20240402,A017,EQ0031,L009,Alta,Casi accidente,Cerrada,0,True,Operación
IN00477,20240104,A004,EQ0053,L008,Alta,Condición subestándar,Cerrada,0,False,Seguridad
IN00478,20240830,A005,EQ0028,L008,Baja,Exposición a energía,Abierta,12,False,Ambiente
IN00479,20240404,A006,EQ0051,L015,Media,Falla de control crítico,Vencida,106,False,Seguridad
IN00480,20241205,A004,EQ0038,L008,Alta,Incidente de tránsito mina,Abierta,29,False,Ambiente
IN00481,20240630,A010,EQ0055,L002,Media,Riesgo geotécnico,En Proceso,108,False,Calidad
IN00482,20240921,A004,EQ0035,L008,Alta,Evento en taller,Cerrada,0,True,Ambiente
IN00483,20240618,A004,EQ0002,L008,Media,Derrame menor,Vencida,35,False,Ambiente
IN00484,20240408,A013,EQ0012,L013,Baja,Bloqueo y etiquetado,Cerrada,0,False,Operación
IN00485,20240904,A004,EQ0003,L008,Alta,Incidente de tránsito mina,Vencida,83,False,Calidad
IN00486,20241125,A004,EQ0003,L008,Baja,Evento en correa,Cerrada,0,False,Operación
IN00487,20240819,A004,EQ0009,L008,Crítica,Bloqueo y etiquetado,Cerrada,0,False,Geotecnia
IN00488,20241204,A009,EQ0059,L004,Baja,Derrame menor,En Proceso,115,False,Calidad
IN00489,20240420,A004,EQ0009,L008,Media,Bloqueo y etiquetado,Abierta,15,False,Calidad
IN00490,20240327,A004,EQ0025,L008,Baja,Condición subestándar,Cerrada,0,False,Calidad
IN00491,20240225,A009,EQ0059,L004,Baja,Incidente de tránsito mina,Abierta,109,False,Calidad
IN00492,20240514,A004,EQ0035,L008,Alta,Evento HSE,Vencida,98,False,Ambiente
IN00493,20241213,A004,EQ0026,L008,Crítica,Casi accidente,En Proceso,98,True,Geotecnia
IN00494,20240211,A004,EQ0003,L008,Baja,Acto subestándar,En Proceso,109,False,Geotecnia
IN00495,20240806,A008,EQ0011,L012,Baja,Acto subestándar,En Proceso,96,False,Ambiente
IN00496,20241205,A008,EQ0011,L012,Alta,Evento en taller,Cerrada,0,False,Ambiente
IN00497,20240721,A008,EQ0039,L012,Media,Acto subestándar,En Proceso,36,True,Calidad
IN00498,20240730,A006,EQ0030,L015,Alta,Falla de control crítico,Vencida,56,False,Ambiente
IN00499,20240929,A008,EQ0039,L012,Baja,Incidente operacional,Abierta,69,False,Geotecnia
IN00500,20240428,A005,EQ0028,L008,Baja,Falla de control crítico,Cerrada,0,False,Calidad
