EnergyID,DateKey,AreaID,EquipmentID,LocationID,kWh,EnergyCost,OperatingHours,OutputUnits,Shift
EN0002098,20240324,A013,EQ0012,L013,1346.02,146.05,11.05,1610,Noche
EN0002099,20240926,A017,EQ0013,L009,4631.78,440.77,12.74,3902,Día
EN0002100,20240114,A004,EQ0038,L008,2766.31,368.78,6.79,1660,Noche
EN0002101,20240130,A004,EQ0009,L008,1857.04,232.45,15.99,1961,Tarde
EN0002102,20240822,A004,EQ0003,L008,8624.83,1081.37,22.64,1604,Noche
EN0002103,20240515,A017,EQ0037,L009,3561.12,504.42,7.89,1001,Noche
EN0002104,20240314,A004,EQ0003,L008,6436.09,858.74,18.28,434,Día
EN0002105,20240506,A004,EQ0003,L008,5869.61,954.19,16.12,242,Tarde
EN0002106,20241203,A017,EQ0004,L009,2685.0,308.24,7.38,377,Día
EN0002107,20240102,A005,EQ0058,L008,5366.29,669.22,14.04,3068,Noche
EN0002108,20240407,A009,EQ0059,L004,9939.31,1185.47,23.64,1058,Día
EN0002109,20241226,A004,EQ0038,L008,3564.82,371.04,10.08,676,Día
EN0002110,20241121,A017,EQ0027,L009,5962.83,789.33,23.08,3142,Tarde
EN0002111,20240815,A010,EQ0055,L002,3063.83,333.27,14.0,1025,Día
EN0002112,20241222,A005,EQ0006,L008,5732.0,724.19,22.27,3747,Día
EN0002113,20240331,A017,EQ0008,L009,4627.45,564.76,23.09,3772,Noche
EN0002114,20240303,A006,EQ0030,L015,4486.39,789.44,11.2,4161,Tarde
EN0002115,20240518,A017,EQ0013,L009,2663.67,367.07,18.59,2654,Noche
EN0002116,20240318,A004,EQ0029,L008,8439.0,1432.41,17.12,2473,Día
EN0002117,20240831,A004,EQ0046,L008,3531.14,382.5,15.38,2269,Noche
EN0002118,20240605,A017,EQ0001,L009,1675.46,196.87,8.67,345,Noche
EN0002119,20241014,A006,EQ0051,L015,7807.09,714.23,15.46,2995,Tarde
EN0002120,20240128,A005,EQ0054,L008,903.59,146.61,6.04,4081,Tarde
EN0002121,20240527,A004,EQ0017,L008,8141.28,886.9,18.76,2370,Día
EN0002122,20240420,A004,EQ0053,L008,4052.09,650.37,22.71,618,Tarde
EN0002123,20240723,A012,EQ0044,L017,4034.98,382.29,9.94,483,Noche
EN0002124,20240602,A009,EQ0018,L004,3907.21,432.56,12.48,2238,Tarde
EN0002125,20240503,A006,EQ0051,L015,2478.08,392.48,9.71,2124,Tarde
EN0002126,20241101,A017,EQ0060,L009,4721.26,712.65,12.13,746,Tarde
EN0002127,20240107,A004,EQ0019,L008,2863.13,484.15,11.39,2552,Tarde
EN0002128,20240421,A017,EQ0045,L009,5860.75,826.53,23.59,206,Noche
EN0002129,20240329,A005,EQ0021,L008,1358.72,150.22,4.42,1666,Noche
EN0002130,20240419,A004,EQ0035,L008,6855.8,1160.85,17.61,3464,Día
EN0002131,20240709,A004,EQ0025,L008,10062.75,1195.91,19.38,952,Tarde
EN0002132,20240227,A004,EQ0002,L008,3454.85,313.48,7.23,1341,Tarde
EN0002133,20240416,A004,EQ0046,L008,7138.29,759.87,14.59,2650,Tarde
EN0002134,20240920,A017,EQ0001,L009,5010.82,725.64,10.54,1412,Tarde
EN0002135,20240208,A004,EQ0022,L008,2615.25,264.44,8.24,783,Tarde
EN0002136,20240425,A008,EQ0039,L012,3474.22,347.54,11.55,312,Día
EN0002137,20241124,A004,EQ0007,L008,2653.65,241.5,6.96,3598,Día
EN0002138,20240610,A004,EQ0017,L008,9262.89,1431.97,19.45,3613,Día
EN0002139,20240917,A010,EQ0034,L002,2049.76,225.56,4.3,1022,Día
EN0002140,20240318,A004,EQ0019,L008,5587.97,695.49,19.26,489,Día
EN0002141,20241113,A017,EQ0004,L009,2495.74,235.46,5.57,3001,Tarde
EN0002142,20240422,A004,EQ0035,L008,6038.95,1017.97,12.86,683,Noche
EN0002143,20240522,A010,EQ0034,L002,2993.21,296.79,9.23,3596,Noche
EN0002144,20241218,A017,EQ0001,L009,8448.67,1296.7,16.76,2613,Tarde
EN0002145,20240920,A009,EQ0018,L004,8682.08,796.88,23.29,3521,Noche
EN0002146,20240508,A010,EQ0033,L002,2707.2,363.63,8.06,3613,Día
EN0002147,20240820,A004,EQ0042,L008,8823.84,961.27,16.99,2708,Día
EN0002148,20240516,A004,EQ0015,L008,3111.21,332.91,13.87,400,Noche
EN0002149,20240506,A013,EQ0012,L013,3466.66,592.27,19.6,528,Noche
EN0002150,20240509,A009,EQ0018,L004,4446.46,570.13,15.02,3558,Noche
EN0002151,20240504,A017,EQ0045,L009,2512.2,252.66,13.42,345,Noche
EN0002152,20240213,A004,EQ0017,L008,8784.96,1004.55,20.29,3482,Tarde
EN0002153,20240802,A005,EQ0056,L008,9649.96,1355.56,23.12,3383,Noche
EN0002154,20240219,A017,EQ0004,L009,8900.95,1304.03,23.0,1854,Tarde
EN0002155,20240105,A017,EQ0045,L009,1635.09,255.42,6.16,1473,Día
EN0002156,20241230,A005,EQ0058,L008,4861.19,438.07,22.23,3273,Tarde
EN0002157,20240203,A004,EQ0019,L008,8659.74,798.28,16.73,826,Tarde
EN0002158,20240201,A009,EQ0018,L004,6160.09,562.61,22.74,3818,Tarde
EN0002159,20240826,A010,EQ0033,L002,7433.92,702.18,18.26,180,Noche
EN0002160,20241021,A008,EQ0040,L012,1950.67,216.3,7.94,1166,Tarde
EN0002161,20241010,A006,EQ0051,L015,6210.18,617.95,18.89,2869,Día
EN0002162,20241201,A005,EQ0054,L008,1810.4,254.92,6.86,1904,Día
EN0002163,20240125,A004,EQ0048,L008,3843.43,585.5,13.57,3855,Tarde
EN0002164,20241124,A010,EQ0023,L002,3747.62,616.44,7.26,3223,Tarde
EN0002165,20240620,A017,EQ0004,L009,8402.34,1481.89,18.22,3292,Tarde
EN0002166,20240522,A017,EQ0031,L009,2626.55,349.21,11.68,3306,Tarde
EN0002167,20240924,A017,EQ0004,L009,1938.41,250.84,23.88,3680,Noche
EN0002168,20240425,A004,EQ0046,L008,4927.83,521.4,18.31,521,Tarde
EN0002169,20240527,A004,EQ0007,L008,2644.52,423.52,22.91,267,Noche
EN0002170,20240830,A005,EQ0006,L008,7546.01,990.5,23.67,3898,Noche
EN0002171,20240214,A005,EQ0028,L008,2431.6,310.77,20.76,2678,Tarde
EN0002172,20240505,A004,EQ0036,L008,5429.58,643.17,17.08,245,Noche
EN0002173,20240824,A008,EQ0011,L012,12408.87,1575.78,16.15,1112,Noche
EN0002174,20240607,A004,EQ0035,L008,2627.81,327.88,14.45,1117,Día
EN0002175,20241208,A012,EQ0043,L017,1379.46,215.9,9.33,1650,Noche
EN0002176,20240509,A004,EQ0009,L008,2540.16,420.29,19.25,3938,Día
EN0002177,20241125,A005,EQ0054,L008,2623.69,249.0,9.96,187,Noche
EN0002178,20240724,A013,EQ0012,L013,3115.12,319.81,10.31,981,Día
EN0002179,20241114,A004,EQ0002,L008,2762.95,252.23,17.9,3372,Día
EN0002180,20240913,A005,EQ0056,L008,5779.59,806.63,15.0,1359,Noche
EN0002181,20241218,A017,EQ0045,L009,6060.4,667.03,20.19,664,Tarde
EN0002182,20240716,A017,EQ0045,L009,2319.64,285.48,12.07,3502,Tarde
EN0002183,20241023,A004,EQ0003,L008,1455.88,133.83,16.28,1598,Noche
EN0002184,20240804,A004,EQ0029,L008,3422.59,438.1,9.12,4179,Noche
EN0002185,20240405,A017,EQ0005,L009,4857.79,606.06,18.34,428,Tarde
EN0002186,20240423,A004,EQ0047,L008,3966.78,645.29,13.99,494,Noche
EN0002187,20241104,A004,EQ0026,L008,1625.79,164.33,4.4,127,Noche
EN0002188,20240615,A004,EQ0053,L008,8940.72,968.88,19.74,2196,Tarde
EN0002189,20241013,A017,EQ0060,L009,1728.32,256.4,7.29,3117,Tarde
EN0002190,20240709,A004,EQ0019,L008,3437.33,470.14,9.03,880,Noche
EN0002191,20240919,A009,EQ0018,L004,7374.46,1105.43,19.43,1017,Día
EN0002192,20241202,A009,EQ0059,L004,1696.98,216.56,8.49,1458,Noche
EN0002193,20241112,A017,EQ0031,L009,1780.82,172.01,10.63,333,Tarde
EN0002194,20241011,A012,EQ0043,L017,4680.57,650.71,9.85,3640,Día
EN0002195,20240103,A009,EQ0059,L004,1346.58,194.82,7.52,1504,Día
EN0002196,20241125,A004,EQ0025,L008,1133.8,102.51,9.62,3770,Tarde
EN0002197,20240708,A004,EQ0038,L008,1509.34,148.19,9.38,1576,Noche
EN0002198,20241122,A004,EQ0047,L008,9989.73,1155.13,22.11,2043,Tarde
EN0002199,20241015,A004,EQ0022,L008,7095.78,840.27,15.26,4106,Día
EN0002200,20240125,A008,EQ0040,L012,3093.02,322.06,6.74,2266,Tarde
EN0002201,20240422,A013,EQ0020,L013,4910.97,827.26,20.47,3943,Noche
EN0002202,20240428,A004,EQ0047,L008,6660.94,854.89,13.83,3111,Día
EN0002203,20240306,A004,EQ0017,L008,8077.3,1350.1,16.36,3596,Día
EN0002204,20240226,A006,EQ0030,L015,2828.63,383.06,9.8,1093,Noche
EN0002205,20240221,A017,EQ0005,L009,6078.43,1039.84,15.22,451,Tarde
EN0002206,20240729,A010,EQ0052,L002,2725.19,355.94,16.96,1666,Día
EN0002207,20240805,A004,EQ0007,L008,3100.91,424.57,10.9,1905,Noche
EN0002208,20240616,A004,EQ0003,L008,2790.14,313.5,21.2,422,Tarde
EN0002209,20240707,A012,EQ0044,L017,9367.87,1639.87,20.15,3287,Noche
EN0002210,20240827,A008,EQ0011,L012,7428.98,1280.49,18.9,1626,Noche
EN0002211,20240518,A010,EQ0034,L002,733.75,69.86,7.09,505,Tarde
EN0002212,20240831,A017,EQ0060,L009,3505.44,368.71,11.22,2156,Día
EN0002213,20241128,A017,EQ0008,L009,756.08,111.69,4.39,4093,Día
EN0002214,20240630,A010,EQ0014,L002,4338.34,752.13,11.91,332,Tarde
EN0002215,20240925,A004,EQ0025,L008,4939.65,499.13,11.86,2975,Tarde
EN0002216,20240405,A005,EQ0049,L008,1687.33,204.11,7.49,736,Noche
EN0002217,20240715,A004,EQ0015,L008,4638.34,459.05,15.59,3705,Tarde
EN0002218,20240612,A009,EQ0059,L004,1384.11,188.7,9.71,158,Noche
EN0002219,20241012,A004,EQ0026,L008,8628.77,839.09,23.71,3357,Día
EN0002220,20241106,A012,EQ0043,L017,3165.21,382.76,9.86,2854,Noche
EN0002221,20240521,A004,EQ0038,L008,1385.11,241.68,10.65,2911,Día
EN0002222,20240116,A004,EQ0029,L008,3248.8,550.11,6.56,2564,Noche
EN0002223,20240624,A017,EQ0008,L009,8821.55,1547.43,18.74,631,Noche
EN0002224,20240521,A004,EQ0026,L008,3448.82,321.2,15.92,3656,Tarde
EN0002225,20241115,A012,EQ0044,L017,3418.43,348.89,9.26,3560,Tarde
EN0002226,20240519,A008,EQ0011,L012,4776.61,476.01,10.3,2796,Día
EN0002227,20241101,A004,EQ0003,L008,1210.28,179.94,8.04,3319,Tarde
EN0002228,20241106,A008,EQ0032,L012,2210.39,356.69,7.84,3431,Tarde
EN0002229,20240826,A017,EQ0001,L009,3345.43,595.03,9.08,888,Noche
EN0002230,20240926,A013,EQ0020,L013,9825.81,1388.87,21.5,1655,Noche
EN0002231,20240607,A006,EQ0051,L015,2112.8,325.74,4.34,3589,Tarde
EN0002232,20240421,A010,EQ0014,L002,1203.93,119.64,6.62,886,Día
EN0002233,20241006,A012,EQ0043,L017,3405.22,453.34,6.72,332,Día
EN0002234,20240718,A005,EQ0006,L008,4042.33,583.11,16.67,568,Noche
EN0002235,20240929,A005,EQ0006,L008,7645.34,1113.87,21.65,661,Tarde
EN0002236,20240707,A010,EQ0023,L002,1829.35,199.18,9.94,3472,Noche
EN0002237,20240522,A017,EQ0004,L009,4354.48,516.18,12.15,943,Tarde
EN0002238,20240902,A012,EQ0043,L017,2271.81,344.54,7.37,1287,Noche
EN0002239,20240504,A004,EQ0050,L008,911.52,118.88,8.48,2356,Noche
EN0002240,20240524,A004,EQ0009,L008,2083.26,363.15,13.33,2884,Tarde
EN0002241,20241027,A005,EQ0006,L008,5075.64,759.3,21.51,2957,Tarde
EN0002242,20240925,A004,EQ0035,L008,3084.69,353.35,20.11,2820,Noche
EN0002243,20241106,A017,EQ0045,L009,1995.9,211.69,16.24,101,Día
EN0002244,20241203,A017,EQ0010,L009,3599.48,536.97,15.07,3297,Tarde
EN0002245,20240225,A004,EQ0038,L008,6297.48,1032.07,16.97,1074,Día
EN0002246,20241122,A009,EQ0018,L004,5163.7,619.89,12.19,956,Noche
EN0002247,20241023,A006,EQ0051,L015,3242.94,563.25,11.66,1903,Noche
EN0002248,20240904,A008,EQ0040,L012,2571.5,390.68,15.23,1009,Noche
EN0002249,20240624,A005,EQ0028,L008,2249.42,404.5,5.13,1186,Día
EN0002250,20241229,A008,EQ0032,L012,6638.04,872.2,22.11,660,Noche
EN0002251,20240610,A004,EQ0035,L008,6544.25,929.67,15.52,1420,Día
EN0002252,20240620,A004,EQ0022,L008,6115.72,878.31,15.32,2970,Tarde
EN0002253,20240501,A004,EQ0009,L008,1699.41,258.47,12.45,1817,Noche
EN0002254,20240807,A004,EQ0042,L008,4365.94,542.87,21.45,2369,Noche
EN0002255,20240515,A005,EQ0054,L008,2737.7,406.31,5.8,4163,Noche
EN0002256,20241108,A010,EQ0034,L002,6312.85,660.75,14.62,2720,Noche
EN0002257,20241018,A004,EQ0022,L008,903.98,153.86,10.46,2715,Día
EN0002258,20240209,A005,EQ0054,L008,2475.51,350.85,8.5,2260,Día
EN0002259,20240824,A010,EQ0014,L002,7618.54,886.9,20.52,192,Día
EN0002260,20241015,A004,EQ0026,L008,6291.47,819.43,19.05,3236,Tarde
EN0002261,20240523,A004,EQ0002,L008,4739.35,839.56,17.58,702,Día
EN0002262,20240108,A008,EQ0039,L012,3021.6,379.78,7.37,604,Día
EN0002263,20240902,A005,EQ0028,L008,2547.28,449.17,18.26,3380,Día
EN0002264,20241127,A005,EQ0049,L008,5181.65,807.27,10.77,1125,Tarde
EN0002265,20240622,A017,EQ0001,L009,5811.47,669.11,16.61,225,Día
EN0002266,20240517,A008,EQ0040,L012,6884.74,1108.09,14.6,107,Tarde
EN0002267,20240623,A004,EQ0038,L008,4858.63,826.35,9.69,1392,Día
EN0002268,20240817,A006,EQ0030,L015,4148.66,492.29,12.22,2369,Noche
EN0002269,20241212,A017,EQ0045,L009,978.67,143.7,12.09,766,Día
EN0002270,20241031,A017,EQ0004,L009,1647.76,248.68,14.25,1717,Día
EN0002271,20240705,A004,EQ0007,L008,8933.83,1119.55,20.29,3862,Día
EN0002272,20240114,A004,EQ0053,L008,5060.32,797.9,13.75,694,Día
EN0002273,20240920,A005,EQ0028,L008,6742.61,915.66,22.85,2563,Tarde
EN0002274,20241221,A017,EQ0005,L009,3968.9,525.57,12.95,3686,Día
EN0002275,20240823,A005,EQ0028,L008,4666.24,475.26,20.28,3816,Día
EN0002276,20240430,A004,EQ0029,L008,1554.37,209.76,12.55,957,Día
EN0002277,20240829,A004,EQ0009,L008,4867.55,545.49,15.6,2200,Día
EN0002278,20240416,A010,EQ0014,L002,3155.09,450.06,10.07,1409,Noche
EN0002279,20240812,A017,EQ0031,L009,4161.67,496.27,22.98,3118,Día
EN0002280,20240917,A004,EQ0046,L008,2819.67,441.76,12.77,1543,Tarde
EN0002281,20240416,A008,EQ0040,L012,1996.6,311.39,8.91,2249,Noche
EN0002282,20240116,A005,EQ0041,L008,2068.57,301.72,15.45,2030,Tarde
EN0002283,20241210,A012,EQ0043,L017,3575.2,446.22,17.45,2108,Día
EN0002284,20240919,A010,EQ0014,L002,9678.59,893.96,18.98,2423,Día
EN0002285,20240405,A017,EQ0008,L009,518.69,63.49,6.15,1312,Día
EN0002286,20240909,A012,EQ0044,L017,1204.52,154.22,6.91,3354,Día
EN0002287,20240907,A012,EQ0044,L017,4101.28,620.05,9.33,1784,Día
EN0002288,20240104,A005,EQ0021,L008,3744.93,486.09,14.59,2283,Noche
EN0002289,20240722,A008,EQ0040,L012,1173.44,173.5,11.85,701,Noche
EN0002290,20240204,A004,EQ0017,L008,9885.11,1417.08,23.74,611,Noche
EN0002291,20240619,A017,EQ0010,L009,10799.98,1239.35,22.57,2306,Tarde
EN0002292,20240830,A017,EQ0008,L009,825.03,131.47,6.54,2526,Día
EN0002293,20240322,A013,EQ0012,L013,751.12,116.49,4.71,2279,Tarde
EN0002294,20241016,A013,EQ0020,L013,9864.03,1037.31,19.85,1176,Noche
EN0002295,20240918,A013,EQ0020,L013,6527.08,881.63,19.13,2403,Día
EN0002296,20240912,A009,EQ0059,L004,2744.3,260.68,18.71,2124,Tarde
EN0002297,20240126,A017,EQ0045,L009,7751.49,970.88,19.92,1930,Tarde
EN0002298,20240708,A008,EQ0011,L012,8039.99,792.31,20.14,2346,Tarde
EN0002299,20241111,A013,EQ0020,L013,1881.76,204.34,12.57,1472,Día
EN0002300,20241110,A010,EQ0055,L002,2573.07,321.23,10.67,3556,Tarde
EN0002301,20241013,A004,EQ0046,L008,10127.56,1755.04,22.55,1254,Noche
EN0002302,20240922,A005,EQ0058,L008,3894.67,535.59,20.62,1510,Día
EN0002303,20241002,A005,EQ0041,L008,2077.51,234.58,5.75,1008,Tarde
EN0002304,20240413,A010,EQ0033,L002,4773.24,519.23,11.09,929,Día
EN0002305,20240114,A012,EQ0044,L017,489.86,63.04,4.07,3025,Tarde
EN0002306,20241017,A004,EQ0038,L008,4301.19,652.53,10.41,1283,Día
EN0002307,20241224,A017,EQ0005,L009,6909.0,897.35,18.08,4040,Tarde
EN0002308,20240520,A004,EQ0025,L008,4000.92,685.17,9.07,2413,Día
EN0002309,20240207,A017,EQ0027,L009,1806.28,290.09,6.32,3883,Día
EN0002310,20240623,A010,EQ0034,L002,2630.29,405.02,7.02,107,Tarde
EN0002311,20240508,A008,EQ0011,L012,2105.84,194.81,6.55,2718,Tarde
EN0002312,20240421,A004,EQ0048,L008,4217.85,643.73,10.25,4159,Día
EN0002313,20240624,A017,EQ0005,L009,6589.61,761.32,16.18,1787,Noche
EN0002314,20241230,A017,EQ0057,L009,1553.31,163.03,4.11,2554,Día
EN0002315,20241130,A009,EQ0018,L004,2893.29,300.67,19.84,3126,Noche
EN0002316,20240512,A008,EQ0032,L012,2221.27,364.67,4.77,3792,Tarde
EN0002317,20240928,A008,EQ0039,L012,10443.56,1514.08,21.7,3151,Tarde
EN0002318,20240417,A017,EQ0024,L009,4933.94,766.34,21.83,1493,Noche
EN0002319,20240417,A012,EQ0044,L017,4615.68,613.51,12.23,3917,Tarde
EN0002320,20241026,A004,EQ0003,L008,2631.31,449.09,12.13,1085,Tarde
EN0002321,20240917,A010,EQ0055,L002,2599.18,457.15,11.36,378,Tarde
EN0002322,20240914,A010,EQ0023,L002,1724.42,269.96,12.35,1879,Día
EN0002323,20240313,A012,EQ0044,L017,1993.22,351.56,9.07,2270,Noche
EN0002324,20240205,A017,EQ0001,L009,2528.61,442.44,16.35,1140,Día
EN0002325,20240629,A005,EQ0006,L008,3448.15,354.84,20.12,849,Día
EN0002326,20240918,A005,EQ0021,L008,3809.55,536.46,8.34,1054,Tarde
EN0002327,20240224,A012,EQ0043,L017,6910.36,1066.12,13.58,172,Día
EN0002328,20241225,A005,EQ0054,L008,6661.73,782.63,20.51,4079,Noche
EN0002329,20240216,A005,EQ0006,L008,5752.74,812.42,11.73,3568,Tarde
EN0002330,20240517,A005,EQ0058,L008,5410.08,601.16,11.99,3914,Noche
EN0002331,20241206,A004,EQ0050,L008,3062.23,488.87,16.7,3257,Día
EN0002332,20241019,A004,EQ0053,L008,4460.25,488.48,11.91,2257,Día
EN0002333,20240902,A004,EQ0003,L008,8778.78,1258.35,19.21,4000,Tarde
EN0002334,20240310,A017,EQ0013,L009,3031.23,509.87,19.99,197,Noche
EN0002335,20240207,A010,EQ0034,L002,3439.19,589.27,8.87,3873,Día
EN0002336,20240125,A005,EQ0028,L008,7682.88,907.68,19.92,3043,Noche
EN0002337,20240523,A004,EQ0050,L008,3817.0,448.74,9.35,1727,Tarde
EN0002338,20241009,A017,EQ0060,L009,2557.94,266.06,14.61,2546,Día
EN0002339,20241113,A004,EQ0022,L008,8904.53,1139.47,20.24,1641,Tarde
EN0002340,20240909,A008,EQ0040,L012,2326.93,392.01,22.1,3183,Tarde
EN0002341,20240404,A004,EQ0025,L008,3599.77,332.75,15.6,1762,Tarde
EN0002342,20240217,A005,EQ0058,L008,552.6,73.64,6.09,693,Noche
EN0002343,20241031,A008,EQ0040,L012,6467.2,1096.27,16.36,4153,Día
EN0002344,20241130,A006,EQ0030,L015,4595.38,584.14,17.81,2757,Día
EN0002345,20240123,A013,EQ0020,L013,4530.33,644.83,20.72,407,Día
EN0002346,20241104,A017,EQ0004,L009,950.33,164.88,4.25,532,Noche
EN0002347,20240409,A017,EQ0057,L009,1822.65,303.0,14.61,294,Día
EN0002348,20240604,A017,EQ0037,L009,2268.13,363.07,12.74,893,Noche
EN0002349,20240806,A013,EQ0012,L013,8205.43,1149.96,19.28,2729,Día
EN0002350,20240815,A013,EQ0020,L013,4647.4,529.12,9.21,3266,Noche
EN0002351,20240602,A004,EQ0003,L008,11097.83,1682.12,23.05,1624,Noche
EN0002352,20240824,A004,EQ0035,L008,2076.95,264.93,14.4,1638,Tarde
EN0002353,20241006,A017,EQ0057,L009,2234.8,374.36,9.11,2292,Día
EN0002354,20240612,A008,EQ0039,L012,740.76,98.4,8.63,2674,Noche
EN0002355,20241025,A005,EQ0028,L008,3525.68,615.92,15.4,2275,Tarde
EN0002356,20240610,A017,EQ0024,L009,2028.75,346.42,9.87,2397,Tarde
EN0002357,20240124,A005,EQ0049,L008,3810.37,623.67,10.17,401,Tarde
EN0002358,20240101,A005,EQ0049,L008,8696.94,1129.03,21.39,593,Día
EN0002359,20240503,A005,EQ0041,L008,2517.88,355.33,9.02,1497,Noche
EN0002360,20240330,A004,EQ0019,L008,1709.21,192.89,5.97,889,Tarde
EN0002361,20241123,A004,EQ0047,L008,2662.75,245.24,7.25,1528,Tarde
EN0002362,20240312,A004,EQ0015,L008,6575.29,936.44,20.26,647,Tarde
EN0002363,20240821,A004,EQ0022,L008,7919.05,1104.47,16.36,2171,Día
EN0002364,20240828,A004,EQ0019,L008,1772.55,253.19,21.71,2162,Noche
EN0002365,20240501,A017,EQ0057,L009,8395.97,1352.43,23.83,4140,Día
EN0002366,20240414,A005,EQ0056,L008,3581.32,330.22,19.11,4165,Noche
EN0002367,20240803,A017,EQ0016,L009,3931.59,575.91,12.12,629,Día
EN0002368,20240422,A017,EQ0060,L009,2986.55,294.97,12.41,4181,Noche
EN0002369,20240312,A004,EQ0038,L008,2801.41,407.99,8.01,3757,Tarde
EN0002370,20240417,A006,EQ0051,L015,6580.48,688.4,18.55,2762,Noche
EN0002371,20241219,A008,EQ0032,L012,1885.96,327.68,4.17,1792,Tarde
EN0002372,20241022,A005,EQ0021,L008,3491.45,597.04,23.73,1098,Tarde
EN0002373,20241017,A017,EQ0004,L009,12021.83,2154.0,23.75,3449,Tarde
EN0002374,20240203,A004,EQ0048,L008,6892.09,829.52,16.57,3577,Tarde
EN0002375,20240503,A005,EQ0049,L008,5416.61,663.85,15.53,883,Noche
EN0002376,20240903,A017,EQ0027,L009,2482.27,440.65,9.66,3191,Día
EN0002377,20240524,A005,EQ0006,L008,4774.54,509.89,14.81,1149,Noche
EN0002378,20240328,A004,EQ0036,L008,1264.65,183.44,12.6,4045,Día
EN0002379,20241008,A004,EQ0047,L008,525.58,55.57,4.58,3000,Tarde
EN0002380,20240308,A008,EQ0032,L012,4066.14,402.58,18.97,3250,Noche
EN0002381,20240813,A017,EQ0027,L009,2987.78,371.95,5.8,2985,Tarde
EN0002382,20240727,A004,EQ0053,L008,1475.29,226.0,7.37,3077,Noche
EN0002383,20240718,A004,EQ0042,L008,5740.58,715.84,11.85,2323,Noche
EN0002384,20240215,A005,EQ0056,L008,9241.41,1120.85,20.18,2260,Noche
EN0002385,20240314,A017,EQ0024,L009,9897.77,1476.09,23.54,1067,Tarde
EN0002386,20240420,A017,EQ0031,L009,6794.82,658.03,16.98,1259,Día
EN0002387,20240725,A008,EQ0040,L012,4825.01,836.71,17.92,1089,Tarde
EN0002388,20241122,A017,EQ0010,L009,1955.25,333.08,10.08,180,Noche
EN0002389,20241209,A008,EQ0039,L012,789.78,75.04,4.47,535,Tarde
EN0002390,20240408,A017,EQ0005,L009,4635.94,560.76,11.43,4001,Noche
EN0002391,20240513,A017,EQ0024,L009,10258.37,1542.42,22.99,3471,Día
EN0002392,20240322,A005,EQ0021,L008,5002.59,504.34,9.75,1652,Tarde
EN0002393,20240921,A010,EQ0052,L002,5494.02,521.9,23.08,1347,Día
EN0002394,20240315,A005,EQ0041,L008,3021.24,520.31,18.12,1392,Tarde
EN0002395,20240108,A017,EQ0057,L009,1510.6,253.42,4.75,3798,Día
EN0002396,20240308,A004,EQ0003,L008,4806.87,452.96,19.48,208,Día
EN0002397,20241015,A017,EQ0057,L009,2072.77,325.75,12.57,287,Noche
EN0002398,20240606,A004,EQ0002,L008,1812.12,223.88,5.59,1388,Día
EN0002399,20240914,A005,EQ0049,L008,10880.68,1731.1,22.73,3179,Tarde
EN0002400,20240628,A017,EQ0005,L009,2122.11,236.85,21.42,3069,Día
EN0002401,20240131,A008,EQ0011,L012,5248.83,615.04,21.48,2961,Noche
EN0002402,20241124,A004,EQ0003,L008,2586.21,340.54,19.48,3241,Tarde
EN0002403,20241212,A005,EQ0058,L008,3493.77,534.08,17.15,3214,Día
EN0002404,20241104,A017,EQ0010,L009,6838.46,803.92,17.56,1755,Tarde
EN0002405,20241227,A004,EQ0035,L008,4260.42,575.16,18.75,2231,Tarde
EN0002406,20240725,A004,EQ0022,L008,2358.14,224.92,13.47,3524,Noche
EN0002407,20240904,A017,EQ0013,L009,8795.43,1540.88,17.32,629,Noche
EN0002408,20240924,A004,EQ0003,L008,2326.89,270.01,8.71,2596,Noche
EN0002409,20240914,A004,EQ0036,L008,750.2,83.96,4.4,720,Noche
EN0002410,20241014,A004,EQ0017,L008,3165.55,511.45,17.53,2469,Tarde
EN0002411,20240701,A017,EQ0037,L009,2255.61,360.08,16.36,2842,Día
EN0002412,20240502,A004,EQ0042,L008,4944.88,591.98,13.12,1663,Día
EN0002413,20240104,A004,EQ0026,L008,9529.61,1638.46,22.63,3477,Tarde
EN0002414,20241215,A017,EQ0027,L009,6686.26,690.07,17.5,286,Día
EN0002415,20240712,A004,EQ0007,L008,3598.37,445.18,8.07,4123,Día
EN0002416,20240226,A004,EQ0022,L008,2718.48,263.56,6.36,2919,Tarde
EN0002417,20241123,A008,EQ0040,L012,3173.02,484.8,13.89,3519,Tarde
EN0002418,20241118,A004,EQ0046,L008,3221.49,551.6,13.39,2519,Noche
EN0002419,20240815,A008,EQ0011,L012,4420.51,672.21,7.68,2362,Noche
EN0002420,20240710,A013,EQ0020,L013,1048.31,174.94,8.9,2947,Tarde
EN0002421,20241218,A017,EQ0016,L009,11198.0,1645.94,23.8,997,Día
EN0002422,20240301,A004,EQ0036,L008,3076.95,281.88,6.29,1253,Noche
EN0002423,20241209,A004,EQ0048,L008,12035.76,1635.8,23.34,1855,Noche
EN0002424,20241109,A004,EQ0053,L008,2316.4,280.47,6.87,2491,Tarde
EN0002425,20240408,A008,EQ0040,L012,8802.36,1552.24,17.76,2660,Noche
EN0002426,20240321,A004,EQ0002,L008,2933.52,468.13,15.69,132,Tarde
EN0002427,20240921,A017,EQ0010,L009,1640.96,279.84,4.36,3683,Día
EN0002428,20240907,A017,EQ0004,L009,4726.68,710.43,15.69,3767,Tarde
EN0002429,20240912,A010,EQ0034,L002,3336.96,393.39,14.23,375,Tarde
