ProductivityID,DateKey,AreaID,ResponsibleID,LocationID,Shift,PlannedOutput,ActualOutput,LaborHours,ProductiveHours,NonProductiveHours
PD000999,20240326,A006,R012,L003,Noche,758,684,8.03,5.77,2.27
PD001000,20240413,A004,R018,L002,Tarde,305,259,8.89,7.35,1.54
PD001001,20241111,A006,R004,L003,Tarde,554,320,11.3,10.2,1.1
PD001002,20241004,A001,R023,L002,Tarde,175,118,7.11,5.15,1.95
PD001003,20240217,A005,R009,L006,Día,732,782,6.83,4.69,2.14
PD001004,20241009,A003,R022,L006,Tarde,787,734,10.66,8.31,2.35
PD001005,20240215,A001,R016,L002,Día,287,219,6.15,4.67,1.49
PD001006,20240114,A004,R025,L007,Tarde,853,946,6.06,4.73,1.33
PD001007,20240826,A005,R008,L001,Día,775,667,7.32,5.93,1.39
PD001008,20240613,A005,R003,L003,Día,356,372,6.34,4.29,2.04
PD001009,20240103,A001,R027,L001,Noche,640,417,8.99,5.02,3.96
PD001010,20241116,A002,R018,L007,Día,313,258,9.3,7.85,1.45
PD001011,20240726,A002,R012,L001,Noche,88,83,8.61,6.28,2.33
PD001012,20241126,A004,R023,L003,Tarde,842,815,8.52,7.5,1.02
PD001013,20240209,A005,R001,L005,Noche,871,848,7.67,5.57,2.1
PD001014,20240325,A006,R007,L007,Noche,264,306,11.29,10.34,0.95
PD001015,20241211,A005,R014,L005,Día,717,805,8.79,7.61,1.19
PD001016,20240804,A006,R021,L004,Día,326,319,10.47,7.96,2.51
PD001017,20240229,A003,R007,L007,Noche,253,237,10.2,8.5,1.71
PD001018,20240226,A005,R002,L003,Tarde,207,228,6.36,5.59,0.77
PD001019,20240622,A005,R012,L006,Tarde,580,509,11.45,9.96,1.49
PD001020,20241014,A003,R021,L003,Tarde,364,361,8.4,6.02,2.37
PD001021,20240615,A006,R018,L006,Noche,735,556,10.44,7.06,3.38
PD001022,20240209,A001,R014,L001,Día,139,117,9.11,5.89,3.21
PD001023,20240410,A002,R001,L002,Día,853,1042,6.08,5.35,0.73
PD001024,20241120,A002,R020,L003,Día,435,472,11.64,10.05,1.59
PD001025,20241008,A005,R005,L007,Noche,492,481,6.74,5.19,1.55
PD001026,20241005,A006,R009,L002,Noche,692,717,10.68,8.5,2.19
PD001027,20240512,A005,R011,L003,Día,582,433,11.68,9.24,2.44
PD001028,20240619,A002,R012,L005,Día,660,677,10.37,8.26,2.11
PD001029,20240417,A002,R018,L006,Día,89,86,9.2,7.62,1.59
PD001030,20240724,A002,R006,L004,Día,58,64,7.68,6.89,0.79
PD001031,20240329,A004,R027,L004,Noche,601,601,9.73,7.68,2.04
PD001032,20240705,A001,R011,L003,Tarde,832,487,7.85,4.45,3.4
PD001033,20240718,A001,R023,L001,Noche,157,134,7.33,4.93,2.41
PD001034,20240312,A005,R005,L004,Tarde,621,571,9.29,7.09,2.2
PD001035,20240519,A005,R006,L007,Día,798,929,7.36,5.23,2.13
PD001036,20240603,A005,R026,L004,Día,173,160,9.64,6.81,2.83
PD001037,20241105,A002,R026,L001,Noche,168,139,9.68,8.16,1.51
PD001038,20240716,A002,R014,L002,Noche,89,72,8.66,6.17,2.49
PD001039,20240410,A003,R022,L002,Tarde,761,580,10.69,7.5,3.19
PD001040,20240207,A005,R004,L002,Día,80,83,9.89,7.89,1.99
PD001041,20240404,A005,R002,L001,Noche,78,69,11.55,8.97,2.58
PD001042,20240114,A004,R025,L007,Día,87,90,7.69,5.69,1.99
PD001043,20240912,A002,R023,L005,Noche,714,599,11.09,7.98,3.11
PD001044,20240312,A004,R028,L006,Tarde,364,365,7.2,6.3,0.9
PD001045,20240702,A002,R005,L003,Día,326,299,6.05,4.35,1.7
PD001046,20241123,A006,R018,L007,Día,771,721,6.78,6.13,0.65
PD001047,20240530,A005,R007,L001,Tarde,599,609,11.09,7.91,3.18
PD001048,20240404,A006,R008,L006,Día,226,243,10.35,9.11,1.24
PD001049,20240411,A003,R004,L006,Tarde,347,349,7.08,5.86,1.22
PD001050,20240824,A004,R023,L004,Tarde,594,669,11.84,8.6,3.23
PD001051,20241004,A005,R023,L001,Tarde,702,523,9.39,7.73,1.66
PD001052,20241113,A004,R026,L004,Día,305,251,8.36,7.56,0.79
PD001053,20240724,A006,R027,L003,Día,805,705,8.2,7.37,0.83
PD001054,20240317,A006,R019,L006,Día,576,583,9.98,8.01,1.96
PD001055,20240605,A001,R025,L002,Tarde,327,195,11.95,8.15,3.8
PD001056,20240925,A001,R016,L003,Tarde,450,334,11.04,8.42,2.62
PD001057,20240410,A002,R006,L004,Tarde,345,339,6.17,4.36,1.81
PD001058,20240803,A003,R021,L005,Noche,452,398,11.06,7.95,3.11
PD001059,20240820,A001,R021,L005,Tarde,461,244,11.39,8.83,2.56
PD001060,20241128,A004,R009,L002,Noche,675,667,6.45,4.95,1.5
PD001061,20240528,A005,R017,L006,Tarde,375,342,11.48,8.7,2.78
PD001062,20240523,A001,R024,L004,Noche,472,311,11.41,8.44,2.97
PD001063,20241023,A001,R014,L003,Día,334,232,10.98,9.68,1.29
PD001064,20240119,A001,R024,L005,Noche,289,144,8.87,5.62,3.25
PD001065,20241116,A004,R007,L003,Día,444,370,7.56,5.66,1.89
PD001066,20241126,A005,R004,L003,Día,77,89,7.01,6.01,1.0
PD001067,20240318,A004,R016,L003,Noche,65,68,7.04,5.51,1.53
PD001068,20241203,A006,R011,L004,Tarde,884,821,11.85,8.68,3.17
PD001069,20240623,A002,R013,L003,Noche,844,842,9.72,6.72,2.99
PD001070,20240406,A004,R029,L007,Tarde,527,411,9.37,6.62,2.76
PD001071,20240928,A002,R024,L001,Noche,899,1015,6.35,4.78,1.57
PD001072,20240602,A004,R002,L007,Noche,760,727,8.23,7.54,0.69
PD001073,20240210,A005,R020,L003,Tarde,376,355,9.65,6.91,2.73
PD001074,20240613,A003,R016,L005,Tarde,74,71,11.4,10.04,1.36
PD001075,20240806,A003,R013,L005,Tarde,343,324,9.44,6.72,2.72
PD001076,20240120,A004,R018,L007,Día,313,293,9.17,6.89,2.27
PD001077,20240221,A006,R007,L006,Noche,885,981,7.35,4.92,2.42
PD001078,20240607,A006,R016,L004,Noche,57,57,6.52,5.12,1.41
PD001079,20240502,A001,R027,L003,Día,68,43,8.88,6.49,2.39
PD001080,20240301,A005,R012,L002,Tarde,710,652,8.86,7.43,1.43
PD001081,20241210,A001,R003,L005,Tarde,366,311,10.74,8.76,1.98
PD001082,20240530,A002,R004,L002,Tarde,434,478,6.32,5.72,0.6
PD001083,20241202,A002,R026,L004,Noche,374,294,11.79,7.9,3.89
PD001084,20240608,A002,R021,L004,Día,627,603,7.14,6.4,0.74
PD001085,20240203,A002,R030,L004,Tarde,88,67,11.04,9.64,1.4
PD001086,20240602,A005,R025,L007,Día,541,525,8.51,5.72,2.79
PD001087,20240601,A006,R024,L007,Día,101,87,11.68,8.71,2.97
PD001088,20240807,A003,R010,L002,Tarde,808,626,10.33,9.13,1.2
PD001089,20240511,A005,R030,L001,Noche,477,524,8.43,6.26,2.17
PD001090,20240924,A005,R027,L006,Tarde,431,464,11.94,8.72,3.22
PD001091,20240716,A001,R026,L005,Noche,682,507,8.01,5.78,2.23
PD001092,20240516,A001,R004,L002,Día,376,313,6.24,4.22,2.02
PD001093,20241001,A001,R009,L001,Tarde,471,350,6.23,4.53,1.7
PD001094,20241010,A002,R010,L004,Noche,332,305,8.27,7.44,0.83
PD001095,20240305,A002,R023,L004,Día,858,893,11.32,9.75,1.57
PD001096,20241102,A003,R016,L006,Día,831,818,6.54,5.07,1.47
PD001097,20241208,A001,R008,L003,Tarde,663,519,9.44,8.06,1.38
PD001098,20240429,A004,R002,L004,Tarde,649,795,8.94,6.46,2.48
PD001099,20241105,A001,R024,L002,Noche,67,47,9.95,5.68,4.26
PD001100,20240307,A003,R012,L004,Noche,852,787,11.12,9.53,1.6
PD001101,20240901,A004,R013,L007,Noche,858,614,10.01,8.5,1.51
PD001102,20240616,A004,R021,L001,Día,89,108,6.67,5.53,1.14
PD001103,20240327,A005,R010,L006,Tarde,676,538,8.2,6.03,2.17
PD001104,20240509,A002,R030,L002,Día,580,637,9.41,7.88,1.53
PD001105,20240321,A006,R016,L005,Día,530,434,9.1,8.25,0.85
PD001106,20240413,A003,R010,L005,Día,235,219,10.9,9.28,1.63
PD001107,20240130,A006,R004,L004,Noche,273,278,8.22,7.37,0.85
PD001108,20241021,A001,R015,L007,Tarde,872,898,7.68,6.83,0.85
PD001109,20240318,A003,R018,L005,Día,650,544,11.81,10.48,1.33
PD001110,20241210,A005,R011,L005,Noche,679,761,8.75,7.39,1.36
PD001111,20241207,A001,R006,L004,Tarde,619,486,9.95,6.36,3.58
PD001112,20240615,A003,R029,L006,Noche,506,497,7.05,5.15,1.9
PD001113,20240412,A005,R012,L001,Tarde,363,294,9.21,6.99,2.21
PD001114,20240126,A001,R023,L002,Noche,620,489,10.54,7.53,3.01
PD001115,20240625,A006,R026,L006,Día,515,521,10.5,9.5,1.0
PD001116,20240605,A003,R021,L002,Noche,52,54,11.5,8.5,3.0
PD001117,20240206,A001,R025,L003,Día,674,561,11.48,8.55,2.93
PD001118,20240430,A005,R025,L003,Día,577,538,10.85,9.12,1.73
PD001119,20241005,A005,R029,L005,Noche,198,176,7.12,5.33,1.8
PD001120,20240729,A002,R025,L007,Tarde,575,615,7.71,6.8,0.9
PD001121,20241121,A002,R016,L006,Día,240,269,10.69,7.71,2.99
PD001122,20240328,A003,R029,L002,Día,585,467,6.56,4.94,1.62
PD001123,20241219,A006,R025,L001,Día,214,198,6.81,5.78,1.03
PD001124,20240913,A001,R026,L006,Noche,274,216,8.66,6.79,1.88
PD001125,20240419,A005,R012,L007,Noche,445,436,9.95,7.96,1.99
PD001126,20241218,A001,R009,L003,Tarde,362,245,9.67,5.95,3.72
PD001127,20240404,A006,R014,L003,Noche,718,692,6.95,5.91,1.04
PD001128,20240318,A002,R002,L002,Noche,141,149,10.13,8.16,1.97
PD001129,20241016,A004,R019,L005,Día,295,217,9.3,7.38,1.92
PD001130,20240606,A004,R003,L007,Día,476,414,11.22,8.23,2.99
PD001131,20241101,A001,R003,L005,Noche,476,371,7.8,6.3,1.5
PD001132,20240930,A004,R001,L007,Día,571,480,7.03,4.67,2.36
PD001133,20240314,A002,R026,L007,Noche,594,591,8.2,7.41,0.79
PD001134,20240410,A005,R014,L004,Noche,443,359,10.41,9.07,1.34
PD001135,20241114,A003,R010,L002,Tarde,302,298,7.9,6.45,1.45
PD001136,20240918,A002,R016,L002,Día,755,706,10.57,8.42,2.15
PD001137,20241223,A004,R022,L004,Noche,661,558,7.76,6.54,1.21
PD001138,20240714,A004,R009,L001,Tarde,607,474,9.05,7.02,2.04
PD001139,20240930,A002,R006,L003,Día,205,202,7.64,5.73,1.91
PD001140,20240801,A006,R024,L003,Noche,642,753,7.16,6.11,1.05
PD001141,20241217,A005,R029,L007,Tarde,547,564,7.46,6.54,0.92
PD001142,20240505,A001,R022,L004,Tarde,617,530,11.59,6.84,4.74
PD001143,20241206,A001,R019,L006,Tarde,170,128,11.81,10.13,1.67
PD001144,20240228,A006,R003,L003,Día,102,96,9.57,6.7,2.87
PD001145,20240711,A006,R012,L001,Noche,813,668,7.0,4.78,2.22
PD001146,20240728,A004,R017,L005,Noche,201,170,6.65,6.07,0.58
PD001147,20240530,A006,R028,L004,Noche,497,500,8.0,5.58,2.41
PD001148,20240627,A005,R002,L001,Tarde,841,678,11.42,9.19,2.23
PD001149,20240907,A004,R011,L002,Día,884,812,6.97,4.87,2.1
PD001150,20240512,A003,R015,L001,Tarde,413,347,8.51,6.96,1.55
PD001151,20240301,A001,R024,L006,Tarde,854,682,8.84,6.85,1.99
PD001152,20241124,A002,R030,L005,Día,406,336,11.29,9.32,1.97
PD001153,20240424,A004,R003,L007,Tarde,818,576,11.37,8.74,2.63
PD001154,20241016,A004,R022,L002,Noche,390,387,7.28,5.15,2.13
PD001155,20240731,A004,R018,L005,Tarde,738,693,6.92,5.9,1.03
PD001156,20240206,A001,R021,L003,Noche,247,196,6.93,4.84,2.1
PD001157,20240326,A006,R027,L005,Noche,557,625,8.99,7.58,1.41
PD001158,20241002,A005,R017,L002,Día,734,730,9.26,7.43,1.83
PD001159,20240311,A002,R029,L003,Día,600,623,7.88,5.88,2.01
PD001160,20240920,A006,R018,L006,Noche,644,668,10.97,9.06,1.91
PD001161,20240326,A002,R014,L005,Día,586,674,9.05,6.68,2.37
PD001162,20241006,A005,R004,L007,Noche,572,481,10.56,7.94,2.62
PD001163,20240731,A003,R028,L004,Tarde,424,384,6.05,5.41,0.64
PD001164,20241025,A005,R006,L005,Noche,77,67,8.17,7.05,1.12
PD001165,20240819,A006,R008,L004,Noche,293,277,10.59,8.3,2.28
PD001166,20240130,A003,R002,L005,Tarde,595,510,8.04,7.15,0.89
PD001167,20241012,A002,R021,L005,Tarde,612,502,6.07,4.24,1.83
PD001168,20241231,A003,R026,L005,Noche,733,640,7.45,5.35,2.1
PD001169,20240528,A005,R010,L006,Noche,631,524,9.6,7.04,2.56
PD001170,20241128,A004,R019,L002,Día,230,196,9.12,8.1,1.03
PD001171,20240524,A003,R017,L005,Tarde,890,651,6.25,5.64,0.61
PD001172,20240323,A002,R018,L005,Día,453,537,10.67,7.35,3.32
PD001173,20241109,A005,R021,L001,Noche,852,718,6.43,5.4,1.03
PD001174,20240423,A002,R003,L002,Noche,756,805,6.08,5.15,0.92
PD001175,20240319,A005,R027,L003,Tarde,486,517,11.23,9.35,1.88
PD001176,20240424,A003,R011,L007,Noche,65,62,11.64,8.91,2.73
PD001177,20240724,A001,R019,L003,Tarde,487,362,11.52,7.17,4.35
PD001178,20240831,A005,R024,L003,Día,541,578,7.12,6.06,1.06
PD001179,20241112,A004,R006,L002,Tarde,760,800,11.21,9.02,2.19
PD001180,20240909,A004,R003,L007,Noche,200,209,6.43,5.31,1.12
PD001181,20241007,A001,R022,L004,Noche,550,480,6.32,5.08,1.25
PD001182,20240127,A006,R014,L003,Noche,878,878,11.49,9.06,2.42
PD001183,20240214,A003,R002,L007,Tarde,487,495,10.16,9.21,0.95
PD001184,20240323,A003,R001,L003,Tarde,451,475,8.31,7.1,1.21
PD001185,20240907,A004,R012,L004,Noche,83,72,9.99,9.02,0.97
PD001186,20240916,A006,R028,L003,Tarde,319,297,10.49,9.43,1.06
PD001187,20240915,A005,R019,L007,Día,193,150,11.16,10.23,0.93
PD001188,20240515,A006,R030,L004,Día,726,811,8.69,6.17,2.51
PD001189,20240110,A003,R014,L002,Tarde,456,453,10.7,7.71,2.99
PD001190,20240607,A003,R012,L004,Día,753,593,10.24,8.56,1.68
PD001191,20241206,A004,R004,L005,Noche,237,157,7.26,5.64,1.62
PD001192,20240714,A001,R001,L003,Tarde,838,597,11.69,9.4,2.3
PD001193,20240903,A004,R005,L007,Tarde,784,720,7.85,7.14,0.71
PD001194,20240104,A001,R005,L006,Día,502,383,9.96,7.29,2.67
PD001195,20241025,A006,R025,L007,Tarde,856,836,8.92,7.86,1.05
PD001196,20240606,A006,R005,L002,Noche,221,234,8.97,7.08,1.89
PD001197,20240202,A006,R030,L003,Noche,534,581,11.72,9.79,1.93
PD001198,20241031,A005,R008,L002,Tarde,854,950,7.36,5.4,1.96
PD001199,20241118,A006,R010,L006,Día,505,478,9.51,7.31,2.2
PD001200,20240907,A001,R011,L007,Noche,608,615,11.2,7.94,3.26
PD001201,20240610,A006,R028,L006,Noche,669,594,7.54,6.39,1.15
PD001202,20240718,A003,R024,L002,Día,91,89,9.35,8.05,1.3
PD001203,20240102,A003,R013,L006,Tarde,428,427,10.38,7.25,3.13
PD001204,20240321,A003,R009,L001,Día,100,103,10.18,8.43,1.74
PD001205,20240522,A004,R007,L003,Día,885,716,9.52,8.43,1.09
PD001206,20241116,A005,R021,L006,Noche,839,873,7.92,6.4,1.52
PD001207,20240921,A002,R026,L003,Noche,748,759,10.12,7.68,2.43
PD001208,20240402,A004,R023,L001,Día,314,242,10.86,9.84,1.02
PD001209,20240823,A002,R024,L007,Tarde,791,759,9.95,8.38,1.58
PD001210,20241108,A005,R023,L003,Tarde,364,334,10.28,7.21,3.07
PD001211,20240829,A004,R013,L004,Noche,765,895,10.94,7.39,3.55
PD001212,20240109,A005,R010,L005,Día,388,384,6.25,4.7,1.55
PD001213,20241128,A005,R003,L002,Día,640,574,6.35,4.22,2.14
PD001214,20240602,A002,R029,L005,Noche,205,181,6.82,6.06,0.77
PD001215,20240315,A001,R003,L001,Día,603,536,9.26,5.83,3.42
PD001216,20240325,A001,R023,L003,Tarde,867,646,10.67,6.25,4.42
PD001217,20240311,A004,R019,L001,Día,466,446,8.74,6.56,2.18
PD001218,20240507,A002,R015,L005,Tarde,616,629,8.95,6.34,2.61
PD001219,20241206,A003,R007,L006,Día,334,318,6.48,4.82,1.66
PD001220,20240324,A005,R023,L005,Día,834,917,8.07,6.13,1.95
PD001221,20240629,A001,R010,L002,Noche,770,519,7.71,4.87,2.84
PD001222,20240208,A006,R008,L007,Día,128,105,10.93,8.84,2.09
PD001223,20240421,A006,R002,L006,Tarde,236,213,10.73,8.76,1.97
PD001224,20240509,A001,R015,L006,Tarde,90,73,6.79,5.8,1.0
PD001225,20240723,A006,R026,L004,Día,189,183,11.64,7.78,3.86
PD001226,20241113,A005,R025,L005,Día,770,747,9.32,8.38,0.94
PD001227,20240911,A002,R027,L007,Tarde,535,521,9.75,6.46,3.29
PD001228,20241201,A005,R004,L004,Noche,192,167,7.94,7.16,0.78
PD001229,20240824,A003,R003,L001,Día,298,229,8.21,5.57,2.63
PD001230,20240515,A002,R001,L002,Noche,385,274,8.53,6.99,1.54
PD001231,20241216,A003,R023,L006,Noche,774,795,7.05,4.76,2.29
PD001232,20240828,A002,R013,L001,Día,784,517,10.08,7.73,2.34
PD001233,20240803,A005,R030,L001,Noche,200,195,8.47,7.01,1.45
PD001234,20240620,A004,R018,L007,Día,153,153,8.83,7.92,0.9
PD001235,20241226,A002,R004,L007,Día,577,584,9.56,6.98,2.58
PD001236,20240303,A001,R026,L001,Día,709,579,9.91,6.71,3.2
PD001237,20241023,A006,R019,L002,Tarde,439,409,7.78,6.2,1.58
PD001238,20240328,A006,R030,L003,Tarde,107,84,11.09,8.58,2.51
PD001239,20241211,A002,R021,L004,Tarde,663,572,7.52,6.49,1.03
PD001240,20241118,A001,R021,L007,Noche,234,195,8.96,6.0,2.97
PD001241,20240312,A004,R023,L004,Tarde,204,204,6.62,5.18,1.44
PD001242,20240410,A002,R025,L001,Día,537,433,7.43,6.69,0.74
PD001243,20240919,A006,R012,L007,Noche,735,609,10.52,7.41,3.11
PD001244,20240816,A006,R012,L004,Noche,593,701,9.17,7.11,2.06
PD001245,20241111,A003,R011,L007,Noche,306,244,7.77,5.32,2.45
PD001246,20240406,A003,R021,L006,Tarde,388,364,6.56,5.12,1.44
PD001247,20240426,A005,R022,L002,Noche,234,225,10.59,7.17,3.42
PD001248,20241130,A006,R018,L005,Día,855,905,8.71,6.49,2.22
PD001249,20241105,A003,R012,L004,Noche,168,177,11.66,10.08,1.58
PD001250,20241023,A001,R006,L001,Día,789,707,9.12,5.45,3.67
PD001251,20240921,A003,R010,L004,Día,587,559,7.7,6.76,0.94
PD001252,20241102,A004,R008,L001,Noche,270,271,8.48,6.92,1.56
PD001253,20240528,A001,R011,L001,Día,114,136,10.64,6.38,4.26
PD001254,20240927,A005,R017,L005,Día,849,1155,7.51,6.19,1.31
PD001255,20240613,A001,R018,L006,Tarde,429,322,8.66,7.69,0.98
PD001256,20240917,A001,R030,L001,Día,430,349,10.04,8.59,1.45
PD001257,20241018,A006,R029,L004,Día,734,692,11.77,10.2,1.57
PD001258,20240210,A003,R002,L005,Noche,182,190,11.91,10.78,1.13
PD001259,20240504,A003,R011,L004,Día,472,390,7.08,5.63,1.45
PD001260,20240228,A004,R004,L001,Tarde,59,61,7.84,6.42,1.42
PD001261,20240822,A002,R001,L001,Noche,127,122,11.32,9.26,2.06
PD001262,20240125,A005,R008,L002,Noche,763,576,7.26,5.6,1.66
PD001263,20240203,A004,R029,L003,Día,452,446,8.68,6.9,1.78
PD001264,20241207,A001,R022,L004,Noche,710,507,6.67,4.06,2.61
PD001265,20241228,A002,R008,L002,Día,261,279,10.46,8.87,1.59
PD001266,20240428,A003,R013,L002,Día,596,547,8.42,6.9,1.52
PD001267,20240528,A002,R030,L003,Noche,374,286,12.0,10.02,1.97
PD001268,20241017,A004,R012,L001,Día,246,217,9.31,8.19,1.12
PD001269,20240722,A001,R026,L003,Noche,137,119,8.83,6.41,2.41
PD001270,20241227,A006,R016,L006,Tarde,258,180,8.31,7.19,1.12
PD001271,20240327,A004,R023,L007,Tarde,62,63,9.38,7.64,1.73
PD001272,20240326,A004,R001,L002,Tarde,171,144,9.24,7.65,1.59
PD001273,20241219,A005,R014,L005,Noche,625,645,7.85,5.27,2.58
PD001274,20240727,A006,R030,L006,Noche,665,773,11.62,9.09,2.54
PD001275,20240126,A005,R030,L001,Tarde,325,352,11.14,7.68,3.46
PD001276,20240204,A001,R024,L006,Día,276,228,6.51,5.34,1.17
PD001277,20240824,A003,R009,L004,Día,678,718,7.8,6.56,1.24
PD001278,20240417,A006,R015,L005,Tarde,490,493,6.61,6.05,0.56
PD001279,20240912,A003,R016,L004,Noche,246,233,8.88,6.32,2.56
PD001280,20240520,A005,R025,L007,Tarde,222,292,10.81,9.35,1.46
PD001281,20240916,A002,R006,L005,Día,50,53,10.79,7.73,3.06
PD001282,20240706,A001,R017,L002,Tarde,656,448,10.93,9.55,1.38
PD001283,20240705,A005,R026,L002,Noche,546,530,7.49,6.44,1.05
PD001284,20240422,A005,R002,L004,Día,184,185,11.6,8.38,3.22
PD001285,20240825,A005,R012,L007,Tarde,177,176,11.65,8.67,2.98
PD001286,20240708,A005,R024,L001,Noche,485,457,7.76,5.36,2.39
PD001287,20241024,A006,R016,L001,Noche,796,783,8.44,6.52,1.92
PD001288,20240330,A004,R028,L001,Noche,616,566,10.93,9.41,1.52
PD001289,20240425,A006,R022,L007,Tarde,283,277,8.19,5.66,2.53
PD001290,20240813,A002,R022,L007,Tarde,879,1030,8.06,6.74,1.32
PD001291,20240207,A003,R022,L005,Noche,341,339,9.52,8.74,0.78
PD001292,20241221,A003,R004,L006,Noche,220,212,11.01,9.61,1.4
PD001293,20241012,A002,R014,L003,Día,254,280,7.13,5.43,1.7
PD001294,20240624,A001,R026,L005,Día,859,738,10.95,9.29,1.66
PD001295,20240809,A004,R013,L004,Día,125,114,10.81,9.63,1.18
PD001296,20240714,A006,R013,L003,Noche,880,707,11.61,10.64,0.96
PD001297,20240628,A003,R006,L006,Noche,51,39,7.05,5.17,1.88
PD001298,20240712,A005,R023,L003,Tarde,858,890,10.1,8.71,1.39
PD001299,20240329,A004,R021,L006,Día,290,371,10.38,8.51,1.86
PD001300,20240415,A006,R030,L007,Día,711,657,6.18,5.61,0.57
PD001301,20240222,A004,R010,L007,Noche,804,507,7.73,5.36,2.37
PD001302,20240816,A002,R007,L002,Día,311,340,11.37,10.16,1.21
PD001303,20240912,A006,R030,L001,Día,571,561,7.18,5.29,1.89
PD001304,20240314,A004,R011,L002,Noche,459,422,11.68,10.68,0.99
PD001305,20240725,A006,R018,L002,Tarde,840,666,8.92,7.06,1.85
PD001306,20240730,A002,R002,L001,Noche,84,93,6.58,5.69,0.89
PD001307,20240206,A003,R006,L003,Tarde,161,153,9.4,8.19,1.21
PD001308,20241202,A004,R026,L001,Día,401,428,7.66,5.26,2.4
PD001309,20240920,A004,R023,L002,Noche,498,471,10.7,8.67,2.04
PD001310,20240414,A004,R025,L006,Noche,166,194,6.45,5.74,0.71
PD001311,20241219,A002,R021,L004,Día,327,317,7.24,6.15,1.09
PD001312,20240325,A006,R019,L006,Tarde,102,88,11.58,8.96,2.61
PD001313,20240107,A004,R019,L002,Noche,800,807,6.08,4.6,1.48
PD001314,20241125,A003,R026,L001,Día,632,604,9.7,7.07,2.63
PD001315,20241218,A005,R018,L002,Día,388,312,9.98,9.18,0.8
PD001316,20240110,A006,R007,L003,Tarde,512,428,10.03,9.17,0.87
PD001317,20240516,A002,R019,L002,Noche,222,211,8.01,7.34,0.67
PD001318,20240720,A006,R006,L002,Día,357,397,7.61,6.9,0.71
PD001319,20240415,A002,R029,L002,Día,803,707,11.52,9.9,1.62
PD001320,20240402,A003,R017,L002,Tarde,758,811,11.32,10.1,1.22
PD001321,20240304,A006,R022,L003,Noche,157,145,9.34,7.22,2.12
PD001322,20241231,A002,R007,L001,Noche,80,89,11.94,8.83,3.11
PD001323,20240224,A005,R026,L003,Tarde,382,451,7.58,5.35,2.24
PD001324,20240817,A003,R008,L007,Tarde,246,239,9.25,6.2,3.05
PD001325,20241002,A004,R014,L002,Día,672,586,11.53,9.17,2.35
PD001326,20241229,A005,R022,L001,Noche,554,482,7.36,5.93,1.43
PD001327,20241216,A006,R003,L005,Tarde,131,140,8.44,7.38,1.06
PD001328,20240219,A005,R007,L003,Día,170,142,11.02,7.9,3.11
PD001329,20240930,A002,R004,L003,Noche,878,649,11.71,9.37,2.33
PD001330,20241013,A006,R001,L002,Tarde,751,821,6.01,4.87,1.14
PD001331,20240525,A005,R014,L003,Tarde,363,305,7.56,6.34,1.23
PD001332,20240607,A006,R026,L003,Noche,652,511,6.17,5.02,1.15
PD001333,20240426,A002,R014,L007,Noche,520,442,9.45,7.75,1.71
PD001334,20240214,A004,R030,L005,Día,706,649,7.08,5.15,1.93
PD001335,20240410,A002,R002,L006,Noche,898,715,9.83,6.9,2.93
PD001336,20240527,A003,R002,L003,Noche,667,539,10.48,9.5,0.99
PD001337,20240901,A006,R005,L005,Noche,682,664,7.3,6.45,0.85
PD001338,20240701,A001,R011,L006,Tarde,716,573,9.24,8.2,1.04
PD001339,20240411,A003,R001,L004,Noche,312,312,6.46,5.02,1.44
PD001340,20240519,A003,R022,L005,Tarde,642,654,11.72,10.1,1.62
PD001341,20241001,A005,R002,L004,Noche,882,770,10.08,8.31,1.77
PD001342,20240716,A003,R001,L005,Día,304,281,9.85,9.0,0.84
PD001343,20241228,A005,R006,L004,Día,504,526,10.86,8.8,2.06
PD001344,20240413,A006,R006,L006,Tarde,850,925,10.94,8.97,1.97
PD001345,20241218,A002,R004,L004,Noche,425,278,7.47,5.3,2.17
PD001346,20240311,A006,R015,L003,Noche,331,254,9.41,8.35,1.05
PD001347,20241127,A003,R006,L007,Día,502,486,7.8,6.76,1.04
PD001348,20240323,A004,R009,L001,Día,259,245,9.71,7.3,2.41
PD001349,20240929,A004,R008,L002,Tarde,90,82,7.76,6.09,1.67
PD001350,20240919,A006,R015,L004,Día,287,258,9.85,7.36,2.49
PD001351,20240929,A004,R007,L005,Noche,614,520,10.43,8.46,1.97
PD001352,20240515,A001,R014,L001,Noche,103,100,7.41,6.42,0.99
PD001353,20241226,A001,R006,L007,Noche,767,466,10.89,7.63,3.26
PD001354,20240528,A004,R002,L002,Día,63,59,7.09,5.4,1.69
PD001355,20240614,A006,R015,L002,Día,100,93,8.26,7.59,0.67
PD001356,20240507,A003,R016,L003,Tarde,87,91,6.41,5.75,0.66
PD001357,20241002,A005,R022,L001,Tarde,669,692,7.66,6.48,1.18
PD001358,20240202,A003,R015,L005,Noche,359,339,10.74,9.0,1.74
PD001359,20240522,A006,R010,L001,Día,578,529,6.57,5.78,0.79
PD001360,20241216,A002,R020,L002,Día,520,431,6.45,4.47,1.98
PD001361,20240917,A005,R005,L003,Tarde,92,100,7.27,5.88,1.39
PD001362,20240426,A005,R011,L001,Tarde,593,434,11.69,8.15,3.54
PD001363,20240327,A002,R010,L007,Día,247,203,8.05,6.35,1.7
PD001364,20240927,A001,R016,L004,Tarde,668,612,11.78,6.78,5.0
